frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749142401.93,75,0.033,0.021,0.030,1.201,0.00,0.00,-0.96,0.00,0.05,none,1,0,20.50,3.10,0.00,16.28,0.020,0.020,0.0,0.061
3,1749142401.96,75,0.038,0.035,0.042,2.024,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.70,3.14,0.00,19.91,0.021,0.021,0.0,0.050
4,1749142402.01,75,0.050,0.047,0.070,1.955,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.79,3.16,0.00,19.95,0.023,0.023,0.0,0.050
5,1749142402.06,75,0.067,0.055,0.097,2.657,0.00,0.00,-0.95,0.00,0.07,none,0,0,20.74,3.15,0.00,19.83,0.023,0.023,0.0,0.050
6,1749142402.11,75,0.075,0.057,0.107,2.280,0.00,0.00,-0.94,0.00,0.06,none,0,0,20.67,3.13,0.00,19.92,0.020,0.020,0.0,0.050
7,1749142402.16,75,0.078,0.063,0.108,2.103,0.00,0.00,-0.94,0.00,0.05,none,0,0,20.58,3.12,0.00,19.89,0.022,0.022,0.0,0.050
8,1749142402.21,75,0.081,0.066,0.111,2.324,0.00,0.00,-0.94,0.00,0.05,none,0,0,20.48,3.10,0.00,19.96,0.023,0.023,0.0,0.050
9,1749142402.26,75,0.078,0.063,0.110,1.575,0.00,0.00,-0.93,0.00,0.04,none,0,0,20.41,3.08,0.00,19.98,0.021,0.021,0.0,0.050
10,1749142402.31,75,0.077,0.062,0.107,1.409,0.00,0.00,-0.93,0.00,0.03,none,0,0,20.33,3.07,0.00,19.91,0.020,0.020,0.0,0.050
11,1749142402.36,75,0.073,0.060,0.105,1.209,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.27,3.05,0.00,19.93,0.024,0.024,0.0,0.050
12,1749142402.41,75,0.073,0.061,0.108,0.994,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.21,3.04,0.00,19.89,0.021,0.021,0.0,0.050
13,1749142402.46,75,0.072,0.060,0.108,0.823,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.16,3.03,0.00,19.88,0.023,0.023,0.0,0.050
14,1749142402.51,75,0.067,0.055,0.102,1.377,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,3.02,0.00,19.96,0.021,0.021,0.0,0.050
15,1749142402.56,75,0.058,0.049,0.088,0.552,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.08,3.02,0.00,19.87,0.025,0.025,0.0,0.050
16,1749142402.61,75,0.050,0.045,0.075,0.535,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.04,3.01,0.00,19.87,0.024,0.024,0.0,0.050
