frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749220174.87,75,0.028,0.024,0.041,1.336,0.00,0.00,-0.96,0.00,0.06,none,1,0,1,20.57,2.03,0.00,14.69,0.019,0.002,0.0,0.068
3,1749220174.91,75,0.041,0.038,0.054,2.052,0.00,0.00,-0.95,0.00,0.08,none,0,0,1,20.74,2.04,0.00,19.87,0.019,0.002,0.0,0.050
4,1749220174.96,75,0.056,0.051,0.080,2.173,0.00,0.00,-0.95,0.00,0.08,none,0,0,1,20.78,2.04,0.00,19.78,0.019,0.002,0.0,0.051
5,1749220175.01,75,0.067,0.056,0.099,2.376,0.00,0.00,-0.95,0.00,0.07,none,0,0,1,20.73,2.04,0.00,19.92,0.021,0.002,0.0,0.050
6,1749220175.06,75,0.076,0.056,0.109,2.258,0.00,0.00,-0.94,0.00,0.06,none,0,0,1,20.64,2.03,0.00,19.82,0.019,0.002,0.0,0.050
7,1749220175.11,75,0.079,0.063,0.109,2.142,0.00,0.00,-0.94,0.00,0.05,none,0,0,1,20.56,2.03,0.00,19.78,0.018,0.002,0.0,0.051
8,1749220175.16,75,0.081,0.065,0.111,2.235,0.00,0.00,-0.94,0.00,0.04,none,0,0,1,20.46,2.02,0.00,19.83,0.020,0.002,0.0,0.050
9,1749220175.21,75,0.078,0.063,0.109,1.391,0.00,0.00,-0.93,0.00,0.04,none,0,0,1,20.38,2.02,0.00,19.95,0.020,0.002,0.0,0.050
10,1749220175.26,75,0.076,0.061,0.107,1.368,0.00,0.00,-0.93,0.00,0.03,none,0,0,1,20.32,2.02,0.00,19.94,0.020,0.002,0.0,0.050
11,1749220175.31,75,0.072,0.059,0.104,1.242,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.26,2.01,0.00,19.79,0.018,0.002,0.0,0.051
12,1749220175.36,75,0.073,0.060,0.106,0.997,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.20,2.01,0.00,19.83,0.017,0.002,0.0,0.050
13,1749220175.41,75,0.071,0.057,0.103,0.690,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.15,2.01,0.00,19.84,0.019,0.002,0.0,0.050
14,1749220175.46,75,0.065,0.052,0.094,0.679,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.88,0.016,0.002,0.0,0.050
15,1749220175.51,75,0.057,0.047,0.083,1.174,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.07,2.00,0.00,19.96,0.020,0.002,0.0,0.050
16,1749220175.56,75,0.047,0.044,0.071,0.555,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.04,2.00,0.00,19.95,0.017,0.002,0.0,0.050
17,1749220175.61,75,0.040,0.036,0.063,0.394,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.01,2.00,0.00,19.93,0.019,0.002,0.0,0.050
18,1749220175.66,75,0.033,0.029,0.052,0.368,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.02,2.00,0.00,19.90,0.019,0.002,0.0,0.050
19,1749220175.71,75,0.029,0.026,0.045,0.422,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.04,2.00,0.00,19.84,0.020,0.002,0.0,0.050
20,1749220175.76,75,0.025,0.023,0.039,0.479,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.06,2.00,0.00,19.94,0.020,0.002,0.0,0.050
21,1749220175.81,75,0.023,0.021,0.035,0.514,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.07,2.00,0.00,19.96,0.020,0.002,0.0,0.050
22,1749220175.86,75,0.021,0.021,0.034,1.115,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.09,2.00,0.00,19.96,0.021,0.002,0.0,0.050
23,1749220175.91,75,0.019,0.020,0.034,0.633,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.10,2.00,0.00,19.79,0.019,0.002,0.0,0.051
24,1749220175.96,75,0.019,0.019,0.033,0.597,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.81,0.019,0.002,0.0,0.050
25,1749220176.01,75,0.019,0.019,0.030,0.470,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.94,0.018,0.002,0.0,0.050
26,1749220176.06,75,0.019,0.019,0.030,0.454,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.91,0.020,0.002,0.0,0.050
27,1749220176.11,75,0.020,0.019,0.033,0.668,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.97,0.022,0.002,0.0,0.050
28,1749220176.16,75,0.020,0.020,0.035,0.567,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.93,0.022,0.002,0.0,0.050
29,1749220176.21,75,0.020,0.021,0.036,0.699,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.79,0.017,0.002,0.0,0.051
30,1749220176.26,75,0.020,0.022,0.037,0.526,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.85,0.019,0.002,0.0,0.050
31,1749220176.31,75,0.021,0.022,0.038,0.671,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.94,0.021,0.002,0.0,0.050
32,1749220176.36,75,0.021,0.022,0.037,0.746,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.87,0.020,0.002,0.0,0.050
33,1749220176.41,75,0.023,0.023,0.037,0.712,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.83,0.021,0.002,0.0,0.050
34,1749220176.46,75,0.023,0.023,0.037,0.666,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.94,0.018,0.002,0.0,0.050
35,1749220176.51,75,0.024,0.023,0.038,0.618,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.85,0.020,0.002,0.0,0.050
36,1749220176.56,75,0.024,0.023,0.040,0.607,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.85,0.020,0.002,0.0,0.050
37,1749220176.62,75,0.024,0.024,0.038,0.502,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.82,0.019,0.002,0.0,0.050
38,1749220176.67,75,0.025,0.025,0.038,0.619,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.79,0.021,0.002,0.0,0.051
39,1749220176.72,75,0.026,0.025,0.037,0.532,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.91,0.022,0.002,0.0,0.050
40,1749220176.77,75,0.026,0.026,0.038,1.215,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.96,0.019,0.003,0.0,0.050
41,1749220176.82,75,0.026,0.027,0.037,0.608,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.91,0.021,0.002,0.0,0.050
42,1749220176.87,75,0.027,0.026,0.037,1.001,0.00,0.00,-0.94,0.00,0.01,resume_reinforce,0,0,1,20.11,2.01,0.00,19.92,0.021,0.002,0.0,0.050
43,1749220176.92,75,0.106,0.089,0.117,13.029,0.00,-0.00,-0.94,-0.00,0.03,none,0,0,0,20.34,2.02,0.00,19.91,0.022,0.002,0.0,0.050
44,1749220176.97,73,1.296,0.816,1.486,197.194,0.00,-0.00,-0.94,-0.00,0.07,none,0,0,0,20.48,2.02,0.00,19.95,0.020,0.003,0.0,0.050
45,1749220177.02,74,2.146,1.480,2.522,139.510,0.01,-0.00,-0.95,-0.00,0.18,none,0,0,0,21.40,2.07,0.00,19.94,0.018,0.002,0.0,0.050
46,1749220177.07,75,2.745,1.996,3.130,87.600,0.02,-0.00,-0.95,-0.00,0.28,none,0,0,0,22.50,2.13,0.00,19.73,0.021,0.002,0.0,0.051
47,1749220177.12,75,3.153,2.337,3.526,58.811,0.03,-0.00,-0.96,-0.00,0.37,none,0,0,0,23.41,2.17,0.00,19.81,0.020,0.002,0.0,0.050
48,1749220177.17,75,3.385,2.519,3.758,30.575,0.05,-0.00,-0.97,-0.00,0.45,none,0,0,0,24.29,2.21,0.00,19.96,0.020,0.002,0.0,0.050
49,1749220177.22,75,3.484,2.585,3.854,11.759,0.07,-0.00,-0.98,-0.00,0.54,none,0,0,0,25.12,2.26,0.00,19.88,0.021,0.002,0.0,0.050
50,1749220177.27,75,3.535,2.596,3.918,9.672,0.10,-0.00,-0.99,-0.00,0.61,none,0,0,0,25.92,2.30,0.00,19.95,0.022,0.002,0.0,0.050
51,1749220177.32,75,3.636,2.653,4.050,15.258,0.13,-0.00,-1.00,-0.00,0.69,none,0,0,0,26.65,2.33,0.00,19.80,0.021,0.002,0.0,0.051
52,1749220177.37,75,3.792,2.754,4.233,19.397,0.16,-0.00,-1.01,-0.00,0.76,none,0,0,0,27.37,2.37,0.00,19.87,0.020,0.002,0.0,0.050
53,1749220177.42,75,3.904,2.818,4.371,24.518,0.20,-0.00,-1.02,-0.00,0.83,none,0,0,0,28.06,2.40,0.00,19.95,0.020,0.002,0.0,0.050
54,1749220177.47,75,2.903,2.224,3.241,26.116,0.24,-0.00,-1.03,-0.00,0.90,none,0,0,0,28.83,2.44,0.00,19.90,0.024,0.002,0.0,0.050
55,1749220177.52,75,2.242,1.696,2.413,25.867,0.28,-0.00,-1.04,-0.00,0.96,none,0,0,0,29.44,2.47,0.00,19.96,0.021,0.002,0.0,0.050
56,1749220177.57,75,1.900,1.343,2.071,31.212,0.34,-0.00,-1.04,-0.00,1.03,none,0,0,0,30.11,2.51,0.00,19.95,0.021,0.002,0.0,0.050
57,1749220177.62,75,1.699,1.144,1.933,28.482,0.39,-0.00,-1.05,-0.00,1.09,none,0,0,0,30.71,2.54,0.00,19.94,0.019,0.002,0.0,0.050
58,1749220177.67,75,1.709,1.120,1.962,28.544,0.44,-0.00,-1.05,-0.00,1.15,none,0,0,0,31.29,2.56,0.00,19.91,0.020,0.002,0.0,0.050
59,1749220177.72,75,1.873,1.206,2.151,31.852,0.50,-0.00,-1.05,-0.00,1.21,none,0,0,0,31.86,2.59,0.00,19.98,0.018,0.002,0.0,0.050
60,1749220177.77,74,2.093,1.358,2.360,31.659,0.57,-0.00,-1.06,-0.00,1.26,none,0,0,0,32.41,2.62,0.00,19.93,0.020,0.002,0.0,0.050
