frame,time,features,flow_left,flow_center,flow_right,speed
2,1748971298.37,75,0.111,0.053,0.112,0.07
3,1748971298.54,75,0.205,0.094,0.207,0.04
4,1748971298.70,75,0.213,0.090,0.209,0.02
5,1748971298.86,75,0.157,0.069,0.158,1.84
6,1748971301.02,75,4.154,3.869,6.538,1.80
7,1748971301.19,75,6.057,11.838,8.637,1.70
8,1748971301.35,75,7.729,17.238,9.545,1.70
9,1748971302.52,75,7.854,17.083,9.898,0.45
10,1748971303.68,75,6.794,17.804,10.700,0.11
11,1748971304.85,75,7.128,11.239,8.155,0.08
12,1748971306.00,75,5.082,6.304,5.277,0.08
13,1748971307.17,75,3.656,3.572,3.542,0.08
14,1748971308.33,75,2.817,2.149,2.623,0.08
15,1748971309.48,75,2.486,1.431,2.166,0.08
16,1748971310.65,75,2.278,1.071,1.917,0.08
17,1748971311.81,75,2.185,0.888,1.801,0.08
18,1748971312.98,75,2.244,0.800,1.761,0.08
19,1748971314.13,75,2.219,0.754,1.736,0.08
20,1748971315.29,75,2.251,0.733,1.720,0.08
