frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749123944.37,75,0.040,0.021,0.037,1.311,0.00,0.00,-0.96,0.00,0.05,none,1,20.55,3.11,0.00,14.48,0.022,0.022,0.0,0.069
3,1749123944.41,75,0.046,0.040,0.056,1.571,0.00,0.00,-0.95,0.00,0.08,none,0,20.76,3.15,0.00,19.95,0.036,0.036,0.0,0.050
4,1749123944.46,75,0.058,0.052,0.080,2.743,0.00,0.00,-0.95,0.00,0.08,none,0,20.78,3.16,0.00,19.85,0.023,0.023,0.0,0.050
5,1749123944.51,75,0.067,0.054,0.098,2.380,0.00,0.00,-0.95,0.00,0.07,none,0,20.74,3.15,0.00,19.85,0.020,0.020,0.0,0.050
6,1749123944.56,75,0.079,0.057,0.109,2.206,0.00,0.00,-0.94,0.00,0.06,none,0,20.64,3.13,0.00,19.89,0.024,0.024,0.0,0.050
7,1749123944.61,75,0.085,0.063,0.109,2.590,0.00,0.00,-0.94,0.00,0.05,none,0,20.56,3.11,0.00,19.96,0.019,0.019,0.0,0.050
8,1749123944.66,75,0.085,0.066,0.111,2.073,0.00,0.00,-0.94,0.00,0.04,none,0,20.47,3.09,0.00,19.80,0.023,0.023,0.0,0.051
9,1749123944.71,75,0.082,0.063,0.109,1.463,0.00,0.00,-0.93,0.00,0.04,none,0,20.39,3.08,0.00,19.87,0.021,0.021,0.0,0.050
10,1749123944.76,75,0.079,0.061,0.106,1.356,0.00,0.00,-0.93,0.00,0.03,none,0,20.32,3.06,0.00,19.93,0.023,0.023,0.0,0.050
11,1749123944.81,75,0.074,0.059,0.103,1.218,0.00,0.00,-0.93,0.00,0.02,none,0,20.26,3.05,0.00,19.76,0.022,0.022,0.0,0.051
12,1749123944.86,75,0.074,0.060,0.105,0.937,0.00,0.00,-0.93,0.00,0.02,none,0,20.20,3.04,0.00,19.93,0.023,0.023,0.0,0.050
13,1749123944.91,75,0.072,0.057,0.102,0.756,0.00,0.00,-0.93,0.00,0.01,none,0,20.15,3.03,0.00,19.81,0.022,0.022,0.0,0.050
14,1749123944.96,75,0.067,0.052,0.096,1.423,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.79,0.023,0.023,0.0,0.051
15,1749123945.01,75,0.060,0.048,0.085,0.636,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.94,0.023,0.023,0.0,0.050
16,1749123945.06,75,0.050,0.044,0.072,0.530,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.79,0.024,0.024,0.0,0.051
17,1749123945.11,75,0.040,0.036,0.064,0.436,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.95,0.022,0.022,0.0,0.050
18,1749123945.16,75,0.033,0.029,0.054,0.316,0.00,0.00,-0.93,0.00,0.00,none,0,20.02,3.00,0.00,19.97,0.022,0.022,0.0,0.050
19,1749123945.21,75,0.028,0.026,0.047,0.399,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.96,0.021,0.021,0.0,0.050
20,1749123945.26,75,0.025,0.024,0.042,0.503,0.00,0.00,-0.93,0.00,0.01,none,0,20.06,3.01,0.00,19.94,0.020,0.020,0.0,0.050
21,1749123945.31,75,0.025,0.022,0.038,0.711,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.84,0.022,0.022,0.0,0.050
22,1749123945.36,75,0.023,0.021,0.034,0.467,0.00,0.00,-0.93,0.00,0.01,none,0,20.08,3.02,0.00,19.93,0.020,0.020,0.0,0.050
23,1749123945.41,75,0.021,0.020,0.033,0.395,0.00,0.00,-0.93,0.00,0.01,none,0,20.10,3.02,0.00,19.82,0.022,0.022,0.0,0.050
24,1749123945.47,75,0.020,0.020,0.031,1.162,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.86,0.022,0.022,0.0,0.050
25,1749123945.52,75,0.019,0.020,0.030,0.615,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.92,0.020,0.020,0.0,0.050
26,1749123945.57,75,0.019,0.020,0.031,0.521,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.89,0.025,0.025,0.0,0.050
27,1749123945.62,75,0.020,0.021,0.031,0.614,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.92,0.021,0.021,0.0,0.050
28,1749123945.67,75,0.020,0.021,0.033,0.528,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.83,0.025,0.025,0.0,0.050
29,1749123945.72,75,0.021,0.022,0.035,0.769,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.82,0.022,0.022,0.0,0.050
30,1749123945.77,75,0.021,0.023,0.037,0.797,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.80,0.020,0.020,0.0,0.051
31,1749123945.82,75,0.021,0.023,0.037,0.415,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.75,0.025,0.025,0.0,0.051
32,1749123945.87,75,0.020,0.023,0.039,0.680,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.97,0.027,0.027,0.0,0.050
33,1749123945.92,75,0.021,0.023,0.040,0.641,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.93,0.024,0.024,0.0,0.050
34,1749123945.97,75,0.022,0.022,0.039,0.838,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.92,0.020,0.020,0.0,0.050
35,1749123946.02,75,0.023,0.023,0.039,0.624,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.92,0.020,0.020,0.0,0.050
36,1749123946.07,75,0.024,0.023,0.040,0.612,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.85,0.024,0.024,0.0,0.050
37,1749123946.12,75,0.024,0.022,0.040,0.619,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.79,0.025,0.025,0.0,0.051
38,1749123946.17,75,0.024,0.023,0.039,0.581,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.96,0.020,0.020,0.0,0.050
39,1749123946.22,75,0.024,0.023,0.039,0.532,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.90,0.023,0.023,0.0,0.050
40,1749123946.27,75,0.024,0.022,0.038,0.608,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.96,0.024,0.024,0.0,0.050
41,1749123946.32,75,0.025,0.024,0.038,1.195,0.00,0.00,-0.94,0.00,0.01,none,0,20.11,3.02,0.00,19.92,0.021,0.021,0.0,0.050
