frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749306783.25,150,0.149,0.083,0.110,5.173,0.00,0.00,-0.95,0.00,0.07,none,1,0,1,20.75,2.04,0.00,9.04,0.021,0.002,0.024,0.111
3,1749306783.30,150,0.148,0.107,0.130,3.420,0.00,0.00,-0.95,0.00,0.08,none,0,0,0,20.78,2.04,0.00,19.93,0.017,0.002,0.023,0.050
4,1749306783.35,150,0.138,0.113,0.141,2.629,0.00,0.00,-0.95,0.00,0.07,none,0,0,0,20.74,2.04,0.00,19.80,0.024,0.002,0.023,0.050
5,1749306783.41,150,0.135,0.117,0.158,3.204,0.00,0.00,-0.94,0.00,0.06,none,0,0,0,20.63,2.03,0.00,18.80,0.024,0.003,0.032,0.053
6,1749306783.46,150,0.150,0.123,0.166,3.153,0.00,0.00,-0.94,0.00,0.05,none,0,0,0,20.53,2.03,0.00,16.51,0.025,0.003,0.028,0.061
7,1749306783.52,150,0.153,0.123,0.162,2.828,0.00,0.00,-0.94,0.00,0.04,none,0,0,0,20.43,2.02,0.00,18.87,0.024,0.002,0.028,0.053
8,1749306783.57,150,0.148,0.120,0.159,2.219,0.00,0.00,-0.93,0.00,0.04,none,0,0,0,20.36,2.02,0.00,19.83,0.022,0.003,0.023,0.050
9,1749306783.62,150,0.151,0.115,0.153,3.021,0.00,0.00,-0.93,0.00,0.03,none,0,0,0,20.29,2.01,0.00,18.57,0.025,0.002,0.026,0.054
10,1749306783.68,150,0.143,0.110,0.149,1.784,0.00,0.00,-0.93,0.00,0.02,none,0,0,0,20.22,2.01,0.00,17.60,0.024,0.003,0.026,0.057
11,1749306783.73,150,0.137,0.105,0.143,1.245,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.15,2.01,0.00,14.60,0.028,0.002,0.034,0.068
12,1749306783.80,150,0.131,0.102,0.140,1.465,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.11,2.01,0.00,19.95,0.020,0.003,0.025,0.050
13,1749306783.85,150,0.123,0.094,0.132,1.205,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.06,2.00,0.00,17.63,0.025,0.003,0.030,0.057
14,1749306783.91,150,0.117,0.086,0.122,1.145,0.00,0.00,-0.93,0.00,0.00,none,0,0,0,20.03,2.00,0.00,19.83,0.020,0.002,0.026,0.050
15,1749306783.96,150,0.108,0.077,0.107,0.996,0.00,0.00,-0.93,0.00,0.00,none,0,0,0,20.00,2.00,0.00,19.95,0.020,0.003,0.028,0.050
16,1749306784.01,150,0.092,0.066,0.093,0.857,0.00,0.00,-0.93,0.00,0.00,none,0,0,0,20.02,2.00,0.00,18.40,0.025,0.003,0.024,0.054
17,1749306784.06,150,0.079,0.058,0.084,0.906,0.00,0.00,-0.93,0.00,0.00,none,0,0,0,20.04,2.00,0.00,19.90,0.019,0.003,0.024,0.050
18,1749306784.11,150,0.071,0.051,0.076,0.911,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.06,2.00,0.00,19.90,0.022,0.002,0.024,0.050
19,1749306784.16,150,0.058,0.047,0.070,0.922,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.08,2.00,0.00,18.46,0.023,0.004,0.027,0.054
20,1749306784.22,150,0.056,0.045,0.063,0.881,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.09,2.00,0.00,15.85,0.027,0.003,0.030,0.063
21,1749306784.28,150,0.052,0.044,0.061,0.924,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.10,2.01,0.00,17.22,0.029,0.003,0.026,0.058
22,1749306784.34,150,0.051,0.043,0.058,0.973,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.11,2.01,0.00,14.54,0.027,0.003,0.032,0.069
23,1749306784.41,150,0.050,0.043,0.060,1.171,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.12,2.01,0.00,17.14,0.028,0.004,0.028,0.058
24,1749306784.47,150,0.050,0.043,0.060,0.994,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.12,2.01,0.00,18.54,0.023,0.002,0.028,0.054
25,1749306784.52,150,0.053,0.044,0.060,0.939,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.13,2.01,0.00,16.22,0.025,0.002,0.029,0.062
26,1749306784.58,150,0.053,0.045,0.062,1.085,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.13,2.01,0.00,19.96,0.023,0.003,0.026,0.050
27,1749306784.63,150,0.054,0.046,0.063,1.049,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.13,2.01,0.00,18.66,0.022,0.003,0.027,0.054
28,1749306784.69,150,0.055,0.047,0.063,1.147,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.13,2.01,0.00,19.90,0.019,0.002,0.025,0.050
29,1749306784.74,150,0.055,0.047,0.065,1.124,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.13,2.01,0.00,18.63,0.021,0.002,0.030,0.054
30,1749306784.79,150,0.062,0.048,0.066,2.156,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.13,2.01,0.00,18.55,0.025,0.003,0.026,0.054
31,1749306784.84,150,0.063,0.048,0.066,1.236,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.13,2.01,0.00,18.88,0.022,0.003,0.025,0.053
32,1749306784.90,150,0.062,0.048,0.068,1.159,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.13,2.01,0.00,18.25,0.023,0.002,0.027,0.055
33,1749306784.95,150,0.062,0.049,0.067,1.142,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.12,2.01,0.00,18.55,0.023,0.002,0.028,0.054
34,1749306785.00,150,0.061,0.051,0.068,1.344,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.12,2.01,0.00,17.73,0.026,0.003,0.025,0.056
35,1749306785.06,150,0.061,0.051,0.068,0.987,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.12,2.01,0.00,17.48,0.029,0.002,0.024,0.057
36,1749306785.12,150,0.059,0.052,0.068,1.075,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.12,2.01,0.00,16.56,0.027,0.002,0.026,0.060
37,1749306785.18,150,0.059,0.054,0.068,1.218,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.11,2.01,0.00,17.66,0.026,0.002,0.029,0.057
38,1749306785.24,150,0.065,0.054,0.067,1.804,0.00,0.00,-0.94,0.00,0.01,resume_reinforce,0,0,0,20.11,2.01,0.00,19.36,0.021,0.002,0.027,0.052
