frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std2,1748940274.05,150,423.592,388.467,314.252,
0.28,0.01,0.00,-0.88,0.00,1,none,254.457
3,1748940274.15,130,412.771,289.971,232.663,
0.45,0.04,0.00,-0.90,0.00,0,none,154.672
4,1748940274.25,129,288.117,208.724,168.578,
0.59,0.08,0.00,-0.93,0.00,0,none,14.764
5,1748940274.34,129,217.013,156.752,127.140,
0.74,0.15,0.00,-0.95,0.00,0,none,1.704
6,1748940274.44,126,194.527,136.628,114.692,
1.18,0.47,0.00,-1.01,0.00,0,none,47.687
7,1748940274.79,125,121.125,64.392,59.521,
1.48,0.92,0.00,-1.03,-0.00,0,brake,27.868
8,1748940276.14,123,44.252,31.369,33.333,
0.31,2.11,0.00,-1.11,-0.00,0,dodge_right,24.284
9,1748940277.99,120,39.178,23.532,27.794,
1.22,3.15,0.86,-1.10,-0.14,0,dodge_right,12.260
10,1748940279.66,115,41.450,24.125,28.395,
1.31,4.69,2.38,-1.02,-0.13,0,dodge_right,5.716
11,1748940281.36,107,21.175,13.493,17.620,
1.22,5.84,3.50,-0.95,-0.21,1,timeout_nudge,6.145
12,1748940282.53,103,10.305,8.781,11.275,
0.48,5.77,3.40,-0.95,-0.25,1,none,3.010
13,1748940282.85,102,6.898,3.560,7.319,
0.33,5.90,3.42,-0.93,-0.16,1,resume,0.309
14,1748940283.18,96,4.838,3.431,6.640,
0.62,6.03,3.43,-0.94,0.01,1,none,5.152
15,1748940283.51,88,2.088,2.924,5.761,
1.08,6.32,3.44,-0.98,0.03,1,none,0.363
16,1748940283.84,83,1.818,2.860,4.150,
1.41,6.74,3.45,-1.00,-0.01,1,none,1.019
17,1748940284.18,83,1.700,2.548,3.319,
1.64,7.27,3.45,-1.00,-0.01,1,none,0.908
18,1748940284.53,82,1.833,2.783,3.588,
1.77,7.82,3.45,-1.00,0.00,1,none,0.340
19,1748940284.85,81,1.397,1.681,1.941,
1.85,8.42,3.45,-0.99,0.00,1,none,0.212
20,1748940285.18,81,1.238,1.531,1.780,
1.90,9.09,3.46,-0.99,-0.00,1,none,0.061
21,1748940285.54,81,0.928,1.062,1.258,
1.93,9.69,3.46,-0.99,-0.00,1,none,0.042
22,1748940285.85,81,0.634,0.664,0.797,
1.95,10.35,3.46,-0.98,0.00,1,none,0.027
23,1748940286.19,71,1.061,1.135,3.462,
1.57,10.99,3.46,-1.01,-0.00,1,none,6.382
24,1748940286.54,65,1.468,1.543,5.112,
0.82,11.36,3.46,-1.06,-0.00,1,none,3.404
25,1748940286.86,65,1.577,1.640,5.236,
0.15,11.51,3.46,-1.05,-0.00,1,none,0.399
26,1748940287.18,62,2.194,2.193,5.958,
0.53,11.43,3.46,-1.00,-0.00,1,none,3.143
27,1748940287.53,56,2.659,2.689,7.486,
0.85,11.21,3.46,-0.97,-0.00,1,timeout_nudge,3.807
28,1748940288.86,52,2.471,2.557,7.741,
0.14,10.80,3.46,-0.97,-0.00,1,none,5.763
29,1748940289.20,52,2.087,2.177,6.099,
0.11,10.82,3.46,-0.96,-0.00,1,none,0.148
30,1748940289.39,51,1.959,2.063,5.949,
0.09,10.83,3.46,-0.96,-0.00,1,none,0.024
31,1748940289.49,51,1.307,1.469,5.189,
0.07,10.84,3.46,-0.96,-0.00,1,none,0.031
32,1748940289.61,51,0.817,0.944,3.635,
0.05,10.84,3.46,-0.96,-0.00,1,nudge,0.020
33,1748940290.73,49,0.737,0.689,0.840,
0.36,5.99,3.40,-0.90,0.01,1,none,1.503
