frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749149636.86,75,0.039,0.020,0.036,1.267,0.00,0.00,-0.96,0.00,0.05,none,1,0,20.52,2.05,0.00,15.39,0.021,0.021,0.0,0.065
3,1749149636.89,75,0.041,0.038,0.051,2.232,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.72,2.07,0.00,19.84,0.021,0.021,0.0,0.050
4,1749149636.94,75,0.058,0.049,0.078,2.017,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.78,2.08,0.00,19.94,0.023,0.023,0.0,0.050
5,1749149636.99,75,0.069,0.054,0.096,2.385,0.00,0.00,-0.95,0.00,0.07,none,0,0,20.74,2.07,0.00,19.97,0.021,0.021,0.0,0.050
6,1749149637.04,75,0.077,0.055,0.107,1.947,0.00,0.00,-0.94,0.00,0.06,none,0,0,20.64,2.06,0.00,19.77,0.030,0.030,0.0,0.051
7,1749149637.09,75,0.083,0.062,0.109,2.868,0.00,0.00,-0.94,0.00,0.05,none,0,0,20.56,2.06,0.00,19.96,0.022,0.022,0.0,0.050
8,1749149637.14,75,0.083,0.065,0.110,2.109,0.00,0.00,-0.94,0.00,0.04,none,0,0,20.48,2.05,0.00,19.81,0.022,0.022,0.0,0.050
9,1749149637.19,75,0.082,0.062,0.109,1.475,0.00,0.00,-0.93,0.00,0.04,none,0,0,20.40,2.04,0.00,19.82,0.022,0.022,0.0,0.050
10,1749149637.24,75,0.079,0.061,0.106,1.420,0.00,0.00,-0.93,0.00,0.03,none,0,0,20.32,2.03,0.00,19.94,0.022,0.022,0.0,0.050
11,1749149637.29,75,0.074,0.058,0.103,1.203,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.26,2.03,0.00,19.86,0.021,0.021,0.0,0.050
12,1749149637.34,75,0.074,0.059,0.105,0.971,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.20,2.02,0.00,19.85,0.021,0.021,0.0,0.050
13,1749149637.39,75,0.073,0.058,0.103,0.786,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.15,2.02,0.00,19.89,0.024,0.024,0.0,0.050
14,1749149637.44,75,0.067,0.053,0.097,1.431,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,2.01,0.00,19.87,0.023,0.023,0.0,0.050
15,1749149637.49,75,0.059,0.049,0.086,0.647,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.07,2.01,0.00,19.89,0.020,0.020,0.0,0.050
16,1749149637.54,75,0.050,0.045,0.074,0.443,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.04,2.00,0.00,19.82,0.022,0.022,0.0,0.050
17,1749149637.59,75,0.041,0.037,0.064,0.390,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.01,2.00,0.00,19.80,0.024,0.024,0.0,0.051
18,1749149637.64,75,0.034,0.030,0.055,0.318,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.02,2.00,0.00,19.81,0.025,0.025,0.0,0.050
19,1749149637.69,75,0.028,0.027,0.047,0.342,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.04,2.00,0.00,19.87,0.023,0.023,0.0,0.050
20,1749149637.74,75,0.024,0.024,0.041,0.439,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.06,2.01,0.00,19.95,0.023,0.023,0.0,0.050
21,1749149637.79,75,0.024,0.023,0.037,0.593,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.07,2.01,0.00,19.80,0.022,0.022,0.0,0.051
