2025-06-02T13:22:55.783657,100,1.485,0.669,1.949
2025-06-02T13:22:56.002691,100,1.066,0.507,1.459
2025-06-02T13:22:56.232375,100,0.765,0.365,1.042
2025-06-02T13:22:56.447572,100,0.592,0.283,0.805
2025-06-02T13:22:56.666081,100,0.510,0.245,0.693
2025-06-02T13:22:56.914694,100,0.259,0.135,0.365
2025-06-02T13:22:57.148726,100,0.181,0.090,0.243
2025-06-02T13:22:57.362706,100,0.190,0.097,0.264
2025-06-02T13:22:57.566978,100,0.213,0.107,0.305
2025-06-02T13:22:57.778337,100,0.208,0.105,0.303
2025-06-02T13:22:57.985105,100,0.193,0.094,0.280
2025-06-02T13:22:58.197944,100,0.166,0.081,0.243
2025-06-02T13:22:58.431541,100,0.144,0.069,0.212
2025-06-02T13:22:58.643999,100,0.125,0.063,0.182
2025-06-02T13:22:58.879820,100,0.109,0.054,0.155
2025-06-02T13:22:59.098427,100,0.090,0.047,0.131
2025-06-02T13:22:59.312619,100,0.076,0.041,0.112
2025-06-02T13:22:59.528040,100,0.063,0.035,0.094
2025-06-02T13:22:59.740533,100,0.050,0.027,0.073
2025-06-02T13:22:59.969523,100,0.045,0.023,0.062
2025-06-02T13:23:00.180364,100,0.036,0.020,0.050
2025-06-02T13:23:00.388331,100,0.031,0.017,0.042
2025-06-02T13:23:00.604135,100,0.028,0.014,0.033
2025-06-02T13:23:00.810424,100,0.024,0.012,0.029
2025-06-02T13:23:01.024132,100,0.020,0.011,0.024
2025-06-02T13:23:01.230509,100,0.020,0.010,0.026
2025-06-02T13:23:01.464157,100,0.017,0.010,0.022
2025-06-02T13:23:01.696602,100,0.017,0.011,0.020
2025-06-02T13:23:01.918276,100,0.017,0.011,0.017
2025-06-02T13:23:02.143883,100,0.016,0.011,0.018
2025-06-02T13:23:02.383032,100,0.016,0.011,0.013
2025-06-02T13:23:02.587663,100,0.016,0.012,0.013
2025-06-02T13:23:02.801239,100,0.015,0.011,0.013
2025-06-02T13:23:03.011039,100,0.016,0.010,0.017
2025-06-02T13:23:03.221139,100,0.015,0.010,0.016
2025-06-02T13:23:03.422256,100,0.015,0.010,0.018
2025-06-02T13:23:03.620653,100,0.015,0.009,0.017
2025-06-02T13:23:03.831329,100,0.014,0.010,0.017
2025-06-02T13:23:04.038362,100,0.013,0.010,0.013
2025-06-02T13:23:04.256150,100,0.013,0.009,0.013
2025-06-02T13:23:04.485404,100,0.014,0.009,0.013
2025-06-02T13:23:04.688046,100,0.015,0.009,0.015
2025-06-02T13:23:04.892004,100,0.015,0.008,0.015
2025-06-02T13:23:05.089949,100,0.015,0.008,0.017
2025-06-02T13:23:05.295748,100,0.015,0.008,0.015
2025-06-02T13:23:05.516604,100,0.015,0.007,0.015
2025-06-02T13:23:05.720583,100,0.013,0.007,0.013
2025-06-02T13:23:05.926503,100,0.013,0.006,0.014
2025-06-02T13:23:06.125378,100,0.014,0.006,0.013
2025-06-02T13:23:06.342617,100,0.015,0.007,0.016
2025-06-02T13:23:06.563101,100,0.015,0.007,0.016
2025-06-02T13:23:06.774432,100,0.015,0.008,0.018
2025-06-02T13:23:06.979717,100,0.015,0.009,0.016
2025-06-02T13:23:07.189292,100,0.015,0.009,0.015
2025-06-02T13:23:07.401047,100,0.013,0.008,0.013
2025-06-02T13:23:07.596801,100,0.013,0.007,0.014
2025-06-02T13:23:07.820621,100,0.014,0.007,0.013
2025-06-02T13:23:08.027117,100,0.015,0.006,0.016
2025-06-02T13:23:08.240112,100,0.015,0.006,0.016
2025-06-02T13:23:08.447003,100,0.015,0.006,0.018
2025-06-02T13:23:08.671048,100,0.015,0.006,0.016
2025-06-02T13:23:08.877914,100,0.015,0.006,0.015
2025-06-02T13:23:09.111038,100,0.014,0.005,0.013
2025-06-02T13:23:09.314733,100,0.013,0.005,0.014
2025-06-02T13:23:09.527722,100,0.014,0.005,0.013
2025-06-02T13:23:09.734733,100,0.016,0.006,0.015
2025-06-02T13:23:09.929664,100,0.015,0.006,0.016
2025-06-02T13:23:10.139216,100,0.015,0.006,0.018
2025-06-02T13:23:10.333723,100,0.015,0.007,0.015
2025-06-02T13:23:10.565066,100,0.015,0.007,0.015
2025-06-02T13:23:10.774231,100,0.014,0.006,0.012
2025-06-02T13:23:10.970052,100,0.013,0.006,0.014
2025-06-02T13:23:11.194284,100,0.014,0.006,0.012
2025-06-02T13:23:11.429220,100,0.015,0.007,0.015
2025-06-02T13:23:11.641546,100,0.015,0.007,0.016
2025-06-02T13:23:11.845072,100,0.015,0.008,0.018
2025-06-02T13:23:12.054006,100,0.015,0.008,0.015
2025-06-02T13:23:12.268376,100,0.015,0.009,0.015
2025-06-02T13:23:12.484632,100,0.014,0.009,0.012
2025-06-02T13:23:12.691020,100,0.013,0.008,0.014
2025-06-02T13:23:12.906285,100,0.014,0.009,0.013
2025-06-02T13:23:13.115499,100,0.016,0.009,0.015
2025-06-02T13:23:13.331379,100,0.016,0.008,0.016
2025-06-02T13:23:13.558948,100,0.015,0.008,0.018
