frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749311883.96,150,0.094,0.082,0.099,2.497,0.00,0.00,-0.96,0.00,0.08,none,1,0,0,20.77,2.04,0.00,7.91,0.028,0.003,0.0,0.126
3,1749311884.02,150,0.198,0.110,0.145,3.572,0.00,0.00,-0.96,0.00,0.08,none,0,0,1,20.77,2.04,0.00,17.84,0.021,0.003,0.0,0.056
4,1749311884.08,150,0.188,0.118,0.157,3.007,0.00,0.00,-0.95,0.00,0.07,none,0,0,0,20.69,2.03,0.00,17.18,0.023,0.003,0.0,0.058
5,1749311884.14,150,0.205,0.131,0.168,3.876,0.00,0.00,-0.95,0.00,0.06,none,0,0,0,20.59,2.03,0.00,17.18,0.025,0.002,0.0,0.058
6,1749311884.20,150,0.185,0.134,0.169,3.249,0.00,0.00,-0.95,0.00,0.05,none,0,0,0,20.49,2.02,0.00,17.82,0.021,0.003,0.0,0.056
7,1749311884.25,150,0.174,0.129,0.169,2.065,0.00,0.00,-0.94,0.00,0.04,none,0,0,0,20.39,2.02,0.00,16.43,0.026,0.002,0.0,0.061
8,1749311884.31,150,0.159,0.124,0.164,2.068,0.00,0.00,-0.94,0.00,0.03,none,0,0,0,20.32,2.02,0.00,18.56,0.022,0.002,0.0,0.054
9,1749311884.37,150,0.155,0.121,0.159,2.171,0.00,0.00,-0.94,0.00,0.02,none,0,0,0,20.25,2.01,0.00,17.73,0.022,0.002,0.0,0.056
10,1749311884.42,150,0.153,0.116,0.152,2.292,0.00,0.00,-0.94,0.00,0.02,none,0,0,0,20.18,2.01,0.00,16.69,0.022,0.002,0.0,0.060
11,1749311884.48,150,0.144,0.113,0.145,1.405,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.13,2.01,0.00,18.43,0.022,0.002,0.0,0.054
12,1749311884.54,150,0.140,0.110,0.142,0.961,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.09,2.00,0.00,18.82,0.020,0.003,0.0,0.053
13,1749311884.59,150,0.114,0.101,0.130,1.155,0.00,0.00,-0.94,0.00,0.00,none,0,0,0,20.05,2.00,0.00,17.21,0.020,0.002,0.0,0.058
14,1749311884.65,150,0.103,0.092,0.117,0.906,0.00,0.00,-0.94,0.00,0.00,none,0,0,0,20.01,2.00,0.00,17.63,0.022,0.002,0.0,0.057
15,1749311884.71,150,0.081,0.079,0.102,0.981,0.00,0.00,-0.94,0.00,0.00,none,0,0,0,20.01,2.00,0.00,17.13,0.021,0.002,0.0,0.058
