frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749196751.02,75,0.031,0.026,0.042,1.382,0.00,0.00,-0.96,0.00,0.06,none,1,0,1,20.59,2.03,0.00,13.96,0.019,0.002,0.0,0.072
3,1749196751.05,75,0.046,0.040,0.060,2.124,0.00,0.00,-0.95,0.00,0.08,none,0,0,1,20.75,2.04,0.00,19.95,0.022,0.002,0.0,0.050
4,1749196751.10,75,0.057,0.050,0.081,2.104,0.00,0.00,-0.95,0.00,0.08,none,0,0,1,20.78,2.04,0.00,19.79,0.020,0.002,0.0,0.051
5,1749196751.15,75,0.071,0.057,0.103,2.632,0.00,0.00,-0.95,0.00,0.07,none,0,0,1,20.73,2.04,0.00,19.91,0.020,0.002,0.0,0.050
6,1749196751.20,75,0.079,0.059,0.112,2.214,0.00,0.00,-0.94,0.00,0.06,none,0,0,1,20.64,2.03,0.00,19.90,0.020,0.002,0.0,0.050
7,1749196751.25,75,0.079,0.064,0.110,2.110,0.00,0.00,-0.94,0.00,0.05,none,0,0,1,20.55,2.03,0.00,19.75,0.017,0.002,0.0,0.051
8,1749196751.30,75,0.082,0.066,0.113,2.149,0.00,0.00,-0.94,0.00,0.04,none,0,0,1,20.46,2.02,0.00,19.93,0.021,0.002,0.0,0.050
9,1749196751.35,75,0.079,0.063,0.111,1.578,0.00,0.00,-0.94,0.00,0.04,none,0,0,1,20.38,2.02,0.00,19.97,0.017,0.002,0.0,0.050
10,1749196751.40,75,0.078,0.062,0.108,1.234,0.00,0.00,-0.93,0.00,0.03,none,0,0,1,20.31,2.02,0.00,19.88,0.020,0.002,0.0,0.050
11,1749196751.45,75,0.074,0.059,0.105,1.241,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.25,2.01,0.00,19.85,0.020,0.002,0.0,0.050
12,1749196751.50,75,0.075,0.060,0.107,0.991,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.20,2.01,0.00,19.88,0.019,0.002,0.0,0.050
13,1749196751.55,75,0.071,0.057,0.103,0.735,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.15,2.01,0.00,19.96,0.020,0.002,0.0,0.050
14,1749196751.60,75,0.066,0.053,0.094,0.608,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.10,2.01,0.00,19.92,0.021,0.002,0.0,0.050
15,1749196751.65,75,0.057,0.047,0.081,0.641,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.07,2.00,0.00,19.83,0.019,0.002,0.0,0.050
16,1749196751.71,75,0.047,0.043,0.071,1.244,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.03,2.00,0.00,19.93,0.019,0.002,0.0,0.050
17,1749196751.75,75,0.040,0.035,0.064,0.393,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.01,2.00,0.00,19.97,0.019,0.002,0.0,0.050
18,1749196751.80,75,0.032,0.029,0.053,0.287,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.02,2.00,0.00,19.90,0.018,0.002,0.0,0.050
19,1749196751.86,75,0.028,0.026,0.046,0.330,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.04,2.00,0.00,19.95,0.020,0.002,0.0,0.050
20,1749196751.90,75,0.023,0.023,0.041,0.477,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.06,2.00,0.00,19.95,0.019,0.002,0.0,0.050
21,1749196751.96,75,0.020,0.021,0.038,1.167,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.07,2.00,0.00,19.98,0.020,0.002,0.0,0.050
22,1749196752.01,75,0.019,0.021,0.035,0.456,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.09,2.00,0.00,19.85,0.019,0.002,0.0,0.050
23,1749196752.06,75,0.018,0.019,0.034,0.661,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.10,2.00,0.00,19.90,0.019,0.002,0.0,0.050
24,1749196752.11,75,0.017,0.019,0.034,0.576,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.97,0.017,0.002,0.0,0.050
25,1749196752.16,75,0.017,0.019,0.033,0.444,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.96,0.018,0.002,0.0,0.050
26,1749196752.21,75,0.019,0.019,0.031,0.449,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.95,0.022,0.002,0.0,0.050
27,1749196752.26,75,0.019,0.019,0.032,0.697,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.91,0.021,0.002,0.0,0.050
28,1749196752.31,75,0.020,0.020,0.034,0.562,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.86,0.017,0.002,0.0,0.050
29,1749196752.36,75,0.020,0.021,0.036,0.554,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.82,0.024,0.003,0.0,0.050
30,1749196752.41,75,0.021,0.022,0.037,0.592,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.87,0.022,0.002,0.0,0.050
31,1749196752.46,75,0.021,0.022,0.035,0.468,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.90,0.020,0.002,0.0,0.050
32,1749196752.51,75,0.023,0.022,0.036,0.816,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.90,0.020,0.002,0.0,0.050
33,1749196752.56,75,0.023,0.023,0.036,0.722,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.90,0.018,0.002,0.0,0.050
34,1749196752.61,75,0.025,0.023,0.036,0.680,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.96,0.020,0.002,0.0,0.050
35,1749196752.66,75,0.026,0.023,0.038,0.727,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.79,0.019,0.002,0.0,0.051
36,1749196752.71,75,0.025,0.023,0.039,0.492,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.81,0.023,0.003,0.0,0.050
37,1749196752.76,75,0.025,0.023,0.038,0.530,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.78,0.018,0.002,0.0,0.051
38,1749196752.81,75,0.025,0.024,0.039,0.595,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.79,0.021,0.003,0.0,0.051
39,1749196752.86,75,0.026,0.025,0.038,1.231,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.84,0.020,0.002,0.0,0.050
40,1749196752.91,75,0.025,0.025,0.038,0.567,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.93,0.020,0.002,0.0,0.050
41,1749196752.96,75,0.027,0.025,0.038,0.538,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.96,0.021,0.003,0.0,0.050
42,1749196753.01,75,0.026,0.024,0.038,0.978,4.23,-0.00,-1.05,-0.00,1.94,resume_reinforce,0,0,1,20.11,2.01,0.00,0.33,0.021,0.002,0.0,3.044
