frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std
269,1748942460.14,121,0.091,0.035,0.117,1.94,47.81,-0.00,-1.34,-0.00,0,none,0.068
270,1748942460.25,120,0.093,0.032,0.120,1.94,48.00,-0.00,-1.33,-0.00,0,none,0.057
271,1748942460.34,120,0.091,0.029,0.119,1.95,48.18,-0.00,-1.33,-0.00,0,none,0.057
272,1748942460.44,120,0.090,0.027,0.122,1.95,48.40,-0.00,-1.33,-0.00,0,none,0.069
273,1748942460.55,119,0.096,0.026,0.128,1.96,48.59,-0.00,-1.33,-0.00,0,none,0.076
274,1748942460.65,119,0.095,0.024,0.125,1.96,48.79,-0.00,-1.33,-0.00,0,none,0.065
275,1748942460.75,119,0.095,0.023,0.127,1.96,49.01,-0.00,-1.33,-0.00,0,none,0.071
276,1748942460.86,119,0.099,0.023,0.135,1.96,49.23,-0.00,-1.33,-0.00,0,none,0.080
277,1748942460.97,119,0.103,0.023,0.141,1.97,49.45,-0.00,-1.33,-0.00,0,none,0.091
278,1748942461.09,118,0.103,0.023,0.145,1.97,49.67,-0.00,-1.33,-0.00,0,none,0.098
279,1748942461.19,118,0.107,0.023,0.152,1.97,49.89,-0.00,-1.33,-0.00,0,none,0.083
280,1748942461.31,117,0.112,0.023,0.157,1.97,50.07,-0.00,-1.33,-0.00,0,resume_reinforce,0.088
281,1748942461.40,117,0.110,0.022,0.155,1.97,50.26,-0.00,-1.33,-0.00,0,none,0.075
282,1748942461.50,117,0.110,0.021,0.149,1.97,50.44,-0.00,-1.33,-0.00,0,none,0.078
283,1748942461.59,117,0.114,0.020,0.145,1.97,50.64,-0.00,-1.33,-0.00,0,none,0.090
284,1748942461.69,117,0.123,0.020,0.146,1.97,50.83,-0.00,-1.33,-0.00,0,none,0.111
285,1748942461.79,117,0.123,0.019,0.144,1.97,51.02,-0.00,-1.33,-0.00,0,none,0.088
286,1748942461.88,115,0.129,0.019,0.146,1.97,51.22,-0.00,-1.33,-0.00,0,none,0.092
287,1748942461.98,114,0.130,0.019,0.149,1.97,51.41,-0.00,-1.33,-0.00,0,none,0.090
288,1748942462.08,113,0.125,0.019,0.152,1.98,51.60,-0.00,-1.33,-0.00,0,none,0.095
289,1748942462.18,113,0.116,0.018,0.148,1.98,51.79,-0.00,-1.33,-0.00,0,none,0.088
290,1748942462.27,113,0.116,0.019,0.147,1.98,52.02,-0.00,-1.33,-0.00,0,none,0.093
291,1748942462.39,113,0.117,0.019,0.146,1.98,52.19,-0.00,-1.32,-0.00,0,none,0.108
292,1748942462.48,113,0.120,0.019,0.144,1.98,52.38,-0.00,-1.32,-0.00,0,none,0.101
293,1748942462.57,113,0.124,0.020,0.138,1.98,52.58,-0.00,-1.32,-0.00,0,none,0.108
294,1748942462.67,109,0.120,0.020,0.137,1.98,52.78,-0.00,-1.32,-0.00,0,none,0.089
295,1748942462.77,109,0.124,0.019,0.138,1.98,52.97,-0.00,-1.32,-0.00,0,none,0.105
296,1748942462.87,108,0.117,0.018,0.134,1.98,53.16,-0.00,-1.32,-0.00,0,none,0.101
297,1748942462.97,108,0.114,0.019,0.135,1.98,53.37,-0.00,-1.32,-0.00,0,none,0.115
298,1748942463.07,107,0.111,0.018,0.134,1.98,53.56,-0.00,-1.32,-0.00,0,none,0.090
299,1748942463.17,107,0.113,0.018,0.136,1.98,53.75,-0.00,-1.32,-0.00,0,none,0.090
300,1748942463.27,107,0.108,0.018,0.128,1.98,53.94,-0.00,-1.32,-0.00,0,none,0.077
301,1748942463.36,106,0.109,0.018,0.124,1.98,54.13,-0.00,-1.32,-0.00,0,resume_reinforce,0.080
302,1748942463.46,105,0.108,0.017,0.122,1.98,54.33,-0.00,-1.32,-0.00,0,none,0.092
303,1748942463.56,105,0.108,0.019,0.119,1.98,54.52,-0.00,-1.32,-0.00,0,none,0.089
304,1748942463.66,104,0.109,0.019,0.114,1.98,54.71,-0.00,-1.32,-0.00,0,none,0.089
305,1748942463.75,104,0.105,0.018,0.111,1.98,54.89,-0.00,-1.32,-0.00,0,none,0.090
306,1748942463.84,104,0.105,0.018,0.112,1.98,55.08,-0.00,-1.32,-0.00,0,none,0.088
307,1748942463.94,101,0.106,0.019,0.111,1.98,55.28,-0.00,-1.32,-0.00,0,none,0.094
308,1748942464.04,94,0.102,0.017,0.120,1.98,55.47,-0.00,-1.32,-0.00,0,none,0.089
309,1748942464.14,94,0.097,0.018,0.123,1.98,55.65,-0.00,-1.32,-0.00,0,none,0.083
310,1748942464.23,92,0.095,0.019,0.128,1.98,55.84,-0.00,-1.32,-0.00,0,none,0.077
311,1748942464.32,92,0.093,0.018,0.133,1.98,56.03,-0.00,-1.32,-0.00,0,none,0.087
312,1748942464.42,92,0.091,0.018,0.138,1.98,56.23,-0.00,-1.32,-0.00,0,none,0.095
313,1748942464.52,89,0.091,0.019,0.139,1.98,56.43,-0.00,-1.32,-0.00,0,none,0.097
314,1748942464.62,87,0.095,0.019,0.138,1.98,56.62,-0.00,-1.32,-0.00,0,none,0.085
315,1748942464.72,87,0.096,0.018,0.136,1.98,56.80,-0.00,-1.32,-0.00,0,none,0.091
316,1748942464.81,86,0.095,0.019,0.134,1.98,56.99,-0.00,-1.32,-0.00,0,none,0.081
317,1748942464.90,86,0.087,0.018,0.130,1.98,57.16,-0.00,-1.32,-0.00,0,none,0.083
318,1748942464.99,85,0.085,0.018,0.124,1.98,57.36,-0.00,-1.32,0.00,0,none,0.082
319,1748942465.09,85,0.079,0.018,0.123,1.98,57.56,-0.00,-1.32,0.00,0,none,0.078
320,1748942465.19,84,0.072,0.019,0.127,1.98,57.75,-0.00,-1.32,-0.00,0,none,0.063
321,1748942465.29,83,0.068,0.019,0.125,1.98,57.92,-0.00,-1.32,-0.00,0,none,0.068
322,1748942465.38,83,0.069,0.019,0.127,1.98,58.11,-0.00,-1.32,-0.00,0,resume_reinforce,0.108
323,1748942465.47,82,0.066,0.019,0.129,1.98,58.29,-0.00,-1.32,-0.00,0,none,0.083
324,1748942465.56,82,0.064,0.018,0.132,1.98,58.49,-0.00,-1.31,0.00,0,none,0.084
325,1748942465.66,79,0.064,0.018,0.122,1.98,58.67,-0.00,-1.31,0.00,0,none,0.059
326,1748942465.76,79,0.062,0.017,0.113,1.98,58.87,-0.00,-1.31,0.00,0,none,0.054
327,1748942465.86,78,0.059,0.017,0.099,1.98,59.06,-0.00,-1.31,0.00,0,none,0.058
328,1748942465.95,78,0.061,0.016,0.086,1.98,59.24,-0.00,-1.31,0.00,0,none,0.065
329,1748942466.04,78,0.062,0.015,0.072,1.98,59.48,-0.00,-1.31,0.00,0,none,0.052
330,1748942466.17,72,0.068,0.016,0.079,1.98,59.73,-0.00,-1.31,0.00,0,none,0.079
331,1748942466.29,72,0.077,0.017,0.086,1.98,59.92,-0.00,-1.31,0.00,0,none,0.074
332,1748942466.39,72,0.080,0.017,0.089,1.98,60.13,-0.00,-1.31,0.00,0,none,0.062
333,1748942466.49,72,0.080,0.017,0.095,1.98,60.31,-0.00,-1.31,0.00,0,none,0.063
334,1748942466.59,72,0.080,0.018,0.100,1.98,60.50,-0.00,-1.31,0.00,0,none,0.063
335,1748942466.68,72,0.074,0.016,0.094,1.98,60.68,-0.00,-1.31,0.00,0,none,0.062
336,1748942466.77,72,0.073,0.014,0.091,1.98,60.87,-0.00,-1.31,0.00,0,none,0.074
337,1748942466.87,72,0.076,0.014,0.096,1.98,61.08,-0.00,-1.31,-0.00,0,none,0.082
338,1748942466.97,70,0.079,0.014,0.107,1.98,61.29,-0.00,-1.31,-0.00,0,none,0.098
339,1748942467.08,68,0.079,0.014,0.114,1.98,61.49,-0.00,-1.31,-0.00,0,none,0.078
340,1748942467.19,68,0.080,0.014,0.123,1.98,61.71,-0.00,-1.31,-0.00,0,none,0.082
341,1748942467.29,68,0.078,0.016,0.132,1.98,61.91,-0.00,-1.31,-0.00,0,none,0.093
342,1748942467.39,68,0.074,0.015,0.136,1.98,62.10,-0.00,-1.31,-0.00,0,resume_reinforce,0.088
343,1748942467.49,65,0.072,0.015,0.128,1.98,62.30,-0.00,-1.31,-0.00,0,none,0.086
344,1748942467.59,64,0.072,0.014,0.127,1.98,62.51,-0.00,-1.31,-0.00,0,none,0.083
345,1748942467.70,64,0.074,0.014,0.126,1.98,62.72,-0.00,-1.31,-0.00,0,none,0.091
346,1748942467.80,64,0.071,0.013,0.125,1.98,62.90,-0.00,-1.31,-0.00,0,none,0.093
347,1748942467.89,62,0.071,0.014,0.120,1.98,63.07,-0.00,-1.31,-0.00,0,none,0.075
348,1748942467.98,61,0.068,0.014,0.114,1.98,63.28,-0.00,-1.31,-0.00,0,none,0.061
349,1748942468.09,61,0.065,0.014,0.111,1.98,63.47,-0.00,-1.31,-0.00,0,none,0.060
350,1748942468.18,61,0.060,0.015,0.103,1.98,63.68,-0.00,-1.31,-0.00,0,none,0.052
351,1748942468.29,60,0.056,0.014,0.095,1.98,63.85,-0.00,-1.31,-0.00,0,none,0.062
352,1748942468.38,59,0.052,0.015,0.092,1.98,64.09,-0.00,-1.31,-0.00,0,none,0.052
353,1748942468.50,59,0.051,0.015,0.096,1.98,64.27,-0.00,-1.31,-0.00,0,none,0.068
354,1748942468.59,59,0.052,0.016,0.095,1.98,64.48,-0.00,-1.31,-0.00,0,none,0.062
355,1748942468.69,58,0.050,0.015,0.096,1.98,64.68,-0.00,-1.31,-0.00,0,none,0.054
356,1748942468.80,58,0.049,0.016,0.096,1.98,64.86,-0.00,-1.31,-0.00,0,none,0.054
357,1748942468.89,58,0.048,0.015,0.097,1.98,65.04,-0.00,-1.31,-0.00,0,none,0.056
358,1748942468.98,58,0.046,0.016,0.096,1.98,65.23,-0.00,-1.30,-0.00,0,none,0.057
359,1748942469.07,58,0.045,0.014,0.098,1.98,65.41,-0.00,-1.30,-0.00,0,none,0.061
360,1748942469.16,58,0.045,0.015,0.100,1.98,65.59,-0.00,-1.30,-0.00,0,none,0.056
361,1748942469.26,58,0.045,0.014,0.102,1.98,65.77,-0.00,-1.30,-0.00,0,none,0.058
362,1748942469.35,56,0.043,0.015,0.101,1.98,65.95,-0.00,-1.30,-0.00,0,none,0.046
363,1748942469.44,56,0.041,0.013,0.102,1.98,66.14,-0.00,-1.30,-0.00,0,resume_reinforce,0.048
364,1748942469.54,56,0.039,0.014,0.100,1.98,66.33,-0.00,-1.30,-0.00,0,none,0.047
365,1748942469.63,56,0.037,0.013,0.103,1.98,66.52,-0.00,-1.30,-0.00,0,none,0.057
366,1748942469.73,56,0.036,0.014,0.103,1.98,66.71,-0.00,-1.30,-0.00,0,none,0.045
367,1748942469.82,56,0.037,0.013,0.107,1.98,66.89,-0.00,-1.30,-0.00,0,none,0.052
368,1748942469.91,56,0.035,0.013,0.110,1.98,67.07,-0.00,-1.30,-0.00,0,none,0.053
369,1748942470.01,56,0.035,0.013,0.117,1.98,67.28,-0.00,-1.30,-0.00,0,none,0.062
370,1748942470.11,55,0.036,0.013,0.122,1.98,67.45,-0.00,-1.30,-0.00,0,none,0.071
371,1748942470.20,54,0.033,0.013,0.128,1.98,67.67,-0.00,-1.30,-0.00,0,none,0.056
372,1748942470.31,54,0.032,0.013,0.136,1.98,67.86,-0.00,-1.30,-0.00,0,none,0.065
373,1748942470.41,54,0.032,0.014,0.145,1.98,68.05,-0.00,-1.30,-0.00,0,none,0.068
374,1748942470.50,54,0.031,0.014,0.153,1.98,68.28,-0.00,-1.30,-0.00,0,none,0.071
375,1748942470.62,54,0.029,0.015,0.168,1.98,68.47,-0.00,-1.30,-0.00,0,none,0.087
376,1748942470.71,53,0.031,0.015,0.177,1.98,68.67,-0.00,-1.30,-0.00,0,none,0.076
377,1748942470.81,53,0.032,0.016,0.183,1.98,68.87,-0.00,-1.30,-0.00,0,none,0.080
378,1748942470.92,53,0.035,0.014,0.182,1.98,69.08,-0.00,-1.30,-0.00,0,none,0.076
379,1748942471.03,48,0.038,0.014,0.173,1.98,69.29,-0.00,-1.30,-0.00,0,none,0.058
380,1748942471.13,48,0.038,0.015,0.155,1.98,69.55,-0.00,-1.30,-0.00,0,none,0.057
381,1748942471.26,48,0.040,0.016,0.152,1.98,69.74,-0.00,-1.30,-0.00,0,none,0.075
382,1748942471.36,46,0.040,0.015,0.127,1.98,69.92,-0.00,-1.30,-0.00,0,none,0.041
383,1748942471.45,46,0.035,0.016,0.114,1.98,70.12,-0.00,-1.30,-0.00,0,resume_reinforce,0.043
384,1748942471.55,46,0.032,0.017,0.111,1.98,70.31,-0.00,-1.30,-0.00,0,none,0.066
385,1748942471.65,46,0.036,0.015,0.099,1.98,70.50,-0.00,-1.30,-0.00,0,none,0.059
386,1748942471.74,46,0.037,0.015,0.078,1.98,70.68,-0.00,-1.30,-0.00,0,none,0.047
387,1748942471.83,45,0.042,0.016,0.074,1.98,70.87,-0.00,-1.30,-0.00,0,none,0.051
388,1748942471.93,45,0.045,0.014,0.070,1.98,71.07,-0.00,-1.30,-0.00,0,none,0.053
389,1748942472.03,45,0.059,0.014,0.057,1.98,71.26,-0.00,-1.30,-0.00,0,none,0.089
390,1748942472.13,45,0.059,0.015,0.056,1.98,71.48,-0.00,-1.30,-0.00,0,none,0.056
391,1748942472.24,44,0.061,0.015,0.058,1.98,71.67,-0.00,-1.30,-0.00,0,none,0.070
392,1748942472.34,44,0.060,0.015,0.058,1.98,71.88,-0.00,-1.29,-0.00,0,none,0.055
393,1748942472.44,44,0.065,0.015,0.054,1.98,72.07,-0.00,-1.29,-0.00,0,none,0.068
394,1748942472.54,44,0.054,0.015,0.059,1.98,72.26,-0.00,-1.29,-0.00,0,none,0.066
395,1748942472.64,42,0.056,0.015,0.060,1.98,72.45,-0.00,-1.29,-0.00,0,none,0.059
396,1748942472.73,34,0.049,0.015,0.061,1.98,72.65,-0.00,-1.29,-0.00,0,none,0.039
397,1748942472.83,34,0.046,0.015,0.059,1.98,72.83,-0.00,-1.29,-0.00,0,none,0.018
398,1748942472.92,34,0.042,0.015,0.056,1.98,73.03,-0.00,-1.29,-0.00,0,none,0.042
399,1748942473.02,34,0.043,0.015,0.051,1.98,73.22,-0.00,-1.29,-0.00,0,none,0.034
400,1748942473.12,34,0.040,0.015,0.045,1.98,73.42,-0.00,-1.29,-0.00,0,none,0.031
401,1748942473.22,33,0.042,0.015,0.038,1.98,73.61,-0.00,-1.29,-0.00,0,none,0.027
402,1748942473.32,33,0.044,0.015,0.039,1.98,73.79,-0.00,-1.29,-0.00,0,none,0.062
403,1748942473.41,31,0.039,0.016,0.039,1.98,73.98,-0.00,-1.29,-0.00,0,none,0.018
404,1748942473.51,31,0.035,0.016,0.036,1.98,74.16,-0.00,-1.29,-0.00,0,resume_reinforce,0.022
405,1748942473.60,31,0.032,0.016,0.037,1.98,74.35,-0.00,-1.29,-0.00,0,none,0.023
406,1748942473.69,31,0.030,0.015,0.038,1.98,74.55,-0.00,-1.29,-0.00,0,none,0.024
407,1748942473.79,31,0.026,0.015,0.038,1.98,74.75,-0.00,-1.29,-0.00,0,none,0.022
408,1748942473.89,31,0.026,0.015,0.040,1.98,74.94,-0.00,-1.29,-0.00,0,none,0.025
409,1748942473.99,31,0.026,0.015,0.042,1.98,75.15,-0.00,-1.29,-0.00,0,none,0.026
410,1748942474.10,31,0.025,0.016,0.043,1.98,75.34,-0.00,-1.29,-0.00,0,none,0.028
411,1748942474.19,31,0.027,0.016,0.045,1.98,75.53,-0.00,-1.29,-0.00,0,none,0.031
412,1748942474.29,31,0.029,0.017,0.047,1.98,75.72,-0.00,-1.29,-0.00,0,none,0.027
413,1748942474.39,31,0.030,0.017,0.048,1.98,75.93,-0.00,-1.29,-0.00,0,none,0.027
414,1748942474.49,31,0.031,0.018,0.051,1.98,76.14,-0.00,-1.29,-0.00,0,none,0.037
415,1748942474.60,31,0.033,0.018,0.052,1.98,76.35,-0.00,-1.29,-0.00,0,none,0.034
416,1748942474.71,31,0.033,0.018,0.054,1.98,76.53,-0.00,-1.29,-0.00,0,none,0.038
417,1748942474.80,31,0.032,0.019,0.055,1.98,76.71,-0.00,-1.29,-0.00,0,none,0.033
418,1748942474.89,31,0.033,0.019,0.056,1.98,76.89,-0.00,-1.29,-0.00,0,none,0.035
419,1748942474.98,31,0.034,0.018,0.056,1.98,77.08,-0.00,-1.29,-0.00,0,none,0.040
420,1748942475.08,31,0.033,0.018,0.057,1.98,77.29,-0.00,-1.29,-0.00,0,none,0.040
421,1748942475.18,31,0.033,0.018,0.060,1.98,77.51,-0.00,-1.29,-0.00,0,none,0.045
422,1748942475.29,31,0.034,0.019,0.065,1.98,77.71,-0.00,-1.29,-0.00,0,none,0.048
423,1748942475.39,31,0.035,0.018,0.068,1.98,77.89,-0.00,-1.29,-0.00,0,none,0.042
424,1748942475.49,30,0.032,0.018,0.070,1.98,78.08,-0.00,-1.29,-0.00,0,none,0.031
425,1748942475.58,30,0.031,0.019,0.073,1.98,78.27,-0.00,-1.29,-0.00,0,resume_reinforce,0.034
426,1748942475.68,30,0.029,0.020,0.074,1.98,78.51,-0.00,-1.28,-0.00,0,none,0.034
427,1748942475.80,30,0.032,0.020,0.079,1.98,78.72,-0.00,-1.28,-0.00,0,none,0.046
428,1748942475.91,30,0.030,0.022,0.084,1.98,78.94,-0.00,-1.28,-0.00,0,none,0.044
429,1748942476.02,30,0.037,0.022,0.092,1.98,79.13,-0.00,-1.28,-0.00,0,none,0.068
430,1748942476.11,30,0.037,0.023,0.094,1.98,79.32,-0.00,-1.28,-0.00,0,none,0.041
431,1748942476.21,30,0.037,0.022,0.099,1.98,79.52,-0.00,-1.28,-0.00,0,none,0.045
432,1748942476.31,30,0.030,0.021,0.100,1.98,79.75,-0.00,-1.28,-0.00,0,none,0.052
433,1748942476.43,29,0.031,0.021,0.100,1.98,79.94,-0.00,-1.28,-0.00,0,none,0.044
435,1748942477.63,133,0.266,0.100,0.218,0.19,81.26,-0.00,-1.56,-0.00,0,resume_reinforce,0.487
436,1748942477.73,132,0.346,0.149,0.280,0.20,81.28,-0.00,-1.55,-0.00,0,none,0.157
437,1748942477.83,128,0.517,0.254,0.385,0.28,81.30,-0.00,-1.55,-0.00,0,none,0.517
438,1748942477.93,125,0.714,0.376,0.487,0.44,81.33,-0.00,-1.56,-0.00,0,none,0.535
439,1748942478.02,124,0.797,0.460,0.549,0.59,81.38,-0.00,-1.57,-0.00,0,none,0.333
440,1748942478.11,122,0.571,0.397,0.428,0.72,81.43,-0.00,-1.59,-0.00,0,none,0.024
441,1748942478.20,122,0.500,0.352,0.359,0.86,81.50,-0.00,-1.60,-0.00,0,none,0.021
442,1748942478.29,121,0.358,0.273,0.269,0.98,81.59,-0.00,-1.62,-0.00,0,none,0.017
443,1748942478.39,121,0.196,0.184,0.184,1.11,81.70,-0.00,-1.63,-0.00,0,none,0.027
444,1748942478.49,120,0.146,0.133,0.147,1.21,81.81,-0.00,-1.63,-0.00,0,none,0.024
445,1748942478.58,120,0.166,0.151,0.172,1.32,81.94,-0.00,-1.64,-0.00,0,none,0.025
446,1748942478.69,120,0.196,0.181,0.202,1.40,82.07,-0.00,-1.64,-0.00,0,none,0.031
447,1748942478.78,120,0.198,0.183,0.204,1.48,82.20,-0.00,-1.64,-0.00,0,none,0.026
448,1748942478.88,120,0.193,0.173,0.196,1.54,82.34,-0.00,-1.64,-0.00,0,none,0.027
449,1748942478.97,120,0.182,0.159,0.184,1.59,82.49,-0.00,-1.64,-0.00,0,none,0.030
450,1748942479.06,120,0.168,0.142,0.168,1.65,82.66,-0.00,-1.64,-0.00,0,none,0.030
451,1748942479.17,120,0.152,0.125,0.156,1.69,82.82,-0.00,-1.64,-0.00,0,none,0.039
452,1748942479.26,120,0.151,0.112,0.147,1.74,83.01,-0.00,-1.64,-0.00,0,none,0.183
453,1748942479.37,120,0.142,0.100,0.137,1.77,83.16,-0.00,-1.64,-0.00,0,none,0.038
454,1748942479.46,120,0.135,0.088,0.128,1.80,83.36,-0.00,-1.64,-0.00,0,none,0.047
455,1748942479.57,120,0.130,0.078,0.122,1.82,83.51,-0.00,-1.64,-0.00,0,none,0.042
456,1748942479.66,120,0.122,0.066,0.112,1.84,83.68,-0.00,-1.64,-0.00,0,resume_reinforce,0.042
457,1748942479.75,120,0.106,0.057,0.105,1.86,83.86,-0.00,-1.64,-0.00,0,none,0.043
458,1748942479.84,119,0.100,0.049,0.099,1.87,84.03,-0.00,-1.64,-0.00,0,none,0.045
459,1748942479.94,119,0.098,0.043,0.098,1.89,84.23,-0.00,-1.64,-0.00,0,none,0.053
460,1748942480.04,119,0.097,0.039,0.098,1.90,84.41,-0.00,-1.63,-0.00,0,none,0.061
461,1748942480.14,119,0.097,0.035,0.096,1.91,84.59,-0.00,-1.63,-0.00,0,none,0.050
462,1748942480.23,119,0.099,0.031,0.095,1.92,84.77,-0.00,-1.63,-0.00,0,none,0.054
463,1748942480.33,119,0.100,0.028,0.093,1.93,84.97,-0.00,-1.63,-0.00,0,none,0.053
464,1748942480.43,118,0.099,0.026,0.092,1.93,85.14,-0.00,-1.63,-0.00,0,none,0.062
465,1748942480.52,117,0.096,0.022,0.085,1.94,85.32,-0.00,-1.63,-0.00,0,none,0.055
466,1748942480.61,114,0.094,0.019,0.084,1.94,85.51,-0.00,-1.63,-0.00,0,none,0.057
467,1748942480.71,109,0.090,0.017,0.085,1.95,85.72,-0.00,-1.63,-0.00,0,none,0.064
468,1748942480.82,107,0.088,0.015,0.087,1.95,85.93,-0.00,-1.63,-0.00,0,none,0.064
469,1748942480.93,106,0.085,0.013,0.088,1.96,86.13,-0.00,-1.63,-0.00,0,none,0.066
470,1748942481.03,105,0.082,0.012,0.090,1.96,86.35,-0.00,-1.63,-0.00,0,none,0.059
471,1748942481.14,102,0.083,0.012,0.091,1.96,86.54,-0.00,-1.63,-0.00,0,none,0.068
472,1748942481.24,98,0.085,0.012,0.087,1.96,86.73,-0.00,-1.63,-0.00,0,none,0.063
473,1748942481.34,96,0.081,0.011,0.084,1.97,86.96,-0.00,-1.63,-0.00,0,none,0.053
474,1748942481.45,96,0.090,0.011,0.085,1.97,87.16,-0.00,-1.63,-0.00,0,none,0.128
475,1748942481.56,96,0.095,0.010,0.085,1.97,87.37,-0.00,-1.62,-0.00,0,none,0.064
476,1748942481.66,95,0.095,0.010,0.084,1.97,87.56,-0.00,-1.62,-0.00,0,resume_reinforce,0.057
477,1748942481.76,95,0.096,0.010,0.088,1.97,87.75,-0.00,-1.62,-0.00,0,none,0.066
478,1748942481.86,95,0.097,0.010,0.090,1.97,87.95,-0.00,-1.62,-0.00,0,none,0.063
479,1748942481.95,94,0.087,0.009,0.089,1.97,88.13,-0.00,-1.62,-0.00,0,none,0.089
480,1748942482.05,93,0.086,0.008,0.091,1.97,88.34,-0.00,-1.62,-0.00,0,none,0.067
481,1748942482.15,88,0.082,0.007,0.092,1.97,88.52,-0.00,-1.62,-0.00,0,none,0.067
482,1748942482.24,87,0.079,0.007,0.092,1.97,88.71,-0.00,-1.62,-0.00,0,none,0.078
483,1748942482.34,87,0.078,0.007,0.091,1.97,88.88,-0.00,-1.62,-0.00,0,none,0.061
484,1748942482.43,85,0.076,0.006,0.087,1.98,89.07,-0.00,-1.62,-0.00,0,none,0.061
485,1748942482.53,84,0.072,0.006,0.087,1.98,89.26,-0.00,-1.62,-0.00,0,none,0.065
486,1748942482.62,82,0.067,0.006,0.086,1.98,89.46,-0.00,-1.62,-0.00,0,none,0.055
487,1748942482.72,82,0.062,0.006,0.085,1.98,89.64,-0.00,-1.62,-0.00,0,none,0.053
488,1748942482.82,80,0.056,0.006,0.089,1.98,89.84,-0.00,-1.62,-0.00,0,none,0.052
489,1748942482.92,76,0.053,0.006,0.088,1.98,90.03,-0.00,-1.62,-0.00,0,none,0.042
490,1748942483.01,75,0.049,0.006,0.083,1.98,90.22,-0.00,-1.62,-0.00,0,none,0.043
491,1748942483.11,75,0.048,0.006,0.082,1.98,90.41,-0.00,-1.62,-0.00,0,none,0.045
492,1748942483.20,75,0.050,0.006,0.080,1.98,90.62,-0.00,-1.62,-0.00,0,none,0.058
493,1748942483.31,74,0.052,0.006,0.080,1.98,90.80,-0.00,-1.62,-0.00,0,none,0.054
494,1748942483.40,74,0.050,0.005,0.081,1.98,90.98,-0.00,-1.62,-0.00,0,none,0.044
495,1748942483.49,73,0.050,0.005,0.083,1.98,91.16,-0.00,-1.62,-0.00,0,none,0.045
496,1748942483.58,73,0.049,0.005,0.084,1.98,91.35,-0.00,-1.62,-0.00,0,none,0.045
497,1748942483.68,73,0.046,0.005,0.085,1.98,91.53,-0.00,-1.62,-0.00,0,resume_reinforce,0.047
498,1748942483.77,72,0.045,0.004,0.083,1.98,91.71,-0.00,-1.62,-0.00,0,none,0.045
499,1748942483.86,72,0.047,0.005,0.084,1.98,91.89,-0.00,-1.62,-0.00,0,none,0.053
500,1748942483.95,72,0.048,0.005,0.085,1.98,92.07,-0.00,-1.62,-0.00,0,none,0.053
501,1748942484.04,72,0.052,0.005,0.085,1.98,92.26,-0.00,-1.62,-0.00,0,none,0.053
502,1748942484.14,72,0.053,0.005,0.084,1.98,92.45,-0.00,-1.62,-0.00,0,none,0.047
503,1748942484.24,72,0.053,0.005,0.086,1.98,92.64,-0.00,-1.62,-0.00,0,none,0.053
504,1748942484.33,72,0.052,0.005,0.088,1.98,92.84,-0.00,-1.62,-0.00,0,none,0.049
505,1748942484.44,70,0.052,0.006,0.092,1.98,93.02,-0.00,-1.62,-0.00,0,none,0.049
506,1748942484.53,69,0.049,0.006,0.093,1.98,93.21,-0.00,-1.61,-0.00,0,none,0.047
507,1748942484.62,69,0.048,0.006,0.098,1.98,93.40,-0.00,-1.61,-0.00,0,none,0.050
508,1748942484.71,66,0.049,0.006,0.101,1.98,93.59,-0.00,-1.61,-0.00,0,none,0.056
509,1748942484.81,62,0.051,0.006,0.104,1.98,93.76,-0.00,-1.61,-0.00,0,none,0.049
510,1748942484.90,62,0.049,0.006,0.105,1.98,93.97,-0.00,-1.61,-0.00,0,none,0.052
511,1748942485.00,62,0.051,0.006,0.112,1.98,94.15,-0.00,-1.61,-0.00,0,none,0.063
512,1748942485.10,61,0.052,0.006,0.116,1.98,94.33,-0.00,-1.61,-0.00,0,none,0.056
513,1748942485.19,60,0.051,0.006,0.122,1.98,94.52,-0.00,-1.61,-0.00,0,none,0.063
514,1748942485.28,60,0.052,0.006,0.127,1.98,94.71,-0.00,-1.61,-0.00,0,none,0.061
515,1748942485.38,60,0.054,0.006,0.132,1.98,94.91,-0.00,-1.61,-0.00,0,none,0.067
516,1748942485.48,59,0.057,0.006,0.139,1.98,95.07,-0.00,-1.61,-0.00,0,none,0.070
517,1748942485.56,53,0.058,0.006,0.143,1.98,95.26,-0.00,-1.61,-0.00,0,none,0.063
518,1748942485.66,53,0.056,0.006,0.142,1.98,95.47,-0.00,-1.61,-0.00,0,none,0.060
519,1748942485.76,52,0.056,0.006,0.146,1.98,95.64,-0.00,-1.61,-0.00,0,resume_reinforce,0.072
520,1748942485.85,52,0.052,0.006,0.147,1.98,95.83,-0.00,-1.61,-0.00,0,none,0.066
521,1748942485.95,44,0.048,0.007,0.147,1.98,96.00,-0.00,-1.61,-0.00,0,none,0.074
522,1748942486.03,39,0.050,0.007,0.123,1.98,96.18,-0.00,-1.61,-0.00,0,none,0.057
523,1748942486.12,39,0.049,0.007,0.102,1.98,96.35,-0.00,-1.61,-0.00,0,none,0.026
524,1748942486.21,39,0.046,0.007,0.076,1.98,96.53,-0.00,-1.61,-0.00,0,none,0.030
525,1748942486.30,39,0.048,0.007,0.053,1.98,96.70,-0.00,-1.61,-0.00,0,none,0.034
526,1748942486.39,39,0.047,0.007,0.024,1.98,96.89,-0.00,-1.61,-0.00,0,none,0.030
