frame,time,features,flow_left,flow_center,flow_right,speed
2,1748958560.11,150,0.163,0.084,0.135,0.07
3,1748958560.21,150,0.220,0.113,0.172,0.05
4,1748958560.32,150,0.228,0.117,0.181,0.04
5,1748958560.42,150,0.197,0.103,0.152,1.84
6,1748958562.54,150,14.165,3.798,18.509,1.85
7,1748958562.65,142,11.969,4.685,16.191,1.80
8,1748958562.77,148,15.773,6.123,15.989,1.79
9,1748958562.89,131,13.433,5.398,14.518,1.79
10,1748958563.01,148,11.711,4.860,11.355,1.81
11,1748958563.12,138,9.143,3.323,8.824,1.83
12,1748958563.24,141,7.066,2.108,7.195,1.85
13,1748958563.35,149,5.342,1.369,6.497,1.87
14,1748958563.47,146,4.112,1.024,5.683,1.89
15,1748958563.59,146,3.695,0.890,4.676,1.90
16,1748958563.71,147,3.346,0.831,3.990,1.91
17,1748958563.83,149,2.894,0.748,3.637,1.92
18,1748958563.94,148,2.306,0.726,3.583,1.93
19,1748958564.06,150,2.152,0.695,3.545,1.94
20,1748958564.18,150,2.067,0.676,3.775,1.94
21,1748958564.28,150,2.114,0.666,3.726,1.95
22,1748958564.40,149,2.152,0.682,3.829,1.95
23,1748958564.51,149,2.219,0.655,3.888,1.96
24,1748958564.61,150,2.128,0.628,3.664,1.96
25,1748958564.72,150,2.099,0.591,3.437,1.96
26,1748958564.83,150,2.251,0.646,3.625,1.96
27,1748958564.94,150,2.193,0.650,3.715,1.97
28,1748958565.05,150,2.048,0.620,3.457,1.97
29,1748958565.16,150,2.066,0.662,3.561,1.97
30,1748958565.28,150,1.946,0.666,3.304,1.97
31,1748958565.38,150,1.858,0.679,3.246,1.97
32,1748958565.49,150,1.815,0.694,3.165,1.97
33,1748958565.60,150,1.743,0.721,2.869,1.97
34,1748958565.71,150,1.723,0.727,2.539,1.97
35,1748958565.83,150,1.850,0.804,2.595,1.97
36,1748958565.95,150,1.875,0.771,2.469,1.97
37,1748958566.06,149,1.917,0.719,2.351,1.98
38,1748958566.17,149,1.835,0.706,2.263,1.98
39,1748958566.30,150,2.002,0.778,2.530,1.98
40,1748958566.42,150,2.057,0.784,2.518,1.98
41,1748958566.53,150,2.020,0.783,2.337,1.98
42,1748958566.64,150,2.156,0.822,2.187,1.98
43,1748958566.76,150,2.220,0.817,2.228,1.98
44,1748958566.87,150,2.224,0.862,2.198,1.98
45,1748958566.99,150,2.301,0.905,2.114,1.98
46,1748958567.11,149,2.295,0.920,2.177,1.98
47,1748958567.22,150,2.386,0.938,2.044,1.98
48,1748958567.33,150,2.390,0.931,1.776,1.98
49,1748958567.45,150,2.234,0.939,1.811,1.98
50,1748958567.57,150,2.086,1.065,1.857,1.98
51,1748958567.69,150,1.934,1.120,1.790,1.98
52,1748958567.80,149,1.825,1.098,1.765,1.98
53,1748958567.92,149,1.801,1.124,1.908,1.98
54,1748958568.03,150,1.762,1.066,2.002,1.98
55,1748958568.17,148,2.043,1.269,2.210,1.98
56,1748958568.27,150,2.043,1.186,2.134,1.98
57,1748958568.39,146,1.962,1.149,1.911,1.98
58,1748958568.49,149,1.904,1.159,1.791,1.98
59,1748958568.60,149,1.793,1.132,1.705,1.98
60,1748958568.70,150,1.711,1.122,1.670,1.98
61,1748958568.81,150,1.793,1.288,1.746,1.98
62,1748958568.93,150,1.850,1.373,1.743,1.98
63,1748958569.04,150,1.944,1.534,1.792,1.98
64,1748958569.15,149,1.919,1.545,1.743,1.98
65,1748958569.28,150,2.069,1.799,1.927,1.98
66,1748958569.38,150,2.007,1.781,1.856,1.98
67,1748958569.49,150,2.071,1.879,1.954,1.98
68,1748958569.61,150,2.120,1.916,1.972,1.98
69,1748958569.72,149,2.188,1.986,1.996,1.98
70,1748958569.83,150,2.265,2.110,2.053,1.98
71,1748958569.96,148,2.323,2.167,2.162,1.98
72,1748958570.06,149,2.370,2.293,2.183,1.98
73,1748958570.18,150,2.361,2.224,2.167,1.98
74,1748958570.28,150,2.442,2.449,2.320,1.98
75,1748958570.40,150,2.530,2.601,2.505,1.98
76,1748958570.52,149,2.645,2.728,2.631,1.98
77,1748958570.63,150,2.684,2.813,2.748,1.98
78,1748958570.74,148,2.691,2.811,2.742,1.98
79,1748958570.86,148,2.789,3.233,2.887,1.98
80,1748958570.97,150,2.958,3.658,3.103,1.98
81,1748958571.09,134,3.346,4.184,3.525,1.98
82,1748958571.21,128,3.471,4.777,3.819,1.98
83,1748958571.34,138,3.642,4.661,3.826,1.98
84,1748958571.46,147,3.772,4.744,3.945,1.98
85,1748958571.57,147,3.752,3.980,4.047,1.98
86,1748958571.69,145,4.076,3.706,4.569,1.98
87,1748958572.82,120,10.007,12.365,12.123,0.55
88,1748958572.92,146,9.685,8.476,9.484,0.48
89,1748958573.03,132,9.021,6.216,7.610,0.47
90,1748958573.14,95,32.714,29.533,28.850,0.57
91,1748958573.25,146,35.500,34.015,29.282,0.71
92,1748958573.36,147,23.485,20.366,18.344,0.88
93,1748958573.48,149,14.970,13.054,14.452,1.02
94,1748958573.60,121,12.167,10.377,12.966,1.15
95,1748958573.70,145,11.616,12.027,14.480,1.27
96,1748958573.81,150,11.297,13.605,15.672,1.36
97,1748958573.92,147,10.583,13.877,16.545,1.45
98,1748958574.02,129,12.196,19.102,18.523,1.52
