frame,time,features,flow_left,flow_center,flow_right,speed
2,1748976890.47,75,0.041,0.026,0.048,0.05
3,1748976890.52,75,0.061,0.051,0.074,0.08
4,1748976890.57,75,0.089,0.065,0.110,0.08
5,1748976890.62,75,0.112,0.068,0.129,1.84
6,1748976892.67,63,33.254,3.297,4.223,1.84
7,1748976892.72,75,17.903,2.018,3.266,1.85
8,1748976895.99,74,17.970,12.870,12.305,0.93
9,1748976896.04,75,9.969,6.887,7.206,0.93
10,1748976897.08,73,12.999,9.535,16.689,0.28
11,1748976898.13,75,10.793,6.779,15.785,0.06
12,1748976898.18,75,5.471,3.441,8.063,0.06
13,1748976898.23,75,3.076,2.222,4.705,0.08
14,1748976899.27,75,3.339,2.039,7.860,0.06
15,1748976899.32,75,1.786,1.163,4.135,0.06
16,1748976899.37,75,4.456,5.712,11.293,0.11
17,1748976899.42,75,5.587,5.588,11.159,0.22
18,1748976899.47,75,5.223,4.757,8.371,0.31
19,1748976899.52,75,4.751,4.076,6.053,0.40
20,1748976899.57,75,3.574,2.887,3.902,0.48
21,1748976899.62,75,2.399,1.812,2.570,0.56
22,1748976899.67,75,1.462,1.082,2.053,0.64
23,1748976899.72,75,1.279,1.037,2.531,0.71
24,1748976899.77,75,1.346,1.145,2.745,0.78
25,1748976899.82,74,1.480,1.246,3.474,0.85
26,1748976899.87,75,1.647,1.424,3.930,0.91
27,1748976899.93,75,1.782,1.679,4.025,0.99
28,1748976899.98,75,1.922,1.863,4.006,1.05
29,1748976900.03,75,1.911,1.900,4.133,1.11
30,1748976900.08,75,1.938,1.949,4.626,1.17
31,1748976900.13,74,1.917,1.895,5.593,1.22
32,1748976900.18,74,1.871,1.934,6.051,1.27
33,1748976900.23,74,1.889,1.867,6.173,1.32
34,1748976900.28,74,1.783,1.792,6.115,1.37
35,1748976900.33,75,1.710,1.676,5.795,1.41
36,1748976900.38,75,1.715,1.646,6.082,1.45
37,1748976900.43,75,1.761,1.670,5.661,1.49
38,1748976900.48,74,1.707,1.552,5.130,1.52
39,1748976900.53,74,1.638,1.569,4.825,1.55
40,1748976900.58,75,1.608,1.332,5.292,1.59
41,1748976900.63,75,1.626,1.358,5.696,1.61
42,1748976900.68,74,1.567,1.266,5.534,1.64
43,1748976900.73,75,1.548,1.284,5.712,1.66
44,1748976900.79,74,1.661,1.267,6.181,1.69
45,1748976900.84,75,1.585,1.166,6.176,1.71
46,1748976900.89,75,1.565,0.965,6.373,1.73
47,1748976900.94,75,1.600,0.974,6.668,1.75
48,1748976900.99,75,1.657,0.968,6.808,1.76
49,1748976901.04,75,1.699,0.990,6.688,1.78
50,1748976901.09,75,1.568,0.907,7.050,1.79
51,1748976901.14,75,1.774,0.933,8.255,1.81
52,1748976901.19,75,1.747,0.884,8.113,1.82
53,1748976901.24,75,1.815,0.991,8.783,1.83
54,1748976901.29,75,1.898,0.931,10.201,1.84
55,1748976901.34,75,1.926,0.954,10.696,1.85
56,1748976901.39,75,2.032,1.025,10.482,1.86
57,1748976901.44,74,2.031,1.077,9.591,1.87
58,1748976901.49,75,1.955,1.066,6.850,1.88
59,1748976901.54,75,1.943,1.116,5.617,1.88
60,1748976901.59,75,1.994,0.949,5.462,1.89
61,1748976901.64,75,2.079,0.986,5.262,1.90
62,1748976901.70,75,2.207,0.970,5.676,1.90
63,1748976901.75,75,2.192,0.887,5.300,1.91
64,1748976901.80,73,2.087,0.830,5.742,1.91
65,1748976901.85,75,2.153,0.884,6.621,1.92
66,1748976901.90,74,2.298,0.777,6.617,1.92
67,1748976901.95,75,2.398,0.926,6.758,1.93
68,1748976902.00,75,2.402,0.952,7.089,1.93
69,1748976902.05,75,2.431,0.850,8.540,1.93
70,1748976902.10,75,2.362,0.784,8.908,1.94
71,1748976902.15,74,2.402,0.849,10.193,1.94
72,1748976902.20,75,2.217,0.602,8.307,1.94
73,1748976902.25,74,2.207,0.676,8.435,1.94
74,1748976902.30,75,2.171,0.771,7.280,1.95
75,1748976902.35,75,2.313,0.738,6.718,1.95
76,1748976902.40,75,2.612,0.748,8.042,1.95
77,1748976902.45,75,2.567,0.749,9.600,1.95
78,1748976902.51,74,2.408,0.767,7.676,1.95
79,1748976902.56,75,2.294,0.718,6.840,1.96
80,1748976902.61,67,2.053,0.568,6.947,1.96
81,1748976902.66,73,1.752,0.616,5.805,1.96
82,1748976902.71,75,1.596,0.598,5.788,1.96
83,1748976902.76,74,1.461,0.750,6.064,1.96
84,1748976903.80,72,8.888,12.884,26.432,0.60
85,1748976906.06,72,10.634,19.842,29.547,0.93
86,1748976909.34,74,17.204,22.802,24.367,0.04
87,1748976910.39,75,9.901,11.702,13.113,0.01
88,1748976910.44,75,5.316,5.965,6.791,0.01
89,1748976910.49,75,3.109,3.094,3.696,0.05
90,1748976910.54,74,4.306,5.488,4.393,0.06
91,1748976911.59,74,5.444,6.349,4.983,0.05
92,1748976911.64,75,3.021,3.359,2.680,0.05
93,1748976911.69,74,4.754,7.038,4.753,0.10
