frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749295033.77,150,0.167,0.087,0.121,4.341,0.00,0.00,-0.95,0.00,0.08,none,1,0,1,20.77,2.04,0.00,8.46,0.023,0.002,0.0,0.118
3,1749295033.83,150,0.161,0.137,0.158,3.572,0.00,0.00,-0.95,0.00,0.08,none,0,0,0,20.76,2.04,0.00,17.39,0.023,0.002,0.0,0.058
4,1749295033.89,150,0.156,0.133,0.170,2.875,0.00,0.00,-0.94,0.00,0.07,none,0,0,0,20.69,2.03,0.00,18.80,0.018,0.003,0.0,0.053
5,1749295033.94,150,0.156,0.134,0.176,2.966,0.00,0.00,-0.94,0.00,0.06,none,0,0,0,20.59,2.03,0.00,18.93,0.022,0.002,0.0,0.053
6,1749295034.00,150,0.166,0.135,0.175,3.444,0.00,0.00,-0.94,0.00,0.05,none,0,0,0,20.49,2.02,0.00,18.07,0.021,0.003,0.0,0.055
7,1749295034.05,150,0.158,0.128,0.171,1.808,0.00,0.00,-0.93,0.00,0.04,none,0,0,0,20.37,2.02,0.00,12.94,0.036,0.003,0.0,0.077
8,1749295034.13,150,0.163,0.126,0.165,2.569,0.00,0.00,-0.93,0.00,0.03,none,0,0,0,20.29,2.01,0.00,16.23,0.021,0.003,0.0,0.062
9,1749295034.19,150,0.153,0.120,0.160,1.568,0.00,0.00,-0.93,0.00,0.02,none,0,0,0,20.22,2.01,0.00,15.78,0.024,0.003,0.0,0.063
10,1749295034.26,150,0.146,0.112,0.153,1.345,0.00,0.00,-0.93,0.00,0.02,none,0,0,0,20.16,2.01,0.00,15.88,0.024,0.003,0.0,0.063
11,1749295034.32,150,0.139,0.107,0.145,1.295,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.11,2.01,0.00,17.48,0.022,0.003,0.0,0.057
12,1749295034.38,150,0.128,0.105,0.140,1.224,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.06,2.00,0.00,17.99,0.020,0.002,0.0,0.056
13,1749295034.43,150,0.119,0.090,0.126,0.972,0.00,0.00,-0.93,0.00,0.00,none,0,0,0,20.03,2.00,0.00,19.05,0.022,0.002,0.0,0.053
14,1749295034.48,150,0.109,0.082,0.113,1.028,0.00,0.00,-0.93,0.00,0.00,none,0,0,0,20.00,2.00,0.00,17.88,0.022,0.002,0.0,0.056
15,1749295034.54,150,0.097,0.072,0.099,0.847,0.00,0.00,-0.93,0.00,0.00,none,0,0,0,20.03,2.00,0.00,17.70,0.017,0.003,0.0,0.056
16,1749295034.60,150,0.081,0.062,0.087,0.734,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.05,2.00,0.00,17.18,0.023,0.003,0.0,0.058
17,1749295034.65,150,0.073,0.056,0.078,0.886,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.07,2.00,0.00,17.00,0.022,0.003,0.0,0.059
18,1749295034.71,150,0.057,0.049,0.071,1.028,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.08,2.00,0.00,19.30,0.018,0.003,0.0,0.052
19,1749295034.76,150,0.054,0.047,0.065,1.229,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.09,2.00,0.00,19.70,0.021,0.003,0.0,0.051
20,1749295034.82,150,0.051,0.046,0.061,0.874,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.11,2.01,0.00,15.98,0.024,0.003,0.0,0.063
21,1749295034.88,150,0.049,0.043,0.059,0.856,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.11,2.01,0.00,18.58,0.019,0.003,0.0,0.054
22,1749295034.93,150,0.050,0.043,0.059,0.548,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.12,2.01,0.00,8.49,0.052,0.003,0.0,0.118
23,1749295035.06,150,0.049,0.043,0.060,0.889,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.13,2.01,0.00,14.75,0.023,0.002,0.0,0.068
24,1749295035.12,150,0.049,0.044,0.061,0.958,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.13,2.01,0.00,19.77,0.020,0.002,0.0,0.051
25,1749295035.17,150,0.050,0.045,0.062,1.060,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.13,2.01,0.00,18.78,0.021,0.002,0.0,0.053
26,1749295035.22,150,0.051,0.046,0.064,1.272,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.13,2.01,0.00,19.93,0.019,0.002,0.0,0.050
27,1749295035.27,150,0.053,0.048,0.065,1.187,0.00,0.00,-0.93,0.00,0.01,none,0,0,0,20.13,2.01,0.00,19.64,0.021,0.002,0.0,0.051
28,1749295035.32,150,0.059,0.048,0.064,2.428,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.13,2.01,0.00,18.86,0.020,0.003,0.0,0.053
