frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749115636.01,75,0.039,0.021,0.037,1.190,0.00,0.00,-0.96,0.00,0.06,none,1,20.57,3.11,0.00,13.88,0.024,0.024,0.0,0.072
3,1749115636.05,75,0.047,0.042,0.056,2.045,0.00,0.00,-0.95,0.00,0.08,none,0,20.75,3.15,0.00,19.82,0.026,0.026,0.0,0.050
4,1749115636.10,75,0.060,0.052,0.079,2.139,0.00,0.00,-0.95,0.00,0.08,none,0,20.78,3.16,0.00,19.86,0.022,0.022,0.0,0.050
5,1749115636.15,75,0.070,0.057,0.098,2.454,0.00,0.00,-0.94,0.00,0.07,none,0,20.73,3.15,0.00,19.94,0.022,0.022,0.0,0.050
6,1749115636.20,75,0.078,0.057,0.108,2.197,0.00,0.00,-0.94,0.00,0.06,none,0,20.65,3.13,0.00,19.90,0.021,0.021,0.0,0.050
7,1749115636.25,75,0.086,0.064,0.109,2.465,0.00,0.00,-0.94,0.00,0.05,none,0,20.55,3.11,0.00,19.94,0.024,0.024,0.0,0.050
8,1749115636.30,75,0.085,0.066,0.110,1.931,0.00,0.00,-0.94,0.00,0.04,none,0,20.46,3.09,0.00,19.83,0.023,0.023,0.0,0.050
9,1749115636.35,75,0.083,0.063,0.109,1.418,0.00,0.00,-0.93,0.00,0.04,none,0,20.39,3.08,0.00,19.93,0.021,0.021,0.0,0.050
10,1749115636.40,75,0.080,0.061,0.105,1.413,0.00,0.00,-0.93,0.00,0.03,none,0,20.32,3.06,0.00,19.92,0.019,0.019,0.0,0.050
11,1749115636.45,75,0.075,0.059,0.102,1.132,0.00,0.00,-0.93,0.00,0.02,none,0,20.25,3.05,0.00,19.93,0.023,0.023,0.0,0.050
12,1749115636.50,75,0.074,0.060,0.104,0.963,0.00,0.00,-0.93,0.00,0.02,none,0,20.20,3.04,0.00,19.72,0.023,0.023,0.0,0.051
13,1749115636.55,75,0.073,0.057,0.102,0.764,0.00,0.00,-0.93,0.00,0.01,none,0,20.15,3.03,0.00,19.92,0.024,0.024,0.0,0.050
14,1749115636.60,75,0.067,0.052,0.097,1.551,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.78,0.020,0.020,0.0,0.051
15,1749115636.65,75,0.059,0.047,0.085,0.593,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.97,0.019,0.019,0.0,0.050
16,1749115636.70,75,0.050,0.044,0.072,0.481,0.00,0.00,-0.93,0.00,0.00,none,0,20.03,3.01,0.00,19.78,0.023,0.023,0.0,0.051
17,1749115636.75,75,0.039,0.035,0.064,0.467,0.00,0.00,-0.93,0.00,0.00,none,0,20.00,3.00,0.00,19.89,0.023,0.023,0.0,0.050
