frame,time,features,flow_left,flow_center,flow_right,speed
2,1748959834.89,75,0.160,0.077,0.115,0.07
3,1748959835.00,75,0.237,0.112,0.158,0.05
4,1748959835.10,75,0.231,0.109,0.150,0.04
5,1748959835.20,75,0.204,0.098,0.131,1.84
6,1748959837.33,75,14.628,2.952,17.926,1.84
7,1748959837.46,70,11.807,4.846,16.139,1.78
8,1748959837.56,72,15.418,5.337,15.676,1.76
9,1748959837.69,66,15.703,5.291,16.238,1.77
10,1748959837.79,73,13.089,4.966,12.595,1.78
11,1748959837.90,66,10.619,3.649,10.021,1.80
12,1748959838.01,71,7.893,2.305,8.110,1.82
13,1748959838.12,75,6.356,1.471,6.801,1.85
14,1748959838.23,70,4.814,1.059,4.937,1.86
15,1748959838.34,73,4.078,0.967,3.963,1.88
16,1748959838.46,73,3.385,0.878,3.451,1.89
17,1748959838.56,74,2.751,0.817,3.233,1.91
18,1748959838.68,74,2.023,0.828,3.406,1.92
19,1748959838.80,75,1.743,0.798,3.500,1.93
20,1748959838.91,75,1.654,0.768,3.686,1.94
21,1748959839.02,75,1.728,0.745,3.661,1.94
22,1748959839.12,75,1.715,0.704,3.396,1.95
23,1748959839.23,75,1.834,0.714,3.560,1.95
24,1748959839.34,75,1.795,0.708,3.365,1.95
25,1748959839.44,75,1.925,0.681,3.320,1.96
26,1748959839.55,75,1.925,0.717,3.619,1.96
27,1748959839.66,75,1.848,0.688,3.418,1.96
28,1748959839.77,75,1.854,0.764,4.032,1.97
29,1748959839.88,75,1.685,0.702,3.199,1.97
30,1748959839.99,75,1.573,0.709,2.865,1.97
31,1748959840.10,75,1.541,0.718,2.725,1.97
32,1748959840.21,75,1.362,0.731,2.643,1.97
33,1748959840.32,75,1.333,0.764,2.491,1.97
34,1748959840.44,75,1.331,0.763,2.252,1.97
35,1748959840.56,75,1.352,0.805,2.199,1.97
36,1748959840.67,75,1.384,0.834,1.946,1.97
37,1748959840.79,75,1.503,0.802,1.835,1.97
38,1748959840.90,74,1.550,0.750,1.754,1.98
39,1748959841.01,75,1.470,0.713,1.951,1.98
40,1748959841.12,75,1.421,0.696,1.838,1.98
41,1748959841.24,75,1.674,0.726,1.956,1.98
