frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749122924.66,75,0.034,0.044,0.057,2.708,0.00,0.00,-0.95,0.00,0.06,none,1,20.59,3.12,0.00,13.59,0.022,0.022,0.0,0.074
3,1749122924.69,75,0.034,0.044,0.065,1.339,0.00,0.00,-0.95,0.00,0.08,none,0,20.75,3.15,0.00,19.91,0.026,0.026,0.0,0.050
4,1749122924.74,75,0.053,0.054,0.089,2.228,0.00,0.00,-0.95,0.00,0.08,none,0,20.78,3.16,0.00,19.89,0.026,0.026,0.0,0.050
5,1749122924.79,75,0.065,0.058,0.102,2.226,0.00,0.00,-0.94,0.00,0.07,none,0,20.73,3.15,0.00,19.96,0.025,0.025,0.0,0.050
6,1749122924.84,75,0.072,0.062,0.110,2.596,0.00,0.00,-0.94,0.00,0.06,none,0,20.65,3.13,0.00,19.97,0.020,0.020,0.0,0.050
7,1749122924.89,75,0.080,0.065,0.112,2.242,0.00,0.00,-0.94,0.00,0.05,none,0,20.56,3.11,0.00,19.96,0.024,0.024,0.0,0.050
8,1749122924.94,75,0.080,0.066,0.113,2.125,0.00,0.00,-0.94,0.00,0.04,none,0,20.47,3.09,0.00,19.91,0.024,0.024,0.0,0.050
9,1749122924.99,75,0.082,0.064,0.110,1.564,0.00,0.00,-0.93,0.00,0.04,none,0,20.40,3.08,0.00,19.97,0.022,0.022,0.0,0.050
10,1749122925.04,75,0.078,0.062,0.107,1.289,0.00,0.00,-0.93,0.00,0.03,none,0,20.33,3.07,0.00,19.96,0.021,0.021,0.0,0.050
11,1749122925.09,75,0.074,0.059,0.105,1.226,0.00,0.00,-0.93,0.00,0.02,none,0,20.26,3.05,0.00,19.88,0.025,0.025,0.0,0.050
12,1749122925.14,75,0.074,0.059,0.104,0.977,0.00,0.00,-0.93,0.00,0.02,none,0,20.21,3.04,0.00,19.79,0.021,0.021,0.0,0.051
13,1749122925.20,75,0.073,0.058,0.104,1.452,0.00,0.00,-0.93,0.00,0.01,none,0,20.15,3.03,0.00,19.86,0.020,0.020,0.0,0.050
14,1749122925.25,75,0.068,0.053,0.094,0.616,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.95,0.024,0.024,0.0,0.050
15,1749122925.30,75,0.060,0.048,0.083,0.619,0.00,0.00,-0.93,0.00,0.01,none,0,20.08,3.02,0.00,19.97,0.026,0.026,0.0,0.050
16,1749122925.35,75,0.053,0.043,0.073,0.752,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.95,0.024,0.024,0.0,0.050
17,1749122925.40,75,0.042,0.036,0.064,0.377,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.92,0.024,0.024,0.0,0.050
18,1749122925.45,75,0.035,0.031,0.055,0.389,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.91,0.023,0.023,0.0,0.050
19,1749122925.50,75,0.027,0.028,0.048,0.408,0.00,0.00,-0.93,0.00,0.00,none,0,20.03,3.01,0.00,19.79,0.024,0.024,0.0,0.051
20,1749122925.55,75,0.024,0.025,0.043,0.370,0.00,0.00,-0.93,0.00,0.01,none,0,20.05,3.01,0.00,19.79,0.021,0.021,0.0,0.051
21,1749122925.60,75,0.022,0.023,0.037,0.433,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.81,0.023,0.023,0.0,0.050
22,1749122925.65,75,0.020,0.021,0.035,0.508,0.00,0.00,-0.93,0.00,0.01,none,0,20.08,3.02,0.00,19.97,0.019,0.019,0.0,0.050
23,1749122925.70,75,0.020,0.020,0.031,0.509,0.00,0.00,-0.93,0.00,0.01,none,0,20.09,3.02,0.00,19.95,0.022,0.022,0.0,0.050
24,1749122925.75,75,0.018,0.020,0.031,0.535,0.00,0.00,-0.93,0.00,0.01,none,0,20.10,3.02,0.00,19.83,0.023,0.023,0.0,0.050
25,1749122925.80,75,0.018,0.019,0.030,0.451,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.86,0.024,0.024,0.0,0.050
26,1749122925.85,75,0.017,0.019,0.031,1.227,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.83,0.020,0.020,0.0,0.050
27,1749122925.90,75,0.018,0.020,0.032,0.586,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.85,0.025,0.025,0.0,0.050
28,1749122925.95,75,0.019,0.021,0.033,0.656,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.96,0.019,0.019,0.0,0.050
29,1749122926.00,75,0.020,0.021,0.033,0.497,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.81,0.023,0.023,0.0,0.050
30,1749122926.05,75,0.021,0.022,0.035,0.755,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.93,0.020,0.020,0.0,0.050
31,1749122926.10,75,0.022,0.022,0.036,0.582,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.90,0.022,0.022,0.0,0.050
32,1749122926.15,75,0.022,0.023,0.038,0.811,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.84,0.022,0.022,0.0,0.050
33,1749122926.20,75,0.022,0.023,0.038,0.642,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.80,0.020,0.020,0.0,0.050
34,1749122926.25,75,0.022,0.023,0.038,0.581,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.94,0.020,0.020,0.0,0.050
35,1749122926.30,75,0.023,0.024,0.038,0.729,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.90,0.020,0.020,0.0,0.050
36,1749122926.35,75,0.024,0.024,0.038,0.643,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.93,0.021,0.021,0.0,0.050
37,1749122926.40,75,0.024,0.024,0.038,0.771,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.98,0.019,0.019,0.0,0.050
38,1749122926.45,75,0.025,0.025,0.038,0.533,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.88,0.023,0.023,0.0,0.050
39,1749122926.50,75,0.025,0.025,0.039,0.728,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.82,0.020,0.020,0.0,0.050
40,1749122926.55,75,0.025,0.024,0.037,0.448,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.77,0.023,0.023,0.0,0.051
41,1749122926.60,75,0.025,0.024,0.037,0.582,0.00,0.00,-0.94,0.00,0.01,none,0,20.11,3.02,0.00,19.80,0.021,0.021,0.0,0.051
42,1749122926.65,75,0.026,0.023,0.037,0.598,0.00,0.00,-0.94,0.00,0.01,resume_reinforce,0,20.11,3.02,0.00,19.87,0.022,0.022,0.0,0.050
43,1749122926.71,75,0.056,0.046,0.070,4.732,0.00,0.00,-0.94,-0.00,0.03,none,0,20.34,3.07,0.00,19.91,0.025,0.025,0.0,0.050
44,1749122926.76,73,1.324,0.900,1.236,200.913,0.00,0.00,-0.94,-0.00,0.07,none,0,20.48,3.10,0.00,19.85,0.023,0.023,0.0,0.050
45,1749122926.81,74,2.077,1.542,2.187,127.475,0.01,0.00,-0.94,-0.00,0.18,none,0,21.46,3.29,0.00,19.80,0.023,0.023,0.0,0.051
46,1749122926.86,75,2.709,2.056,2.797,87.951,0.02,0.00,-0.95,-0.00,0.28,none,0,22.50,3.50,0.00,19.93,0.025,0.025,0.0,0.050
47,1749122926.91,75,3.124,2.397,3.199,61.282,0.03,0.00,-0.96,-0.00,0.37,none,0,23.41,3.68,0.00,19.92,0.023,0.023,0.0,0.050
48,1749122926.96,75,3.355,2.578,3.438,29.324,0.05,0.00,-0.97,-0.00,0.45,none,0,24.34,3.87,0.00,19.94,0.027,0.027,0.0,0.050
49,1749122927.01,75,3.456,2.647,3.529,12.405,0.07,0.00,-0.98,-0.00,0.54,none,0,25.07,4.01,0.00,19.90,0.023,0.023,0.0,0.050
50,1749122927.06,75,3.513,2.661,3.590,9.651,0.10,0.00,-0.99,0.00,0.61,none,0,25.87,4.17,0.00,19.80,0.023,0.023,0.0,0.051
51,1749122927.11,75,3.618,2.720,3.718,15.227,0.13,0.00,-1.00,0.00,0.69,none,0,26.61,4.32,0.00,19.93,0.020,0.020,0.0,0.050
52,1749122927.16,75,3.775,2.822,3.901,17.640,0.16,0.00,-1.01,0.00,0.76,none,0,27.41,4.48,0.00,19.95,0.025,0.025,0.0,0.050
53,1749122927.21,75,3.922,2.917,4.065,23.574,0.19,0.00,-1.02,0.00,0.81,none,0,28.11,4.62,0.00,19.91,0.022,0.022,0.0,0.050
54,1749122927.26,75,2.793,2.160,3.063,16.854,0.22,0.00,-1.02,0.00,0.86,none,0,28.53,4.71,0.00,19.95,0.024,0.024,0.0,0.050
55,1749122927.31,75,2.181,1.624,2.277,19.779,0.26,0.00,-1.03,0.00,0.93,none,0,29.16,4.83,0.00,19.93,0.027,0.027,0.0,0.050
56,1749122927.36,75,1.750,1.246,1.928,36.233,0.31,0.00,-1.04,0.00,0.99,none,0,29.72,4.94,0.00,19.97,0.022,0.022,0.0,0.050
57,1749122927.41,75,1.539,1.050,1.761,26.866,0.35,0.00,-1.04,0.00,1.05,none,0,30.34,5.07,0.00,19.95,0.023,0.023,0.0,0.050
58,1749122927.46,75,1.552,1.024,1.787,28.195,0.41,0.00,-1.05,0.00,1.11,none,0,30.97,5.19,0.00,19.93,0.023,0.023,0.0,0.050
59,1749122927.51,75,1.695,1.109,2.032,33.598,0.47,0.00,-1.05,0.00,1.17,none,0,31.56,5.31,0.00,19.93,0.024,0.024,0.0,0.050
60,1749122927.56,74,1.874,1.241,2.253,32.627,0.52,0.00,-1.05,0.00,1.23,none,0,32.09,5.42,0.00,19.96,0.020,0.020,0.0,0.050
61,1749122927.61,75,2.015,1.324,2.387,28.789,0.58,0.00,-1.06,0.00,1.27,none,0,32.59,5.52,0.00,19.83,0.022,0.022,0.0,0.050
62,1749122927.66,74,2.127,1.361,2.475,32.848,0.65,0.00,-1.06,0.00,1.32,none,0,33.12,5.62,0.00,19.82,0.025,0.025,0.0,0.050
63,1749122927.71,74,2.275,1.369,2.547,49.920,0.72,0.00,-1.06,0.00,1.37,none,0,33.56,5.71,0.00,19.78,0.024,0.024,0.0,0.051
64,1749122927.76,74,2.464,1.400,2.617,62.633,0.79,0.00,-1.06,0.00,1.41,none,0,33.98,5.80,0.00,19.88,0.023,0.023,0.0,0.050
65,1749122927.81,74,2.649,1.407,2.687,42.467,0.86,0.00,-1.06,0.00,1.45,none,0,34.39,5.88,0.00,19.87,0.023,0.023,0.0,0.050
66,1749122927.86,75,2.870,1.385,2.649,72.314,0.93,0.00,-1.06,0.00,1.49,none,0,34.78,5.96,0.00,19.90,0.023,0.023,0.0,0.050
67,1749122927.91,70,3.083,1.347,2.662,47.202,1.01,0.00,-1.06,0.00,1.52,none,0,35.12,6.02,0.00,19.97,0.021,0.021,0.0,0.050
68,1749122927.96,72,3.308,1.308,2.636,41.241,1.08,0.00,-1.06,0.00,1.55,none,0,35.45,6.09,0.00,19.91,0.024,0.024,0.0,0.050
69,1749122928.01,74,3.481,1.254,2.490,41.569,1.17,0.00,-1.06,0.00,1.59,none,0,35.76,6.15,0.00,19.96,0.022,0.022,0.0,0.050
70,1749122928.06,75,3.702,1.205,2.449,47.841,1.25,0.00,-1.06,0.00,1.61,none,0,36.04,6.21,0.00,19.91,0.021,0.021,0.0,0.050
71,1749122928.11,74,3.948,1.162,2.429,51.208,1.33,0.00,-1.06,0.00,1.64,none,0,36.31,6.26,0.00,19.82,0.024,0.024,0.0,0.050
72,1749122928.16,73,4.067,1.106,2.401,48.226,1.41,0.00,-1.06,0.00,1.66,none,0,36.54,6.31,0.00,19.95,0.022,0.022,0.0,0.050
73,1749122928.21,75,4.195,1.076,2.391,51.548,1.49,0.00,-1.06,0.00,1.69,none,0,36.79,6.36,0.00,19.89,0.024,0.024,0.0,0.050
74,1749122928.26,74,4.289,1.041,2.357,46.144,1.58,0.00,-1.06,-0.00,1.71,none,0,37.00,6.40,0.00,19.89,0.024,0.024,0.0,0.050
75,1749122928.31,75,4.348,1.014,2.367,47.784,1.66,0.00,-1.06,-0.00,1.73,none,0,37.20,6.44,0.00,19.87,0.023,0.023,0.0,0.050
76,1749122928.36,74,4.361,0.991,2.389,49.471,1.75,0.00,-1.06,-0.00,1.74,none,0,37.40,6.48,0.00,19.96,0.025,0.025,0.0,0.050
77,1749122928.41,75,4.288,0.952,2.337,41.117,1.84,0.00,-1.06,-0.00,1.76,none,0,37.55,6.51,0.00,19.97,0.023,0.023,0.0,0.050
78,1749122928.46,72,4.285,0.935,2.311,49.544,1.93,0.00,-1.06,-0.00,1.78,no_dodge,0,37.71,6.54,0.00,19.89,0.023,0.023,0.0,0.050
79,1749122928.51,74,4.255,0.900,2.325,44.517,2.02,0.00,-1.06,-0.00,1.79,none,0,37.86,6.57,0.00,19.91,0.024,0.024,0.0,0.050
80,1749122928.56,73,4.188,0.891,2.303,41.098,2.11,0.00,-1.06,-0.00,1.80,no_dodge,0,38.00,6.60,0.00,19.97,0.023,0.023,0.0,0.050
81,1749122928.61,75,4.100,0.871,2.327,44.513,2.19,0.00,-1.06,-0.00,1.82,no_dodge,0,38.13,6.63,0.00,19.96,0.024,0.024,0.0,0.050
82,1749122928.66,73,4.096,0.851,2.299,41.384,2.28,0.00,-1.06,-0.00,1.83,none,0,38.24,6.65,0.00,19.90,0.024,0.024,0.0,0.050
83,1749122928.71,74,4.115,0.827,2.262,48.327,2.38,0.00,-1.06,-0.00,1.84,no_dodge,0,38.34,6.67,0.00,19.78,0.022,0.022,0.0,0.051
84,1749122928.77,74,4.078,0.780,2.282,40.321,2.46,0.00,-1.06,-0.00,1.85,resume_reinforce,0,38.44,6.69,0.00,19.93,0.021,0.021,0.0,0.050
85,1749122928.82,75,4.093,0.777,2.311,41.034,3.77,0.00,-1.20,-0.00,0.61,no_dodge,0,38.55,6.71,0.00,0.96,0.024,0.024,0.0,1.044
86,1749122929.86,75,4.710,2.037,3.358,12.764,3.80,0.00,-1.20,-0.00,0.56,resume,0,25.79,4.16,0.00,19.68,0.022,0.022,0.0,0.051
87,1749122929.91,74,4.625,2.143,3.385,29.457,3.83,0.00,-1.20,-0.00,0.55,none,0,25.49,4.10,0.00,19.80,0.023,0.023,0.0,0.051
88,1749122929.96,74,6.017,3.023,4.529,252.122,4.39,1.17,-1.25,-0.07,0.92,dodge_right,0,25.49,4.10,0.00,0.31,0.022,0.022,0.0,3.269
