frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749142570.34,75,0.037,0.021,0.039,1.359,0.00,0.00,-0.96,0.00,0.06,none,1,0,20.57,3.11,0.00,14.31,0.020,0.020,0.0,0.070
3,1749142570.38,75,0.046,0.042,0.056,1.979,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.75,3.15,0.00,19.89,0.026,0.026,0.0,0.050
4,1749142570.43,75,0.062,0.053,0.081,2.192,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.78,3.16,0.00,19.90,0.024,0.024,0.0,0.050
5,1749142570.48,75,0.069,0.059,0.099,2.407,0.00,0.00,-0.94,0.00,0.07,none,0,0,20.73,3.15,0.00,19.98,0.023,0.023,0.0,0.050
6,1749142570.53,75,0.078,0.059,0.110,2.308,0.00,0.00,-0.94,0.00,0.06,none,0,0,20.64,3.13,0.00,19.95,0.024,0.024,0.0,0.050
7,1749142570.58,75,0.084,0.065,0.109,2.427,0.00,0.00,-0.94,0.00,0.05,none,0,0,20.55,3.11,0.00,19.91,0.023,0.023,0.0,0.050
8,1749142570.63,75,0.083,0.066,0.111,2.041,0.00,0.00,-0.94,0.00,0.04,none,0,0,20.47,3.09,0.00,19.89,0.022,0.022,0.0,0.050
9,1749142570.68,75,0.081,0.064,0.110,1.536,0.00,0.00,-0.93,0.00,0.04,none,0,0,20.39,3.08,0.00,19.84,0.021,0.021,0.0,0.050
10,1749142570.73,75,0.078,0.062,0.107,1.352,0.00,0.00,-0.93,0.00,0.03,none,0,0,20.32,3.06,0.00,19.97,0.022,0.022,0.0,0.050
11,1749142570.78,75,0.074,0.059,0.104,1.205,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.26,3.05,0.00,19.96,0.024,0.024,0.0,0.050
12,1749142570.83,75,0.074,0.060,0.106,0.999,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.20,3.04,0.00,19.96,0.022,0.022,0.0,0.050
13,1749142570.88,75,0.072,0.057,0.102,0.740,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.15,3.03,0.00,19.96,0.021,0.021,0.0,0.050
14,1749142570.93,75,0.065,0.052,0.097,1.406,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,3.02,0.00,19.81,0.023,0.023,0.0,0.050
15,1749142570.98,75,0.058,0.047,0.086,0.611,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.07,3.01,0.00,19.88,0.021,0.021,0.0,0.050
16,1749142571.03,75,0.049,0.043,0.073,0.495,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.04,3.01,0.00,19.95,0.024,0.024,0.0,0.050
17,1749142571.08,75,0.040,0.036,0.065,0.511,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.01,3.00,0.00,19.77,0.020,0.020,0.0,0.051
