frame,time,features,flow_left,flow_center,flow_right,speed
133,1748972853.14,75,0.736,0.303,1.146,1.98
134,1748972853.19,75,0.748,0.284,1.107,1.98
135,1748972853.24,75,0.764,0.315,1.075,1.98
136,1748972853.29,75,0.772,0.304,1.210,1.98
137,1748972853.34,75,0.776,0.318,1.189,1.98
138,1748972853.39,74,0.694,0.311,1.128,1.98
139,1748972853.44,75,0.689,0.290,1.177,1.98
140,1748972853.49,75,0.712,0.290,1.172,1.98
141,1748972853.54,75,0.715,0.281,1.094,1.98
142,1748972853.60,75,0.743,0.276,1.144,1.98
143,1748972853.65,75,0.740,0.275,1.068,1.98
144,1748972853.70,73,0.740,0.262,1.002,1.98
145,1748972853.75,74,0.747,0.287,1.022,1.98
146,1748972853.80,75,0.778,0.296,1.065,1.98
147,1748972853.85,75,0.838,0.305,1.104,1.98
148,1748972853.90,75,0.765,0.301,1.031,1.98
149,1748972853.95,75,0.843,0.305,1.067,1.98
150,1748972854.00,75,0.815,0.294,1.063,1.98
151,1748972854.05,75,0.820,0.303,1.050,1.98
152,1748972854.10,75,0.761,0.284,1.002,1.98
153,1748972854.15,75,0.693,0.297,1.046,1.98
154,1748972854.20,75,0.703,0.299,1.109,1.98
155,1748972854.25,75,0.706,0.301,1.048,1.98
156,1748972854.30,75,0.699,0.292,1.096,1.98
157,1748972854.35,75,0.727,0.291,1.093,1.98
158,1748972854.40,75,0.736,0.290,1.096,1.98
159,1748972854.45,75,0.710,0.286,1.047,1.98
160,1748972854.50,75,0.722,0.291,0.999,1.98
161,1748972854.55,75,0.708,0.284,0.971,1.98
162,1748972854.60,75,0.687,0.273,0.926,1.98
163,1748972854.65,75,0.730,0.267,1.048,1.98
164,1748972854.71,75,0.721,0.242,1.029,1.98
165,1748972854.76,75,0.757,0.243,1.109,1.98
166,1748972854.81,75,0.754,0.240,1.043,1.98
167,1748972854.86,75,0.768,0.232,1.082,1.98
168,1748972854.91,75,0.747,0.244,1.061,1.98
169,1748972854.96,75,0.786,0.256,1.134,1.98
170,1748972855.01,75,0.852,0.252,1.173,1.98
171,1748972855.06,75,0.832,0.232,1.129,1.98
172,1748972855.11,75,0.850,0.223,1.123,1.98
173,1748972855.16,75,0.842,0.212,1.135,1.98
174,1748972855.21,75,0.830,0.210,1.130,1.98
175,1748972855.26,75,0.889,0.215,1.258,1.98
176,1748972855.31,75,0.874,0.238,1.190,1.98
177,1748972855.36,75,0.951,0.232,1.299,1.98
178,1748972855.41,75,1.010,0.239,1.248,1.98
179,1748972855.46,75,0.960,0.232,1.208,1.98
180,1748972855.51,75,0.898,0.222,1.190,1.98
181,1748972855.56,75,0.959,0.237,1.303,1.98
182,1748972855.61,74,0.922,0.252,1.268,1.98
183,1748972855.67,75,0.959,0.242,1.337,1.98
184,1748972855.72,75,0.933,0.243,1.305,1.98
185,1748972855.77,75,0.882,0.239,1.316,1.98
186,1748972855.82,75,0.916,0.249,1.369,1.98
187,1748972855.87,75,0.855,0.242,1.331,1.98
188,1748972855.92,75,0.822,0.265,1.330,1.98
189,1748972855.97,75,0.716,0.247,1.222,1.98
190,1748972856.02,75,0.744,0.246,1.268,1.98
191,1748972856.07,75,0.732,0.243,1.287,1.98
192,1748972856.12,75,0.671,0.247,1.289,1.98
193,1748972856.17,75,0.642,0.245,1.339,1.98
194,1748972856.22,75,0.671,0.274,1.405,1.98
195,1748972856.27,75,0.672,0.267,1.433,1.98
196,1748972856.32,75,0.631,0.245,1.414,1.98
197,1748972856.37,75,0.722,0.260,1.414,1.98
198,1748972856.42,75,0.753,0.254,1.448,1.98
199,1748972856.47,75,0.721,0.260,1.530,1.98
200,1748972856.52,75,0.641,0.250,1.397,1.98
201,1748972856.58,75,0.704,0.253,1.418,1.98
202,1748972856.63,75,0.734,0.255,1.368,1.98
203,1748972856.68,75,0.743,0.247,1.408,1.98
204,1748972856.73,75,0.737,0.229,1.299,1.98
205,1748972856.78,74,0.723,0.223,1.271,1.98
206,1748972856.83,75,0.762,0.224,1.152,1.98
207,1748972856.88,75,0.713,0.237,1.180,1.98
208,1748972856.93,75,0.722,0.245,1.153,1.98
209,1748972856.98,75,0.746,0.248,1.141,1.98
210,1748972857.03,75,0.714,0.236,1.169,1.98
211,1748972857.08,75,0.671,0.236,1.195,1.98
212,1748972857.13,75,0.692,0.256,1.242,1.98
213,1748972857.18,75,0.657,0.262,1.155,1.98
214,1748972857.23,75,0.685,0.262,1.200,1.98
215,1748972857.28,75,0.737,0.259,1.204,1.98
216,1748972857.33,75,0.747,0.275,1.243,1.98
217,1748972857.38,75,0.651,0.256,1.101,1.98
218,1748972857.44,75,0.649,0.255,1.118,1.98
219,1748972857.49,75,0.743,0.274,1.230,1.98
220,1748972857.54,75,0.666,0.266,1.139,1.98
221,1748972857.60,75,0.647,0.261,1.141,1.98
222,1748972857.65,75,0.674,0.255,1.135,1.98
223,1748972857.70,75,0.645,0.246,1.138,1.98
224,1748972857.75,75,0.664,0.245,1.093,1.98
225,1748972857.80,75,0.708,0.242,1.096,1.98
226,1748972857.85,75,0.665,0.233,1.091,1.98
227,1748972857.90,75,0.690,0.219,1.158,1.98
228,1748972857.95,75,0.744,0.241,1.177,1.98
229,1748972858.00,75,0.772,0.226,1.238,1.98
230,1748972858.05,75,0.693,0.217,1.123,1.98
231,1748972858.10,75,0.693,0.220,1.097,1.98
232,1748972858.15,75,0.668,0.213,1.125,1.98
233,1748972858.20,75,0.655,0.239,1.093,1.98
234,1748972858.25,75,0.648,0.215,1.121,1.98
235,1748972858.30,75,0.685,0.222,1.179,1.98
236,1748972858.35,75,0.770,0.230,1.242,1.98
237,1748972858.40,75,0.721,0.229,1.236,1.98
238,1748972858.45,75,0.712,0.231,1.262,1.98
239,1748972858.50,75,0.693,0.235,1.263,1.98
240,1748972858.56,75,0.708,0.238,1.283,1.98
241,1748972858.61,75,0.688,0.227,1.271,1.98
242,1748972858.66,75,0.721,0.230,1.339,1.98
243,1748972858.71,75,0.720,0.211,1.324,1.98
244,1748972858.76,75,0.756,0.216,1.426,1.98
245,1748972858.81,74,0.794,0.237,1.366,1.98
246,1748972858.86,74,0.825,0.235,1.410,1.98
247,1748972858.91,75,0.842,0.240,1.423,1.98
248,1748972858.96,75,0.798,0.242,1.407,1.98
249,1748972859.01,75,0.750,0.231,1.315,1.98
250,1748972859.06,75,0.672,0.225,1.291,1.98
251,1748972859.11,75,0.679,0.212,1.260,1.98
252,1748972859.16,75,0.765,0.236,1.348,1.98
253,1748972859.21,74,0.682,0.230,1.246,1.98
254,1748972859.26,75,0.668,0.222,1.187,1.98
255,1748972859.31,75,0.672,0.229,1.215,1.98
256,1748972859.36,75,0.621,0.245,1.223,1.98
257,1748972859.42,75,0.690,0.226,1.179,1.98
258,1748972859.47,75,0.725,0.248,1.207,1.98
259,1748972859.52,75,0.715,0.241,1.232,1.98
260,1748972859.57,75,0.709,0.250,1.210,1.98
261,1748972859.62,75,0.717,0.266,1.285,1.98
262,1748972859.67,75,0.673,0.246,1.289,1.98
263,1748972859.72,75,0.698,0.251,1.330,1.98
264,1748972859.77,75,0.704,0.248,1.370,1.98
265,1748972859.82,75,0.716,0.263,1.365,1.98
266,1748972859.87,75,0.706,0.246,1.418,1.98
267,1748972859.92,75,0.717,0.258,1.476,1.98
268,1748972859.97,75,0.722,0.252,1.394,1.98
269,1748972860.02,75,0.733,0.244,1.391,1.98
270,1748972860.07,75,0.773,0.247,1.465,1.98
271,1748972860.12,75,0.774,0.229,1.418,1.98
272,1748972860.17,75,0.745,0.223,1.274,1.98
273,1748972860.22,75,0.739,0.235,1.296,1.98
274,1748972860.27,75,0.724,0.230,1.261,1.98
275,1748972860.33,75,0.734,0.234,1.294,1.98
276,1748972860.38,75,0.728,0.230,1.285,1.98
277,1748972860.43,75,0.922,0.231,1.561,1.98
278,1748972860.48,75,0.776,0.238,1.409,1.98
279,1748972860.53,75,0.785,0.238,1.406,1.98
280,1748972860.58,75,0.743,0.227,1.393,1.98
281,1748972860.63,75,0.728,0.237,1.336,1.98
282,1748972860.68,75,0.710,0.237,1.260,1.98
283,1748972860.73,75,0.716,0.245,1.239,1.98
284,1748972860.78,75,0.726,0.241,1.272,1.98
285,1748972860.83,75,0.721,0.224,1.226,1.98
286,1748972860.88,75,0.718,0.239,1.267,1.98
287,1748972860.94,75,0.747,0.232,1.257,1.98
288,1748972860.99,75,0.774,0.219,1.229,1.98
289,1748972861.04,75,0.728,0.201,1.157,1.98
290,1748972861.09,75,0.757,0.228,1.240,1.98
291,1748972861.14,75,0.732,0.222,1.204,1.98
292,1748972861.19,75,0.775,0.222,1.219,1.98
293,1748972861.24,75,0.770,0.208,1.165,1.98
294,1748972861.29,75,0.822,0.237,1.213,1.98
295,1748972861.34,75,0.906,0.261,1.212,1.98
296,1748972861.39,75,0.866,0.234,1.254,1.98
297,1748972861.44,75,0.934,0.225,1.401,1.98
298,1748972861.49,75,0.877,0.219,1.268,1.98
299,1748972861.54,75,0.821,0.219,1.144,1.98
300,1748972861.59,75,0.822,0.235,1.210,1.98
301,1748972861.64,75,0.862,0.243,1.233,1.98
302,1748972861.69,74,0.844,0.261,1.228,1.98
303,1748972861.74,75,0.695,0.241,1.157,1.98
304,1748972861.79,75,0.632,0.223,1.122,1.98
305,1748972861.84,75,0.611,0.229,1.097,1.98
306,1748972861.90,75,0.599,0.228,1.072,1.98
307,1748972861.95,75,0.607,0.237,1.136,1.98
308,1748972862.00,75,0.605,0.234,1.128,1.98
309,1748972862.05,75,0.608,0.231,1.214,1.98
310,1748972862.10,75,0.636,0.237,1.273,1.98
311,1748972862.15,75,0.653,0.237,1.294,1.98
312,1748972862.20,75,0.642,0.238,1.207,1.98
313,1748972862.25,75,0.673,0.234,1.330,1.98
314,1748972862.30,75,0.674,0.236,1.297,1.98
315,1748972862.35,74,0.699,0.258,1.228,1.98
316,1748972862.40,75,0.681,0.248,1.153,1.98
317,1748972862.45,75,0.692,0.251,1.100,1.98
318,1748972862.50,75,0.737,0.251,1.123,1.98
319,1748972862.55,75,0.795,0.267,1.102,1.98
320,1748972862.60,75,0.714,0.263,1.082,1.98
321,1748972862.65,75,0.685,0.268,1.107,1.98
322,1748972862.70,75,0.648,0.238,1.057,1.98
323,1748972862.75,75,0.667,0.237,1.064,1.98
324,1748972862.80,75,0.708,0.256,1.108,1.98
325,1748972862.85,75,0.766,0.270,1.167,1.98
326,1748972862.90,75,0.750,0.264,1.158,1.98
327,1748972862.96,75,0.732,0.273,1.192,1.98
328,1748972863.01,75,0.701,0.247,1.143,1.98
329,1748972863.06,75,0.737,0.249,1.241,1.98
330,1748972863.11,75,0.694,0.257,1.198,1.98
331,1748972863.16,75,0.747,0.254,1.246,1.98
332,1748972863.21,75,0.745,0.268,1.210,1.98
333,1748972863.26,75,0.734,0.261,1.225,1.98
334,1748972863.31,75,0.785,0.281,1.314,1.98
335,1748972863.36,75,0.738,0.269,1.307,1.98
336,1748972863.41,75,0.754,0.254,1.276,1.98
337,1748972863.46,75,0.822,0.259,1.334,1.98
338,1748972863.51,75,0.854,0.267,1.316,1.98
339,1748972863.57,75,0.847,0.275,1.389,1.98
340,1748972863.62,75,0.827,0.264,1.398,1.98
341,1748972863.67,75,0.805,0.261,1.355,1.98
342,1748972863.72,75,0.806,0.266,1.373,1.98
343,1748972863.77,75,0.858,0.253,1.437,1.98
344,1748972863.82,74,0.739,0.253,1.265,1.98
345,1748972863.87,75,0.741,0.259,1.233,1.98
346,1748972863.92,75,0.658,0.233,1.183,1.98
347,1748972863.97,75,0.672,0.248,1.227,1.98
348,1748972864.02,75,0.683,0.261,1.262,1.98
349,1748972864.07,75,0.718,0.258,1.268,1.98
350,1748972864.12,75,0.740,0.269,1.332,1.98
351,1748972864.17,75,0.722,0.239,1.329,1.98
352,1748972864.22,75,0.709,0.243,1.314,1.98
353,1748972864.27,75,0.773,0.259,1.415,1.98
354,1748972864.33,75,0.702,0.243,1.304,1.98
