frame,time,features,flow_left,flow_center,flow_right,speed
2,1748958119.06,150,0.201,0.105,0.148,0.07
3,1748958119.18,150,0.256,0.132,0.194,0.05
4,1748958119.29,150,0.238,0.123,0.184,0.03
5,1748958119.41,150,0.200,0.102,0.156,1.84
6,1748958121.54,150,13.986,3.749,18.846,1.84
7,1748958121.66,143,11.534,5.001,16.171,1.78
8,1748958121.78,142,14.072,5.365,16.665,1.77
9,1748958121.91,129,13.270,5.187,15.544,1.78
10,1748958122.03,149,11.659,4.800,11.958,1.79
11,1748958122.14,134,9.457,3.351,9.089,1.82
12,1748958122.28,143,7.529,2.140,7.884,1.84
13,1748958122.40,143,5.495,1.390,7.570,1.86
14,1748958122.52,145,4.303,1.067,5.899,1.88
15,1748958122.64,147,3.676,0.939,4.580,1.90
16,1748958122.78,149,3.987,0.900,4.197,1.91
17,1748958122.92,148,2.990,0.868,4.100,1.92
18,1748958123.04,150,2.502,0.817,4.104,1.93
19,1748958123.16,150,2.206,0.723,3.816,1.94
20,1748958123.27,150,2.162,0.700,3.705,1.95
21,1748958123.39,150,2.110,0.670,3.770,1.95
22,1748958123.51,150,2.185,0.672,3.814,1.95
23,1748958123.63,150,2.241,0.662,3.794,1.96
24,1748958123.73,150,2.239,0.616,3.561,1.96
25,1748958123.85,150,2.377,0.691,3.709,1.96
26,1748958123.96,150,2.333,0.702,3.899,1.97
27,1748958124.08,150,2.361,0.682,3.604,1.97
28,1748958124.21,150,2.288,0.727,3.691,1.97
29,1748958124.34,150,2.187,0.755,3.640,1.97
30,1748958124.46,150,2.066,0.759,3.409,1.97
31,1748958124.57,150,1.901,0.709,2.946,1.97
32,1748958124.68,150,1.814,0.748,2.749,1.97
33,1748958124.79,150,1.749,0.724,2.561,1.97
34,1748958124.89,150,1.701,0.717,2.309,1.97
35,1748958124.99,150,1.637,0.682,2.200,1.97
36,1748958125.11,149,1.828,0.717,2.324,1.98
37,1748958125.22,150,1.757,0.676,2.219,1.98
38,1748958125.32,150,1.792,0.666,1.936,1.98
39,1748958125.45,150,2.011,0.745,2.238,1.98
40,1748958125.56,150,2.064,0.777,2.207,1.98
41,1748958125.67,150,2.054,0.806,2.150,1.98
42,1748958125.78,149,2.155,0.836,2.103,1.98
43,1748958125.92,150,2.386,0.947,2.219,1.98
44,1748958126.04,149,2.329,0.939,2.156,1.98
45,1748958126.15,149,2.349,0.963,2.211,1.98
46,1748958126.27,150,2.441,0.989,1.932,1.98
47,1748958126.40,150,2.504,1.011,1.853,1.98
48,1748958126.52,150,2.258,1.040,1.818,1.98
49,1748958126.62,149,1.953,1.049,1.724,1.98
50,1748958126.74,150,1.813,1.057,1.726,1.98
51,1748958126.85,149,1.719,1.026,1.736,1.98
52,1748958126.97,150,1.782,1.117,1.916,1.98
53,1748958127.08,150,1.847,1.149,2.068,1.98
54,1748958127.20,150,1.956,1.150,2.078,1.98
55,1748958127.32,148,2.182,1.292,2.063,1.98
56,1748958127.43,146,2.088,1.203,1.811,1.98
57,1748958127.54,149,2.081,1.225,1.733,1.98
58,1748958127.64,149,1.882,1.212,1.747,1.98
59,1748958127.77,149,1.937,1.347,1.820,1.98
60,1748958127.89,150,1.954,1.438,1.838,1.98
61,1748958128.01,150,2.062,1.604,1.874,1.98
62,1748958128.14,149,2.047,1.680,1.893,1.98
63,1748958128.25,150,2.094,1.796,1.911,1.98
64,1748958128.37,150,2.088,1.868,1.955,1.98
65,1748958128.48,150,2.109,1.876,1.947,1.98
66,1748958128.59,150,2.084,1.861,1.913,1.98
67,1748958128.70,150,2.157,1.975,1.949,1.98
68,1748958128.81,150,2.202,2.100,2.010,1.98
69,1748958128.92,148,2.200,2.096,2.013,1.98
70,1748958129.04,150,2.261,2.154,2.122,1.98
71,1748958129.18,149,2.683,2.564,2.531,1.98
72,1748958129.30,150,2.701,2.729,2.587,1.98
73,1748958129.42,150,2.675,2.814,2.605,1.98
74,1748958129.53,149,2.679,2.761,2.675,1.98
75,1748958129.65,150,2.773,2.893,2.783,1.98
76,1748958129.77,146,2.860,3.223,2.923,1.98
77,1748958129.89,150,3.056,3.575,3.130,1.98
78,1748958130.01,150,3.094,3.622,3.287,1.98
79,1748958130.15,128,3.564,4.746,3.771,1.98
80,1748958130.27,141,3.501,4.849,3.867,1.98
81,1748958130.39,139,3.764,5.024,4.021,1.98
82,1748958130.50,146,3.716,4.839,3.689,1.98
83,1748958130.62,150,4.050,4.453,3.968,1.98
84,1748958130.74,144,4.001,4.080,4.330,1.98
85,1748958130.86,129,4.365,4.491,5.066,1.98
86,1748958130.99,138,4.941,4.338,6.242,1.98
87,1748958132.11,129,10.415,24.055,9.528,0.55
88,1748958133.22,102,43.870,37.208,32.153,0.13
89,1748958134.34,137,41.516,32.914,31.387,0.07
90,1748958135.97,83,79.236,95.298,50.783,1.22
91,1748958137.07,21,76.409,53.082,50.925,0.17
92,1748958138.17,4,51.721,26.541,25.463,0.17
93,1748958138.26,88,29.482,13.271,16.678,0.05
94,1748958139.87,49,31.934,6.635,24.415,0.33
95,1748958139.95,107,17.317,3.318,13.182,0.33
96,1748958140.04,59,16.411,1.659,14.590,0.33
97,1748958140.13,77,17.498,0.829,14.312,0.28
98,1748958140.22,68,14.995,0.415,11.622,0.22
99,1748958140.31,64,10.014,0.207,10.256,0.17
100,1748958140.41,68,7.568,0.104,8.264,0.12
101,1748958140.53,86,5.233,1.518,6.297,0.10
