frame,time,features,flow_left,flow_center,flow_right,speed
2,1748974580.85,75,0.040,0.047,0.057,0.06
3,1748974580.90,75,0.065,0.056,0.081,0.08
4,1748974580.95,75,0.092,0.065,0.111,0.08
5,1748974581.00,75,0.114,0.068,0.131,1.84
6,1748974583.05,64,34.577,3.382,4.292,1.84
7,1748974583.10,75,18.566,2.107,3.385,1.86
8,1748974586.37,74,17.955,13.205,11.785,0.93
9,1748974586.42,74,9.877,7.055,6.955,0.93
10,1748974587.47,74,12.736,9.621,16.018,0.28
11,1748974588.51,75,10.925,6.783,16.614,0.06
12,1748974589.55,75,6.305,4.164,10.799,0.01
13,1748974589.60,75,3.174,2.112,5.491,0.02
14,1748974589.65,75,1.641,1.121,2.884,0.06
15,1748974589.71,75,4.750,5.400,9.190,0.05
16,1748974590.76,75,5.592,7.229,12.991,0.09
17,1748974590.81,75,2.921,3.755,6.810,0.09
18,1748974590.86,75,1.563,1.980,3.613,0.11
19,1748974590.91,75,4.448,6.111,9.967,0.11
20,1748974590.96,75,5.736,6.754,9.870,0.18
21,1748974591.01,75,5.677,5.498,8.530,0.27
22,1748974591.06,75,5.115,4.553,6.475,0.37
23,1748974591.11,75,3.862,3.262,4.506,0.46
24,1748974591.16,75,2.696,2.124,2.924,0.54
25,1748974591.21,74,1.615,1.221,2.497,0.62
26,1748974591.26,75,1.210,0.949,2.499,0.69
27,1748974591.31,75,1.244,1.065,2.858,0.76
28,1748974591.37,75,1.363,1.213,2.984,0.84
29,1748974591.42,75,1.523,1.391,3.648,0.91
30,1748974591.47,74,1.725,1.603,4.377,0.98
31,1748974591.52,75,1.743,1.698,4.297,1.04
32,1748974591.57,75,1.828,1.892,4.539,1.10
33,1748974591.62,75,1.825,1.879,4.882,1.16
34,1748974591.67,75,1.870,1.915,5.710,1.22
35,1748974591.72,73,1.822,1.938,6.021,1.26
36,1748974591.77,74,1.822,1.800,5.895,1.31
37,1748974591.82,75,1.783,1.739,6.392,1.36
38,1748974591.87,75,1.765,1.683,6.524,1.41
39,1748974591.92,75,1.791,1.685,5.881,1.45
