frame,time,features,flow_left,flow_center,flow_right,speed
2,1748961914.96,75,0.122,0.057,0.126,0.07
3,1748961915.08,75,0.183,0.085,0.180,0.05
4,1748961915.19,75,0.167,0.078,0.163,0.03
5,1748961915.29,75,0.147,0.067,0.141,1.84
6,1748961917.42,75,4.139,3.630,6.734,1.85
7,1748961918.53,75,7.552,11.199,9.085,0.48
8,1748961918.64,75,3.776,7.313,6.362,0.42
9,1748961919.75,75,1.888,11.039,9.359,0.10
10,1748961920.87,75,5.323,7.663,7.245,0.07
11,1748961921.99,75,4.171,4.498,4.712,0.06
12,1748961923.10,75,3.032,2.648,3.144,0.06
13,1748961924.23,75,2.343,1.665,2.324,0.07
14,1748961924.34,75,1.246,0.863,1.228,0.07
15,1748961924.45,75,9.836,17.224,8.781,0.28
16,1748961925.57,75,19.080,19.182,9.656,0.16
17,1748961925.69,75,10.475,10.111,5.435,0.14
18,1748961926.83,75,9.306,8.553,6.988,0.06
19,1748961927.94,75,6.613,5.120,4.827,0.06
20,1748961928.04,75,3.398,2.606,2.484,0.07
21,1748961928.15,75,7.568,18.418,9.730,0.33
22,1748961928.28,75,12.380,17.026,11.877,0.50
23,1748961928.38,75,9.309,10.171,7.639,0.65
24,1748961928.48,75,6.425,5.992,4.987,0.81
25,1748961928.58,75,7.261,5.067,4.806,0.96
26,1748961928.70,75,8.540,5.515,6.346,1.10
27,1748961928.81,75,9.041,5.588,6.139,1.22
28,1748961928.91,75,9.035,5.368,5.847,1.32
29,1748961929.02,75,8.783,5.133,5.602,1.41
30,1748961929.12,75,8.213,4.613,5.199,1.49
31,1748961929.21,75,7.410,4.061,4.733,1.56
32,1748961929.33,75,6.811,3.726,4.538,1.62
33,1748961929.43,75,5.968,3.267,4.192,1.67
34,1748961929.53,75,5.100,2.835,3.749,1.71
35,1748961929.63,75,4.592,2.589,3.598,1.75
36,1748961929.74,75,3.857,2.236,3.226,1.78
37,1748961929.85,75,3.358,2.008,2.970,1.81
38,1748961929.95,75,2.799,1.721,2.711,1.84
39,1748961930.05,75,2.304,1.472,2.481,1.86
40,1748961930.16,75,1.955,1.299,2.395,1.87
41,1748961930.27,75,1.714,1.181,2.566,1.89
42,1748961930.38,75,1.462,1.040,2.283,1.90
43,1748961930.48,75,1.243,0.911,2.066,1.91
44,1748961930.60,75,1.093,0.813,1.770,1.92
45,1748961930.70,75,0.939,0.717,1.588,1.93
46,1748961930.81,75,0.796,0.621,1.419,1.94
47,1748961930.91,75,0.677,0.571,1.374,1.94
48,1748961931.02,75,0.607,0.534,1.358,1.95
49,1748961931.13,75,0.554,0.498,1.267,1.95
50,1748961931.24,75,0.548,0.488,1.256,1.96
51,1748961931.34,75,0.514,0.440,1.189,1.96
52,1748961931.45,75,0.527,0.410,1.196,1.96
53,1748961931.57,75,0.630,0.424,1.314,1.96
54,1748961931.67,75,0.599,0.380,1.245,1.97
55,1748961931.77,75,0.590,0.353,1.220,1.97
56,1748961931.88,75,0.662,0.356,1.302,1.97
57,1748961931.99,75,0.681,0.351,1.305,1.97
58,1748961932.08,75,0.692,0.339,1.244,1.97
59,1748961932.18,75,0.703,0.352,1.260,1.97
60,1748961932.29,75,0.654,0.349,1.312,1.97
61,1748961932.40,75,0.630,0.342,1.319,1.97
62,1748961932.52,75,0.668,0.361,1.467,1.97
63,1748961932.62,75,0.632,0.336,1.338,1.97
64,1748961932.73,75,0.680,0.322,1.323,1.98
65,1748961932.85,75,0.788,0.343,1.438,1.98
66,1748961932.95,75,0.762,0.326,1.395,1.98
67,1748961933.06,75,0.743,0.321,1.312,1.98
68,1748961933.16,75,0.722,0.324,1.293,1.98
69,1748961933.26,75,0.731,0.321,1.281,1.98
70,1748961933.36,75,0.751,0.311,1.235,1.98
71,1748961933.46,75,0.794,0.295,1.225,1.98
72,1748961933.57,75,0.871,0.294,1.209,1.98
73,1748961933.69,75,0.862,0.312,1.376,1.98
74,1748961933.80,75,0.801,0.304,1.322,1.98
75,1748961933.91,75,0.765,0.303,1.319,1.98
76,1748961934.01,75,0.752,0.317,1.333,1.98
77,1748961934.12,75,0.765,0.308,1.325,1.98
78,1748961934.23,75,0.728,0.302,1.318,1.98
79,1748961934.32,75,0.690,0.294,1.291,1.98
80,1748961934.43,75,0.697,0.297,1.295,1.98
81,1748961934.52,75,0.683,0.296,1.277,1.98
82,1748961934.63,75,0.678,0.299,1.332,1.98
