frame,time,features,flow_left,flow_center,flow_right,speed
83,1748961934.73,75,0.612,0.296,1.324,1.98
84,1748961934.83,75,0.608,0.298,1.339,1.98
85,1748961934.95,75,0.647,0.318,1.405,1.98
86,1748961935.06,75,0.625,0.288,1.329,1.98
87,1748961935.16,75,0.661,0.293,1.394,1.98
88,1748961935.28,75,0.658,0.296,1.374,1.98
89,1748961935.38,75,0.646,0.283,1.276,1.98
90,1748961935.49,75,0.687,0.286,1.274,1.98
91,1748961935.60,75,0.633,0.295,1.289,1.98
92,1748961935.72,75,0.637,0.316,1.321,1.98
93,1748961935.83,75,0.656,0.316,1.351,1.98
94,1748961935.97,75,0.702,0.325,1.444,1.98
95,1748961936.10,75,0.726,0.325,1.497,1.98
96,1748961936.21,75,0.708,0.314,1.479,1.98
97,1748961936.35,75,0.719,0.339,1.556,1.98
98,1748961936.47,75,0.719,0.348,1.512,1.98
99,1748961936.59,75,0.672,0.339,1.515,1.98
100,1748961936.71,75,0.658,0.318,1.430,1.98
101,1748961936.81,75,0.596,0.297,1.332,1.98
102,1748961936.91,75,0.552,0.279,1.296,1.98
103,1748961937.02,75,0.524,0.276,1.265,1.98
104,1748961937.12,75,0.536,0.276,1.242,1.98
105,1748961937.23,75,0.596,0.315,1.348,1.98
106,1748961937.34,75,0.588,0.298,1.249,1.98
107,1748961937.45,75,0.600,0.292,1.264,1.98
108,1748961937.55,75,0.574,0.291,1.197,1.98
109,1748961937.65,75,0.595,0.283,1.199,1.98
110,1748961937.76,75,0.640,0.301,1.298,1.98
111,1748961937.88,75,0.625,0.302,1.320,1.98
112,1748961937.98,75,0.647,0.304,1.310,1.98
113,1748961938.11,75,0.665,0.324,1.337,1.98
114,1748961938.21,75,0.592,0.323,1.302,1.98
115,1748961938.32,75,0.610,0.316,1.341,1.98
116,1748961938.43,75,0.598,0.312,1.318,1.98
117,1748961938.54,75,0.571,0.293,1.242,1.98
118,1748961938.65,75,0.551,0.307,1.329,1.98
119,1748961938.76,75,0.554,0.333,1.317,1.98
120,1748961938.86,75,0.601,0.331,1.354,1.98
121,1748961938.98,75,0.600,0.334,1.457,1.98
122,1748961939.11,75,0.620,0.351,1.583,1.98
123,1748961939.22,75,0.601,0.312,1.426,1.98
124,1748961939.32,75,0.604,0.311,1.257,1.98
125,1748961939.41,75,0.581,0.310,1.133,1.98
126,1748961939.52,75,0.580,0.305,1.151,1.98
127,1748961939.63,75,0.578,0.303,1.179,1.98
128,1748961939.73,75,0.580,0.296,1.174,1.98
129,1748961939.84,75,0.589,0.305,1.203,1.98
130,1748961939.94,75,0.618,0.315,1.260,1.98
131,1748961940.06,75,0.639,0.333,1.240,1.98
132,1748961940.18,75,0.694,0.346,1.291,1.98
133,1748961940.29,75,0.695,0.330,1.284,1.98
134,1748961940.41,75,0.740,0.328,1.328,1.98
135,1748961940.52,75,0.731,0.315,1.320,1.98
136,1748961940.63,75,0.719,0.298,1.262,1.98
137,1748961940.73,75,0.626,0.309,1.263,1.98
138,1748961940.83,75,1.433,0.657,2.870,1.98
