frame,time,features,flow_left,flow_center,flow_right,speed
2,1748961503.44,75,0.137,0.057,0.134,0.07
3,1748961503.56,75,0.183,0.081,0.199,0.05
4,1748961503.67,75,0.187,0.078,0.189,0.03
5,1748961503.77,75,0.150,0.064,0.150,1.84
6,1748961505.89,75,3.769,4.013,8.770,1.85
7,1748961506.00,75,5.557,8.673,9.286,1.82
8,1748961506.10,75,7.519,7.241,8.013,1.81
9,1748961507.21,75,6.989,11.453,10.083,0.50
10,1748961507.32,75,7.224,7.501,6.987,0.42
11,1748961508.45,75,4.612,12.397,8.638,0.10
12,1748961509.56,75,6.300,8.404,7.033,0.06
13,1748961510.67,75,4.636,4.878,4.662,0.06
14,1748961511.78,75,3.310,2.837,3.162,0.06
15,1748961512.89,75,2.616,1.763,2.347,0.06
16,1748961512.99,75,1.368,0.906,1.223,0.06
17,1748961513.09,75,7.975,18.287,8.209,0.29
18,1748961514.21,75,19.440,20.264,8.351,0.16
19,1748961516.54,75,14.177,15.538,11.355,0.93
20,1748961517.64,75,12.003,11.246,8.942,0.26
21,1748961517.75,75,6.362,5.855,5.134,0.23
22,1748961517.86,75,3.416,3.095,3.134,0.19
23,1748961517.97,70,19.603,20.947,2.929,0.32
24,1748961520.30,73,25.581,23.810,6.824,0.94
25,1748961522.62,75,19.582,15.511,3.412,0.05
