frame,time,features,flow_left,flow_center,flow_right
2,1748952011.91,150,1.531,0.704,1.064
3,1748952012.02,150,1.741,0.783,1.210
4,1748952012.13,150,1.546,0.694,1.069
5,1748952012.24,150,1.320,0.598,0.914
6,1748952012.33,150,1.135,0.507,0.785
7,1748952012.43,150,0.867,0.385,0.598
8,1748952012.54,150,0.494,0.221,0.339
9,1748952012.64,150,0.266,0.120,0.185
10,1748952012.73,150,0.140,0.061,0.098
11,1748952012.82,150,0.068,0.036,0.049
12,1748952012.91,150,0.038,0.022,0.028
13,1748952013.01,150,0.031,0.018,0.024
14,1748952013.10,150,0.038,0.020,0.028
15,1748952013.19,150,0.053,0.024,0.037
16,1748952013.29,150,0.058,0.025,0.041
17,1748952013.38,150,0.060,0.025,0.041
18,1748952013.47,150,0.058,0.025,0.040
19,1748952013.57,150,0.056,0.023,0.039
20,1748952013.66,150,0.046,0.022,0.033
21,1748952013.75,150,0.042,0.021,0.030
22,1748952013.85,150,0.040,0.020,0.028
23,1748952013.94,150,0.041,0.019,0.028
24,1748952014.03,137,3.710,1.676,3.862
25,1748952014.12,115,4.877,3.328,6.598
26,1748952014.21,105,5.906,4.165,7.653
27,1748952014.30,104,5.974,4.280,7.758
28,1748952014.39,104,6.354,4.595,8.106
29,1748952014.48,104,3.308,3.488,4.855
30,1748952014.58,104,2.945,2.479,2.880
31,1748952014.67,104,2.580,2.229,2.457
32,1748952014.76,104,3.182,2.711,2.988
33,1748952014.84,104,3.440,2.968,3.253
34,1748952014.94,104,3.385,2.902,3.212
35,1748952015.03,104,3.111,2.700,2.948
36,1748952015.12,104,2.919,2.489,2.748
37,1748952015.21,104,2.687,2.222,2.529
38,1748952015.31,104,2.451,1.938,2.292
39,1748952015.40,104,2.246,1.697,2.088
40,1748952015.49,104,2.084,1.469,1.926
41,1748952015.58,104,1.960,1.275,1.823
42,1748952015.67,104,1.850,1.101,1.717
43,1748952015.77,104,1.763,0.939,1.646
44,1748952015.87,104,1.786,0.829,1.697
45,1748952015.99,104,1.881,0.738,1.808
46,1748952016.10,104,1.907,0.643,1.867
47,1748952016.20,104,2.016,0.567,2.012
48,1748952016.30,89,2.109,0.499,2.088
49,1748952016.40,88,2.137,0.415,2.083
50,1748952016.50,86,2.126,0.342,2.032
51,1748952016.61,79,2.179,0.297,2.054
52,1748952016.71,78,2.193,0.253,1.999
53,1748952016.83,71,2.326,0.242,2.123
54,1748952016.93,67,2.385,0.223,2.095
55,1748952017.03,61,2.452,0.204,1.934
56,1748952017.13,58,3.131,0.193,1.759
57,1748952017.23,57,3.111,0.184,1.602
58,1748952017.33,53,2.849,0.164,1.339
59,1748952017.43,53,2.672,0.159,1.244
60,1748952017.53,53,2.457,0.154,1.291
61,1748952017.64,52,1.665,0.148,1.306
62,1748952017.75,52,1.570,0.152,1.356
63,1748952017.85,52,1.558,0.148,1.397
64,1748952017.96,52,1.623,0.144,1.389
65,1748952018.06,51,1.680,0.140,1.423
66,1748952018.17,51,1.704,0.142,1.474
67,1748952018.27,51,1.690,0.134,1.469
68,1748952018.38,51,1.773,0.138,1.430
69,1748952018.49,50,1.816,0.142,1.456
70,1748952018.59,48,1.737,0.141,1.419
71,1748952018.68,48,1.592,0.136,1.414
72,1748952018.79,47,1.738,0.140,1.425
73,1748952018.89,47,1.870,0.139,1.458
74,1748952018.99,47,1.832,0.138,1.538
75,1748952019.11,45,1.761,0.145,1.460
76,1748952019.21,44,1.977,0.148,1.387
77,1748952019.33,44,1.859,0.155,1.317
78,1748952019.44,44,1.641,0.158,1.289
79,1748952019.56,43,1.949,0.171,1.242
80,1748952019.65,38,2.134,0.167,1.309
81,1748952019.76,37,2.256,0.167,1.280
82,1748952019.85,36,2.204,0.156,1.333
83,1748952019.95,36,2.264,0.153,1.467
84,1748952020.08,36,1.688,0.148,1.248
85,1748952020.19,35,1.475,0.153,0.978
86,1748952020.29,35,1.093,0.152,0.781
87,1748952020.38,34,0.785,0.164,0.492
88,1748952020.48,33,0.454,0.164,0.242
89,1748952020.58,33,0.346,0.160,0.199
90,1748952020.69,33,0.156,0.160,0.198
91,1748952020.79,33,0.000,0.162,0.200
92,1748952020.89,33,0.000,0.159,0.216
93,1748952020.99,32,0.000,0.161,0.075
94,1748952021.09,32,0.000,0.168,0.023
95,1748952021.20,32,0.000,0.172,0.019
96,1748952021.31,32,0.000,0.178,0.017
97,1748952021.41,32,0.000,0.180,0.000
98,1748952021.50,32,0.000,0.183,0.000
99,1748952021.60,32,0.000,0.189,0.000
100,1748952021.71,32,0.000,0.190,0.000
101,1748952021.83,32,0.000,0.200,0.000
102,1748952021.93,32,0.000,0.212,0.000
103,1748952022.03,31,0.000,0.218,0.000
104,1748952022.13,31,0.000,0.221,0.000
105,1748952022.23,31,0.000,0.229,0.000
106,1748952022.37,31,0.000,0.246,0.000
107,1748952022.49,31,0.000,0.258,0.000
108,1748952022.59,31,0.000,0.267,0.000
109,1748952022.69,31,0.135,0.274,0.000
110,1748952022.80,30,0.269,0.280,0.000
111,1748952022.90,30,0.431,0.278,0.000
112,1748952023.02,30,0.596,0.281,0.062
113,1748952023.11,30,0.769,0.291,0.121
114,1748952023.22,30,0.888,0.301,0.189
115,1748952023.32,29,0.755,0.315,0.255
116,1748952023.42,28,0.593,0.318,0.322
117,1748952023.55,28,0.428,0.340,0.353
118,1748952023.68,28,0.254,0.377,0.399
119,1748952023.79,28,0.000,0.396,0.423
120,1748952023.92,28,0.000,0.430,0.478
121,1748952024.03,28,0.088,0.462,0.522
122,1748952024.14,28,0.172,0.484,0.547
123,1748952024.25,28,0.274,0.505,0.576
124,1748952024.36,28,0.364,0.531,0.607
125,1748952024.45,28,0.466,0.551,0.624
126,1748952024.56,21,0.486,0.570,0.649
127,1748952024.66,21,0.518,0.587,0.672
128,1748952024.76,21,0.542,0.614,0.707
129,1748952024.89,20,0.608,0.685,0.785
