frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749225057.74,75,0.038,0.027,0.046,1.614,0.00,0.00,-0.97,0.00,0.05,none,1,0,0,20.52,2.03,0.00,14.97,0.020,0.002,0.0,0.067
3,1749225057.77,75,0.041,0.038,0.051,1.449,0.00,0.00,-0.96,0.00,0.08,none,0,0,0,20.70,2.04,0.00,19.86,0.016,0.002,0.0,0.050
4,1749225057.82,75,0.068,0.048,0.084,2.474,0.00,0.00,-0.96,0.00,0.08,none,0,0,1,20.78,2.04,0.00,19.89,0.020,0.002,0.0,0.050
5,1749225057.87,75,0.078,0.057,0.098,2.310,0.00,0.00,-0.95,0.00,0.07,none,0,0,1,20.74,2.04,0.00,19.84,0.021,0.002,0.0,0.050
6,1749225057.92,75,0.080,0.061,0.107,2.300,0.00,0.00,-0.95,0.00,0.06,none,0,0,1,20.66,2.03,0.00,19.89,0.017,0.002,0.0,0.050
7,1749225057.97,75,0.082,0.063,0.112,2.216,0.00,0.00,-0.95,0.00,0.05,none,0,0,1,20.56,2.03,0.00,19.89,0.020,0.002,0.0,0.050
8,1749225058.02,75,0.080,0.062,0.111,1.684,0.00,0.00,-0.95,0.00,0.04,none,0,0,1,20.47,2.02,0.00,19.84,0.020,0.002,0.0,0.050
9,1749225058.07,75,0.080,0.061,0.110,1.603,0.00,0.00,-0.94,0.00,0.04,none,0,0,1,20.39,2.02,0.00,19.86,0.021,0.002,0.0,0.050
10,1749225058.13,75,0.077,0.061,0.106,1.504,0.00,0.00,-0.94,0.00,0.03,none,0,0,1,20.32,2.02,0.00,19.80,0.018,0.002,0.0,0.051
11,1749225058.18,75,0.075,0.060,0.101,1.119,0.00,0.00,-0.94,0.00,0.02,none,0,0,1,20.26,2.01,0.00,19.78,0.018,0.002,0.0,0.051
12,1749225058.23,75,0.076,0.061,0.104,1.402,0.00,0.00,-0.94,0.00,0.02,none,0,0,1,20.20,2.01,0.00,19.84,0.018,0.002,0.0,0.050
13,1749225058.28,75,0.075,0.061,0.103,1.272,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.15,2.01,0.00,19.93,0.017,0.002,0.0,0.050
14,1749225058.33,75,0.066,0.057,0.093,0.661,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.96,0.021,0.002,0.0,0.050
15,1749225058.38,75,0.057,0.050,0.082,0.523,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.07,2.00,0.00,19.85,0.020,0.002,0.0,0.050
16,1749225058.43,75,0.050,0.044,0.072,0.508,0.00,0.00,-0.94,0.00,0.00,none,0,0,1,20.04,2.00,0.00,19.94,0.021,0.002,0.0,0.050
17,1749225058.48,75,0.043,0.039,0.061,0.441,0.00,0.00,-0.94,0.00,0.00,none,0,0,1,20.01,2.00,0.00,19.94,0.020,0.002,0.0,0.050
18,1749225058.53,75,0.037,0.034,0.052,0.300,0.00,0.00,-0.94,0.00,0.00,none,0,0,1,20.02,2.00,0.00,19.95,0.020,0.002,0.0,0.050
19,1749225058.58,75,0.030,0.031,0.044,0.380,0.00,0.00,-0.94,0.00,0.00,none,0,0,1,20.04,2.00,0.00,19.87,0.020,0.002,0.0,0.050
20,1749225058.63,75,0.027,0.026,0.040,0.499,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.06,2.00,0.00,19.97,0.019,0.002,0.0,0.050
21,1749225058.68,75,0.023,0.023,0.037,0.345,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.07,2.00,0.00,19.87,0.020,0.002,0.0,0.050
22,1749225058.73,75,0.020,0.022,0.031,0.429,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.09,2.00,0.00,19.96,0.020,0.002,0.0,0.050
23,1749225058.78,75,0.018,0.019,0.029,0.381,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.10,2.00,0.00,19.79,0.019,0.002,0.0,0.051
24,1749225058.83,75,0.017,0.018,0.028,0.486,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.81,0.022,0.002,0.0,0.050
25,1749225058.88,75,0.017,0.018,0.028,0.596,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.93,0.019,0.002,0.0,0.050
26,1749225058.93,75,0.018,0.020,0.027,1.121,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.93,0.020,0.002,0.0,0.050
27,1749225058.98,75,0.019,0.021,0.028,0.615,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.94,0.024,0.003,0.0,0.050
28,1749225059.03,75,0.020,0.021,0.030,0.568,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.89,0.023,0.002,0.0,0.050
29,1749225059.08,75,0.021,0.022,0.032,1.033,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.84,0.022,0.002,0.0,0.050
30,1749225059.13,75,0.022,0.023,0.034,0.737,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.79,0.022,0.003,0.0,0.051
31,1749225059.18,75,0.025,0.024,0.035,0.889,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.92,0.021,0.002,0.0,0.050
32,1749225059.23,75,0.025,0.025,0.036,0.552,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.82,0.020,0.003,0.0,0.050
33,1749225059.28,75,0.026,0.027,0.037,1.101,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.83,0.020,0.003,0.0,0.050
34,1749225059.33,75,0.027,0.027,0.037,0.511,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.83,0.020,0.003,0.0,0.050
35,1749225059.38,75,0.026,0.027,0.038,0.630,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.93,0.020,0.002,0.0,0.050
