frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749126253.29,75,0.027,0.024,0.043,1.403,0.00,0.00,-0.96,0.00,0.06,none,1,20.57,3.11,0.00,14.40,0.021,0.021,0.0,0.069
3,1749126253.32,75,0.036,0.029,0.049,1.454,0.00,0.00,-0.95,0.00,0.08,none,0,20.73,3.15,0.00,19.94,0.021,0.021,0.0,0.050
4,1749126253.37,75,0.058,0.052,0.083,2.229,0.00,0.00,-0.95,0.00,0.08,none,0,20.78,3.16,0.00,19.91,0.025,0.025,0.0,0.050
5,1749126253.42,75,0.066,0.057,0.102,2.656,0.00,0.00,-0.95,0.00,0.07,none,0,20.74,3.15,0.00,19.85,0.022,0.022,0.0,0.050
6,1749126253.47,75,0.076,0.058,0.110,2.264,0.00,0.00,-0.94,0.00,0.06,none,0,20.65,3.13,0.00,19.89,0.020,0.020,0.0,0.050
7,1749126253.52,75,0.080,0.063,0.110,2.146,0.00,0.00,-0.94,0.00,0.05,none,0,20.56,3.11,0.00,19.95,0.021,0.021,0.0,0.050
8,1749126253.57,75,0.082,0.066,0.112,2.153,0.00,0.00,-0.94,0.00,0.04,none,0,20.47,3.09,0.00,19.79,0.023,0.023,0.0,0.051
9,1749126253.62,75,0.080,0.064,0.112,1.690,0.00,0.00,-0.94,0.00,0.04,none,0,20.39,3.08,0.00,19.93,0.020,0.020,0.0,0.050
10,1749126253.67,75,0.079,0.061,0.108,1.200,0.00,0.00,-0.93,0.00,0.03,none,0,20.32,3.06,0.00,19.97,0.023,0.023,0.0,0.050
11,1749126253.72,75,0.075,0.059,0.104,1.170,0.00,0.00,-0.93,0.00,0.02,none,0,20.26,3.05,0.00,19.92,0.020,0.020,0.0,0.050
12,1749126253.77,75,0.075,0.060,0.106,0.948,0.00,0.00,-0.93,0.00,0.02,none,0,20.20,3.04,0.00,19.93,0.022,0.022,0.0,0.050
13,1749126253.82,75,0.074,0.060,0.106,0.871,0.00,0.00,-0.93,0.00,0.01,none,0,20.15,3.03,0.00,19.86,0.022,0.022,0.0,0.050
14,1749126253.87,75,0.066,0.052,0.095,0.618,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.96,0.024,0.024,0.0,0.050
15,1749126253.92,75,0.061,0.047,0.083,0.823,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.93,0.023,0.023,0.0,0.050
16,1749126253.97,75,0.051,0.043,0.072,0.561,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.83,0.023,0.023,0.0,0.050
17,1749126254.02,75,0.042,0.035,0.064,0.371,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.96,0.022,0.022,0.0,0.050
18,1749126254.07,75,0.034,0.029,0.053,0.279,0.00,0.00,-0.93,0.00,0.00,none,0,20.02,3.00,0.00,19.83,0.024,0.024,0.0,0.050
19,1749126254.12,75,0.029,0.025,0.045,0.372,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.96,0.022,0.022,0.0,0.050
