frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749072461.99,75,0.033,0.027,0.046,1.725,0.00,0.00,-0.95,0.00,0.06,none,1,35.74,5.15,0.00,19.89,0.020,0.020,0.0,0.053
3,1749072462.05,75,0.047,0.052,0.078,1.744,0.00,0.00,-0.95,0.00,0.08,none,0,36.15,5.23,0.00,19.78,0.022,0.022,0.0,0.052
4,1749072462.10,75,0.065,0.062,0.103,2.423,0.00,0.00,-0.95,0.00,0.08,none,0,36.17,5.23,0.00,19.88,0.021,0.021,0.0,0.051
5,1749072462.15,75,0.081,0.065,0.116,2.358,0.00,0.00,-0.94,0.00,0.07,none,0,36.06,5.21,0.00,19.89,0.021,0.021,0.0,0.051
6,1749072462.20,75,0.089,0.070,0.122,2.355,0.00,0.00,-0.94,0.00,0.06,none,0,35.93,5.19,0.00,19.84,0.022,0.022,0.0,0.051
7,1749072462.25,75,0.099,0.081,0.137,2.285,0.00,0.00,-0.94,0.00,0.05,none,0,35.78,5.16,0.00,19.81,0.021,0.021,0.0,0.052
8,1749072462.30,75,0.102,0.077,0.139,1.668,0.00,0.00,-0.93,0.00,0.04,none,0,35.64,5.13,0.00,19.79,0.025,0.025,0.0,0.052
9,1749072462.36,75,0.097,0.071,0.127,1.435,0.00,0.00,-0.93,0.00,0.03,none,0,35.54,5.11,0.00,19.89,0.022,0.022,0.0,0.051
10,1749072462.41,75,0.080,0.065,0.113,1.333,0.00,0.00,-0.93,0.00,0.03,none,0,35.43,5.09,0.00,19.90,0.024,0.024,0.0,0.052
11,1749072462.46,75,0.063,0.053,0.097,0.971,0.00,0.00,-0.93,0.00,0.02,none,0,35.34,5.07,0.00,19.95,0.021,0.021,0.0,0.052
12,1749072462.51,75,0.052,0.044,0.082,0.895,0.00,0.00,-0.93,0.00,0.02,none,0,35.26,5.05,0.00,19.94,0.020,0.020,0.0,0.051
13,1749072462.56,75,0.044,0.039,0.071,1.236,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.89,0.021,0.021,0.0,0.051
14,1749072462.62,75,0.035,0.033,0.060,0.549,0.00,0.00,-0.93,0.00,0.01,none,0,35.12,5.02,0.00,19.86,0.022,0.022,0.0,0.051
15,1749072462.67,75,0.030,0.029,0.049,0.551,0.00,0.00,-0.93,0.00,0.00,none,0,35.07,5.01,0.00,19.94,0.020,0.020,0.0,0.051
16,1749072462.72,75,0.026,0.027,0.042,0.477,0.00,0.00,-0.93,0.00,0.00,none,0,35.02,5.00,0.00,19.90,0.023,0.023,0.0,0.051
17,1749072462.77,75,0.022,0.023,0.036,0.317,0.00,0.00,-0.93,0.00,0.00,none,0,35.02,5.00,0.00,19.88,0.023,0.023,0.0,0.051
18,1749072462.82,75,0.018,0.020,0.028,0.285,0.00,0.00,-0.93,0.00,0.00,none,0,35.05,5.01,0.00,19.84,0.024,0.024,0.0,0.052
19,1749072462.87,75,0.016,0.019,0.027,0.450,0.00,0.00,-0.93,0.00,0.01,none,0,35.08,5.02,0.00,19.79,0.024,0.024,0.0,0.052
20,1749072462.93,75,0.015,0.018,0.028,0.481,0.00,0.00,-0.93,0.00,0.01,none,0,35.10,5.02,0.00,19.79,0.024,0.024,0.0,0.052
21,1749072462.98,75,0.016,0.019,0.027,0.498,0.00,0.00,-0.93,0.00,0.01,none,0,35.13,5.03,0.00,19.86,0.022,0.022,0.0,0.052
22,1749072463.03,75,0.018,0.021,0.027,0.463,0.00,0.00,-0.93,0.00,0.01,none,0,35.14,5.03,0.00,19.90,0.021,0.021,0.0,0.051
23,1749072463.08,75,0.021,0.022,0.029,0.468,0.00,0.00,-0.93,0.00,0.01,none,0,35.16,5.03,0.00,19.86,0.025,0.025,0.0,0.051
24,1749072463.13,75,0.022,0.023,0.033,1.123,0.00,0.00,-0.93,0.00,0.01,none,0,35.17,5.03,0.00,19.87,0.025,0.025,0.0,0.052
25,1749072463.18,75,0.023,0.023,0.034,0.665,0.00,0.00,-0.93,0.00,0.01,none,0,35.18,5.04,0.00,19.91,0.023,0.023,0.0,0.051
26,1749072463.24,75,0.023,0.023,0.036,0.520,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.84,0.024,0.024,0.0,0.052
27,1749072463.29,75,0.023,0.023,0.039,0.624,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.90,0.021,0.021,0.0,0.052
28,1749072463.34,75,0.022,0.023,0.041,0.553,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.78,0.024,0.024,0.0,0.052
29,1749072463.39,75,0.021,0.022,0.042,0.713,0.00,0.00,-0.93,0.00,0.01,none,0,35.20,5.04,0.00,19.79,0.023,0.023,0.0,0.052
30,1749072463.45,75,0.022,0.024,0.042,0.775,0.00,0.00,-0.93,0.00,0.01,none,0,35.20,5.04,0.00,19.74,0.020,0.020,0.0,0.052
31,1749072463.50,75,0.022,0.023,0.042,0.471,0.00,0.00,-0.93,0.00,0.01,none,0,35.20,5.04,0.00,19.93,0.020,0.020,0.0,0.051
32,1749072463.55,75,0.021,0.022,0.043,0.658,0.00,0.00,-0.94,0.00,0.01,none,0,35.20,5.04,0.00,19.83,0.021,0.021,0.0,0.051
33,1749072463.60,75,0.023,0.024,0.042,0.677,0.00,0.00,-0.94,0.00,0.01,none,0,35.19,5.04,0.00,19.78,0.021,0.021,0.0,0.052
34,1749072463.65,75,0.025,0.024,0.041,0.721,0.00,0.00,-0.94,0.00,0.01,none,0,35.19,5.04,0.00,19.94,0.020,0.020,0.0,0.051
35,1749072463.70,75,0.026,0.023,0.039,0.604,0.00,0.00,-0.94,0.00,0.01,none,0,35.19,5.04,0.00,19.89,0.023,0.023,0.0,0.051
36,1749072463.75,75,0.028,0.024,0.039,0.573,0.00,0.00,-0.94,0.00,0.01,none,0,35.19,5.04,0.00,19.86,0.021,0.021,0.0,0.051
