frame,time,features,flow_left,flow_center,flow_right,speed
2,1748958424.68,150,0.317,0.165,0.246,0.00
3,1748958425.03,150,0.161,0.085,0.125,0.01
4,1748958425.34,150,0.146,0.076,0.116,0.01
5,1748958425.67,150,0.150,0.081,0.115,1.84
6,1748958428.04,150,14.275,3.475,18.249,1.84
7,1748958428.16,140,11.668,4.306,16.384,1.79
8,1748958428.29,143,14.763,5.292,16.518,1.78
9,1748958428.40,131,12.912,5.139,14.200,1.79
10,1748958428.51,148,11.060,4.495,10.682,1.81
11,1748958428.64,138,9.451,3.305,8.774,1.83
12,1748958428.76,143,7.342,2.070,7.446,1.85
13,1748958428.89,147,5.445,1.387,6.791,1.87
14,1748958429.01,146,4.381,1.049,5.429,1.89
15,1748958429.12,146,3.927,0.905,4.331,1.90
16,1748958429.24,149,4.103,0.788,3.659,1.91
17,1748958429.34,148,3.168,0.728,3.401,1.92
18,1748958429.46,149,2.436,0.718,3.437,1.93
19,1748958429.57,150,2.156,0.690,3.581,1.94
20,1748958429.70,150,2.123,0.669,3.753,1.94
21,1748958429.80,150,2.110,0.656,3.570,1.95
22,1748958429.91,149,2.030,0.653,3.563,1.95
23,1748958430.01,150,2.054,0.619,3.508,1.96
24,1748958430.11,150,2.080,0.611,3.308,1.96
25,1748958430.22,150,2.145,0.592,3.288,1.96
26,1748958430.33,150,2.157,0.650,3.478,1.96
27,1748958430.43,150,2.137,0.647,3.557,1.97
28,1748958430.54,150,2.103,0.626,3.267,1.97
29,1748958430.66,150,2.033,0.633,3.243,1.97
30,1748958430.76,150,1.943,0.645,3.148,1.97
31,1748958430.87,150,1.841,0.648,3.095,1.97
32,1748958430.97,150,1.828,0.681,2.966,1.97
33,1748958431.11,150,1.921,0.798,2.983,1.97
34,1748958431.22,150,1.800,0.768,2.725,1.97
35,1748958431.33,150,1.913,0.807,2.642,1.97
36,1748958431.45,150,1.889,0.734,2.424,1.97
37,1748958431.55,150,1.776,0.694,2.351,1.98
38,1748958431.67,149,1.997,0.740,2.520,1.98
39,1748958431.78,150,1.953,0.746,2.416,1.98
40,1748958431.89,150,1.888,0.720,2.122,1.98
41,1748958432.00,150,1.922,0.747,2.177,1.98
42,1748958432.11,150,2.006,0.785,2.043,1.98
43,1748958432.22,150,2.092,0.804,2.118,1.98
44,1748958432.33,150,1.980,0.793,2.040,1.98
45,1748958432.45,150,2.200,0.883,2.050,1.98
46,1748958432.55,149,2.071,0.851,1.965,1.98
47,1748958432.67,149,2.205,0.929,2.163,1.98
48,1748958432.78,150,2.240,0.899,1.881,1.98
49,1748958432.88,150,2.155,0.875,1.666,1.98
50,1748958432.99,150,2.059,0.938,1.653,1.98
51,1748958433.11,150,1.853,1.008,1.604,1.98
52,1748958433.21,150,1.748,1.068,1.546,1.98
53,1748958433.33,149,1.698,1.053,1.682,1.98
54,1748958433.44,149,1.747,1.108,1.894,1.98
55,1748958433.55,150,1.755,1.080,1.937,1.98
56,1748958433.67,150,1.881,1.138,2.010,1.98
57,1748958433.78,150,2.033,1.203,2.169,1.98
58,1748958433.90,145,2.159,1.173,1.947,1.98
59,1748958434.01,149,2.143,1.196,1.796,1.98
60,1748958434.12,149,2.077,1.231,1.827,1.98
61,1748958434.24,150,1.933,1.259,1.792,1.98
62,1748958434.35,150,1.930,1.390,1.821,1.98
63,1748958434.47,150,1.944,1.515,1.790,1.98
64,1748958434.58,150,1.914,1.564,1.752,1.98
65,1748958434.69,149,1.924,1.629,1.743,1.98
66,1748958434.80,150,1.928,1.733,1.817,1.98
67,1748958434.93,150,2.077,1.858,1.993,1.98
68,1748958435.03,150,2.006,1.751,1.948,1.98
69,1748958435.14,150,2.111,1.921,1.935,1.98
70,1748958435.25,148,2.096,2.006,1.917,1.98
71,1748958435.36,150,2.202,2.133,2.030,1.98
72,1748958435.47,147,2.271,2.148,2.126,1.98
73,1748958435.58,149,2.344,2.220,2.196,1.98
74,1748958435.70,150,2.417,2.307,2.287,1.98
75,1748958435.82,150,2.547,2.586,2.457,1.98
76,1748958435.93,150,2.494,2.626,2.456,1.98
77,1748958436.05,150,2.655,2.808,2.688,1.98
78,1748958436.16,149,2.770,3.074,2.815,1.98
79,1748958436.28,148,2.823,3.308,2.882,1.98
80,1748958436.42,150,3.231,3.882,3.294,1.98
81,1748958436.53,150,3.098,3.870,3.249,1.98
82,1748958436.65,130,3.182,4.209,3.310,1.98
83,1748958436.75,140,3.260,4.392,3.451,1.98
84,1748958436.89,139,3.760,4.729,3.962,1.98
85,1748958437.01,148,3.852,4.747,3.926,1.98
86,1748958437.13,148,3.956,4.211,4.160,1.98
87,1748958437.25,140,3.998,3.759,4.435,1.98
88,1748958438.37,124,9.733,15.622,11.825,0.55
89,1748958439.48,121,26.916,32.719,27.565,0.12
90,1748958439.59,132,14.823,17.166,14.894,0.12
91,1748958439.70,143,9.062,9.669,8.845,0.10
92,1748958439.80,148,5.712,5.568,5.337,0.15
