timestamp,num_features,left,center,right
2025-06-02T13:06:11.468059,96,46.226,51.304,0.000
2025-06-02T13:06:11.668598,70,18.680,31.017,0.000
2025-06-02T13:06:11.862070,70,15.548,25.809,0.000
2025-06-02T13:06:12.062798,70,14.205,13.624,0.000
2025-06-02T13:06:12.268784,70,6.308,3.164,0.000
2025-06-02T13:06:12.480885,70,9.888,6.575,0.000
2025-06-02T13:06:12.688302,70,11.606,7.880,0.000
2025-06-02T13:06:12.882977,69,10.074,6.729,0.000
2025-06-02T13:06:13.082382,69,9.366,6.102,0.000
2025-06-02T13:06:13.285867,68,10.026,6.470,0.000
2025-06-02T13:06:13.476859,68,9.149,6.000,0.000
2025-06-02T13:06:13.683291,68,9.450,6.100,0.000
2025-06-02T13:06:13.890259,68,9.495,5.915,0.000
2025-06-02T13:06:14.094788,67,9.212,5.727,0.000
2025-06-02T13:06:14.307328,67,9.526,5.788,0.000
2025-06-02T13:06:14.510646,67,9.926,5.893,0.000
2025-06-02T13:06:14.715645,67,9.045,5.380,0.000
2025-06-02T13:06:14.936854,67,9.373,5.548,0.000
2025-06-02T13:06:15.145461,67,9.819,5.846,0.000
2025-06-02T13:06:15.337097,67,8.959,5.310,0.000
2025-06-02T13:06:15.537870,59,9.043,5.391,0.000
2025-06-02T13:06:15.739574,59,8.551,5.120,0.000
2025-06-02T13:06:15.955070,59,9.182,5.530,0.000
2025-06-02T13:06:16.144923,58,8.612,5.118,0.000
2025-06-02T13:06:16.353582,52,8.386,5.366,0.000
2025-06-02T13:06:16.553870,52,8.508,5.231,0.000
2025-06-02T13:06:16.761733,51,7.972,5.145,0.000
2025-06-02T13:06:16.952223,51,8.279,5.308,0.000
2025-06-02T13:06:17.135192,50,6.985,4.421,0.000
2025-06-02T13:06:17.337046,48,7.376,4.794,0.000
2025-06-02T13:06:17.529601,48,7.576,5.076,0.000
2025-06-02T13:06:17.726664,48,7.199,4.691,0.000
2025-06-02T13:06:17.929493,42,7.783,4.663,0.000
2025-06-02T13:06:18.117527,41,6.995,4.999,0.000
2025-06-02T13:06:18.309657,41,19.207,7.995,0.000
2025-06-02T13:06:18.524308,41,9.989,5.888,0.000
2025-06-02T13:06:18.721608,39,11.858,7.369,0.000
2025-06-02T13:06:18.913580,37,5.882,4.618,0.000
2025-06-02T13:06:19.107572,37,4.782,3.588,0.000
2025-06-02T13:06:19.319573,36,5.863,4.130,0.000
2025-06-02T13:06:19.528116,35,18.189,10.154,0.000
2025-06-02T13:06:19.729665,35,8.164,6.263,0.000
2025-06-02T13:06:19.937963,34,12.159,8.582,0.000
2025-06-02T13:06:20.135552,34,4.848,0.000,0.000
2025-06-02T13:06:20.329876,34,4.539,0.000,0.000
2025-06-02T13:06:20.527179,34,5.128,0.000,0.000
2025-06-02T13:06:20.730795,32,14.931,0.000,0.000
2025-06-02T13:06:20.932840,32,12.780,0.000,0.000
2025-06-02T13:06:21.116542,32,3.839,0.000,0.000
2025-06-02T13:06:21.308204,31,2.175,0.000,0.000
2025-06-02T13:06:21.513467,31,3.170,0.000,0.000
2025-06-02T13:06:21.713829,31,4.176,0.000,0.000
2025-06-02T13:06:21.915917,31,5.028,0.000,0.000
2025-06-02T13:06:22.115014,31,5.168,0.000,0.000
2025-06-02T13:06:22.307227,31,4.934,0.000,0.000
2025-06-02T13:06:22.508792,31,4.568,0.000,0.000
2025-06-02T13:06:22.711537,31,4.163,0.000,0.000
2025-06-02T13:06:22.907832,31,3.245,0.000,0.000
2025-06-02T13:06:23.099336,31,2.139,0.000,0.000
2025-06-02T13:06:23.291760,31,1.643,0.000,0.000
2025-06-02T13:06:23.497340,31,1.043,0.000,0.000
2025-06-02T13:06:23.687118,31,0.940,0.000,0.000
2025-06-02T13:06:23.872296,31,1.095,0.000,0.000
2025-06-02T13:06:24.063986,31,1.227,0.000,0.000
2025-06-02T13:06:24.271029,31,1.601,0.000,0.000
2025-06-02T13:06:24.461915,31,1.619,0.000,0.000
2025-06-02T13:06:24.657546,31,1.546,0.000,0.000
2025-06-02T13:06:24.854130,31,1.458,0.000,0.000
2025-06-02T13:06:25.042784,31,1.196,0.000,0.000
2025-06-02T13:06:25.246831,31,1.002,0.000,0.000
2025-06-02T13:06:25.451699,31,0.766,0.000,0.000
2025-06-02T13:06:25.655864,31,0.622,0.000,0.000
2025-06-02T13:06:25.857285,31,0.345,0.000,0.000
2025-06-02T13:06:26.056603,31,0.375,0.000,0.000
2025-06-02T13:06:26.266857,31,0.452,0.000,0.000
2025-06-02T13:06:26.458978,31,0.596,0.000,0.000
2025-06-02T13:06:26.652400,31,0.510,0.000,0.000
2025-06-02T13:06:26.849518,31,0.574,0.000,0.000
2025-06-02T13:06:27.046336,31,0.564,0.000,0.000
2025-06-02T13:06:27.230130,31,0.475,0.000,0.000
2025-06-02T13:06:27.422322,31,0.461,0.000,0.000
2025-06-02T13:06:27.618407,31,0.408,0.000,0.000
2025-06-02T13:06:27.811143,31,0.269,0.000,0.000
2025-06-02T13:06:28.008278,31,0.176,0.000,0.000
2025-06-02T13:06:28.206963,31,0.135,0.000,0.000
2025-06-02T13:06:28.391426,31,0.127,0.000,0.000
2025-06-02T13:06:28.601178,31,0.150,0.000,0.000
2025-06-02T13:06:28.793488,31,0.199,0.000,0.000
2025-06-02T13:06:28.983155,31,0.213,0.000,0.000
2025-06-02T13:06:29.179747,31,0.195,0.000,0.000
2025-06-02T13:06:29.364992,31,0.190,0.000,0.000
2025-06-02T13:06:29.567801,31,0.250,0.000,0.000
2025-06-02T13:06:29.759676,31,0.146,0.000,0.000
2025-06-02T13:06:29.967177,31,0.106,0.000,0.000
2025-06-02T13:06:30.173668,31,0.096,0.000,0.000
2025-06-02T13:06:30.355589,31,0.054,0.000,0.000
2025-06-02T13:06:30.548896,31,0.040,0.000,0.000
2025-06-02T13:06:30.736483,31,0.043,0.000,0.000
2025-06-02T13:06:30.928846,31,0.045,0.000,0.000
2025-06-02T13:06:31.141302,31,0.068,0.000,0.000
2025-06-02T13:06:31.331888,31,0.070,0.000,0.000
2025-06-02T13:06:31.529502,31,0.067,0.000,0.000
2025-06-02T13:06:31.714215,31,0.060,0.000,0.000
2025-06-02T13:06:31.909563,31,0.057,0.000,0.000
2025-06-02T13:06:32.115635,31,0.056,0.000,0.000
2025-06-02T13:06:32.306089,31,0.045,0.000,0.000
2025-06-02T13:06:32.500126,31,0.041,0.000,0.000
2025-06-02T13:06:32.704303,31,0.028,0.000,0.000
2025-06-02T13:06:32.905419,31,0.015,0.000,0.000
2025-06-02T13:06:33.114704,31,0.028,0.000,0.000
2025-06-02T13:06:33.298096,31,0.022,0.000,0.000
2025-06-02T13:06:33.494621,31,0.023,0.000,0.000
2025-06-02T13:06:33.684708,31,0.024,0.000,0.000
2025-06-02T13:06:33.868685,31,0.028,0.000,0.000
2025-06-02T13:06:34.070382,31,0.021,0.000,0.000
2025-06-02T13:06:34.260070,31,0.037,0.000,0.000
2025-06-02T13:06:34.447674,31,0.022,0.000,0.000
2025-06-02T13:06:34.635818,31,0.021,0.000,0.000
2025-06-02T13:06:34.832919,31,0.020,0.000,0.000
2025-06-02T13:06:35.014764,31,0.016,0.000,0.000
2025-06-02T13:06:35.207571,31,0.016,0.000,0.000
2025-06-02T13:06:35.407471,31,0.013,0.000,0.000
2025-06-02T13:06:35.602376,31,0.016,0.000,0.000
2025-06-02T13:06:35.814550,31,0.014,0.000,0.000
2025-06-02T13:06:36.000333,31,0.016,0.000,0.000
2025-06-02T13:06:36.191121,31,0.021,0.000,0.000
2025-06-02T13:06:36.372822,31,0.018,0.000,0.000
2025-06-02T13:06:36.570107,31,0.017,0.000,0.000
2025-06-02T13:06:36.764888,31,0.014,0.000,0.000
2025-06-02T13:06:36.946172,31,0.015,0.000,0.000
2025-06-02T13:06:37.151567,31,0.010,0.000,0.000
2025-06-02T13:06:37.331008,31,0.013,0.000,0.000
2025-06-02T13:06:37.536650,31,0.012,0.000,0.000
2025-06-02T13:06:37.737277,31,0.014,0.000,0.000
2025-06-02T13:06:37.935331,31,0.014,0.000,0.000
2025-06-02T13:06:38.131908,31,0.015,0.000,0.000
2025-06-02T13:06:38.334691,31,0.013,0.000,0.000
2025-06-02T13:06:38.519673,31,0.013,0.000,0.000
2025-06-02T13:06:38.714455,31,0.013,0.000,0.000
2025-06-02T13:06:38.900764,31,0.014,0.000,0.000
2025-06-02T13:06:39.099596,31,0.013,0.000,0.000
2025-06-02T13:06:39.292369,31,0.014,0.000,0.000
2025-06-02T13:06:39.502511,31,0.016,0.000,0.000
2025-06-02T13:06:39.690606,31,0.011,0.000,0.000
2025-06-02T13:06:39.877707,31,0.010,0.000,0.000
2025-06-02T13:06:40.063598,31,0.012,0.000,0.000
2025-06-02T13:06:40.247457,31,0.013,0.000,0.000
2025-06-02T13:06:40.437279,31,0.011,0.000,0.000
2025-06-02T13:06:40.617720,31,0.011,0.000,0.000
2025-06-02T13:06:40.805569,31,0.013,0.000,0.000
2025-06-02T13:06:40.993113,31,0.016,0.000,0.000
