frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749151129.90,75,0.039,0.028,0.051,1.564,0.00,0.00,-0.96,0.00,0.06,none,1,0,20.57,2.03,0.00,14.06,0.021,0.021,0.0,0.071
3,1749151129.94,75,0.045,0.035,0.064,1.451,0.00,0.00,-0.96,0.00,0.08,none,0,0,20.75,2.04,0.00,19.93,0.023,0.023,0.0,0.050
4,1749151129.99,75,0.058,0.046,0.083,1.925,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.78,2.04,0.00,19.97,0.022,0.022,0.0,0.050
5,1749151130.04,75,0.065,0.057,0.098,2.389,0.00,0.00,-0.95,0.00,0.07,none,0,0,20.73,2.04,0.00,19.85,0.022,0.022,0.0,0.050
6,1749151130.09,75,0.072,0.059,0.110,2.459,0.00,0.00,-0.95,0.00,0.06,none,0,0,20.65,2.03,0.00,19.94,0.022,0.022,0.0,0.050
7,1749151130.14,75,0.076,0.061,0.113,1.760,0.00,0.00,-0.94,0.00,0.05,none,0,0,20.56,2.03,0.00,19.98,0.024,0.024,0.0,0.050
8,1749151130.19,75,0.076,0.063,0.112,1.864,0.00,0.00,-0.94,0.00,0.04,none,0,0,20.47,2.02,0.00,19.96,0.025,0.025,0.0,0.050
9,1749151130.24,75,0.076,0.063,0.109,1.983,0.00,0.00,-0.94,0.00,0.04,none,0,0,20.39,2.02,0.00,19.97,0.021,0.021,0.0,0.050
10,1749151130.29,75,0.075,0.064,0.107,1.703,0.00,0.00,-0.94,0.00,0.03,none,0,0,20.32,2.02,0.00,19.82,0.024,0.024,0.0,0.050
11,1749151130.34,75,0.071,0.062,0.104,1.173,0.00,0.00,-0.94,0.00,0.02,none,0,0,20.26,2.01,0.00,19.95,0.024,0.024,0.0,0.050
12,1749151130.39,75,0.072,0.062,0.105,0.979,0.00,0.00,-0.94,0.00,0.02,none,0,0,20.20,2.01,0.00,19.87,0.023,0.023,0.0,0.050
13,1749151130.44,75,0.072,0.061,0.102,0.875,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.15,2.01,0.00,19.87,0.023,0.023,0.0,0.050
14,1749151130.49,75,0.066,0.057,0.094,0.703,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,2.01,0.00,19.94,0.022,0.022,0.0,0.050
15,1749151130.54,75,0.059,0.049,0.084,0.644,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.07,2.00,0.00,19.97,0.021,0.021,0.0,0.050
16,1749151130.59,75,0.051,0.044,0.071,0.409,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.04,2.00,0.00,19.96,0.023,0.023,0.0,0.050
17,1749151130.64,75,0.043,0.040,0.061,0.492,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.01,2.00,0.00,19.81,0.022,0.022,0.0,0.050
