frame,time,features,flow_left,flow_center,flow_right,speed
2,1748955668.68,150,0.171,0.146,0.010,0.07
3,1748955668.79,150,0.226,0.175,0.010,0.05
4,1748955668.89,150,0.228,0.179,0.011,0.04
5,1748955669.00,150,0.212,0.163,0.011,1.84
6,1748955671.15,150,5.771,2.463,9.885,1.85
7,1748955671.26,143,8.162,4.118,12.235,1.80
8,1748955671.38,150,11.383,6.164,14.401,1.79
9,1748955671.52,132,13.905,7.701,16.512,1.80
10,1748955671.62,149,15.623,8.240,17.866,1.81
11,1748955671.74,138,11.309,6.200,9.453,1.83
12,1748955671.86,142,9.939,4.667,8.546,1.85
13,1748955671.98,150,7.433,2.790,7.996,1.87
14,1748955672.09,145,5.483,1.453,7.199,1.89
15,1748955672.21,147,4.310,1.132,6.806,1.90
16,1748955672.31,146,3.543,1.059,6.155,1.91
17,1748955672.42,149,2.954,1.108,5.589,1.92
18,1748955672.54,148,2.519,1.093,4.913,1.93
19,1748955672.64,150,2.266,1.038,4.544,1.94
20,1748955672.77,150,2.158,1.003,4.841,1.94
21,1748955672.87,150,2.024,0.951,4.924,1.95
22,1748955672.99,149,1.970,0.922,5.142,1.95
23,1748955673.10,149,2.057,0.881,5.246,1.96
24,1748955673.22,150,2.144,0.855,5.335,1.96
25,1748955673.35,150,2.278,0.860,5.341,1.96
26,1748955673.47,150,2.377,0.826,5.536,1.97
27,1748955673.59,150,2.487,0.820,5.727,1.97
28,1748955673.70,150,2.465,0.793,5.639,1.97
29,1748955673.81,149,2.384,0.771,5.524,1.97
30,1748955673.93,150,2.182,0.721,5.371,1.97
31,1748955674.07,150,2.125,0.769,5.379,1.97
32,1748955674.18,150,1.945,0.733,4.874,1.97
33,1748955674.30,150,1.881,0.738,4.625,1.97
34,1748955674.40,150,1.866,0.732,4.385,1.97
35,1748955674.51,150,1.858,0.705,3.907,1.97
36,1748955674.64,150,1.844,0.647,3.579,1.98
37,1748955674.75,149,1.894,0.616,3.458,1.98
38,1748955674.86,150,1.944,0.592,3.596,1.98
39,1748955674.99,150,2.091,0.583,3.629,1.98
40,1748955675.10,150,2.041,0.548,3.634,1.98
41,1748955675.22,150,2.130,0.550,3.539,1.98
42,1748955675.35,150,2.209,0.571,3.610,1.98
43,1748955675.47,150,2.250,0.580,3.429,1.98
44,1748955675.58,150,2.213,0.587,3.371,1.98
45,1748955675.69,149,2.286,0.599,3.330,1.98
46,1748955675.80,150,2.222,0.605,3.256,1.98
47,1748955675.93,150,2.299,0.618,3.020,1.98
48,1748955676.04,150,2.306,0.637,2.907,1.98
49,1748955676.16,150,2.169,0.641,2.683,1.98
50,1748955676.27,150,2.082,0.675,2.542,1.98
51,1748955676.39,149,1.995,0.703,2.454,1.98
52,1748955676.50,149,1.781,0.721,2.587,1.98
53,1748955676.61,150,1.711,0.750,2.644,1.98
54,1748955676.73,150,1.793,0.792,2.899,1.98
55,1748955676.85,150,1.943,0.837,3.133,1.98
56,1748955676.97,147,2.019,0.833,3.217,1.98
57,1748955677.08,148,2.080,0.831,3.094,1.98
58,1748955677.18,149,2.086,0.808,2.981,1.98
59,1748955677.28,149,2.014,0.767,2.783,1.98
60,1748955677.40,149,1.866,0.727,2.571,1.98
61,1748955677.50,150,1.806,0.744,2.482,1.98
62,1748955677.61,150,1.769,0.772,2.480,1.98
63,1748955677.73,150,1.812,0.813,2.523,1.98
64,1748955677.84,150,1.859,0.879,2.590,1.98
65,1748955677.95,150,1.904,0.923,2.649,1.98
66,1748955678.07,150,1.996,0.973,2.755,1.98
67,1748955678.18,150,2.081,0.992,2.902,1.98
68,1748955678.31,150,2.131,1.024,3.012,1.98
69,1748955678.41,150,2.164,1.018,3.072,1.98
70,1748955678.53,148,2.256,1.045,3.222,1.98
71,1748955678.64,150,2.243,1.018,3.261,1.98
72,1748955678.75,149,2.279,1.026,3.270,1.98
73,1748955678.87,150,2.365,1.100,3.404,1.98
74,1748955678.99,150,2.505,1.158,3.630,1.98
75,1748955679.11,149,2.541,1.155,3.690,1.98
76,1748955679.23,150,2.693,1.235,3.914,1.98
77,1748955679.35,148,2.820,1.353,4.161,1.98
78,1748955679.46,147,2.852,1.289,4.292,1.98
79,1748955679.57,150,2.874,1.267,4.395,1.98
80,1748955679.69,135,3.019,1.279,4.716,1.98
81,1748955679.79,135,3.060,1.243,5.094,1.98
82,1748955679.91,141,3.129,1.163,5.203,1.98
83,1748955680.02,139,3.280,1.193,5.471,1.98
84,1748955680.14,149,3.503,1.235,5.795,1.98
85,1748955680.27,146,3.747,1.297,6.239,1.98
86,1748955680.38,144,3.961,1.341,6.590,1.98
87,1748955680.51,133,4.460,1.469,7.916,1.98
88,1748955680.63,141,4.864,1.555,9.149,1.98
89,1748955680.75,140,5.283,1.797,11.310,1.98
90,1748955680.86,115,5.802,2.109,12.028,1.98
91,1748955680.98,140,6.888,2.593,13.490,1.98
92,1748955681.10,117,8.743,3.465,15.001,1.98
93,1748955681.22,101,10.046,4.874,16.326,1.98
94,1748955681.33,146,11.730,6.407,17.019,1.98
95,1748955681.43,148,13.813,8.070,18.634,1.98
96,1748955681.56,144,16.614,11.044,20.043,1.98
97,1748955681.66,120,18.609,13.788,20.207,1.98
98,1748955681.75,102,23.603,16.633,22.159,1.98
99,1748955681.85,70,36.032,22.378,23.491,1.98
100,1748955683.48,1,37.922,20.112,19.785,1.98
101,1748955683.58,45,36.340,23.282,17.465,0.36
