frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std2,1748940107.85,149,187.015,327.490,222.397,0.37,0.02,-0.00,-0.88,-0.00,1,none,206.163
3,1748940107.95,122,154.683,228.820,167.852,0.52,0.06,-0.00,-0.91,-0.00,0,none,126.587
4,1748940108.05,115,106.791,156.791,115.532,0.66,0.11,-0.00,-0.93,-0.00,0,none,1.890
5,1748940108.14,114,82.534,119.465,89.117,0.79,0.17,-0.00,-0.95,-0.00,0,none,1.982
6,1748940108.23,113,68.838,98.250,74.347,0.94,0.26,-0.00,-0.97,-0.00,0,brake,1.689
7,1748940109.35,101,44.235,39.290,35.636,0.34,1.04,0.00,-1.00,-0.00,0,none,36.798
8,1748940109.46,101,20.344,13.784,13.536,0.29,1.08,0.00,-1.00,-0.00,0,none,0.242
9,1748940109.56,101,18.491,11.525,11.689,0.25,1.11,0.00,-0.99,-0.00,0,none,0.199
10,1748940109.66,101,16.739,10.165,9.888,0.21,1.13,0.00,-0.99,-0.00,0,none,0.169
11,1748940109.76,101,14.057,7.574,6.951,0.16,1.15,0.00,-0.98,-0.00,0,none,0.122
12,1748940109.87,101,1.375,1.121,1.290,0.12,1.16,0.00,-0.98,-0.00,0,resume,0.101
13,1748940109.97,101,0.913,0.687,0.832,0.14,1.17,0.00,-0.97,-0.00,0,nudge,0.069
14,1748940111.07,100,3.835,1.449,1.711,0.45,1.55,0.00,-0.92,-0.00,0,none,5.985
15,1748940111.17,100,3.853,1.540,1.759,0.43,1.60,0.00,-0.91,-0.00,0,none,0.051
16,1748940111.28,99,5.418,2.420,2.867,0.39,1.64,0.00,-0.91,-0.00,0,none,5.038
17,1748940111.38,99,5.796,2.849,3.266,0.34,1.68,0.00,-0.90,-0.00,0,none,0.145
18,1748940111.48,99,5.936,3.025,3.424,0.29,1.71,0.00,-0.90,-0.00,0,none,0.058
19,1748940111.58,99,2.789,2.106,2.338,0.23,1.74,0.00,-0.90,-0.00,0,none,0.042
20,1748940111.68,99,2.621,1.917,2.154,0.17,1.76,0.00,-0.90,-0.00,0,nudge,0.056
21,1748940112.79,98,2.571,1.944,1.848,0.38,2.02,0.00,-0.84,0.00,0,none,4.726
22,1748940112.89,98,2.391,1.758,1.672,0.37,2.06,0.00,-0.83,0.00,0,none,0.048
23,1748940113.00,96,3.285,2.035,2.126,0.34,2.10,0.00,-0.83,0.00,0,none,1.815
24,1748940113.10,96,3.517,2.268,2.359,0.29,2.13,0.00,-0.82,0.00,0,none,0.128
25,1748940113.20,96,3.642,2.409,2.500,0.24,2.16,0.00,-0.82,0.00,0,none,0.035
26,1748940113.31,96,2.083,1.503,1.669,0.19,2.18,0.00,-0.82,0.00,0,nudge,0.023
