frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std2,1748940107.85,149,187.015,327.490,222.397,0.37,0.02,-0.00,-0.88,-0.00,1,none,206.163
27,1748940114.42,95,4.956,2.125,2.120,0.39,2.46,0.00,-0.76,0.00,0,none,7.020
28,1748940114.52,95,3.936,1.713,1.535,0.39,2.50,0.00,-0.75,0.00,0,none,0.056
29,1748940114.61,92,4.359,1.845,1.750,0.35,2.54,0.00,-0.74,0.00,0,none,1.908
30,1748940114.72,91,4.478,1.977,1.873,0.31,2.57,0.00,-0.74,0.00,0,none,0.334
31,1748940114.82,91,4.545,2.041,1.938,0.26,2.60,0.00,-0.74,0.00,0,none,0.022
32,1748940114.93,91,1.434,1.172,1.239,0.20,2.63,0.00,-0.74,0.00,0,none,0.028
33,1748940115.03,91,1.327,1.069,1.137,0.15,2.64,0.00,-0.74,0.00,0,nudge,0.046
34,1748940116.14,91,1.857,1.494,1.204,0.38,2.91,0.00,-0.68,0.00,0,none,3.337
35,1748940116.26,90,1.839,1.466,1.187,0.37,2.94,0.00,-0.67,0.00,0,none,0.273
36,1748940116.35,90,1.998,1.634,1.358,0.34,2.97,0.00,-0.66,0.00,0,none,0.513
37,1748940116.44,88,2.131,1.768,1.495,0.30,3.01,0.00,-0.66,0.00,0,none,0.039
38,1748940116.54,88,2.233,1.869,1.596,0.25,3.03,0.00,-0.66,0.00,0,none,0.071
39,1748940116.65,88,0.989,1.007,1.016,0.20,3.06,0.00,-0.65,0.00,0,nudge,0.041
40,1748940117.76,80,1.891,1.360,1.560,0.39,3.34,-0.00,-0.60,-0.00,0,none,3.229
41,1748940117.85,78,1.636,1.103,1.296,0.39,3.38,-0.00,-0.59,-0.00,0,none,0.099
42,1748940117.94,78,2.427,1.205,1.549,0.36,3.42,-0.00,-0.58,-0.00,0,none,1.890
43,1748940118.04,76,2.496,1.277,1.629,0.31,3.45,-0.00,-0.58,-0.00,0,none,0.068
44,1748940118.16,76,2.552,1.339,1.688,0.26,3.48,-0.00,-0.57,-0.00,0,none,0.041
45,1748940118.25,76,1.429,0.759,0.923,0.21,3.51,-0.00,-0.57,-0.00,0,none,0.047
46,1748940118.37,76,1.402,0.717,0.888,0.15,3.53,-0.00,-0.57,-0.00,0,nudge,0.028
47,1748940119.47,70,2.142,1.036,1.054,0.37,3.78,-0.00,-0.51,-0.00,0,none,3.598
48,1748940119.56,67,2.037,0.951,0.943,0.38,3.82,-0.00,-0.51,-0.00,0,none,0.442
49,1748940119.66,67,2.489,1.113,1.254,0.35,3.86,-0.00,-0.50,-0.00,0,none,1.723
50,1748940119.76,67,2.596,1.221,1.359,0.30,3.89,-0.00,-0.50,-0.00,0,none,0.052
51,1748940119.87,67,2.665,1.300,1.435,0.25,3.92,-0.00,-0.49,-0.00,0,none,0.050
52,1748940119.97,67,0.969,0.710,0.846,0.20,3.94,-0.00,-0.49,-0.00,0,none,0.021
53,1748940120.07,67,0.898,0.610,0.769,0.15,3.96,-0.00,-0.49,-0.00,0,nudge,0.025
54,1748940121.18,63,0.800,0.881,0.896,0.38,4.22,-0.00,-0.43,-0.00,0,none,1.446
55,1748940121.28,63,0.777,0.855,0.872,0.37,4.25,-0.00,-0.42,-0.00,0,none,0.027
56,1748940121.38,62,0.913,0.984,1.032,0.34,4.29,-0.00,-0.42,-0.00,0,none,0.460
57,1748940121.49,62,0.998,1.073,1.124,0.30,4.32,-0.00,-0.41,-0.00,0,none,0.034
58,1748940121.59,62,1.059,1.139,1.188,0.24,4.35,-0.00,-0.41,-0.00,0,none,0.022
59,1748940121.71,62,0.625,0.625,0.671,0.19,4.38,-0.00,-0.41,-0.00,0,nudge,0.018
60,1748940122.81,59,0.988,1.034,1.045,0.39,4.66,-0.00,-0.35,-0.00,0,none,1.340
61,1748940122.91,59,0.875,0.923,0.908,0.38,4.70,-0.00,-0.34,-0.00,0,none,0.032
62,1748940123.01,59,0.978,0.979,1.024,0.35,4.74,-0.00,-0.34,-0.00,0,none,0.603
63,1748940123.12,59,1.026,1.031,1.072,0.30,4.78,-0.00,-0.33,-0.00,0,none,0.085
64,1748940123.23,59,1.053,1.058,1.100,0.25,4.80,-0.00,-0.33,-0.00,0,none,0.019
65,1748940123.33,59,0.588,0.544,0.618,0.20,4.83,-0.00,-0.33,-0.00,0,nudge,0.032
66,1748940124.44,52,1.241,0.930,1.033,0.39,5.11,-0.00,-0.27,-0.00,0,none,1.708
67,1748940124.54,52,1.106,0.837,0.879,0.39,5.15,-0.00,-0.26,-0.00,0,none,0.026
68,1748940124.63,51,1.193,0.888,1.016,0.36,5.19,-0.00,-0.25,-0.00,0,none,0.926
69,1748940124.73,51,1.245,0.938,1.067,0.31,5.22,-0.00,-0.25,-0.00,0,none,0.026
70,1748940124.83,51,1.270,0.970,1.100,0.26,5.25,-0.00,-0.25,-0.00,0,none,0.019
71,1748940124.93,51,0.534,0.498,0.596,0.21,5.27,-0.00,-0.25,-0.00,0,none,0.020
72,1748940125.03,51,0.453,0.413,0.512,0.16,5.29,-0.00,-0.24,-0.00,0,nudge,0.020
73,1748940126.14,42,0.816,0.702,0.856,0.38,5.55,-0.00,-0.19,-0.00,0,none,1.867
74,1748940126.23,42,0.765,0.663,0.810,0.38,5.59,-0.00,-0.18,-0.00,0,none,0.124
75,1748940126.33,40,0.889,0.810,0.975,0.35,5.62,-0.00,-0.17,-0.00,0,none,0.769
76,1748940126.43,40,0.955,0.882,1.047,0.31,5.66,-0.00,-0.17,-0.00,0,none,0.019
77,1748940126.53,40,0.995,0.928,1.093,0.26,5.69,-0.00,-0.17,-0.00,0,none,0.019
78,1748940126.63,40,0.453,0.486,0.519,0.21,5.71,-0.00,-0.16,-0.00,0,none,0.073
79,1748940126.73,40,0.396,0.420,0.458,0.15,5.73,-0.00,-0.16,-0.00,0,nudge,0.014
80,1748940127.84,37,1.209,0.608,1.386,0.38,5.99,-0.00,-0.10,-0.00,0,none,3.943
81,1748940127.93,36,1.157,0.549,1.327,0.38,6.02,-0.00,-0.10,-0.00,0,none,0.015
82,1748940128.03,36,1.305,0.658,1.643,0.35,6.05,-0.00,-0.09,-0.00,0,none,0.856
83,1748940128.12,36,1.352,0.721,1.698,0.31,6.09,-0.00,-0.09,-0.00,0,none,0.013
84,1748940128.21,36,1.402,0.772,1.747,0.27,6.11,-0.00,-0.08,-0.00,0,none,0.008
85,1748940128.31,36,0.428,0.407,0.629,0.22,6.14,-0.00,-0.08,-0.00,0,none,0.053
86,1748940128.41,36,0.395,0.375,0.595,0.17,6.16,-0.00,-0.08,-0.00,0,nudge,0.006
87,1748940129.53,35,0.336,0.592,0.727,0.38,6.42,-0.00,-0.02,-0.00,0,none,0.918
88,1748940129.62,34,0.282,0.531,0.666,0.38,6.46,-0.00,-0.02,-0.00,0,none,0.008
89,1748940129.72,33,0.472,0.650,0.854,0.35,6.50,-0.00,-0.01,-0.00,0,none,0.456
90,1748940129.83,33,0.534,0.711,0.915,0.30,6.53,-0.00,-0.00,-0.00,0,none,0.058
91,1748940129.93,33,0.573,0.746,0.949,0.25,6.56,-0.00,-0.00,-0.00,0,none,0.007
92,1748940130.04,33,0.445,0.386,0.464,0.20,6.59,-0.00,0.00,-0.00,0,nudge,0.009
93,1748940131.15,31,0.557,0.754,0.611,0.39,6.88,-0.00,0.06,-0.00,0,none,0.782
94,1748940131.26,29,0.398,0.660,0.455,0.38,6.92,-0.00,0.07,-0.00,0,none,0.051
96,1748940132.47,150,0.362,0.625,0.402,0.29,6.95,-0.00,0.10,-0.00,0,none,0.018
97,1748940132.57,150,0.369,0.637,0.416,0.30,6.92,-0.00,0.11,-0.00,0,none,0.006
98,1748940132.66,150,0.535,0.750,0.534,0.28,6.90,-0.00,0.12,-0.00,0,none,0.441
99,1748940132.76,150,0.474,0.424,0.432,0.25,6.87,-0.00,0.12,-0.00,0,none,0.038
100,1748940132.85,150,0.432,0.383,0.388,0.22,6.85,-0.00,0.13,-0.00,0,none,0.007
101,1748940132.95,150,0.409,0.354,0.368,0.18,6.83,-0.00,0.13,-0.00,0,nudge,0.011
102,1748940134.06,150,0.380,0.331,0.337,0.33,6.95,-0.00,0.17,-0.00,0,none,0.021
103,1748940134.16,150,0.257,0.255,0.254,0.34,6.98,-0.00,0.18,-0.00,0,none,0.013
104,1748940134.25,149,0.320,0.287,0.354,0.32,7.01,-0.00,0.18,-0.00,0,none,0.312
105,1748940134.35,149,0.345,0.314,0.381,0.28,7.04,-0.00,0.19,-0.00,0,none,0.028
106,1748940134.45,149,0.356,0.326,0.391,0.24,7.07,-0.00,0.19,-0.00,0,none,0.004
107,1748940134.55,149,0.347,0.311,0.384,0.19,7.09,-0.00,0.19,-0.00,0,nudge,0.004
108,1748940135.65,145,0.870,0.457,0.455,0.39,7.38,-0.00,0.25,-0.00,0,none,0.907
109,1748940135.75,141,0.766,0.390,0.313,0.39,7.41,-0.00,0.26,-0.00,0,none,0.045
110,1748940135.84,139,0.936,0.416,0.441,0.36,7.45,-0.00,0.27,-0.00,0,none,0.560
111,1748940135.94,137,0.966,0.443,0.472,0.32,7.48,-0.00,0.27,-0.00,0,none,0.056
112,1748940136.04,137,0.983,0.459,0.489,0.27,7.51,-0.00,0.27,-0.00,0,none,0.013
113,1748940136.14,137,0.419,0.273,0.376,0.22,7.53,-0.00,0.28,-0.00,0,none,0.008
114,1748940136.23,137,0.389,0.241,0.346,0.17,7.55,-0.00,0.28,-0.00,0,nudge,0.003
115,1748940137.34,135,0.509,0.387,0.280,0.38,7.82,-0.00,0.34,-0.00,0,none,0.985
116,1748940137.44,130,0.489,0.369,0.259,0.38,7.86,-0.00,0.34,-0.00,0,none,0.015
117,1748940137.54,125,0.801,0.441,0.421,0.35,7.89,-0.00,0.35,-0.00,0,none,1.040
118,1748940137.64,125,0.842,0.484,0.463,0.31,7.93,-0.00,0.35,-0.00,0,none,0.108
119,1748940137.74,124,0.872,0.514,0.493,0.26,7.96,-0.00,0.36,-0.00,0,none,0.003
120,1748940137.84,124,0.524,0.285,0.373,0.21,7.98,-0.00,0.36,-0.00,0,none,0.004
121,1748940137.93,124,0.479,0.244,0.330,0.16,8.00,-0.00,0.36,-0.00,0,nudge,0.014
122,1748940139.04,120,0.384,0.398,0.363,0.38,8.26,-0.00,0.42,-0.00,0,none,0.807
123,1748940139.13,113,0.356,0.368,0.335,0.38,8.29,-0.00,0.42,-0.00,0,none,0.004
124,1748940139.22,112,0.535,0.435,0.501,0.35,8.33,-0.00,0.43,-0.00,0,none,0.679
125,1748940139.32,112,0.577,0.476,0.543,0.32,8.35,-0.00,0.43,-0.00,0,none,0.007
126,1748940139.41,112,0.607,0.506,0.572,0.27,8.38,-0.00,0.44,-0.00,0,none,0.003
127,1748940139.51,112,0.373,0.260,0.358,0.22,8.41,-0.00,0.44,-0.00,0,none,0.006
128,1748940139.61,112,0.352,0.235,0.332,0.17,8.43,-0.00,0.44,-0.00,0,nudge,0.010
129,1748940140.72,107,0.499,0.396,0.324,0.38,8.69,-0.00,0.50,-0.00,0,none,0.597
130,1748940140.81,106,0.471,0.364,0.292,0.38,8.73,-0.00,0.51,-0.00,0,none,0.020
131,1748940140.92,105,0.573,0.433,0.455,0.35,8.76,-0.00,0.51,-0.00,0,none,0.350
132,1748940141.01,103,0.610,0.468,0.490,0.31,8.79,-0.00,0.52,-0.00,0,none,0.014
133,1748940141.10,103,0.632,0.494,0.516,0.27,8.82,-0.00,0.52,-0.00,0,none,0.002
134,1748940141.20,103,0.286,0.246,0.338,0.22,8.85,-0.00,0.52,-0.00,0,none,0.003
135,1748940141.30,103,0.264,0.228,0.319,0.16,8.87,-0.00,0.52,-0.00,0,nudge,0.009
136,1748940142.41,99,0.457,0.385,0.505,0.38,9.13,-0.00,0.58,-0.00,0,none,1.133
137,1748940142.51,96,0.446,0.376,0.496,0.38,9.17,-0.00,0.59,-0.00,0,none,0.003
138,1748940142.61,96,0.490,0.428,0.570,0.35,9.20,-0.00,0.59,-0.00,0,none,0.151
139,1748940142.70,96,0.529,0.467,0.610,0.31,9.23,-0.00,0.60,-0.00,0,none,0.002
140,1748940142.80,96,0.554,0.488,0.631,0.26,9.26,-0.00,0.60,-0.00,0,none,0.013
141,1748940142.90,96,0.240,0.241,0.263,0.21,9.29,-0.00,0.60,-0.00,0,none,0.003
142,1748940143.00,96,0.198,0.202,0.223,0.16,9.30,-0.00,0.60,-0.00,0,nudge,0.013
143,1748940144.10,88,0.411,0.384,0.419,0.38,9.57,-0.00,0.66,-0.00,0,none,0.849
144,1748940144.20,84,0.390,0.361,0.398,0.38,9.61,-0.00,0.67,-0.00,0,none,0.019
145,1748940144.30,84,0.474,0.423,0.493,0.30,9.62,-0.00,0.67,0.01,1,none,0.176
146,1748940144.39,83,0.505,0.452,0.525,0.22,9.63,0.00,0.67,0.02,1,none,0.014
147,1748940144.49,83,0.514,0.459,0.535,0.15,9.64,0.00,0.67,0.03,1,nudge,0.009
