frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
25,1749150289.83,75,0.017,0.017,0.027,0.471,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.11,2.01,0.00,19.79,0.024,0.024,0.0,0.051
26,1749150289.88,75,0.018,0.018,0.029,0.616,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,2.01,0.00,19.89,0.023,0.023,0.0,0.050
27,1749150289.93,75,0.019,0.020,0.029,1.174,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,2.01,0.00,19.96,0.024,0.024,0.0,0.050
28,1749150289.98,75,0.020,0.021,0.031,0.731,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.95,0.024,0.024,0.0,0.050
29,1749150290.03,75,0.022,0.022,0.032,0.785,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.97,0.023,0.023,0.0,0.050
30,1749150290.08,75,0.025,0.023,0.034,0.972,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.87,0.024,0.024,0.0,0.050
31,1749150290.13,75,0.025,0.024,0.035,0.714,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.84,0.021,0.021,0.0,0.050
32,1749150290.18,75,0.027,0.025,0.036,0.809,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.83,0.020,0.020,0.0,0.050
33,1749150290.24,75,0.028,0.026,0.036,0.450,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.96,0.035,0.035,0.0,0.050
34,1749150290.29,75,0.029,0.028,0.037,1.549,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.13,2.01,0.00,19.92,0.022,0.022,0.0,0.050
35,1749150290.34,75,0.029,0.028,0.038,0.588,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.13,2.01,0.00,19.79,0.021,0.021,0.0,0.051
36,1749150290.39,75,0.029,0.028,0.038,0.559,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.13,2.01,0.00,19.93,0.022,0.022,0.0,0.050
37,1749150290.44,75,0.028,0.027,0.038,0.563,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.13,2.01,0.00,19.83,0.023,0.023,0.0,0.050
38,1749150290.49,75,0.029,0.026,0.039,0.825,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.12,2.01,0.00,19.89,0.023,0.023,0.0,0.050
39,1749150290.54,75,0.027,0.026,0.039,0.554,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.12,2.01,0.00,19.80,0.028,0.028,0.0,0.050
40,1749150290.59,75,0.027,0.025,0.038,0.630,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.12,2.01,0.00,19.82,0.028,0.028,0.0,0.050
41,1749150290.64,75,0.026,0.025,0.037,0.567,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.12,2.01,0.00,19.83,0.023,0.023,0.0,0.050
42,1749150290.69,75,0.025,0.024,0.038,0.617,0.00,0.00,-0.95,0.00,0.01,resume_reinforce,0,0,20.11,2.01,0.00,19.87,0.024,0.024,0.0,0.050
43,1749150290.74,75,0.057,0.053,0.068,4.477,0.00,0.00,-0.95,0.00,0.03,none,0,0,20.32,2.02,0.00,19.77,0.034,0.034,0.0,0.051
44,1749150290.79,73,1.272,0.897,1.484,264.261,0.00,0.00,-0.95,0.00,0.07,none,0,0,20.48,2.02,0.00,19.96,0.022,0.022,0.0,0.050
45,1749150290.84,74,2.047,1.564,2.452,138.081,0.01,0.00,-0.95,0.00,0.18,none,0,0,21.40,2.07,0.00,19.91,0.020,0.020,0.0,0.050
46,1749150290.89,75,2.641,2.066,3.061,85.190,0.02,0.00,-0.96,0.00,0.28,none,0,0,22.44,2.12,0.00,19.89,0.022,0.022,0.0,0.050
47,1749150290.94,75,3.016,2.376,3.445,55.411,0.03,0.00,-0.97,0.00,0.37,none,0,0,23.41,2.17,0.00,19.91,0.022,0.022,0.0,0.050
48,1749150290.99,75,3.247,2.556,3.644,29.322,0.05,0.00,-0.98,0.00,0.45,none,0,0,24.29,2.21,0.00,19.84,0.022,0.022,0.0,0.050
49,1749150291.04,75,3.365,2.627,3.755,12.904,0.07,0.00,-0.99,0.00,0.54,none,0,0,25.12,2.26,0.00,19.90,0.022,0.022,0.0,0.050
50,1749150291.09,75,3.424,2.640,3.824,10.691,0.10,0.00,-1.00,0.00,0.61,none,0,0,25.92,2.30,0.00,19.96,0.023,0.023,0.0,0.050
51,1749150291.14,75,3.543,2.696,3.961,15.037,0.13,0.00,-1.01,0.00,0.69,none,0,0,26.70,2.33,0.00,19.96,0.024,0.024,0.0,0.050
52,1749150291.19,75,3.696,2.797,4.162,21.519,0.16,0.00,-1.02,0.00,0.76,none,0,0,27.37,2.37,0.00,19.95,0.022,0.022,0.0,0.050
53,1749150291.24,75,3.844,2.895,4.352,23.564,0.20,0.00,-1.03,0.00,0.83,none,0,0,28.11,2.41,0.00,19.96,0.023,0.023,0.0,0.050
54,1749150291.29,75,2.816,2.181,3.154,25.982,0.24,0.00,-1.04,0.00,0.90,none,0,0,28.78,2.44,0.00,19.93,0.022,0.022,0.0,0.050
55,1749150291.34,75,2.262,1.661,2.414,28.109,0.29,0.00,-1.04,0.00,0.97,none,0,0,29.44,2.47,0.00,19.84,0.021,0.021,0.0,0.050
56,1749150291.39,75,1.922,1.317,2.064,28.062,0.34,0.00,-1.05,0.00,1.03,none,0,0,30.19,2.51,0.00,19.97,0.023,0.023,0.0,0.050
57,1749150291.44,75,1.770,1.165,1.948,29.716,0.39,0.00,-1.05,0.00,1.10,none,0,0,30.78,2.54,0.00,19.86,0.023,0.023,0.0,0.050
58,1749150291.49,75,1.790,1.149,2.034,30.913,0.45,0.00,-1.06,0.00,1.16,none,0,0,31.36,2.57,0.00,19.90,0.022,0.022,0.0,0.050
59,1749150291.54,75,1.917,1.220,2.181,29.632,0.51,0.00,-1.06,0.00,1.21,none,0,0,31.93,2.60,0.00,19.81,0.021,0.021,0.0,0.050
60,1749150291.59,74,2.109,1.361,2.429,33.798,0.57,0.00,-1.07,0.00,1.27,none,0,0,32.47,2.62,0.00,19.80,0.022,0.022,0.0,0.050
61,1749150291.64,73,2.264,1.441,2.570,33.325,0.64,0.00,-1.07,0.00,1.31,none,0,0,32.95,2.65,0.00,19.87,0.022,0.022,0.0,0.050
62,1749150291.69,74,2.481,1.463,2.640,83.373,0.70,0.00,-1.07,0.00,1.36,none,0,0,33.43,2.67,0.00,19.86,0.020,0.020,0.0,0.050
63,1749150291.74,74,2.678,1.474,2.658,64.943,0.77,0.00,-1.07,0.00,1.40,none,0,0,33.85,2.69,0.00,19.97,0.019,0.019,0.0,0.050
64,1749150291.79,73,2.775,1.458,2.718,39.224,0.84,0.00,-1.07,0.00,1.44,none,0,0,34.27,2.71,0.00,19.98,0.020,0.020,0.0,0.050
65,1749150291.84,75,2.941,1.422,2.689,78.222,0.92,0.00,-1.07,0.00,1.48,none,0,0,34.64,2.73,0.00,19.84,0.019,0.019,0.0,0.050
66,1749150291.90,73,3.067,1.381,2.690,41.629,0.99,-0.00,-1.07,0.00,1.51,none,0,0,35.03,2.75,0.00,19.86,0.022,0.022,0.0,0.050
67,1749150291.95,70,3.227,1.325,2.671,44.137,1.07,-0.00,-1.07,0.00,1.55,none,0,0,35.34,2.77,0.00,19.94,0.020,0.020,0.0,0.050
68,1749150292.00,73,3.450,1.276,2.659,48.753,1.14,-0.00,-1.07,0.00,1.58,none,0,0,35.69,2.78,0.00,19.93,0.023,0.023,0.0,0.050
69,1749150292.05,75,3.687,1.227,2.628,46.411,1.22,-0.00,-1.07,0.00,1.61,none,0,0,35.97,2.80,0.00,19.85,0.023,0.023,0.0,0.050
70,1749150292.10,75,3.854,1.173,2.518,47.776,1.31,-0.00,-1.07,0.00,1.63,none,0,0,36.23,2.81,0.00,19.79,0.020,0.020,0.0,0.051
71,1749150292.15,72,4.050,1.124,2.496,50.648,1.39,-0.00,-1.07,0.00,1.66,none,0,0,36.49,2.82,0.00,19.85,0.022,0.022,0.0,0.050
72,1749150292.20,74,4.135,1.087,2.462,50.714,1.47,-0.00,-1.07,0.00,1.68,none,0,0,36.73,2.84,0.00,19.96,0.022,0.022,0.0,0.050
73,1749150292.25,74,4.196,1.039,2.455,52.556,1.56,-0.00,-1.07,0.00,1.70,none,0,0,36.94,2.85,0.00,19.77,0.020,0.020,0.0,0.051
74,1749150292.30,75,4.302,1.017,2.455,50.010,1.64,-0.00,-1.07,0.00,1.72,none,0,0,37.14,2.86,0.00,19.86,0.021,0.021,0.0,0.050
75,1749150292.35,74,4.327,0.989,2.510,51.287,1.73,-0.00,-1.07,0.00,1.74,none,0,0,37.33,2.87,0.00,19.80,0.020,0.020,0.0,0.051
76,1749150292.40,74,4.415,0.940,2.479,47.430,1.82,-0.00,-1.07,0.00,1.76,none,0,0,37.52,2.88,0.00,19.88,0.024,0.024,0.0,0.050
77,1749150292.45,74,4.492,0.928,2.454,60.003,1.90,-0.00,-1.07,0.00,1.77,none,0,0,37.68,2.88,0.00,19.90,0.023,0.023,0.0,0.050
78,1749150292.50,74,4.417,0.886,2.395,45.541,2.00,-0.00,-1.07,0.00,1.79,none,0,0,37.83,2.89,0.00,19.80,0.021,0.021,0.0,0.051
79,1749150292.55,74,4.353,0.882,2.429,42.360,2.09,-0.00,-1.07,0.00,1.80,none,0,0,37.97,2.90,0.00,19.82,0.024,0.024,0.0,0.050
80,1749150292.60,73,4.305,0.858,2.463,41.367,2.18,-0.00,-1.07,0.00,1.81,none,0,0,38.10,2.91,0.00,19.95,0.025,0.025,0.0,0.050
81,1749150292.65,72,4.227,0.845,2.415,40.986,2.27,-0.00,-1.07,0.00,1.83,none,0,0,38.22,2.91,0.00,19.80,0.022,0.022,0.0,0.051
82,1749150292.70,73,4.239,0.843,2.419,46.413,2.36,-0.00,-1.07,0.00,1.84,none,0,0,38.34,2.92,0.00,19.91,0.024,0.024,0.0,0.050
83,1749150292.75,75,4.143,0.821,2.398,36.731,2.45,-0.00,-1.07,0.00,1.85,resume_reinforce,0,0,38.44,2.92,0.00,19.93,0.023,0.023,0.0,0.050
84,1749150292.80,75,4.137,0.797,2.358,41.007,2.55,-0.00,-1.07,0.00,1.86,none,0,0,38.53,2.93,0.00,19.96,0.022,0.022,0.0,0.050
85,1749150292.85,75,4.151,0.802,2.366,42.728,2.64,-0.00,-1.07,0.00,1.86,none,0,0,38.62,2.93,0.00,19.96,0.024,0.024,0.0,0.050
86,1749150292.90,75,4.053,0.787,2.384,44.366,2.73,-0.00,-1.07,0.00,1.87,none,0,0,38.70,2.94,0.00,19.81,0.023,0.023,0.0,0.050
87,1749150292.95,74,4.021,0.762,2.405,46.171,2.82,-0.00,-1.07,0.00,1.88,none,0,0,38.78,2.94,0.00,19.84,0.022,0.022,0.0,0.050
88,1749150293.00,75,3.997,0.727,2.460,44.590,2.92,-0.00,-1.07,0.00,1.89,none,0,0,38.85,2.94,0.00,19.95,0.021,0.021,0.0,0.050
89,1749150293.05,75,3.924,0.705,2.443,37.525,3.02,-0.00,-1.06,0.00,1.89,none,0,0,38.92,2.95,0.00,19.86,0.023,0.023,0.0,0.050
90,1749150293.10,74,3.958,0.673,2.492,44.752,3.11,-0.00,-1.06,0.00,1.90,none,0,0,38.98,2.95,0.00,19.96,0.022,0.022,0.0,0.050
91,1749150293.15,75,3.990,0.655,2.583,43.807,3.20,-0.00,-1.06,0.00,1.91,none,0,0,39.04,2.95,0.00,19.83,0.025,0.025,0.0,0.050
92,1749150293.20,75,3.942,0.619,2.655,47.756,3.30,-0.00,-1.06,0.00,1.91,none,0,0,39.09,2.95,0.00,19.96,0.025,0.025,0.0,0.050
93,1749150293.25,74,4.068,0.639,2.695,45.272,3.40,-0.00,-1.06,0.00,1.92,none,0,0,39.14,2.96,0.00,19.97,0.025,0.025,0.0,0.050
94,1749150293.30,73,4.124,0.632,2.771,50.500,3.49,-0.00,-1.06,0.00,1.92,none,0,0,39.18,2.96,0.00,19.96,0.024,0.024,0.0,0.050
95,1749150293.35,75,4.084,0.597,2.804,45.006,3.59,-0.00,-1.06,0.00,1.92,none,0,0,39.23,2.96,0.00,19.91,0.025,0.025,0.0,0.050
96,1749150293.40,75,4.142,0.602,2.823,44.984,3.69,-0.00,-1.06,0.00,1.93,none,0,0,39.27,2.96,0.00,19.79,0.023,0.023,0.0,0.051
97,1749150293.45,75,4.212,0.635,2.946,50.013,3.79,-0.00,-1.06,0.00,1.93,none,0,0,39.30,2.97,0.00,19.94,0.024,0.024,0.0,0.050
98,1749150293.50,75,4.255,0.647,2.940,45.641,3.88,-0.00,-1.06,0.00,1.93,none,0,0,39.34,2.97,0.00,19.91,0.023,0.023,0.0,0.050
99,1749150293.55,75,4.417,0.642,3.069,60.785,3.98,-0.00,-1.06,0.00,1.94,none,0,0,39.37,2.97,0.00,19.88,0.024,0.024,0.0,0.050
100,1749150293.61,73,4.403,0.663,3.081,56.701,4.08,-0.00,-1.06,0.00,1.94,none,0,0,39.40,2.97,0.00,19.97,0.022,0.022,0.0,0.050
101,1749150293.66,74,4.482,0.666,3.024,51.172,4.17,-0.00,-1.06,0.00,1.94,none,0,0,39.42,2.97,0.00,19.93,0.022,0.022,0.0,0.050
102,1749150293.71,75,4.635,0.667,2.980,61.802,4.27,-0.00,-1.06,0.00,1.95,none,0,0,39.45,2.97,0.00,19.96,0.023,0.023,0.0,0.050
103,1749150293.76,73,4.631,0.628,2.979,54.778,4.37,-0.00,-1.06,0.00,1.95,none,0,0,39.47,2.97,0.00,19.90,0.022,0.022,0.0,0.050
104,1749150293.81,74,4.743,0.623,2.998,64.150,4.47,-0.00,-1.06,0.00,1.95,none,0,0,39.49,2.97,0.00,19.88,0.023,0.023,0.0,0.050
105,1749150293.86,75,4.740,0.625,2.976,47.541,4.56,-0.00,-1.06,0.00,1.95,none,0,0,39.51,2.98,0.00,19.85,0.023,0.023,0.0,0.050
106,1749150293.91,72,4.797,0.637,3.014,53.196,4.66,-0.00,-1.06,-0.00,1.95,none,0,0,39.53,2.98,0.00,19.95,0.022,0.022,0.0,0.050
107,1749150293.96,75,4.676,0.573,2.909,43.626,4.76,-0.00,-1.06,-0.00,1.96,none,0,0,39.55,2.98,0.00,19.87,0.023,0.023,0.0,0.050
108,1749150294.01,75,4.687,0.562,2.931,51.223,4.85,-0.00,-1.06,-0.00,1.96,none,0,0,39.57,2.98,0.00,19.96,0.022,0.022,0.0,0.050
109,1749150294.06,72,4.540,0.570,2.855,48.360,4.95,-0.00,-1.06,-0.00,1.96,none,0,0,39.58,2.98,0.00,19.94,0.022,0.022,0.0,0.050
110,1749150294.11,72,4.598,0.554,2.874,51.669,5.05,-0.00,-1.06,-0.00,1.96,none,0,0,39.60,2.98,0.00,19.80,0.025,0.025,0.0,0.050
111,1749150294.16,74,4.530,0.558,2.907,52.577,5.15,-0.00,-1.06,-0.00,1.96,none,0,0,39.61,2.98,0.00,19.91,0.022,0.022,0.0,0.050
112,1749150294.21,73,4.346,0.553,2.893,48.066,5.25,-0.00,-1.06,-0.00,1.96,none,0,0,39.62,2.98,0.00,19.97,0.022,0.022,0.0,0.050
113,1749150294.26,74,4.362,0.539,2.922,59.895,5.35,-0.00,-1.06,-0.00,1.96,none,0,0,39.63,2.98,0.00,19.96,0.023,0.023,0.0,0.050
114,1749150294.31,73,4.285,0.553,2.871,56.541,5.45,-0.00,-1.06,-0.00,1.96,none,0,0,39.64,2.98,0.00,19.91,0.023,0.023,0.0,0.050
115,1749150294.36,73,4.228,0.529,2.836,37.710,5.54,-0.00,-1.06,-0.00,1.97,none,0,0,39.65,2.98,0.00,19.96,0.023,0.023,0.0,0.050
116,1749150294.41,74,4.120,0.521,2.772,47.929,5.64,-0.00,-1.06,-0.00,1.97,none,0,0,39.66,2.98,0.00,19.89,0.021,0.021,0.0,0.050
117,1749150294.46,75,4.157,0.558,2.829,46.373,5.74,-0.00,-1.05,-0.00,1.97,none,0,0,39.67,2.98,0.00,19.96,0.022,0.022,0.0,0.050
118,1749150294.51,75,4.172,0.581,2.876,52.561,5.84,-0.00,-1.05,-0.00,1.97,none,0,0,39.67,2.98,0.00,19.82,0.021,0.021,0.0,0.050
119,1749150294.56,74,4.208,0.542,2.878,48.119,5.94,-0.00,-1.05,-0.00,1.97,none,0,0,39.68,2.98,0.00,19.95,0.022,0.022,0.0,0.050
120,1749150294.61,75,4.162,0.549,2.788,44.508,6.04,-0.00,-1.05,-0.00,1.97,none,0,0,39.69,2.98,0.00,19.91,0.023,0.023,0.0,0.050
121,1749150294.66,74,4.151,0.507,2.817,56.578,6.13,-0.00,-1.05,-0.00,1.97,none,0,0,39.70,2.98,0.00,19.95,0.022,0.022,0.0,0.050
122,1749150294.71,73,4.189,0.545,2.870,52.947,6.23,-0.00,-1.05,-0.00,1.97,none,0,0,39.70,2.99,0.00,19.96,0.022,0.022,0.0,0.050
123,1749150294.76,75,4.133,0.559,2.881,55.624,6.33,-0.00,-1.05,-0.00,1.97,none,0,0,39.71,2.99,0.00,19.82,0.022,0.022,0.0,0.050
124,1749150294.81,75,4.091,0.530,2.807,53.725,6.43,-0.00,-1.05,-0.00,1.97,resume_reinforce,0,0,39.71,2.99,0.00,19.96,0.021,0.021,0.0,0.050
125,1749150294.86,74,4.210,0.520,2.808,52.835,6.53,-0.00,-1.05,-0.00,1.97,none,0,0,39.71,2.99,0.00,19.90,0.021,0.021,0.0,0.050
126,1749150294.91,74,4.309,0.534,2.736,46.943,6.63,-0.00,-1.05,-0.00,1.97,none,0,0,39.72,2.99,0.00,19.90,0.020,0.020,0.0,0.050
127,1749150294.96,75,4.370,0.536,2.607,54.255,6.73,-0.00,-1.05,-0.00,1.97,none,0,0,39.72,2.99,0.00,19.79,0.021,0.021,0.0,0.051
128,1749150295.01,74,4.364,0.488,2.493,48.269,6.83,-0.00,-1.05,-0.00,1.97,none,0,0,39.73,2.99,0.00,19.79,0.024,0.024,0.0,0.051
129,1749150295.06,75,4.404,0.505,2.401,55.119,6.92,-0.00,-1.05,-0.00,1.97,none,0,0,39.73,2.99,0.00,19.79,0.020,0.020,0.0,0.051
130,1749150295.11,75,4.609,0.519,2.421,64.421,7.03,-0.00,-1.05,-0.00,1.97,none,0,0,39.73,2.99,0.00,19.94,0.022,0.022,0.0,0.050
131,1749150295.16,73,4.678,0.532,2.299,53.848,7.12,-0.00,-1.05,-0.00,1.97,none,0,0,39.74,2.99,0.00,19.94,0.024,0.024,0.0,0.050
132,1749150295.21,75,4.811,0.532,2.197,61.282,7.21,-0.00,-1.05,-0.00,1.97,none,0,0,39.74,2.99,0.00,19.97,0.023,0.023,0.0,0.050
133,1749150295.26,74,4.952,0.547,2.104,64.455,7.32,-0.00,-1.05,-0.00,1.97,none,0,0,39.74,2.99,0.00,19.98,0.023,0.023,0.0,0.050
134,1749150295.31,71,5.078,0.557,2.123,66.760,7.42,-0.00,-1.05,-0.00,1.97,none,0,0,39.74,2.99,0.00,19.97,0.022,0.022,0.0,0.050
135,1749150295.36,73,5.132,0.596,2.116,52.513,7.51,-0.00,-1.05,-0.00,1.97,none,0,0,39.75,2.99,0.00,19.80,0.022,0.022,0.0,0.051
136,1749150295.41,74,5.099,0.565,2.129,43.935,7.61,-0.00,-1.05,-0.00,1.97,none,0,0,39.75,2.99,0.00,19.94,0.022,0.022,0.0,0.050
137,1749150295.46,75,5.242,0.551,2.157,69.637,7.71,-0.00,-1.05,-0.00,1.97,none,0,0,39.75,2.99,0.00,19.90,0.022,0.022,0.0,0.050
138,1749150295.51,74,5.314,0.586,2.128,53.238,7.81,-0.00,-1.05,-0.00,1.98,none,0,0,39.75,2.99,0.00,19.97,0.022,0.022,0.0,0.050
139,1749150295.56,75,5.344,0.595,2.131,46.727,7.91,-0.00,-1.05,-0.00,1.98,none,0,0,39.75,2.99,0.00,19.87,0.021,0.021,0.0,0.050
140,1749150295.61,75,5.422,0.606,2.076,56.128,7.97,-0.00,-1.05,-0.00,1.98,none,0,0,39.75,2.99,0.00,19.95,0.024,0.024,0.0,0.050
141,1749150295.66,75,5.339,0.624,2.035,45.904,8.07,-0.00,-1.05,-0.00,1.98,none,0,0,39.75,2.99,0.00,19.96,0.025,0.025,0.0,0.050
142,1749150295.71,74,5.267,0.590,2.036,50.652,8.16,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.93,0.021,0.021,0.0,0.050
143,1749150295.76,75,5.105,0.576,2.048,49.317,8.26,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.97,0.021,0.021,0.0,0.050
144,1749150295.81,75,4.924,0.574,2.031,54.244,8.36,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.88,0.021,0.021,0.0,0.050
145,1749150295.87,74,4.902,0.560,2.003,50.159,8.47,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.80,0.021,0.021,0.0,0.051
146,1749150295.92,75,4.920,0.536,2.034,60.004,8.56,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.83,0.021,0.021,0.0,0.050
147,1749150295.97,73,4.635,0.509,2.049,53.367,8.66,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.97,0.024,0.024,0.0,0.050
148,1749150296.02,74,4.531,0.493,2.052,55.156,8.76,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.96,0.023,0.023,0.0,0.050
149,1749150296.07,75,4.328,0.479,2.048,48.054,8.86,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.90,0.024,0.024,0.0,0.050
150,1749150296.12,74,3.901,0.416,2.014,46.016,8.96,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.82,0.023,0.023,0.0,0.050
151,1749150296.17,74,3.695,0.415,2.084,47.045,9.06,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.81,0.024,0.024,0.0,0.050
152,1749150296.22,74,3.489,0.388,2.081,54.861,9.15,-0.00,-1.05,-0.00,1.98,none,0,0,39.76,2.99,0.00,19.82,0.023,0.023,0.0,0.050
153,1749150296.27,75,3.291,0.388,2.040,52.644,9.25,-0.00,-1.05,-0.00,1.98,none,0,0,39.77,2.99,0.00,19.92,0.022,0.022,0.0,0.050
154,1749150296.32,73,3.116,0.364,1.986,44.818,9.35,-0.00,-1.05,-0.00,1.98,none,0,0,39.77,2.99,0.00,19.97,0.022,0.022,0.0,0.050
155,1749150296.37,75,2.882,0.356,1.908,48.074,9.45,-0.00,-1.05,-0.00,1.98,none,0,0,39.77,2.99,0.00,19.89,0.023,0.023,0.0,0.050
156,1749150296.42,75,2.692,0.370,1.861,54.314,9.55,-0.00,-1.05,-0.00,1.98,none,0,0,39.77,2.99,0.00,19.98,0.025,0.025,0.0,0.050
157,1749150296.47,75,2.591,0.375,1.765,46.187,9.65,-0.00,-1.05,-0.00,1.98,none,0,0,39.77,2.99,0.00,19.97,0.024,0.024,0.0,0.050
158,1749150296.52,74,2.323,0.384,1.744,40.896,9.75,-0.00,-1.05,-0.00,1.98,none,0,0,39.77,2.99,0.00,19.96,0.022,0.022,0.0,0.050
159,1749150296.57,72,2.270,0.374,1.649,32.855,9.85,-0.00,-1.05,-0.00,1.98,none,0,0,39.77,2.99,0.00,19.87,0.023,0.023,0.0,0.050
