frame,time,features,flow_left,flow_center,flow_right
2,1748953361.79,150,0.570,0.454,0.040
3,1748953361.93,150,0.817,0.639,0.041
4,1748953362.04,150,0.705,0.559,0.035
5,1748953362.15,150,0.606,0.472,0.031
6,1748953362.25,150,0.517,0.405,0.028
7,1748953362.34,150,0.419,0.325,0.022
8,1748953362.43,150,0.214,0.167,0.015
9,1748953362.53,150,0.120,0.089,0.012
10,1748953362.63,150,0.060,0.048,0.009
11,1748953362.74,150,0.033,0.024,0.006
12,1748953362.84,150,0.022,0.017,0.005
13,1748953362.93,150,0.020,0.016,0.005
14,1748953363.03,150,0.024,0.018,0.005
15,1748953363.13,150,0.029,0.024,0.005
16,1748953363.23,150,0.030,0.025,0.005
17,1748953363.33,150,0.031,0.025,0.005
18,1748953363.44,150,0.030,0.024,0.005
19,1748953363.53,150,0.029,0.023,0.004
20,1748953363.63,150,0.027,0.019,0.003
21,1748953363.73,150,0.025,0.018,0.003
22,1748953363.82,150,0.023,0.018,0.003
23,1748953363.92,140,1.378,1.899,2.547
24,1748953364.01,147,2.220,2.849,3.707
25,1748953364.11,146,2.874,3.093,3.846
26,1748953364.21,150,2.908,3.117,3.911
27,1748953364.30,150,3.255,3.196,3.965
28,1748953364.39,150,2.400,1.448,1.488
29,1748953364.48,150,2.074,0.719,0.420
30,1748953364.59,150,1.935,0.738,0.404
31,1748953364.68,150,2.375,0.948,0.471
32,1748953364.78,150,2.459,1.106,0.563
33,1748953364.90,150,2.392,1.267,0.701
34,1748953365.00,150,2.185,1.230,0.793
35,1748953365.09,150,1.946,1.159,0.889
36,1748953365.20,150,1.708,1.105,0.994
37,1748953365.30,150,1.480,1.031,1.119
38,1748953365.41,150,1.231,0.902,1.218
39,1748953365.53,150,1.079,0.868,1.342
40,1748953365.63,150,0.942,0.810,1.432
41,1748953365.75,150,0.864,0.772,1.550
42,1748953365.86,150,0.793,0.722,1.608
43,1748953365.96,148,0.735,0.635,1.670
44,1748953366.06,150,0.720,0.565,1.787
45,1748953366.17,130,0.737,0.501,1.915
46,1748953366.27,139,0.731,0.429,1.896
47,1748953366.39,138,0.777,0.375,1.928
48,1748953366.49,142,0.774,0.342,1.855
49,1748953366.60,150,0.795,0.304,1.730
50,1748953366.70,143,0.769,0.299,1.620
51,1748953366.80,146,0.731,0.260,1.463
52,1748953366.90,146,0.656,0.231,1.255
53,1748953367.01,149,0.633,0.212,1.127
54,1748953367.11,148,0.541,0.195,0.978
55,1748953367.21,149,0.479,0.156,0.820
56,1748953367.32,149,0.431,0.147,0.802
57,1748953367.42,150,0.398,0.136,0.820
58,1748953367.52,150,0.361,0.128,0.816
59,1748953367.62,150,0.361,0.123,0.830
60,1748953367.72,150,0.355,0.119,0.832
61,1748953367.83,149,0.361,0.116,0.824
62,1748953367.93,150,0.362,0.113,0.803
63,1748953368.04,150,0.368,0.111,0.797
64,1748953368.14,150,0.357,0.107,0.787
65,1748953368.25,150,0.365,0.106,0.788
66,1748953368.35,150,0.348,0.102,0.767
67,1748953368.46,149,0.330,0.099,0.750
68,1748953368.56,150,0.311,0.099,0.726
69,1748953368.67,150,0.294,0.100,0.706
70,1748953368.77,150,0.268,0.096,0.636
71,1748953368.87,150,0.249,0.095,0.597
72,1748953368.97,150,0.235,0.094,0.563
73,1748953369.08,150,0.224,0.092,0.512
74,1748953369.20,150,0.224,0.086,0.465
75,1748953369.29,150,0.220,0.079,0.443
76,1748953369.39,150,0.222,0.074,0.422
77,1748953369.49,149,0.224,0.067,0.390
78,1748953369.60,149,0.228,0.063,0.381
79,1748953369.70,150,0.223,0.060,0.362
80,1748953369.82,150,0.233,0.062,0.358
81,1748953369.93,150,0.244,0.064,0.361
82,1748953370.05,150,0.259,0.067,0.379
83,1748953370.15,150,0.258,0.067,0.371
84,1748953370.25,150,0.261,0.068,0.373
85,1748953370.36,150,0.248,0.066,0.365
86,1748953370.46,149,0.244,0.067,0.348
87,1748953370.57,150,0.232,0.066,0.311
88,1748953370.69,150,0.231,0.067,0.301
89,1748953370.78,150,0.217,0.068,0.274
90,1748953370.92,150,0.217,0.075,0.269
91,1748953371.03,150,0.204,0.076,0.258
92,1748953371.16,149,0.194,0.082,0.274
93,1748953371.28,149,0.186,0.085,0.298
94,1748953371.37,150,0.187,0.087,0.310
95,1748953371.48,150,0.184,0.085,0.308
96,1748953371.60,147,0.189,0.087,0.325
97,1748953371.70,149,0.189,0.081,0.308
98,1748953371.81,149,0.186,0.076,0.275
99,1748953371.91,149,0.182,0.071,0.261
100,1748953372.00,149,0.173,0.068,0.243
101,1748953372.10,150,0.162,0.066,0.222
102,1748953372.21,150,0.159,0.069,0.222
103,1748953372.31,150,0.158,0.072,0.222
104,1748953372.41,150,0.164,0.079,0.227
105,1748953372.51,149,0.163,0.081,0.228
106,1748953372.62,150,0.170,0.084,0.235
107,1748953372.73,150,0.173,0.085,0.245
108,1748953372.83,149,0.172,0.086,0.247
109,1748953372.93,150,0.175,0.085,0.253
110,1748953373.04,150,0.180,0.085,0.258
111,1748953373.14,150,0.178,0.083,0.258
112,1748953373.24,147,0.179,0.082,0.254
113,1748953373.35,148,0.179,0.082,0.254
114,1748953373.44,150,0.178,0.083,0.254
115,1748953373.55,150,0.179,0.086,0.260
116,1748953373.65,150,0.183,0.091,0.269
