frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749115464.86,75,0.026,0.027,0.047,1.480,0.00,0.00,-0.96,0.00,0.05,none,1,20.52,3.10,0.00,14.96,0.020,0.020,0.0,0.067
3,1749115464.89,75,0.036,0.033,0.054,1.458,0.00,0.00,-0.96,0.00,0.08,none,0,20.72,3.14,0.00,19.98,0.024,0.024,0.0,0.050
4,1749115464.94,75,0.056,0.050,0.079,2.328,0.00,0.00,-0.95,0.00,0.08,none,0,20.79,3.16,0.00,19.97,0.020,0.020,0.0,0.050
5,1749115464.99,75,0.067,0.057,0.099,2.470,0.00,0.00,-0.95,0.00,0.07,none,0,20.74,3.15,0.00,19.81,0.023,0.023,0.0,0.050
6,1749115465.05,75,0.074,0.058,0.107,2.161,0.00,0.00,-0.94,0.00,0.06,none,0,20.66,3.13,0.00,19.74,0.022,0.022,0.0,0.051
7,1749115465.10,75,0.078,0.064,0.110,2.200,0.00,0.00,-0.94,0.00,0.05,none,0,20.56,3.11,0.00,19.85,0.023,0.023,0.0,0.050
8,1749115465.15,75,0.081,0.064,0.108,2.127,0.00,0.00,-0.94,0.00,0.04,none,0,20.48,3.10,0.00,19.86,0.021,0.021,0.0,0.050
9,1749115465.20,75,0.080,0.065,0.108,1.777,0.00,0.00,-0.94,0.00,0.04,none,0,20.40,3.08,0.00,19.79,0.021,0.021,0.0,0.051
10,1749115465.25,75,0.077,0.062,0.105,1.224,0.00,0.00,-0.93,0.00,0.03,none,0,20.32,3.06,0.00,19.94,0.021,0.021,0.0,0.050
11,1749115465.30,75,0.075,0.060,0.102,1.256,0.00,0.00,-0.93,0.00,0.02,none,0,20.26,3.05,0.00,19.80,0.022,0.022,0.0,0.051
12,1749115465.35,75,0.076,0.061,0.103,1.041,0.00,0.00,-0.93,0.00,0.02,none,0,20.21,3.04,0.00,19.94,0.019,0.019,0.0,0.050
13,1749115465.40,75,0.075,0.060,0.104,0.986,0.00,0.00,-0.93,0.00,0.01,none,0,20.15,3.03,0.00,19.91,0.022,0.022,0.0,0.050
14,1749115465.45,75,0.068,0.054,0.095,0.572,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.92,0.020,0.020,0.0,0.050
15,1749115465.50,75,0.061,0.048,0.083,0.569,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.92,0.021,0.021,0.0,0.050
16,1749115465.55,75,0.053,0.044,0.071,0.602,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.82,0.020,0.020,0.0,0.050
17,1749115465.60,75,0.045,0.037,0.062,0.364,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.92,0.021,0.021,0.0,0.050
18,1749115465.65,75,0.037,0.031,0.054,0.289,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.96,0.021,0.021,0.0,0.050
19,1749115465.70,75,0.031,0.026,0.046,0.409,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.97,0.020,0.020,0.0,0.050
20,1749115465.75,75,0.027,0.024,0.040,0.430,0.00,0.00,-0.93,0.00,0.01,none,0,20.05,3.01,0.00,19.97,0.018,0.018,0.0,0.050
21,1749115465.80,75,0.024,0.022,0.036,0.510,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.90,0.020,0.020,0.0,0.050
22,1749115465.85,75,0.022,0.021,0.032,0.495,0.00,0.00,-0.93,0.00,0.01,none,0,20.09,3.02,0.00,19.93,0.022,0.022,0.0,0.050
23,1749115465.90,75,0.019,0.019,0.029,0.396,0.00,0.00,-0.93,0.00,0.01,none,0,20.10,3.02,0.00,19.85,0.022,0.022,0.0,0.050
24,1749115465.95,75,0.018,0.019,0.028,0.574,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.77,0.019,0.019,0.0,0.051
25,1749115466.00,75,0.018,0.019,0.028,0.580,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.77,0.020,0.020,0.0,0.051
26,1749115466.05,75,0.017,0.019,0.029,0.498,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.84,0.020,0.020,0.0,0.050
27,1749115466.10,75,0.018,0.020,0.030,0.689,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.95,0.022,0.022,0.0,0.050
28,1749115466.15,75,0.019,0.021,0.032,0.605,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.87,0.024,0.024,0.0,0.050
29,1749115466.20,75,0.019,0.022,0.033,0.624,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.91,0.023,0.023,0.0,0.050
30,1749115466.25,75,0.021,0.023,0.034,0.645,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.96,0.024,0.024,0.0,0.050
31,1749115466.30,75,0.021,0.023,0.036,0.764,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.91,0.022,0.022,0.0,0.050
32,1749115466.35,75,0.022,0.023,0.037,0.676,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.76,0.021,0.021,0.0,0.051
33,1749115466.40,75,0.023,0.023,0.037,0.541,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.93,0.020,0.020,0.0,0.050
34,1749115466.45,75,0.024,0.024,0.038,0.658,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.86,0.020,0.020,0.0,0.050
35,1749115466.51,75,0.024,0.024,0.038,0.434,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.95,0.026,0.026,0.0,0.050
36,1749115466.55,75,0.024,0.025,0.039,0.766,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.95,0.024,0.024,0.0,0.050
37,1749115466.60,75,0.024,0.023,0.039,0.586,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.94,0.020,0.020,0.0,0.050
38,1749115466.65,75,0.025,0.026,0.039,1.134,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.96,0.023,0.023,0.0,0.050
39,1749115466.71,75,0.025,0.027,0.038,0.559,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.95,0.026,0.026,0.0,0.050
40,1749115466.75,75,0.025,0.026,0.039,1.064,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.92,0.022,0.022,0.0,0.050
41,1749115466.80,75,0.025,0.027,0.038,0.635,0.00,0.00,-0.94,0.00,0.01,none,0,20.11,3.02,0.00,19.89,0.021,0.021,0.0,0.050
42,1749115466.86,75,0.025,0.026,0.039,0.764,0.00,0.00,-0.94,0.00,0.01,resume_reinforce,0,20.11,3.02,0.00,19.95,0.022,0.022,0.0,0.050
43,1749115466.91,75,0.035,0.035,0.045,2.138,0.00,-0.00,-0.94,-0.00,0.03,none,0,20.34,3.07,0.00,19.89,0.021,0.021,0.0,0.050
44,1749115466.96,73,1.271,0.882,1.413,192.323,0.00,-0.00,-0.94,-0.00,0.07,none,0,20.53,3.11,0.00,19.97,0.022,0.022,0.0,0.050
45,1749115467.01,74,2.030,1.513,2.376,129.127,0.01,-0.00,-0.95,-0.00,0.18,none,0,21.46,3.29,0.00,19.95,0.022,0.022,0.0,0.050
46,1749115467.06,74,2.603,2.025,2.992,93.089,0.02,-0.00,-0.95,-0.00,0.28,none,0,22.50,3.50,0.00,19.94,0.023,0.023,0.0,0.050
47,1749115467.11,75,3.014,2.362,3.391,62.331,0.03,-0.00,-0.96,-0.00,0.37,none,0,23.35,3.67,0.00,19.78,0.020,0.020,0.0,0.051
48,1749115467.16,75,3.223,2.536,3.600,29.938,0.05,-0.00,-0.97,-0.00,0.45,none,0,24.24,3.85,0.00,19.84,0.020,0.020,0.0,0.050
49,1749115467.21,75,3.336,2.608,3.715,12.197,0.07,-0.00,-0.98,-0.00,0.54,none,0,25.12,4.02,0.00,19.97,0.022,0.022,0.0,0.050
50,1749115467.26,75,3.390,2.618,3.770,10.113,0.10,-0.00,-1.00,-0.00,0.61,none,0,25.83,4.17,0.00,19.96,0.020,0.020,0.0,0.050
51,1749115467.31,75,3.509,2.681,3.928,16.175,0.13,-0.00,-1.01,-0.00,0.69,none,0,26.65,4.33,0.00,19.81,0.022,0.022,0.0,0.050
52,1749115467.36,75,3.667,2.783,4.121,20.539,0.16,-0.00,-1.02,-0.00,0.76,none,0,27.37,4.47,0.00,19.96,0.022,0.022,0.0,0.050
53,1749115467.41,75,3.852,2.900,4.333,23.849,0.20,-0.00,-1.02,-0.00,0.84,none,0,28.11,4.62,0.00,19.97,0.023,0.023,0.0,0.050
54,1749115467.46,75,2.789,2.173,3.173,26.048,0.25,-0.00,-1.03,-0.00,0.91,none,0,28.78,4.76,0.00,19.84,0.021,0.021,0.0,0.050
55,1749115467.51,75,2.270,1.714,2.470,29.424,0.29,-0.00,-1.04,-0.00,0.97,none,0,29.52,4.90,0.00,19.87,0.023,0.023,0.0,0.050
56,1749115467.56,75,1.942,1.359,2.116,30.554,0.34,-0.00,-1.04,-0.00,1.04,none,0,30.15,5.03,0.00,19.91,0.021,0.021,0.0,0.050
57,1749115467.61,75,1.746,1.173,1.977,26.180,0.40,-0.00,-1.05,-0.00,1.10,none,0,30.82,5.16,0.00,19.96,0.023,0.023,0.0,0.050
58,1749115467.66,75,1.790,1.160,2.112,34.755,0.45,-0.00,-1.05,-0.00,1.16,none,0,31.39,5.28,0.00,19.90,0.025,0.025,0.0,0.050
59,1749115467.71,75,1.952,1.239,2.297,30.297,0.51,-0.00,-1.06,-0.00,1.21,none,0,31.99,5.40,0.00,19.81,0.026,0.026,0.0,0.050
60,1749115467.76,75,2.132,1.370,2.551,33.967,0.57,-0.00,-1.06,-0.00,1.27,none,0,32.47,5.49,0.00,19.79,0.023,0.023,0.0,0.051
61,1749115467.81,74,2.281,1.442,2.668,35.008,0.64,-0.00,-1.06,-0.00,1.32,none,0,32.98,5.60,0.00,19.86,0.020,0.020,0.0,0.050
62,1749115467.86,74,2.537,1.470,2.768,91.834,0.71,-0.00,-1.06,-0.00,1.36,none,0,33.46,5.69,0.00,19.81,0.023,0.023,0.0,0.050
63,1749115467.91,74,2.728,1.475,2.805,76.776,0.77,-0.00,-1.06,-0.00,1.40,none,0,33.88,5.78,0.00,19.96,0.023,0.023,0.0,0.050
64,1749115467.96,73,2.864,1.472,2.886,41.781,0.85,-0.00,-1.07,-0.00,1.44,none,0,34.30,5.86,0.00,19.97,0.022,0.022,0.0,0.050
65,1749115468.01,75,3.007,1.416,2.868,64.347,0.92,-0.00,-1.07,-0.00,1.48,none,0,34.71,5.94,0.00,19.88,0.024,0.024,0.0,0.050
66,1749115468.06,74,3.078,1.363,2.796,37.632,1.00,-0.00,-1.07,-0.00,1.52,none,0,35.03,6.01,0.00,19.90,0.021,0.021,0.0,0.050
67,1749115468.11,68,3.309,1.319,2.815,45.397,1.08,-0.00,-1.07,-0.00,1.55,none,0,35.39,6.08,0.00,19.93,0.023,0.023,0.0,0.050
68,1749115468.16,73,3.594,1.271,2.721,47.885,1.15,-0.00,-1.07,-0.00,1.58,none,0,35.71,6.14,0.00,19.86,0.023,0.023,0.0,0.050
69,1749115468.21,74,3.740,1.209,2.647,45.601,1.23,-0.00,-1.07,-0.00,1.61,none,0,35.99,6.20,0.00,19.96,0.022,0.022,0.0,0.050
70,1749115468.26,73,4.023,1.175,2.574,54.481,1.31,-0.00,-1.07,-0.00,1.64,none,0,36.26,6.25,0.00,19.87,0.022,0.022,0.0,0.050
71,1749115468.31,74,4.177,1.132,2.540,45.758,1.39,-0.00,-1.07,-0.00,1.66,none,0,36.54,6.31,0.00,19.80,0.026,0.026,0.0,0.051
72,1749115468.36,75,4.196,1.086,2.438,49.900,1.48,0.00,-1.07,-0.00,1.68,none,0,36.74,6.35,0.00,19.91,0.021,0.021,0.0,0.050
73,1749115468.41,74,4.203,1.055,2.443,45.670,1.57,0.00,-1.07,-0.00,1.70,none,0,36.97,6.39,0.00,19.93,0.022,0.022,0.0,0.050
74,1749115468.46,74,4.284,1.023,2.380,49.491,1.65,0.00,-1.07,-0.00,1.72,none,0,37.17,6.43,0.00,19.78,0.023,0.023,0.0,0.051
