frame,time,features,flow_left,flow_center,flow_right,speed
2,1748955430.68,150,0.170,0.146,0.009,0.07
3,1748955430.79,150,0.229,0.178,0.010,0.05
4,1748955430.90,150,0.228,0.181,0.011,0.04
5,1748955430.99,150,0.209,0.163,0.011,1.84
6,1748955433.12,150,5.803,2.395,9.961,1.85
7,1748955433.22,143,8.253,4.212,12.405,1.81
8,1748955433.33,149,11.637,6.352,14.555,1.80
9,1748955433.45,132,13.782,7.680,16.496,1.80
10,1748955433.56,149,15.639,8.290,17.867,1.82
11,1748955433.68,138,11.486,6.339,9.524,1.84
12,1748955433.80,144,10.059,4.644,8.760,1.86
13,1748955433.92,149,7.307,2.652,8.183,1.88
14,1748955434.03,146,5.729,1.504,7.693,1.89
15,1748955434.14,147,4.500,1.108,7.236,1.90
16,1748955434.26,147,3.635,1.033,6.551,1.91
17,1748955434.36,148,3.011,1.066,5.721,1.92
18,1748955434.47,150,2.689,1.145,5.050,1.93
19,1748955434.58,150,2.428,1.112,4.598,1.94
20,1748955434.69,150,2.136,1.035,4.678,1.94
21,1748955434.80,150,1.910,0.950,4.780,1.95
22,1748955434.91,150,1.883,0.923,4.923,1.95
23,1748955435.02,150,1.974,0.831,5.188,1.96
24,1748955435.13,150,2.023,0.791,5.142,1.96
25,1748955435.24,150,2.087,0.775,5.023,1.96
26,1748955435.35,150,2.171,0.765,5.015,1.96
27,1748955435.47,150,2.280,0.769,5.171,1.97
28,1748955435.58,150,2.285,0.733,5.109,1.97
29,1748955435.68,150,2.334,0.712,5.095,1.97
30,1748955435.79,149,2.262,0.703,5.145,1.97
31,1748955435.91,150,2.225,0.720,5.229,1.97
32,1748955436.02,150,2.084,0.704,4.914,1.97
33,1748955436.14,150,1.991,0.695,4.633,1.97
34,1748955436.25,150,1.872,0.711,4.521,1.97
35,1748955436.36,150,1.875,0.716,4.273,1.97
36,1748955436.46,150,1.771,0.669,3.768,1.97
37,1748955436.58,150,1.774,0.640,3.592,1.98
38,1748955436.69,149,1.762,0.600,3.433,1.98
39,1748955436.79,150,1.770,0.560,3.298,1.98
40,1748955436.91,150,1.795,0.529,3.329,1.98
41,1748955437.01,150,1.838,0.515,3.369,1.98
42,1748955437.13,150,1.870,0.501,3.263,1.98
43,1748955437.24,150,1.985,0.526,3.231,1.98
44,1748955437.35,149,2.085,0.541,3.207,1.98
45,1748955437.46,150,2.144,0.543,3.141,1.98
46,1748955437.57,150,2.209,0.567,3.197,1.98
47,1748955437.68,149,2.215,0.582,3.251,1.98
48,1748955437.79,150,2.199,0.590,3.136,1.98
49,1748955437.90,150,2.240,0.592,2.911,1.98
50,1748955438.02,150,2.258,0.614,2.837,1.98
51,1748955438.13,150,2.134,0.625,2.572,1.98
52,1748955438.25,150,2.038,0.649,2.454,1.98
53,1748955438.35,149,1.903,0.674,2.431,1.98
54,1748955438.46,149,1.750,0.718,2.561,1.98
55,1748955438.57,150,1.624,0.748,2.631,1.98
56,1748955438.69,150,1.703,0.783,2.868,1.98
57,1748955438.85,150,1.983,0.878,3.253,1.98
58,1748955438.98,146,2.155,0.901,3.379,1.98
59,1748955439.09,149,2.171,0.880,3.266,1.98
60,1748955439.21,148,2.263,0.888,3.215,1.98
61,1748955439.31,149,2.210,0.872,3.027,1.98
62,1748955439.42,150,1.967,0.785,2.644,1.98
63,1748955439.53,150,1.819,0.775,2.510,1.98
64,1748955439.63,150,1.852,0.817,2.544,1.98
65,1748955439.74,149,1.793,0.819,2.479,1.98
66,1748955439.85,150,1.815,0.832,2.500,1.98
67,1748955439.96,149,1.870,0.898,2.561,1.98
68,1748955440.06,150,1.918,0.944,2.636,1.98
69,1748955440.18,150,1.979,0.962,2.748,1.98
70,1748955440.29,150,2.088,0.992,2.857,1.98
71,1748955440.41,150,2.222,1.018,3.060,1.98
72,1748955440.52,148,2.240,1.004,3.143,1.98
73,1748955440.63,149,2.282,0.995,3.210,1.98
74,1748955440.74,150,2.318,1.010,3.259,1.98
75,1748955440.85,150,2.309,1.043,3.309,1.98
76,1748955440.96,150,2.329,1.104,3.370,1.98
77,1748955441.07,149,2.400,1.131,3.484,1.98
78,1748955441.19,150,2.567,1.203,3.736,1.98
79,1748955441.31,148,2.631,1.296,3.881,1.98
80,1748955441.43,148,2.802,1.300,4.227,1.98
81,1748955441.55,150,2.926,1.307,4.508,1.98
82,1748955441.67,133,3.156,1.317,4.902,1.98
83,1748955441.78,127,3.170,1.272,5.194,1.98
84,1748955441.89,138,3.377,1.234,5.509,1.98
85,1748955442.01,150,3.419,1.246,5.562,1.98
86,1748955442.11,146,3.577,1.256,5.884,1.98
87,1748955442.22,147,3.595,1.265,6.073,1.98
88,1748955442.34,140,3.830,1.320,6.497,1.98
89,1748955442.45,134,4.009,1.378,7.202,1.98
90,1748955442.56,142,4.367,1.415,8.326,1.98
91,1748955442.66,139,4.544,1.457,9.462,1.98
92,1748955442.77,127,4.943,1.615,11.752,1.98
93,1748955442.87,119,5.581,1.960,12.121,1.98
94,1748955442.98,141,6.710,2.350,13.583,1.98
95,1748955443.09,108,8.700,3.310,15.109,1.98
96,1748955443.21,108,10.431,4.874,16.381,1.98
97,1748955443.32,148,12.266,6.486,17.139,1.98
98,1748955443.43,147,14.683,8.668,19.417,1.98
99,1748955443.53,147,16.732,11.055,20.556,1.98
100,1748955443.63,123,18.813,13.888,20.933,1.98
101,1748955443.73,105,23.754,16.633,22.161,1.98
102,1748955443.83,67,34.446,23.247,23.338,1.98
103,1748955445.45,2,36.690,20.441,21.814,1.98
104,1748955445.54,53,33.913,21.441,18.565,0.36
