frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749107081.37,75,0.033,0.048,0.061,2.889,0.00,0.00,-0.95,0.00,0.07,none,1,20.61,3.12,0.00,19.92,0.022,0.022,0.0,0.051
3,1749107081.42,75,0.044,0.056,0.081,1.527,0.00,0.00,-0.95,0.00,0.08,none,0,20.77,3.15,0.00,19.91,0.022,0.022,0.0,0.051
4,1749107081.47,75,0.069,0.065,0.108,2.459,0.00,0.00,-0.95,0.00,0.07,none,0,20.77,3.15,0.00,19.84,0.023,0.023,0.0,0.051
5,1749107081.52,75,0.083,0.067,0.117,2.231,0.00,0.00,-0.94,0.00,0.07,none,0,20.70,3.14,0.00,19.88,0.023,0.023,0.0,0.051
6,1749107081.57,75,0.088,0.072,0.117,2.318,0.00,0.00,-0.94,0.00,0.06,none,0,20.60,3.12,0.00,19.91,0.022,0.022,0.0,0.051
7,1749107081.62,75,0.101,0.079,0.135,2.297,0.00,0.00,-0.94,0.00,0.05,none,0,20.50,3.10,0.00,19.97,0.025,0.025,0.0,0.052
8,1749107081.68,75,0.107,0.077,0.136,1.575,0.00,0.00,-0.93,0.00,0.04,none,0,20.42,3.08,0.00,19.94,0.024,0.024,0.0,0.051
9,1749107081.73,75,0.096,0.070,0.120,1.480,0.00,0.00,-0.93,0.00,0.03,none,0,20.35,3.07,0.00,19.80,0.021,0.021,0.0,0.051
10,1749107081.78,75,0.081,0.062,0.109,1.367,0.00,0.00,-0.93,0.00,0.03,none,0,20.28,3.06,0.00,19.76,0.022,0.022,0.0,0.052
11,1749107081.83,75,0.066,0.051,0.098,0.888,0.00,0.00,-0.93,0.00,0.02,none,0,20.21,3.04,0.00,19.88,0.023,0.023,0.0,0.051
12,1749107081.89,75,0.053,0.041,0.083,1.392,0.00,0.00,-0.93,0.00,0.01,none,0,20.17,3.03,0.00,19.86,0.023,0.023,0.0,0.051
13,1749107081.94,75,0.045,0.035,0.069,0.790,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.93,0.024,0.024,0.0,0.051
14,1749107081.99,75,0.038,0.032,0.058,0.591,0.00,0.00,-0.93,0.00,0.01,none,0,20.08,3.02,0.00,19.92,0.023,0.023,0.0,0.051
15,1749107082.04,75,0.031,0.029,0.048,0.606,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.84,0.021,0.021,0.0,0.051
