frame,time,features,flow_left,flow_center,flow_right,speed
2,1748958670.91,150,0.171,0.089,0.132,0.07
3,1748958671.02,150,0.224,0.115,0.177,0.06
4,1748958671.12,150,0.219,0.115,0.173,0.04
5,1748958671.22,150,0.192,0.101,0.147,1.84
6,1748958673.33,150,14.301,3.922,18.442,1.84
7,1748958673.45,141,12.055,4.876,16.250,1.79
8,1748958673.56,147,15.688,6.115,16.628,1.78
9,1748958673.67,133,13.209,5.316,14.993,1.78
10,1748958673.77,149,11.520,5.038,11.543,1.80
11,1748958673.88,139,9.107,3.633,8.815,1.81
12,1748958673.99,131,6.969,2.399,7.253,1.84
13,1748958674.10,148,5.633,1.500,6.299,1.86
14,1748958674.22,144,4.481,1.076,6.757,1.87
15,1748958674.33,147,3.643,0.881,5.157,1.89
16,1748958674.44,147,3.350,0.823,4.036,1.90
17,1748958674.54,149,2.984,0.730,3.477,1.91
18,1748958674.66,148,2.535,0.721,3.385,1.92
19,1748958674.77,149,2.107,0.699,3.418,1.93
20,1748958674.88,150,2.031,0.687,3.717,1.94
21,1748958674.99,150,1.930,0.627,3.505,1.94
22,1748958675.10,150,1.925,0.616,3.404,1.95
23,1748958675.20,150,1.919,0.614,3.394,1.95
24,1748958675.31,149,1.917,0.603,3.415,1.96
25,1748958675.41,150,2.003,0.604,3.487,1.96
26,1748958675.51,150,2.082,0.586,3.335,1.96
27,1748958675.62,150,2.130,0.626,3.408,1.96
28,1748958675.72,150,2.108,0.603,3.440,1.97
29,1748958675.84,150,2.197,0.623,3.407,1.97
30,1748958675.94,150,2.040,0.617,3.294,1.97
31,1748958676.04,150,1.924,0.608,3.086,1.97
32,1748958676.14,150,1.839,0.644,2.962,1.97
33,1748958676.26,150,1.858,0.687,2.933,1.97
34,1748958676.37,150,1.778,0.678,2.674,1.97
35,1748958676.49,150,1.898,0.767,2.751,1.97
36,1748958676.61,150,1.932,0.802,2.730,1.97
37,1748958676.73,150,1.963,0.775,2.511,1.97
38,1748958676.84,149,1.915,0.721,2.361,1.98
39,1748958676.95,149,1.896,0.705,2.221,1.98
40,1748958677.06,150,1.832,0.702,2.190,1.98
41,1748958677.16,150,1.852,0.701,2.114,1.98
42,1748958677.27,150,1.878,0.735,2.070,1.98
43,1748958677.38,150,1.938,0.780,2.027,1.98
44,1748958677.49,150,2.058,0.773,1.974,1.98
45,1748958677.59,149,2.136,0.781,1.971,1.98
46,1748958677.70,150,2.207,0.813,1.970,1.98
47,1748958677.81,150,2.134,0.845,2.006,1.98
48,1748958677.92,149,2.049,0.858,1.996,1.98
49,1748958678.02,150,2.114,0.879,1.785,1.98
50,1748958678.12,150,2.111,0.839,1.591,1.98
51,1748958678.23,150,2.095,0.908,1.664,1.98
52,1748958678.35,150,1.910,0.985,1.601,1.98
53,1748958678.46,150,1.828,1.041,1.663,1.98
54,1748958678.57,149,1.702,1.000,1.711,1.98
55,1748958678.68,149,1.656,0.991,1.809,1.98
56,1748958678.79,150,1.629,0.993,1.884,1.98
57,1748958678.90,150,1.784,1.101,2.029,1.98
58,1748958679.02,150,1.891,1.173,2.053,1.98
59,1748958679.12,147,1.851,1.144,1.935,1.98
60,1748958679.23,147,2.000,1.232,1.816,1.98
61,1748958679.34,149,1.887,1.148,1.707,1.98
62,1748958679.44,149,1.756,1.126,1.671,1.98
63,1748958679.55,149,1.732,1.167,1.631,1.98
64,1748958679.66,150,1.729,1.282,1.652,1.98
65,1748958679.77,150,1.836,1.412,1.693,1.98
66,1748958679.87,150,1.782,1.437,1.644,1.98
67,1748958679.98,149,1.774,1.516,1.654,1.98
68,1748958680.09,150,1.918,1.627,1.800,1.98
69,1748958680.21,149,2.122,1.856,1.971,1.98
70,1748958680.32,150,2.154,1.896,1.978,1.98
71,1748958680.43,150,2.182,1.911,1.969,1.98
72,1748958680.55,148,2.277,2.088,2.045,1.98
73,1748958680.67,150,2.289,2.168,2.084,1.98
74,1748958680.77,147,2.201,2.120,2.057,1.98
75,1748958680.89,149,2.393,2.221,2.247,1.98
76,1748958681.00,150,2.347,2.311,2.203,1.98
77,1748958681.11,150,2.439,2.544,2.292,1.98
78,1748958681.22,150,2.379,2.542,2.353,1.98
79,1748958681.33,150,2.577,2.767,2.530,1.98
80,1748958681.44,150,2.573,2.880,2.594,1.98
81,1748958681.55,147,2.746,3.023,2.783,1.98
82,1748958681.66,150,2.678,3.148,2.722,1.98
83,1748958681.77,150,2.880,3.627,3.005,1.98
84,1748958681.88,139,3.009,3.849,3.248,1.98
85,1748958682.00,133,3.260,4.586,3.618,1.98
86,1748958682.13,137,3.612,4.599,3.844,1.98
87,1748958682.24,147,3.592,4.745,3.786,1.98
88,1748958682.36,148,3.852,4.237,4.107,1.98
89,1748958682.48,146,4.100,3.754,4.608,1.98
90,1748958683.61,120,9.582,13.838,11.761,0.54
91,1748958683.72,145,9.762,9.433,9.660,0.46
92,1748958683.84,134,9.221,6.755,7.906,0.45
93,1748958683.95,94,32.595,29.083,26.898,0.54
94,1748958684.06,148,36.068,35.841,29.652,0.69
95,1748958684.17,149,24.813,22.093,19.522,0.85
96,1748958684.28,145,15.338,13.226,13.972,0.99
97,1748958684.39,119,11.769,10.295,12.432,1.12
98,1748958684.50,137,10.784,10.393,13.260,1.23
99,1748958684.60,147,10.709,12.079,14.719,1.33
100,1748958684.71,149,10.516,12.730,16.342,1.42
101,1748958684.81,146,10.544,16.101,18.441,1.50
102,1748958684.92,112,10.325,15.259,19.525,1.56
103,1748958685.02,123,13.632,15.757,19.879,1.62
104,1748958685.12,87,16.505,14.928,22.193,1.67
105,1748958685.22,76,21.913,15.119,28.163,1.72
106,1748958685.32,86,30.732,17.788,27.864,1.75
107,1748958685.41,77,54.778,32.324,37.198,0.68
108,1748958687.03,13,138.801,92.379,106.721,0.88
109,1748958688.13,49,98.706,68.785,75.927,0.25
110,1748958689.23,103,66.168,90.039,68.023,0.06
111,1748958690.33,33,89.444,97.955,79.274,0.05
