frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749147253.13,75,0.038,0.046,0.055,2.466,0.00,0.00,-0.96,0.00,0.05,none,1,0,20.55,3.11,0.00,14.24,0.023,0.023,0.0,0.070
3,1749147253.17,75,0.038,0.044,0.062,1.585,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.72,3.14,0.00,19.88,0.022,0.022,0.0,0.050
4,1749147253.22,75,0.055,0.054,0.090,2.316,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.78,3.16,0.00,19.90,0.022,0.022,0.0,0.050
5,1749147253.27,75,0.067,0.058,0.103,2.270,0.00,0.00,-0.94,0.00,0.07,none,0,0,20.74,3.15,0.00,19.91,0.020,0.020,0.0,0.050
6,1749147253.32,75,0.074,0.062,0.111,2.374,0.00,0.00,-0.94,0.00,0.06,none,0,0,20.66,3.13,0.00,19.83,0.020,0.020,0.0,0.050
7,1749147253.37,75,0.082,0.065,0.114,2.371,0.00,0.00,-0.94,0.00,0.05,none,0,0,20.57,3.11,0.00,19.78,0.021,0.021,0.0,0.051
8,1749147253.42,75,0.081,0.066,0.113,1.929,0.00,0.00,-0.94,0.00,0.04,none,0,0,20.48,3.10,0.00,19.92,0.019,0.019,0.0,0.050
9,1749147253.47,75,0.082,0.063,0.111,1.552,0.00,0.00,-0.93,0.00,0.04,none,0,0,20.40,3.08,0.00,19.83,0.020,0.020,0.0,0.050
10,1749147253.52,75,0.078,0.062,0.109,1.398,0.00,0.00,-0.93,0.00,0.03,none,0,0,20.33,3.07,0.00,19.82,0.020,0.020,0.0,0.050
11,1749147253.57,75,0.074,0.059,0.105,1.079,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.26,3.05,0.00,19.95,0.021,0.021,0.0,0.050
12,1749147253.62,75,0.074,0.058,0.104,0.940,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.20,3.04,0.00,19.88,0.020,0.020,0.0,0.050
13,1749147253.67,75,0.073,0.058,0.105,1.400,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.15,3.03,0.00,19.91,0.023,0.023,0.0,0.050
14,1749147253.72,75,0.068,0.053,0.094,0.699,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,3.02,0.00,19.78,0.019,0.019,0.0,0.051
15,1749147253.77,75,0.060,0.048,0.084,0.613,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.07,3.01,0.00,19.89,0.021,0.021,0.0,0.050
16,1749147253.82,75,0.052,0.043,0.073,0.742,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.04,3.01,0.00,19.84,0.019,0.019,0.0,0.050
17,1749147253.87,75,0.041,0.036,0.063,0.370,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.01,3.00,0.00,19.79,0.020,0.020,0.0,0.051
18,1749147253.92,75,0.036,0.031,0.055,0.320,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.01,3.00,0.00,19.91,0.019,0.019,0.0,0.050
19,1749147253.97,75,0.027,0.028,0.047,0.313,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.04,3.01,0.00,19.82,0.022,0.022,0.0,0.050
20,1749147254.02,75,0.024,0.024,0.041,0.366,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.05,3.01,0.00,19.85,0.021,0.021,0.0,0.050
21,1749147254.07,75,0.022,0.023,0.036,0.461,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.07,3.01,0.00,19.89,0.023,0.023,0.0,0.050
22,1749147254.12,75,0.020,0.022,0.035,0.484,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.09,3.02,0.00,19.75,0.022,0.022,0.0,0.051
23,1749147254.17,75,0.020,0.021,0.030,0.554,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.10,3.02,0.00,19.96,0.020,0.020,0.0,0.050
24,1749147254.22,75,0.018,0.020,0.029,0.613,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,3.02,0.00,19.95,0.023,0.023,0.0,0.050
25,1749147254.27,75,0.018,0.019,0.028,0.443,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,3.02,0.00,19.94,0.020,0.020,0.0,0.050
26,1749147254.32,75,0.018,0.020,0.030,1.157,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.12,3.02,0.00,19.78,0.022,0.022,0.0,0.051
27,1749147254.37,75,0.019,0.020,0.031,0.548,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.12,3.02,0.00,19.97,0.022,0.022,0.0,0.050
28,1749147254.42,75,0.019,0.021,0.032,0.506,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.13,3.03,0.00,19.92,0.022,0.022,0.0,0.050
29,1749147254.47,75,0.021,0.022,0.033,0.512,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.13,3.03,0.00,19.93,0.022,0.022,0.0,0.050
30,1749147254.52,75,0.022,0.023,0.034,0.661,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.13,3.03,0.00,19.94,0.022,0.022,0.0,0.050
31,1749147254.57,75,0.021,0.023,0.035,0.559,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.13,3.03,0.00,19.88,0.021,0.021,0.0,0.050
32,1749147254.62,75,0.022,0.023,0.036,0.829,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.13,3.03,0.00,19.87,0.020,0.020,0.0,0.050
33,1749147254.68,75,0.022,0.023,0.037,0.554,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.81,0.021,0.021,0.0,0.050
34,1749147254.73,75,0.021,0.023,0.037,0.541,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.97,0.025,0.025,0.0,0.050
35,1749147254.78,75,0.023,0.024,0.039,0.752,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.95,0.029,0.029,0.0,0.050
36,1749147254.83,75,0.023,0.024,0.036,0.563,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.83,0.022,0.022,0.0,0.050
37,1749147254.88,75,0.023,0.024,0.037,0.655,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.96,0.024,0.024,0.0,0.050
38,1749147254.93,75,0.024,0.024,0.036,0.619,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,3.02,0.00,19.84,0.022,0.022,0.0,0.050
39,1749147254.98,75,0.024,0.024,0.038,0.673,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,3.02,0.00,19.86,0.022,0.022,0.0,0.050
40,1749147255.03,75,0.024,0.023,0.037,0.431,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,3.02,0.00,19.89,0.021,0.021,0.0,0.050
41,1749147255.08,75,0.024,0.023,0.037,0.524,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,3.02,0.00,19.80,0.022,0.022,0.0,0.051
42,1749147255.13,75,0.025,0.022,0.036,0.614,0.00,0.00,-0.94,-0.00,0.00,resume_reinforce,0,0,20.11,3.02,0.00,19.88,0.022,0.022,0.0,0.050
43,1749147255.18,75,0.104,0.085,0.117,12.521,0.00,-0.00,-0.94,-0.00,0.03,none,0,0,20.34,3.07,0.00,19.86,0.024,0.024,0.0,0.050
44,1749147255.23,74,1.267,0.885,1.438,198.308,0.13,-0.00,-0.89,-0.00,0.09,brake,0,1,20.44,3.09,0.00,0.95,0.023,0.023,0.0,1.052
45,1749147256.28,74,3.125,2.005,2.658,15.150,0.13,-0.00,-0.88,-0.00,0.08,resume,0,0,20.85,3.17,0.00,19.83,0.020,0.020,0.0,0.050
46,1749147256.33,75,3.360,2.202,2.924,36.180,0.14,-0.00,-0.88,-0.00,0.09,none,0,0,20.86,3.17,0.00,19.92,0.023,0.023,0.0,0.050
47,1749147256.38,73,4.655,3.089,4.361,213.202,0.14,-0.00,-0.88,-0.00,0.15,none,0,0,21.27,3.25,0.00,19.97,0.023,0.023,0.0,0.050
48,1749147256.43,73,5.488,3.762,5.342,128.121,0.15,-0.00,-0.89,-0.00,0.25,none,0,0,22.18,3.44,0.00,19.89,0.023,0.023,0.0,0.050
49,1749147256.48,75,6.079,4.234,5.925,84.846,0.16,-0.00,-0.90,-0.00,0.35,none,0,0,23.18,3.64,0.00,19.95,0.023,0.023,0.0,0.050
50,1749147256.53,75,6.482,4.556,6.306,57.425,0.18,-0.00,-0.91,-0.00,0.44,none,0,0,24.10,3.82,0.00,19.79,0.023,0.023,0.0,0.051
51,1749147256.58,75,6.721,4.746,6.533,31.747,0.20,-0.00,-0.92,-0.00,0.52,none,0,0,24.89,3.98,0.00,19.86,0.021,0.021,0.0,0.050
52,1749147256.63,74,6.830,4.832,6.651,19.124,0.23,-0.00,-0.94,-0.00,0.60,none,0,0,25.68,4.14,0.00,19.95,0.022,0.022,0.0,0.050
53,1749147256.68,75,6.820,4.784,6.641,11.175,0.25,-0.00,-0.95,-0.00,0.67,none,0,0,26.40,4.28,0.00,19.97,0.021,0.021,0.0,0.050
54,1749147256.73,75,5.777,4.050,5.446,14.585,0.29,-0.00,-0.96,-0.00,0.74,none,0,0,27.14,4.43,0.00,19.96,0.020,0.020,0.0,0.050
55,1749147256.78,75,4.097,3.036,4.422,21.146,0.33,-0.00,-0.97,-0.00,0.81,none,0,0,27.86,4.57,0.00,19.97,0.022,0.022,0.0,0.050
56,1749147256.83,75,4.037,2.951,4.368,23.276,0.37,-0.00,-0.98,-0.00,0.88,none,0,0,28.53,4.71,0.00,19.89,0.022,0.022,0.0,0.050
57,1749147256.88,75,2.989,2.218,3.191,30.102,0.41,-0.00,-0.99,-0.00,0.94,none,0,0,29.21,4.84,0.00,19.93,0.021,0.021,0.0,0.050
