frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749072736.95,75,0.030,0.023,0.044,1.259,0.00,0.00,-0.95,0.00,0.07,none,1,35.92,5.18,0.00,19.83,0.030,0.030,0.0,0.051
3,1749072737.00,75,0.042,0.051,0.075,2.123,0.00,0.00,-0.95,0.00,0.08,none,0,36.15,5.23,0.00,19.81,0.023,0.023,0.0,0.053
4,1749072737.05,75,0.066,0.064,0.102,2.539,0.00,0.00,-0.95,0.00,0.08,none,0,36.16,5.23,0.00,19.78,0.020,0.020,0.0,0.052
5,1749072737.11,75,0.079,0.065,0.114,2.073,0.00,0.00,-0.94,0.00,0.07,none,0,36.05,5.21,0.00,19.98,0.022,0.022,0.0,0.051
6,1749072737.16,75,0.085,0.070,0.117,2.323,0.00,0.00,-0.94,0.00,0.06,none,0,35.92,5.18,0.00,19.92,0.022,0.022,0.0,0.051
7,1749072737.21,75,0.099,0.081,0.136,2.240,0.00,0.00,-0.94,0.00,0.05,none,0,35.77,5.15,0.00,19.83,0.023,0.023,0.0,0.051
8,1749072737.26,75,0.102,0.075,0.137,1.723,0.00,0.00,-0.93,0.00,0.04,none,0,35.64,5.13,0.00,19.79,0.024,0.024,0.0,0.051
9,1749072737.31,75,0.092,0.068,0.124,1.446,0.00,0.00,-0.93,0.00,0.03,none,0,35.53,5.11,0.00,19.78,0.023,0.023,0.0,0.052
10,1749072737.36,75,0.080,0.062,0.112,1.341,0.00,0.00,-0.93,0.00,0.03,none,0,35.43,5.09,0.00,19.86,0.025,0.025,0.0,0.051
11,1749072737.42,75,0.065,0.051,0.099,0.882,0.00,0.00,-0.93,0.00,0.02,none,0,35.34,5.07,0.00,19.94,0.023,0.023,0.0,0.051
12,1749072737.47,75,0.053,0.042,0.085,1.341,0.00,0.00,-0.93,0.00,0.02,none,0,35.25,5.05,0.00,19.94,0.024,0.024,0.0,0.052
13,1749072737.52,75,0.045,0.037,0.071,0.629,0.00,0.00,-0.93,0.00,0.01,none,0,35.18,5.04,0.00,19.94,0.023,0.023,0.0,0.051
14,1749072737.57,75,0.038,0.031,0.058,0.567,0.00,0.00,-0.93,0.00,0.01,none,0,35.13,5.03,0.00,19.87,0.020,0.020,0.0,0.051
15,1749072737.62,75,0.031,0.030,0.048,0.680,0.00,0.00,-0.93,0.00,0.00,none,0,35.07,5.01,0.00,19.89,0.022,0.022,0.0,0.051
16,1749072737.67,75,0.027,0.026,0.041,0.394,0.00,0.00,-0.93,0.00,0.00,none,0,35.02,5.00,0.00,19.78,0.023,0.023,0.0,0.052
17,1749072737.73,75,0.022,0.021,0.032,0.370,0.00,0.00,-0.93,0.00,0.00,none,0,35.02,5.00,0.00,19.86,0.020,0.020,0.0,0.051
18,1749072737.78,75,0.018,0.020,0.027,0.283,0.00,0.00,-0.93,0.00,0.00,none,0,35.05,5.01,0.00,19.93,0.024,0.024,0.0,0.051
19,1749072737.83,75,0.014,0.018,0.027,0.350,0.00,0.00,-0.93,0.00,0.01,none,0,35.08,5.02,0.00,19.84,0.022,0.022,0.0,0.051
20,1749072737.88,75,0.014,0.016,0.025,0.530,0.00,0.00,-0.93,0.00,0.01,none,0,35.10,5.02,0.00,19.79,0.021,0.021,0.0,0.052
21,1749072737.93,75,0.014,0.018,0.026,0.553,0.00,0.00,-0.93,0.00,0.01,none,0,35.13,5.03,0.00,19.93,0.023,0.023,0.0,0.051
22,1749072737.98,75,0.016,0.020,0.027,0.468,0.00,0.00,-0.93,0.00,0.01,none,0,35.14,5.03,0.00,19.89,0.023,0.023,0.0,0.052
23,1749072738.04,75,0.018,0.021,0.029,0.540,0.00,0.00,-0.93,0.00,0.01,none,0,35.16,5.03,0.00,19.83,0.023,0.023,0.0,0.052
24,1749072738.09,75,0.021,0.022,0.030,0.541,0.00,0.00,-0.93,0.00,0.01,none,0,35.17,5.03,0.00,19.95,0.021,0.021,0.0,0.052
25,1749072738.14,75,0.021,0.024,0.035,1.124,0.00,0.00,-0.93,0.00,0.01,none,0,35.18,5.04,0.00,19.81,0.023,0.023,0.0,0.052
26,1749072738.19,75,0.023,0.022,0.035,0.410,0.00,0.00,-0.93,0.00,0.01,none,0,35.18,5.04,0.00,19.78,0.027,0.027,0.0,0.052
27,1749072738.24,75,0.023,0.023,0.034,0.549,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.84,0.026,0.026,0.0,0.051
28,1749072738.30,75,0.023,0.023,0.037,0.572,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.77,0.023,0.023,0.0,0.051
