frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749106866.22,75,0.033,0.021,0.033,1.054,0.00,0.00,-0.96,0.00,0.06,none,1,20.55,3.11,0.00,19.91,0.024,0.024,0.0,0.051
3,1749106866.27,75,0.052,0.050,0.071,1.856,0.00,0.00,-0.95,0.00,0.08,none,0,20.77,3.15,0.00,19.81,0.024,0.024,0.0,0.052
4,1749106866.32,75,0.065,0.059,0.099,2.334,0.00,0.00,-0.95,0.00,0.08,none,0,20.77,3.15,0.00,19.92,0.025,0.025,0.0,0.051
5,1749106866.37,75,0.080,0.062,0.112,2.378,0.00,0.00,-0.94,0.00,0.07,none,0,20.71,3.14,0.00,19.92,0.023,0.023,0.0,0.051
6,1749106866.42,75,0.083,0.066,0.116,2.227,0.00,0.00,-0.94,0.00,0.06,none,0,20.62,3.12,0.00,19.88,0.024,0.024,0.0,0.052
7,1749106866.47,75,0.100,0.078,0.135,1.920,0.00,0.00,-0.94,0.00,0.05,none,0,20.50,3.10,0.00,19.79,0.034,0.034,0.0,0.052
8,1749106866.53,75,0.104,0.077,0.138,2.465,0.00,0.00,-0.94,0.00,0.04,none,0,20.43,3.09,0.00,19.94,0.025,0.025,0.0,0.051
9,1749106866.58,75,0.103,0.070,0.123,1.426,0.00,0.00,-0.93,0.00,0.03,none,0,20.36,3.07,0.00,19.78,0.021,0.021,0.0,0.051
10,1749106866.63,75,0.086,0.065,0.110,1.271,0.00,0.00,-0.93,0.00,0.03,none,0,20.29,3.06,0.00,19.94,0.022,0.022,0.0,0.051
11,1749106866.68,75,0.074,0.056,0.098,1.028,0.00,0.00,-0.93,0.00,0.02,none,0,20.23,3.05,0.00,19.81,0.022,0.022,0.0,0.051
12,1749106866.73,75,0.058,0.047,0.080,0.893,0.00,0.00,-0.93,0.00,0.02,none,0,20.17,3.03,0.00,19.75,0.020,0.020,0.0,0.052
