frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749221055.34,75,0.021,0.025,0.045,1.424,0.00,0.00,-0.96,0.00,0.05,none,1,0,1,20.55,2.03,0.00,15.06,0.017,0.002,0.0,0.066
3,1749221055.37,75,0.039,0.034,0.057,1.557,0.00,0.00,-0.95,0.00,0.08,none,0,0,1,20.74,2.04,0.00,19.84,0.021,0.002,0.0,0.050
4,1749221055.42,75,0.057,0.051,0.083,2.280,0.00,0.00,-0.95,0.00,0.08,none,0,0,1,20.78,2.04,0.00,19.91,0.017,0.002,0.0,0.050
5,1749221055.47,75,0.066,0.056,0.103,2.598,0.00,0.00,-0.95,0.00,0.07,none,0,0,1,20.74,2.04,0.00,19.90,0.017,0.002,0.0,0.050
6,1749221055.52,75,0.076,0.058,0.110,2.099,0.00,0.00,-0.94,0.00,0.06,none,0,0,1,20.65,2.03,0.00,19.87,0.019,0.002,0.0,0.050
7,1749221055.57,75,0.077,0.063,0.111,2.079,0.00,0.00,-0.94,0.00,0.05,none,0,0,1,20.56,2.03,0.00,19.76,0.019,0.002,0.0,0.051
8,1749221055.62,75,0.081,0.064,0.111,2.078,0.00,0.00,-0.94,0.00,0.04,none,0,0,1,20.47,2.02,0.00,19.96,0.021,0.002,0.0,0.050
9,1749221055.67,75,0.079,0.064,0.108,1.738,0.00,0.00,-0.94,0.00,0.04,none,0,0,1,20.39,2.02,0.00,19.85,0.018,0.002,0.0,0.050
10,1749221055.72,75,0.076,0.062,0.105,1.206,0.00,0.00,-0.93,0.00,0.03,none,0,0,1,20.32,2.02,0.00,19.88,0.019,0.002,0.0,0.050
11,1749221055.77,75,0.074,0.060,0.102,1.213,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.25,2.01,0.00,19.89,0.021,0.002,0.0,0.050
12,1749221055.82,75,0.076,0.061,0.104,1.023,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.20,2.01,0.00,19.87,0.019,0.002,0.0,0.050
13,1749221055.87,75,0.074,0.060,0.103,0.925,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.15,2.01,0.00,19.85,0.021,0.002,0.0,0.050
14,1749221055.92,75,0.067,0.053,0.094,0.578,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.92,0.019,0.002,0.0,0.050
15,1749221055.97,75,0.060,0.048,0.081,0.528,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.07,2.00,0.00,19.83,0.020,0.002,0.0,0.050
16,1749221056.02,75,0.051,0.044,0.070,0.611,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.04,2.00,0.00,19.91,0.019,0.002,0.0,0.050
17,1749221056.07,75,0.045,0.037,0.061,0.463,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.01,2.00,0.00,19.91,0.018,0.002,0.0,0.050
18,1749221056.12,75,0.036,0.031,0.052,0.289,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.02,2.00,0.00,19.96,0.018,0.002,0.0,0.050
19,1749221056.17,75,0.031,0.026,0.045,0.369,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.04,2.00,0.00,19.91,0.022,0.002,0.0,0.050
20,1749221056.22,75,0.027,0.024,0.040,0.466,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.06,2.00,0.00,19.80,0.018,0.002,0.0,0.051
21,1749221056.28,75,0.024,0.022,0.035,0.508,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.07,2.00,0.00,19.84,0.019,0.002,0.0,0.050
22,1749221056.33,75,0.022,0.021,0.032,0.526,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.09,2.00,0.00,19.91,0.019,0.002,0.0,0.050
23,1749221056.38,75,0.020,0.019,0.028,0.368,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.10,2.00,0.00,19.85,0.023,0.002,0.0,0.050
24,1749221056.43,75,0.019,0.020,0.028,0.613,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.89,0.019,0.002,0.0,0.050
25,1749221056.48,75,0.019,0.019,0.028,0.547,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.97,0.022,0.002,0.0,0.050
26,1749221056.53,75,0.018,0.019,0.029,0.500,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.97,0.020,0.002,0.0,0.050
27,1749221056.58,75,0.018,0.021,0.030,0.742,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.93,0.020,0.002,0.0,0.050
28,1749221056.63,75,0.019,0.021,0.032,0.488,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.83,0.020,0.002,0.0,0.050
29,1749221056.68,75,0.019,0.022,0.034,0.784,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.83,0.019,0.002,0.0,0.050
30,1749221056.73,75,0.020,0.023,0.034,0.677,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.87,0.020,0.002,0.0,0.050
