frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
51,1749147929.88,75,6.649,4.734,6.502,30.489,0.21,0.00,-0.92,-0.00,0.52,none,0,0,24.96,3.99,0.00,19.90,0.022,0.022,0.0,0.050
52,1749147929.93,74,6.773,4.811,6.619,19.686,0.24,0.00,-0.94,-0.00,0.60,none,0,0,25.70,4.14,0.00,19.95,0.021,0.021,0.0,0.050
53,1749147929.98,75,6.833,4.820,6.688,11.487,0.26,0.00,-0.95,-0.00,0.67,none,0,0,26.42,4.28,0.00,19.93,0.019,0.019,0.0,0.050
54,1749147930.03,75,5.698,4.024,5.427,15.519,0.30,0.00,-0.96,-0.00,0.74,none,0,0,27.11,4.42,0.00,19.83,0.018,0.018,0.0,0.050
55,1749147930.08,75,4.030,3.020,4.385,20.676,0.34,0.00,-0.97,-0.00,0.81,none,0,0,27.88,4.58,0.00,19.72,0.019,0.019,0.0,0.051
56,1749147930.13,75,4.131,3.070,4.517,24.585,0.38,0.00,-0.98,-0.00,0.88,none,0,0,28.62,4.72,0.00,19.82,0.022,0.022,0.0,0.050
57,1749147930.18,75,2.970,2.282,3.234,30.943,0.42,0.00,-0.99,-0.00,0.95,none,0,0,29.23,4.85,0.00,19.85,0.020,0.020,0.0,0.050
58,1749147930.23,74,2.389,1.719,2.544,29.201,0.47,0.00,-1.00,-0.00,1.01,none,0,0,29.89,4.98,0.00,19.95,0.021,0.021,0.0,0.050
59,1749147930.28,75,2.030,1.376,2.191,28.700,0.52,0.00,-1.00,0.00,1.07,none,0,0,30.57,5.11,0.00,19.97,0.023,0.023,0.0,0.050
60,1749147930.33,75,1.878,1.192,2.089,30.961,0.58,0.00,-1.01,0.00,1.13,none,0,0,31.17,5.23,0.00,19.81,0.022,0.022,0.0,0.050
61,1749147930.38,75,1.898,1.144,2.138,30.857,0.64,0.00,-1.02,0.00,1.19,none,0,0,31.75,5.35,0.00,19.78,0.024,0.024,0.0,0.051
62,1749147930.43,75,2.032,1.219,2.299,33.983,0.70,0.00,-1.02,0.00,1.25,none,0,0,32.27,5.45,0.00,19.84,0.023,0.023,0.0,0.050
63,1749147930.48,73,2.386,1.344,2.469,91.206,0.76,0.00,-1.02,0.00,1.29,none,0,0,32.78,5.56,0.00,19.97,0.023,0.023,0.0,0.050
64,1749147930.53,74,2.561,1.399,2.622,39.722,0.83,0.00,-1.03,0.00,1.34,none,0,0,33.24,5.65,0.00,19.96,0.022,0.022,0.0,0.050
65,1749147930.58,75,2.853,1.433,2.653,73.484,0.90,0.00,-1.03,0.00,1.39,none,0,0,33.73,5.75,0.00,19.97,0.023,0.023,0.0,0.050
66,1749147930.63,75,3.129,1.432,2.662,65.609,0.97,-0.00,-1.03,0.00,1.43,none,0,0,34.16,5.83,0.00,19.92,0.023,0.023,0.0,0.050
67,1749147930.68,72,3.310,1.421,2.651,41.074,1.04,-0.00,-1.03,0.00,1.46,none,0,0,34.53,5.91,0.00,19.84,0.023,0.023,0.0,0.050
68,1749147930.74,75,3.464,1.402,2.560,42.678,1.12,-0.00,-1.04,0.00,1.50,none,0,0,34.89,5.98,0.00,19.92,0.022,0.022,0.0,0.050
69,1749147930.79,73,3.648,1.337,2.528,43.409,1.19,-0.00,-1.04,0.00,1.54,none,0,0,35.24,6.05,0.00,19.91,0.021,0.021,0.0,0.050
70,1749147930.84,75,3.934,1.315,2.491,51.281,1.27,-0.00,-1.04,0.00,1.57,none,0,0,35.56,6.11,0.00,19.94,0.021,0.021,0.0,0.050
71,1749147930.89,75,4.120,1.266,2.435,47.770,1.35,-0.00,-1.04,0.00,1.60,none,0,0,35.87,6.17,0.00,19.88,0.021,0.021,0.0,0.050
72,1749147930.94,72,4.282,1.224,2.389,47.264,1.43,-0.00,-1.04,0.00,1.62,none,0,0,36.12,6.22,0.00,19.79,0.020,0.020,0.0,0.051
73,1749147930.99,75,4.293,1.171,2.382,47.959,1.51,-0.00,-1.04,0.00,1.65,none,0,0,36.40,6.28,0.00,19.93,0.022,0.022,0.0,0.050
74,1749147931.04,75,4.476,1.161,2.366,53.393,2.71,-0.00,-1.16,0.00,0.56,brake,0,1,36.64,6.33,0.00,0.96,0.024,0.024,0.0,1.043
75,1749147932.08,72,6.599,2.447,3.651,26.581,2.74,-0.00,-1.16,0.00,0.52,resume,0,0,25.41,4.08,0.00,19.92,0.021,0.021,0.0,0.050
76,1749147932.13,75,6.454,2.518,3.674,39.722,2.77,-0.00,-1.16,0.00,0.51,none,0,0,25.13,4.03,0.00,19.91,0.022,0.022,0.0,0.050
77,1749147932.18,74,7.785,3.267,4.775,216.759,2.79,-0.00,-1.16,0.00,0.52,none,0,0,25.17,4.03,0.00,19.88,0.023,0.023,0.0,0.050
78,1749147932.23,75,8.357,3.857,5.563,149.799,2.82,-0.00,-1.16,0.00,0.56,none,0,0,25.48,4.10,0.00,19.88,0.021,0.021,0.0,0.050
79,1749147932.28,75,8.620,4.316,6.075,109.037,2.85,-0.00,-1.16,0.00,0.62,none,0,0,25.95,4.19,0.00,19.96,0.019,0.019,0.0,0.050
80,1749147932.33,75,8.603,4.555,6.307,65.629,2.88,-0.00,-1.17,0.00,0.68,none,0,0,26.62,4.32,0.00,19.94,0.021,0.021,0.0,0.050
81,1749147932.38,75,8.473,4.709,6.457,50.389,2.91,-0.00,-1.17,0.00,0.75,none,0,0,27.26,4.45,0.00,19.93,0.020,0.020,0.0,0.050
82,1749147932.44,74,8.285,4.753,6.434,19.542,2.95,-0.00,-1.18,0.00,0.81,none,0,0,28.05,4.61,0.00,19.79,0.027,0.027,0.0,0.051
83,1749147932.48,74,7.984,4.720,6.300,16.671,2.99,-0.00,-1.19,0.00,0.87,none,0,0,28.59,4.72,0.00,19.94,0.024,0.024,0.0,0.050
84,1749147932.53,75,7.656,4.644,6.130,19.564,3.04,-0.00,-1.20,-0.00,0.94,none,0,0,29.13,4.83,0.00,19.82,0.018,0.018,0.0,0.050
85,1749147932.58,75,5.275,3.283,4.753,19.055,3.09,-0.00,-1.20,-0.00,1.00,none,0,0,29.83,4.97,0.00,19.97,0.022,0.022,0.0,0.050
86,1749147932.63,75,5.155,3.157,4.632,21.050,3.14,-0.00,-1.21,-0.00,1.06,none,0,0,30.37,5.07,0.00,19.82,0.018,0.018,0.0,0.050
87,1749147932.68,75,3.697,2.381,3.489,23.586,3.19,-0.00,-1.22,-0.00,1.12,none,0,0,30.96,5.19,0.00,19.91,0.020,0.020,0.0,0.050
88,1749147932.73,75,3.028,1.798,2.707,26.604,3.25,-0.00,-1.22,-0.00,1.17,none,0,0,31.49,5.30,0.00,19.89,0.019,0.019,0.0,0.050
89,1749147932.78,75,2.620,1.364,2.201,25.903,3.31,-0.00,-1.23,-0.00,1.23,none,0,0,32.10,5.42,0.00,19.93,0.022,0.022,0.0,0.050
90,1749147932.83,73,2.455,1.135,2.019,53.694,3.37,-0.00,-1.23,-0.00,1.28,none,0,0,32.61,5.52,0.00,19.79,0.022,0.022,0.0,0.051
91,1749147932.88,75,2.501,1.013,1.890,36.604,3.44,-0.00,-1.24,-0.00,1.32,none,0,0,33.07,5.61,0.00,19.96,0.021,0.021,0.0,0.050
92,1749147932.93,75,2.574,0.979,1.896,29.589,3.50,-0.00,-1.24,-0.00,1.37,none,0,0,33.50,5.70,0.00,19.96,0.021,0.021,0.0,0.050
93,1749147932.98,74,2.774,1.053,2.040,32.097,3.57,-0.00,-1.24,-0.00,1.41,none,0,0,33.94,5.79,0.00,19.80,0.021,0.021,0.0,0.051
94,1749147933.04,75,2.991,1.140,2.174,32.475,3.65,-0.00,-1.25,-0.00,1.45,none,0,0,34.35,5.87,0.00,19.93,0.022,0.022,0.0,0.050
95,1749147933.09,75,3.156,1.210,2.280,34.450,3.72,-0.00,-1.25,-0.00,1.48,none,0,0,34.73,5.95,0.00,19.87,0.021,0.021,0.0,0.050
96,1749147933.14,75,3.312,1.255,2.348,33.724,3.79,-0.00,-1.25,-0.00,1.52,none,0,0,35.09,6.02,0.00,19.80,0.022,0.022,0.0,0.050
97,1749147933.19,75,3.427,1.277,2.381,35.514,3.87,-0.00,-1.25,-0.00,1.55,none,0,0,35.42,6.08,0.00,19.98,0.023,0.023,0.0,0.050
98,1749147933.24,74,3.542,1.263,2.403,43.067,3.95,-0.00,-1.25,-0.00,1.58,none,0,0,35.70,6.14,0.00,19.90,0.021,0.021,0.0,0.050
99,1749147933.29,74,3.711,1.250,2.446,44.237,4.03,-0.00,-1.25,-0.00,1.61,none,0,0,36.01,6.20,0.00,19.97,0.021,0.021,0.0,0.050
100,1749147933.34,75,3.788,1.242,2.414,39.739,4.11,-0.00,-1.26,-0.00,1.64,none,0,0,36.28,6.26,0.00,19.87,0.023,0.023,0.0,0.050
101,1749147933.39,74,3.808,1.210,2.436,42.735,4.20,-0.00,-1.26,-0.00,1.66,none,0,0,36.53,6.31,0.00,19.95,0.022,0.022,0.0,0.050
102,1749147933.44,75,3.888,1.170,2.447,46.315,4.28,-0.00,-1.26,-0.00,1.68,none,0,0,36.75,6.35,0.00,19.96,0.021,0.021,0.0,0.050
103,1749147933.49,74,4.043,1.142,2.501,65.367,4.36,-0.00,-1.26,-0.00,1.70,none,0,0,36.97,6.39,0.00,19.96,0.023,0.023,0.0,0.050
104,1749147933.54,73,4.063,1.111,2.508,41.902,5.60,0.00,-1.38,-0.00,0.58,brake,0,1,37.18,6.44,0.00,0.96,0.024,0.024,0.0,1.044
105,1749147934.58,74,4.872,2.551,3.727,11.308,5.62,0.00,-1.39,-0.00,0.54,resume,0,0,25.52,4.10,0.00,19.80,0.019,0.019,0.0,0.051
106,1749147934.63,74,4.855,2.642,3.810,40.032,5.65,-0.00,-1.39,-0.00,0.52,none,0,0,25.23,4.05,0.00,19.95,0.022,0.022,0.0,0.050
107,1749147934.68,74,6.140,3.568,4.856,239.260,5.68,-0.00,-1.38,-0.00,0.53,none,0,0,25.26,4.05,0.00,19.93,0.019,0.019,0.0,0.050
108,1749147934.73,75,6.770,4.242,5.666,152.224,5.70,-0.00,-1.39,-0.00,0.57,none,0,0,25.55,4.11,0.00,19.85,0.020,0.020,0.0,0.050
109,1749147934.78,75,7.054,4.671,6.135,105.483,5.74,-0.00,-1.39,-0.00,0.63,none,0,0,26.07,4.21,0.00,19.91,0.022,0.022,0.0,0.050
110,1749147934.83,75,7.128,4.932,6.377,73.006,5.77,-0.00,-1.39,-0.00,0.69,none,0,0,26.66,4.33,0.00,19.93,0.019,0.019,0.0,0.050
111,1749147934.88,74,7.081,5.086,6.476,42.530,5.80,-0.00,-1.40,-0.00,0.76,none,0,0,27.32,4.46,0.00,19.76,0.019,0.019,0.0,0.051
112,1749147934.93,75,6.932,5.154,6.473,22.593,5.84,-0.00,-1.41,-0.00,0.82,none,0,0,28.03,4.61,0.00,19.92,0.023,0.023,0.0,0.050
113,1749147934.98,75,6.607,5.136,6.320,17.429,5.88,-0.00,-1.42,-0.00,0.89,none,0,0,28.73,4.75,0.00,19.93,0.023,0.023,0.0,0.050
114,1749147935.03,75,6.435,5.072,6.190,25.293,5.93,-0.00,-1.43,-0.00,0.95,none,0,0,29.29,4.86,0.00,19.92,0.020,0.020,0.0,0.050
115,1749147935.08,75,5.496,3.570,4.884,22.408,5.98,-0.00,-1.43,-0.00,1.01,none,0,0,29.95,4.99,0.00,19.84,0.024,0.024,0.0,0.050
116,1749147935.13,73,5.384,3.441,4.733,24.043,6.03,-0.00,-1.44,-0.00,1.07,none,0,0,30.52,5.10,0.00,19.90,0.021,0.021,0.0,0.050
117,1749147935.18,73,4.006,2.506,3.645,24.934,6.09,-0.00,-1.45,-0.00,1.13,none,0,0,31.11,5.22,0.00,19.93,0.022,0.022,0.0,0.050
118,1749147935.24,75,3.280,1.835,2.851,42.843,6.14,-0.00,-1.45,-0.00,1.18,none,0,0,31.67,5.33,0.00,19.86,0.023,0.023,0.0,0.050
119,1749147935.29,75,2.908,1.413,2.310,30.863,6.20,-0.00,-1.46,-0.00,1.23,none,0,0,32.20,5.44,0.00,19.97,0.024,0.024,0.0,0.050
120,1749147935.34,73,2.739,1.155,2.026,34.891,6.27,-0.00,-1.46,-0.00,1.28,none,0,0,32.62,5.52,0.00,19.79,0.019,0.019,0.0,0.051
121,1749147935.39,74,2.773,1.015,1.872,30.981,6.33,-0.00,-1.46,-0.00,1.33,none,0,0,33.13,5.63,0.00,19.81,0.022,0.022,0.0,0.050
122,1749147935.44,74,2.921,0.995,1.877,37.880,6.40,-0.00,-1.47,-0.00,1.37,none,0,0,33.61,5.72,0.00,19.84,0.022,0.022,0.0,0.050
123,1749147935.49,74,3.165,1.039,1.934,38.067,6.47,-0.00,-1.47,-0.00,1.41,none,0,0,34.02,5.80,0.00,19.92,0.021,0.021,0.0,0.050
124,1749147935.54,75,3.344,1.126,2.021,36.538,6.54,-0.00,-1.47,-0.00,1.45,none,0,0,34.40,5.88,0.00,19.88,0.020,0.020,0.0,0.050
125,1749147935.59,74,3.485,1.176,2.073,36.118,6.62,-0.00,-1.48,-0.00,1.49,none,0,0,34.80,5.96,0.00,19.89,0.023,0.023,0.0,0.050
126,1749147935.64,75,3.723,1.202,2.125,45.008,6.69,-0.00,-1.48,-0.00,1.53,none,0,0,35.13,6.03,0.00,19.88,0.023,0.023,0.0,0.050
127,1749147935.69,75,3.869,1.198,2.137,42.137,6.77,-0.00,-1.48,-0.00,1.56,none,0,0,35.46,6.09,0.00,19.80,0.023,0.023,0.0,0.051
128,1749147935.74,74,4.039,1.188,2.061,40.067,6.85,-0.00,-1.48,-0.00,1.59,none,0,0,35.77,6.15,0.00,19.83,0.022,0.022,0.0,0.050
129,1749147935.79,75,4.127,1.172,2.054,40.843,6.93,-0.00,-1.48,-0.00,1.61,none,0,0,36.06,6.21,0.00,19.91,0.023,0.023,0.0,0.050
130,1749147935.84,74,4.219,1.137,2.031,42.814,7.01,-0.00,-1.48,-0.00,1.64,none,0,0,36.31,6.26,0.00,19.88,0.020,0.020,0.0,0.050
131,1749147935.89,75,4.330,1.124,2.028,45.540,7.09,-0.00,-1.48,-0.00,1.66,none,0,0,36.56,6.31,0.00,19.93,0.021,0.021,0.0,0.050
132,1749147935.94,74,4.577,1.089,2.019,58.490,7.18,-0.00,-1.48,-0.00,1.69,none,0,0,36.80,6.36,0.00,19.81,0.022,0.022,0.0,0.050
133,1749147935.99,75,4.615,1.040,1.985,41.225,7.26,-0.00,-1.48,-0.00,1.71,none,0,0,37.01,6.40,0.00,19.94,0.022,0.022,0.0,0.050
134,1749147936.04,75,4.791,1.013,2.027,60.433,8.49,-0.00,-1.61,-0.00,0.58,brake,0,1,37.19,6.44,0.00,0.96,0.020,0.020,0.0,1.041
135,1749147937.08,72,5.684,3.499,3.334,20.543,8.52,-0.00,-1.61,-0.00,0.54,resume,0,0,25.53,4.11,0.00,19.96,0.019,0.019,0.0,0.050
136,1749147937.13,75,5.500,3.604,3.412,40.613,8.55,-0.00,-1.61,-0.00,0.52,none,0,0,25.23,4.05,0.00,19.95,0.024,0.024,0.0,0.050
137,1749147937.18,74,6.548,4.813,4.909,366.116,8.57,-0.00,-1.61,-0.00,0.53,none,0,0,25.27,4.05,0.00,19.95,0.021,0.021,0.0,0.050
138,1749147937.23,74,7.044,5.266,5.655,203.735,8.60,-0.00,-1.61,-0.00,0.57,none,0,0,25.53,4.11,0.00,19.97,0.019,0.019,0.0,0.050
139,1749147937.28,75,7.319,5.693,5.941,101.706,8.63,-0.00,-1.62,-0.00,0.62,none,0,0,26.04,4.21,0.00,19.83,0.019,0.019,0.0,0.050
140,1749147937.33,73,7.366,5.974,6.134,60.964,8.66,-0.00,-1.62,-0.00,0.69,none,0,0,26.70,4.34,0.00,19.81,0.021,0.021,0.0,0.050
141,1749147937.38,74,7.223,6.140,6.238,43.026,8.70,-0.00,-1.63,-0.00,0.76,none,0,0,27.37,4.47,0.00,19.84,0.022,0.022,0.0,0.050
142,1749147937.43,74,6.838,6.194,6.222,25.586,8.74,-0.00,-1.64,-0.00,0.82,none,0,0,27.99,4.60,0.00,19.86,0.021,0.021,0.0,0.050
143,1749147937.48,74,6.512,6.191,6.158,16.444,8.78,-0.00,-1.65,-0.00,0.88,none,0,0,28.65,4.73,0.00,19.96,0.022,0.022,0.0,0.050
144,1749147937.53,75,6.052,6.117,6.012,21.388,8.83,-0.00,-1.65,-0.00,0.95,none,0,0,29.26,4.85,0.00,19.80,0.020,0.020,0.0,0.051
145,1749147937.58,74,4.927,3.579,4.602,19.628,8.87,-0.00,-1.66,-0.00,1.01,none,0,0,29.92,4.98,0.00,19.93,0.021,0.021,0.0,0.050
146,1749147937.63,74,4.802,3.432,4.459,23.698,8.93,-0.00,-1.67,-0.00,1.07,none,0,0,30.49,5.10,0.00,19.88,0.020,0.020,0.0,0.050
147,1749147937.68,75,3.509,2.228,2.921,22.201,8.98,-0.00,-1.67,-0.00,1.12,none,0,0,31.11,5.22,0.00,19.96,0.023,0.023,0.0,0.050
148,1749147937.73,75,2.727,1.770,2.178,28.617,9.04,-0.00,-1.68,-0.00,1.18,none,0,0,31.64,5.33,0.00,19.83,0.021,0.021,0.0,0.050
149,1749147937.79,75,2.206,1.344,1.877,26.814,9.10,-0.00,-1.68,-0.00,1.23,none,0,0,32.20,5.44,0.00,19.80,0.023,0.023,0.0,0.051
150,1749147937.84,74,1.955,1.091,1.698,31.023,9.16,-0.00,-1.69,-0.00,1.28,none,0,0,32.68,5.54,0.00,19.92,0.022,0.022,0.0,0.050
151,1749147937.89,75,1.816,0.939,1.584,30.443,9.23,-0.00,-1.69,-0.00,1.33,none,0,0,33.16,5.63,0.00,19.94,0.022,0.022,0.0,0.050
152,1749147937.94,74,1.796,0.917,1.584,31.105,9.29,-0.00,-1.70,-0.00,1.37,none,0,0,33.62,5.72,0.00,19.96,0.023,0.023,0.0,0.050
153,1749147937.99,74,1.872,0.959,1.643,28.466,9.37,-0.00,-1.70,-0.00,1.41,none,0,0,34.02,5.80,0.00,19.89,0.023,0.023,0.0,0.050
154,1749147938.04,75,2.010,1.060,1.707,30.550,9.43,-0.00,-1.70,-0.00,1.45,none,0,0,34.42,5.88,0.00,19.86,0.022,0.022,0.0,0.050
155,1749147938.09,75,2.110,1.102,1.776,42.427,9.51,-0.00,-1.70,-0.00,1.49,none,0,0,34.78,5.96,0.00,19.97,0.020,0.020,0.0,0.050
156,1749147938.14,74,2.208,1.140,1.823,37.130,9.59,-0.00,-1.71,-0.00,1.52,none,0,0,35.15,6.03,0.00,19.85,0.024,0.024,0.0,0.050
157,1749147938.19,73,2.241,1.145,1.854,31.099,9.66,-0.00,-1.71,-0.00,1.56,none,0,0,35.46,6.09,0.00,19.89,0.024,0.024,0.0,0.050
158,1749147938.24,75,2.269,1.136,1.873,34.335,9.74,-0.00,-1.71,-0.00,1.58,none,0,0,35.77,6.15,0.00,19.79,0.022,0.022,0.0,0.051
159,1749147938.29,71,2.275,1.124,1.872,32.338,9.82,-0.00,-1.71,-0.00,1.61,none,0,0,36.05,6.21,0.00,19.82,0.022,0.022,0.0,0.050
