2025-06-02T12:40:43.165118,100,1.978
2025-06-02T12:40:43.395813,100,0.257
2025-06-02T12:40:43.610728,100,0.022
2025-06-02T12:40:43.812107,100,0.097
2025-06-02T12:40:44.032113,100,0.153
2025-06-02T12:40:44.233016,100,0.164
2025-06-02T12:40:44.433438,100,0.160
2025-06-02T12:40:44.634057,100,0.155
2025-06-02T12:40:44.837059,100,0.138
2025-06-02T12:40:45.031622,100,0.123
2025-06-02T12:40:45.246575,100,0.111
2025-06-02T12:40:45.448419,100,0.100
2025-06-02T12:40:45.659109,100,0.081
2025-06-02T12:40:45.859333,100,0.068
2025-06-02T12:40:46.059865,100,0.061
2025-06-02T12:40:46.258856,100,0.046
2025-06-02T12:40:46.466231,100,0.043
2025-06-02T12:40:46.670894,100,0.031
2025-06-02T12:40:46.880463,100,0.029
2025-06-02T12:40:47.081733,100,0.027
2025-06-02T12:40:47.544454,100,0.038
2025-06-02T12:40:47.868887,100,0.019
2025-06-02T12:40:48.213993,100,0.016
2025-06-02T12:40:48.542490,100,0.011
2025-06-02T12:40:48.877295,100,0.010
2025-06-02T12:40:49.227884,100,0.008
2025-06-02T12:40:49.558472,100,0.007
2025-06-02T12:40:49.787354,100,0.007
2025-06-02T12:40:49.989069,100,0.007
2025-06-02T12:40:50.190073,100,0.007
2025-06-02T12:40:50.375326,100,0.006
2025-06-02T12:40:50.569805,100,0.006
2025-06-02T12:40:50.758754,100,0.007
2025-06-02T12:40:50.961072,100,0.006
2025-06-02T12:40:51.156143,100,0.007
2025-06-02T12:40:51.349974,100,0.007
2025-06-02T12:40:51.541707,100,0.007
2025-06-02T12:40:51.749216,100,0.006
2025-06-02T12:40:51.962704,100,0.006
2025-06-02T12:40:52.350434,100,0.006
2025-06-02T12:40:52.693853,100,0.007
2025-06-02T12:40:53.024290,100,0.006
2025-06-02T12:40:53.361765,100,0.007
2025-06-02T12:40:53.703734,100,0.007
2025-06-02T12:40:53.901522,100,0.007
2025-06-02T12:40:54.112263,100,0.006
2025-06-02T12:40:54.306505,100,0.006
2025-06-02T12:40:54.523964,100,0.006
2025-06-02T12:40:54.730168,100,0.007
2025-06-02T12:40:54.926838,100,0.006
2025-06-02T12:40:55.399286,100,0.007
2025-06-02T12:40:55.751778,100,0.007
2025-06-02T12:40:56.060783,100,0.007
2025-06-02T12:40:56.403620,100,0.006
2025-06-02T12:40:56.744863,100,0.006
2025-06-02T12:40:57.079489,100,0.006
2025-06-02T12:40:57.418777,100,0.007
2025-06-02T12:40:57.764344,100,0.006
2025-06-02T12:40:58.093908,100,0.007
2025-06-02T12:40:58.431587,100,0.007
2025-06-02T12:40:58.762272,100,0.007
2025-06-02T12:40:59.103107,100,0.006
