frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749142657.79,75,0.028,0.041,0.045,2.627,0.00,0.00,-0.96,0.00,0.05,none,1,0,20.52,3.10,0.00,15.09,0.021,0.021,0.0,0.066
3,1749142657.83,75,0.034,0.042,0.054,1.579,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.72,3.14,0.00,19.81,0.021,0.021,0.0,0.050
4,1749142657.88,75,0.048,0.051,0.083,2.182,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.78,3.16,0.00,19.91,0.022,0.022,0.0,0.050
5,1749142657.93,75,0.062,0.056,0.098,2.290,0.00,0.00,-0.94,0.00,0.07,none,0,0,20.74,3.15,0.00,19.82,0.022,0.022,0.0,0.050
6,1749142657.98,75,0.071,0.061,0.108,2.403,0.00,0.00,-0.94,0.00,0.06,none,0,0,20.65,3.13,0.00,19.93,0.021,0.021,0.0,0.050
7,1749142658.03,75,0.079,0.064,0.110,2.435,0.00,0.00,-0.94,0.00,0.05,none,0,0,20.56,3.11,0.00,19.89,0.021,0.021,0.0,0.050
8,1749142658.08,75,0.079,0.065,0.110,2.003,0.00,0.00,-0.94,0.00,0.04,none,0,0,20.48,3.10,0.00,19.82,0.020,0.020,0.0,0.050
9,1749142658.13,75,0.081,0.063,0.109,1.527,0.00,0.00,-0.93,0.00,0.04,none,0,0,20.39,3.08,0.00,19.79,0.023,0.023,0.0,0.051
10,1749142658.18,75,0.076,0.062,0.107,1.285,0.00,0.00,-0.93,0.00,0.03,none,0,0,20.32,3.06,0.00,19.85,0.024,0.024,0.0,0.050
11,1749142658.23,75,0.072,0.059,0.103,1.234,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.26,3.05,0.00,19.91,0.020,0.020,0.0,0.050
12,1749142658.28,75,0.074,0.059,0.103,0.839,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.20,3.04,0.00,19.79,0.023,0.023,0.0,0.051
13,1749142658.33,75,0.073,0.058,0.105,1.500,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.15,3.03,0.00,19.86,0.023,0.023,0.0,0.050
14,1749142658.38,75,0.068,0.053,0.095,0.679,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,3.02,0.00,19.86,0.022,0.022,0.0,0.050
15,1749142658.43,75,0.061,0.049,0.084,0.602,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.07,3.01,0.00,19.89,0.021,0.021,0.0,0.050
16,1749142658.48,75,0.051,0.043,0.072,0.514,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.04,3.01,0.00,19.81,0.022,0.022,0.0,0.050
17,1749142658.53,75,0.041,0.037,0.063,0.401,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.01,3.00,0.00,19.85,0.020,0.020,0.0,0.050
18,1749142658.58,75,0.035,0.031,0.054,0.346,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.02,3.00,0.00,19.79,0.024,0.024,0.0,0.051
19,1749142658.63,75,0.026,0.028,0.048,0.406,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.04,3.01,0.00,19.93,0.026,0.026,0.0,0.050
20,1749142658.68,75,0.023,0.025,0.041,0.375,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.06,3.01,0.00,19.88,0.025,0.025,0.0,0.050
21,1749142658.73,75,0.022,0.023,0.037,0.509,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.07,3.01,0.00,19.91,0.021,0.021,0.0,0.050
22,1749142658.78,75,0.019,0.022,0.035,0.484,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.09,3.02,0.00,19.85,0.025,0.025,0.0,0.050
23,1749142658.83,75,0.019,0.021,0.031,0.557,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.10,3.02,0.00,19.94,0.020,0.020,0.0,0.050
24,1749142658.88,75,0.017,0.021,0.030,0.595,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,3.02,0.00,19.92,0.023,0.023,0.0,0.050
25,1749142658.93,75,0.017,0.020,0.029,0.413,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,3.02,0.00,19.82,0.023,0.023,0.0,0.050
26,1749142658.98,75,0.017,0.020,0.032,1.209,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.12,3.02,0.00,19.76,0.022,0.022,0.0,0.051
27,1749142659.04,75,0.018,0.021,0.032,0.548,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.12,3.02,0.00,19.86,0.023,0.023,0.0,0.050
28,1749142659.09,75,0.019,0.021,0.033,0.529,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.13,3.03,0.00,19.85,0.020,0.020,0.0,0.050
29,1749142659.14,75,0.020,0.021,0.033,0.492,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.13,3.03,0.00,19.96,0.023,0.023,0.0,0.050
30,1749142659.19,75,0.021,0.023,0.035,0.652,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.13,3.03,0.00,19.96,0.026,0.026,0.0,0.050
31,1749142659.24,75,0.021,0.022,0.036,0.459,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.13,3.03,0.00,19.95,0.026,0.026,0.0,0.050
32,1749142659.29,75,0.022,0.023,0.037,0.916,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.13,3.03,0.00,19.79,0.023,0.023,0.0,0.051
33,1749142659.34,75,0.022,0.023,0.037,0.570,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.86,0.024,0.024,0.0,0.050
34,1749142659.39,75,0.022,0.023,0.037,0.546,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.88,0.021,0.021,0.0,0.050
35,1749142659.44,75,0.023,0.024,0.038,0.721,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.80,0.026,0.026,0.0,0.050
36,1749142659.49,75,0.024,0.024,0.037,0.465,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,17.96,0.040,0.040,0.0,0.056
37,1749142659.54,75,0.024,0.024,0.036,0.824,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.91,0.023,0.023,0.0,0.050
38,1749142659.59,75,0.025,0.024,0.037,0.599,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,3.02,0.00,19.95,0.021,0.021,0.0,0.050
39,1749142659.64,75,0.025,0.025,0.038,0.688,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,3.02,0.00,19.87,0.022,0.022,0.0,0.050
40,1749142659.70,75,0.024,0.024,0.036,0.446,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,3.02,0.00,19.76,0.021,0.021,0.0,0.051
41,1749142659.75,75,0.024,0.024,0.037,0.564,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.11,3.02,0.00,19.82,0.022,0.022,0.0,0.050
42,1749142659.80,75,0.025,0.023,0.036,0.599,0.00,0.00,-0.94,0.00,0.01,resume_reinforce,0,0,20.11,3.02,0.00,19.79,0.022,0.022,0.0,0.051
43,1749142659.85,75,0.032,0.029,0.042,1.497,0.00,-0.00,-0.94,-0.00,0.03,none,0,0,20.34,3.07,0.00,19.90,0.023,0.023,0.0,0.050
44,1749142659.90,74,1.261,0.901,1.531,207.339,0.00,-0.00,-0.94,-0.00,0.07,none,0,0,20.48,3.10,0.00,19.97,0.023,0.023,0.0,0.050
45,1749142659.95,74,2.108,1.565,2.549,135.928,0.01,-0.00,-0.94,-0.00,0.18,none,0,0,21.46,3.29,0.00,19.96,0.022,0.022,0.0,0.050
46,1749142660.00,75,2.709,2.058,3.132,90.483,0.02,-0.00,-0.95,0.00,0.27,none,0,0,22.44,3.49,0.00,19.81,0.021,0.021,0.0,0.050
47,1749142660.05,75,3.131,2.430,3.552,59.483,0.03,-0.00,-0.96,0.00,0.37,none,0,0,23.41,3.68,0.00,19.91,0.023,0.023,0.0,0.050
48,1749142660.10,75,3.349,2.606,3.780,30.519,0.05,-0.00,-0.97,0.00,0.45,none,0,0,24.29,3.86,0.00,19.96,0.022,0.022,0.0,0.050
49,1749142660.15,75,3.454,2.681,3.887,12.834,0.07,-0.00,-0.98,0.00,0.53,none,0,0,25.07,4.01,0.00,19.90,0.022,0.022,0.0,0.050
50,1749142660.20,75,3.506,2.693,3.944,9.156,0.10,-0.00,-0.99,0.00,0.61,none,0,0,25.87,4.17,0.00,19.96,0.022,0.022,0.0,0.050
51,1749142660.25,75,3.619,2.753,4.083,15.075,0.13,-0.00,-1.00,0.00,0.69,none,0,0,26.61,4.32,0.00,19.94,0.022,0.022,0.0,0.050
52,1749142660.30,75,3.774,2.855,4.267,20.137,0.16,-0.00,-1.01,0.00,0.76,none,0,0,27.32,4.46,0.00,19.79,0.021,0.021,0.0,0.051
53,1749142660.35,75,3.959,2.974,4.472,22.100,0.20,-0.00,-1.02,0.00,0.83,none,0,0,28.11,4.62,0.00,19.94,0.024,0.024,0.0,0.050
54,1749142660.40,75,2.903,2.226,3.213,28.307,0.24,-0.00,-1.03,0.00,0.90,none,0,0,28.78,4.76,0.00,19.92,0.021,0.021,0.0,0.050
55,1749142660.45,75,2.281,1.719,2.451,27.494,0.29,-0.00,-1.03,0.00,0.97,none,0,0,29.48,4.90,0.00,19.84,0.023,0.023,0.0,0.050
56,1749142660.50,75,1.929,1.386,2.134,29.160,0.34,-0.00,-1.04,0.00,1.04,none,0,0,30.15,5.03,0.00,19.92,0.024,0.024,0.0,0.050
57,1749142660.55,75,1.727,1.165,2.001,31.106,0.39,-0.00,-1.04,0.00,1.10,none,0,0,30.78,5.16,0.00,19.97,0.022,0.022,0.0,0.050
58,1749142660.60,74,1.744,1.147,2.054,26.536,0.45,-0.00,-1.05,0.00,1.16,none,0,0,31.39,5.28,0.00,19.91,0.024,0.024,0.0,0.050
59,1749142660.65,75,1.896,1.227,2.235,31.506,0.51,-0.00,-1.05,0.00,1.21,none,0,0,31.93,5.39,0.00,19.96,0.024,0.024,0.0,0.050
60,1749142660.70,75,2.103,1.368,2.467,32.924,0.57,-0.00,-1.06,0.00,1.26,none,0,0,32.47,5.49,0.00,19.97,0.024,0.024,0.0,0.050
61,1749142660.75,74,2.218,1.437,2.581,30.774,0.64,-0.00,-1.06,0.00,1.31,none,0,0,32.95,5.59,0.00,19.90,0.023,0.023,0.0,0.050
62,1749142660.80,74,2.393,1.467,2.688,52.258,0.70,-0.00,-1.06,0.00,1.36,none,0,0,33.43,5.69,0.00,19.90,0.021,0.021,0.0,0.050
63,1749142660.85,73,2.555,1.471,2.735,59.680,0.77,-0.00,-1.06,0.00,1.40,none,0,0,33.88,5.78,0.00,19.94,0.024,0.024,0.0,0.050
64,1749142660.90,73,2.681,1.458,2.747,37.844,0.84,-0.00,-1.06,0.00,1.44,none,0,0,34.30,5.86,0.00,19.88,0.024,0.024,0.0,0.050
65,1749142660.95,75,2.882,1.419,2.704,84.996,0.92,-0.00,-1.06,0.00,1.48,none,0,0,34.64,5.93,0.00,19.79,0.022,0.022,0.0,0.051
66,1749142661.00,73,3.016,1.373,2.685,46.194,0.99,-0.00,-1.06,0.00,1.51,none,0,0,35.01,6.00,0.00,19.81,0.022,0.022,0.0,0.050
