frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749126065.64,75,0.028,0.041,0.045,2.411,0.00,0.00,-0.96,0.00,0.06,none,1,20.55,3.11,0.00,14.62,0.024,0.024,0.0,0.068
3,1749126065.68,75,0.034,0.042,0.054,1.592,0.00,0.00,-0.95,0.00,0.08,none,0,20.72,3.14,0.00,19.81,0.022,0.022,0.0,0.050
4,1749126065.73,75,0.053,0.053,0.087,1.957,0.00,0.00,-0.95,0.00,0.08,none,0,20.78,3.16,0.00,19.90,0.033,0.033,0.0,0.050
5,1749126065.78,75,0.064,0.057,0.100,3.056,0.00,0.00,-0.94,0.00,0.07,none,0,20.74,3.15,0.00,19.97,0.020,0.020,0.0,0.050
6,1749126065.83,75,0.072,0.062,0.110,2.256,0.00,0.00,-0.94,0.00,0.06,none,0,20.65,3.13,0.00,19.95,0.024,0.024,0.0,0.050
7,1749126065.88,75,0.080,0.066,0.114,2.530,0.00,0.00,-0.94,0.00,0.05,none,0,20.56,3.11,0.00,19.83,0.022,0.022,0.0,0.050
8,1749126065.93,75,0.080,0.066,0.114,1.898,0.00,0.00,-0.94,0.00,0.04,none,0,20.47,3.09,0.00,19.97,0.022,0.022,0.0,0.050
9,1749126065.98,75,0.082,0.064,0.112,1.608,0.00,0.00,-0.93,0.00,0.04,none,0,20.40,3.08,0.00,19.77,0.023,0.023,0.0,0.051
10,1749126066.03,75,0.078,0.063,0.109,1.234,0.00,0.00,-0.93,0.00,0.03,none,0,20.32,3.06,0.00,19.93,0.026,0.026,0.0,0.050
11,1749126066.08,75,0.074,0.060,0.105,1.243,0.00,0.00,-0.93,0.00,0.02,none,0,20.26,3.05,0.00,19.81,0.021,0.021,0.0,0.050
12,1749126066.13,75,0.075,0.060,0.106,0.874,0.00,0.00,-0.93,0.00,0.02,none,0,20.20,3.04,0.00,19.96,0.023,0.023,0.0,0.050
13,1749126066.18,75,0.074,0.059,0.107,1.434,0.00,0.00,-0.93,0.00,0.01,none,0,20.15,3.03,0.00,19.96,0.022,0.022,0.0,0.050
14,1749126066.23,75,0.068,0.054,0.095,0.629,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.94,0.020,0.020,0.0,0.050
15,1749126066.28,75,0.061,0.050,0.084,0.573,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.95,0.021,0.021,0.0,0.050
16,1749126066.33,75,0.052,0.044,0.072,0.522,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.86,0.023,0.023,0.0,0.050
17,1749126066.38,75,0.041,0.037,0.062,0.398,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.87,0.020,0.020,0.0,0.050
18,1749126066.43,75,0.034,0.031,0.053,0.368,0.00,0.00,-0.93,0.00,0.00,none,0,20.02,3.00,0.00,19.83,0.022,0.022,0.0,0.050
19,1749126066.48,75,0.026,0.028,0.046,0.449,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.92,0.019,0.019,0.0,0.050
20,1749126066.53,75,0.023,0.025,0.040,0.343,0.00,0.00,-0.93,0.00,0.01,none,0,20.06,3.01,0.00,19.97,0.023,0.023,0.0,0.050
21,1749126066.58,75,0.021,0.024,0.036,0.490,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.90,0.021,0.021,0.0,0.050
22,1749126066.63,75,0.019,0.023,0.034,0.507,0.00,0.00,-0.93,0.00,0.01,none,0,20.09,3.02,0.00,19.90,0.022,0.022,0.0,0.050
23,1749126066.68,75,0.018,0.021,0.030,0.511,0.00,0.00,-0.93,0.00,0.01,none,0,20.10,3.02,0.00,19.79,0.022,0.022,0.0,0.051
24,1749126066.73,75,0.017,0.021,0.030,0.607,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.81,0.022,0.022,0.0,0.050
25,1749126066.78,75,0.017,0.020,0.029,0.415,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.83,0.021,0.021,0.0,0.050
26,1749126066.84,75,0.017,0.020,0.032,1.110,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.97,0.025,0.025,0.0,0.050
27,1749126066.89,75,0.019,0.021,0.032,0.637,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.90,0.020,0.020,0.0,0.050
28,1749126066.94,75,0.019,0.021,0.033,0.530,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.90,0.021,0.021,0.0,0.050
29,1749126066.99,75,0.020,0.021,0.034,0.528,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.89,0.020,0.020,0.0,0.050
30,1749126067.04,75,0.021,0.023,0.035,0.691,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.79,0.020,0.020,0.0,0.051
31,1749126067.09,75,0.022,0.023,0.036,0.553,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.83,0.022,0.022,0.0,0.050
32,1749126067.14,75,0.022,0.023,0.037,0.850,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.86,0.020,0.020,0.0,0.050
33,1749126067.19,75,0.022,0.023,0.037,0.489,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.83,0.025,0.025,0.0,0.050
34,1749126067.24,75,0.022,0.023,0.037,0.519,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.91,0.024,0.024,0.0,0.050
35,1749126067.29,75,0.023,0.024,0.037,0.834,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.84,0.019,0.019,0.0,0.050
36,1749126067.34,75,0.024,0.024,0.036,0.606,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.82,0.023,0.023,0.0,0.050
37,1749126067.39,75,0.024,0.024,0.037,0.773,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.85,0.021,0.021,0.0,0.050
38,1749126067.44,75,0.025,0.024,0.037,0.558,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.96,0.021,0.021,0.0,0.050
39,1749126067.49,75,0.025,0.024,0.038,0.698,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.91,0.021,0.021,0.0,0.050
40,1749126067.54,75,0.024,0.024,0.037,0.461,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.80,0.022,0.022,0.0,0.051
41,1749126067.59,75,0.025,0.024,0.037,0.527,0.00,0.00,-0.94,0.00,0.01,none,0,20.11,3.02,0.00,19.72,0.022,0.022,0.0,0.051
42,1749126067.64,75,0.025,0.023,0.036,0.550,0.00,0.00,-0.94,0.00,0.00,resume_reinforce,0,20.11,3.02,0.00,17.07,0.025,0.025,0.0,0.059
43,1749126067.71,75,0.228,0.202,0.266,25.663,0.00,-0.00,-0.94,0.00,0.03,none,0,20.31,3.06,0.00,17.74,0.026,0.026,0.0,0.056
44,1749126067.76,74,1.466,1.016,1.650,213.062,0.00,-0.00,-0.94,0.00,0.07,none,0,20.53,3.11,0.00,19.82,0.024,0.024,0.0,0.050
45,1749126067.81,74,2.282,1.659,2.662,127.780,0.01,-0.00,-0.94,0.00,0.18,none,0,21.46,3.29,0.00,19.97,0.025,0.025,0.0,0.050
46,1749126067.86,75,2.862,2.132,3.246,87.464,0.02,-0.00,-0.95,0.00,0.28,none,0,22.50,3.50,0.00,19.92,0.022,0.022,0.0,0.050
47,1749126067.91,75,3.273,2.472,3.646,56.763,0.03,-0.00,-0.96,0.00,0.37,none,0,23.46,3.69,0.00,19.82,0.024,0.024,0.0,0.050
48,1749126067.96,75,3.491,2.649,3.873,29.980,0.05,-0.00,-0.97,0.00,0.45,none,0,24.34,3.87,0.00,19.94,0.024,0.024,0.0,0.050
49,1749126068.01,75,3.596,2.724,3.980,13.496,0.07,-0.00,-0.98,0.00,0.53,none,0,25.07,4.01,0.00,19.92,0.023,0.023,0.0,0.050
50,1749126068.06,75,3.648,2.736,4.038,9.366,0.10,-0.00,-0.99,0.00,0.61,none,0,25.83,4.17,0.00,19.80,0.020,0.020,0.0,0.051
51,1749126068.11,75,3.764,2.797,4.177,14.316,0.13,-0.00,-1.00,0.00,0.69,none,0,26.65,4.33,0.00,19.81,0.024,0.024,0.0,0.050
52,1749126068.16,75,3.911,2.892,4.346,19.454,0.16,-0.00,-1.01,0.00,0.76,none,0,27.37,4.47,0.00,19.84,0.019,0.019,0.0,0.050
53,1749126068.21,75,3.900,2.845,4.346,26.182,0.20,-0.00,-1.02,0.00,0.84,none,0,28.06,4.61,0.00,19.96,0.020,0.020,0.0,0.050
54,1749126068.26,75,2.830,2.157,3.189,24.670,0.24,-0.00,-1.03,0.00,0.90,none,0,28.83,4.77,0.00,19.89,0.021,0.021,0.0,0.050
55,1749126068.31,75,2.237,1.671,2.429,29.278,0.29,-0.00,-1.03,0.00,0.97,none,0,29.48,4.90,0.00,19.94,0.021,0.021,0.0,0.050
56,1749126068.36,75,1.883,1.348,2.090,27.867,0.34,-0.00,-1.04,0.00,1.04,none,0,30.11,5.02,0.00,19.79,0.021,0.021,0.0,0.051
57,1749126068.41,75,1.706,1.173,1.993,30.116,0.39,-0.00,-1.05,0.00,1.10,none,0,30.78,5.16,0.00,19.82,0.023,0.023,0.0,0.050
58,1749126068.46,74,1.734,1.165,2.061,28.427,0.45,-0.00,-1.05,0.00,1.16,none,0,31.39,5.28,0.00,19.86,0.024,0.024,0.0,0.050
59,1749126068.51,75,1.866,1.233,2.235,30.424,0.51,-0.00,-1.05,0.00,1.21,none,0,31.93,5.39,0.00,19.97,0.024,0.024,0.0,0.050
60,1749126068.56,75,2.055,1.361,2.463,32.137,0.57,-0.00,-1.06,0.00,1.26,none,0,32.44,5.49,0.00,19.92,0.022,0.022,0.0,0.050
61,1749126068.61,74,2.222,1.451,2.613,34.186,0.64,-0.00,-1.06,0.00,1.31,none,0,32.98,5.60,0.00,19.81,0.023,0.023,0.0,0.050
62,1749126068.66,73,2.505,1.483,2.737,95.035,0.70,-0.00,-1.06,0.00,1.36,none,0,33.43,5.69,0.00,19.94,0.024,0.024,0.0,0.050
63,1749126068.71,74,2.654,1.474,2.750,62.921,0.77,-0.00,-1.06,0.00,1.40,none,0,33.88,5.78,0.00,19.83,0.023,0.023,0.0,0.050
64,1749126068.76,73,2.816,1.463,2.779,40.246,0.84,-0.00,-1.06,0.00,1.44,none,0,34.27,5.85,0.00,19.81,0.023,0.023,0.0,0.050
65,1749126068.81,75,2.969,1.420,2.729,76.039,0.92,-0.00,-1.06,0.00,1.48,none,0,34.64,5.93,0.00,19.85,0.021,0.021,0.0,0.050
66,1749126068.86,73,3.125,1.382,2.731,46.587,0.99,-0.00,-1.06,0.00,1.52,none,0,35.01,6.00,0.00,19.86,0.020,0.020,0.0,0.050
67,1749126068.91,70,3.347,1.329,2.714,46.710,1.07,-0.00,-1.06,0.00,1.55,none,0,35.37,6.07,0.00,19.83,0.023,0.023,0.0,0.050
68,1749126068.96,75,3.548,1.260,2.633,40.055,1.15,-0.00,-1.06,-0.00,1.58,none,0,35.73,6.15,0.00,19.76,0.026,0.026,0.0,0.051
69,1749126069.01,75,3.758,1.210,2.564,50.507,1.23,-0.00,-1.06,-0.00,1.61,none,0,35.97,6.19,0.00,19.79,0.021,0.021,0.0,0.051
70,1749126069.06,74,3.985,1.173,2.514,47.382,1.31,-0.00,-1.06,-0.00,1.63,none,0,36.25,6.25,0.00,19.81,0.021,0.021,0.0,0.050
71,1749126069.12,74,4.122,1.109,2.472,49.832,1.39,-0.00,-1.06,-0.00,1.66,none,0,36.49,6.30,0.00,19.81,0.019,0.019,0.0,0.050
72,1749126069.17,74,4.144,1.068,2.423,50.586,1.47,-0.00,-1.06,-0.00,1.68,none,0,36.73,6.35,0.00,19.82,0.021,0.021,0.0,0.050
73,1749126069.22,74,4.227,1.037,2.429,49.667,1.56,-0.00,-1.06,-0.00,1.70,none,0,36.95,6.39,0.00,19.87,0.021,0.021,0.0,0.050
74,1749126069.27,75,4.333,1.017,2.414,50.934,3.17,1.17,-1.24,-0.20,0.92,dodge_right,0,37.17,6.43,0.00,0.30,0.023,0.023,0.0,3.330
75,1749126072.60,72,7.555,3.488,3.992,9.746,3.17,1.22,-1.23,-0.20,0.93,resume,0,29.25,4.85,0.00,19.86,0.022,0.022,0.0,0.050
76,1749126072.65,74,7.514,3.514,4.020,50.652,3.17,1.27,-1.23,-0.16,0.92,none,0,29.26,4.85,0.00,18.96,0.024,0.024,0.0,0.053
77,1749126072.70,75,8.286,4.683,4.987,280.536,3.18,1.31,-1.24,-0.06,0.91,none,0,29.15,4.83,0.00,19.76,0.022,0.022,0.0,0.051
78,1749126072.75,73,8.946,5.229,5.509,128.740,3.18,1.36,-1.25,0.03,0.91,none,0,29.11,4.82,0.00,19.86,0.021,0.021,0.0,0.050
79,1749126072.80,74,9.309,5.655,5.808,85.906,3.19,1.40,-1.26,0.10,0.91,none,0,29.13,4.83,0.00,19.94,0.024,0.024,0.0,0.050
