frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749133135.10,75,0.034,0.021,0.036,1.219,0.00,0.00,-0.96,0.00,0.06,none,1,20.55,3.11,0.00,14.45,0.022,0.022,0.0,0.069
3,1749133135.14,75,0.046,0.040,0.056,2.176,0.00,0.00,-0.95,0.00,0.08,none,0,20.73,3.15,0.00,19.93,0.022,0.022,0.0,0.050
4,1749133135.19,75,0.056,0.051,0.076,2.005,0.00,0.00,-0.95,0.00,0.08,none,0,20.78,3.16,0.00,19.94,0.020,0.020,0.0,0.050
5,1749133135.24,75,0.067,0.055,0.098,2.432,0.00,0.00,-0.95,0.00,0.07,none,0,20.74,3.15,0.00,19.86,0.021,0.021,0.0,0.050
6,1749133135.29,75,0.076,0.057,0.107,2.242,0.00,0.00,-0.94,0.00,0.06,none,0,20.65,3.13,0.00,19.95,0.020,0.020,0.0,0.050
7,1749133135.34,75,0.083,0.063,0.108,2.405,0.00,0.00,-0.94,0.00,0.05,none,0,20.56,3.11,0.00,19.86,0.022,0.022,0.0,0.050
8,1749133135.39,75,0.083,0.065,0.110,2.124,0.00,0.00,-0.94,0.00,0.04,none,0,20.47,3.09,0.00,19.95,0.020,0.020,0.0,0.050
9,1749133135.44,75,0.081,0.063,0.109,1.363,0.00,0.00,-0.93,0.00,0.04,none,0,20.39,3.08,0.00,19.91,0.023,0.023,0.0,0.050
10,1749133135.49,75,0.078,0.061,0.106,1.417,0.00,0.00,-0.93,0.00,0.03,none,0,20.32,3.06,0.00,19.96,0.021,0.021,0.0,0.050
11,1749133135.54,75,0.073,0.058,0.102,1.241,0.00,0.00,-0.93,0.00,0.02,none,0,20.26,3.05,0.00,19.81,0.020,0.020,0.0,0.050
12,1749133135.59,75,0.074,0.059,0.104,0.892,0.00,0.00,-0.93,0.00,0.02,none,0,20.20,3.04,0.00,19.96,0.022,0.022,0.0,0.050
13,1749133135.64,75,0.071,0.057,0.101,0.795,0.00,0.00,-0.93,0.00,0.01,none,0,20.15,3.03,0.00,19.82,0.022,0.022,0.0,0.050
14,1749133135.69,75,0.066,0.053,0.097,1.411,0.00,0.00,-0.93,0.00,0.01,none,0,20.10,3.02,0.00,19.96,0.023,0.023,0.0,0.050
15,1749133135.74,75,0.060,0.048,0.085,0.786,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.95,0.023,0.023,0.0,0.050
16,1749133135.79,75,0.051,0.044,0.073,0.547,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.97,0.021,0.021,0.0,0.050
17,1749133135.84,75,0.041,0.036,0.064,0.436,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.96,0.020,0.020,0.0,0.050
18,1749133135.89,75,0.033,0.029,0.055,0.275,0.00,0.00,-0.93,0.00,0.00,none,0,20.02,3.00,0.00,19.92,0.024,0.024,0.0,0.050
19,1749133135.94,75,0.028,0.026,0.048,0.410,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.88,0.021,0.021,0.0,0.050
20,1749133135.99,75,0.025,0.024,0.043,0.475,0.00,0.00,-0.93,0.00,0.01,none,0,20.06,3.01,0.00,19.87,0.022,0.022,0.0,0.050
21,1749133136.04,75,0.024,0.022,0.038,0.512,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.97,0.023,0.023,0.0,0.050
22,1749133136.09,75,0.022,0.021,0.035,0.470,0.00,0.00,-0.93,0.00,0.01,none,0,20.09,3.02,0.00,19.79,0.020,0.020,0.0,0.051
23,1749133136.14,75,0.021,0.019,0.033,0.390,0.00,0.00,-0.93,0.00,0.01,none,0,20.10,3.02,0.00,19.90,0.023,0.023,0.0,0.050
24,1749133136.19,75,0.020,0.019,0.031,1.169,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.94,0.023,0.023,0.0,0.050
25,1749133136.24,75,0.019,0.019,0.030,0.598,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.84,0.025,0.025,0.0,0.050
26,1749133136.29,75,0.019,0.020,0.031,0.571,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.94,0.023,0.023,0.0,0.050
27,1749133136.35,75,0.020,0.020,0.031,0.571,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.92,0.024,0.024,0.0,0.050
28,1749133136.39,75,0.020,0.021,0.034,0.822,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.84,0.021,0.021,0.0,0.050
29,1749133136.45,75,0.021,0.021,0.035,0.514,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.81,0.022,0.022,0.0,0.050
30,1749133136.50,75,0.022,0.023,0.036,0.820,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.85,0.022,0.022,0.0,0.050
31,1749133136.55,75,0.022,0.023,0.037,0.467,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.87,0.024,0.024,0.0,0.050
32,1749133136.60,75,0.021,0.023,0.039,0.716,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.83,0.021,0.021,0.0,0.050
33,1749133136.65,75,0.023,0.023,0.040,0.632,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.84,0.026,0.026,0.0,0.050
34,1749133136.70,75,0.024,0.023,0.039,0.727,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.86,0.026,0.026,0.0,0.050
35,1749133136.75,75,0.024,0.024,0.039,0.695,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.91,0.024,0.024,0.0,0.050
36,1749133136.80,75,0.025,0.024,0.039,0.551,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.89,0.026,0.026,0.0,0.050
37,1749133136.85,75,0.024,0.023,0.040,0.656,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.80,0.024,0.024,0.0,0.051
38,1749133136.90,75,0.024,0.024,0.038,0.525,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.82,0.023,0.023,0.0,0.050
39,1749133136.95,75,0.025,0.025,0.039,0.668,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.95,0.023,0.023,0.0,0.050
40,1749133137.00,75,0.025,0.023,0.038,0.608,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.80,0.023,0.023,0.0,0.051
41,1749133137.05,75,0.026,0.026,0.038,1.134,0.00,0.00,-0.94,0.00,0.01,none,0,20.11,3.02,0.00,19.97,0.023,0.023,0.0,0.050
42,1749133137.10,75,0.026,0.026,0.037,0.630,0.00,0.00,-0.94,0.00,0.00,resume_reinforce,0,20.11,3.02,0.00,19.83,0.023,0.023,0.0,0.050
43,1749133137.15,75,0.104,0.089,0.118,13.151,0.00,-0.00,-0.94,0.00,0.03,none,0,20.35,3.07,0.00,19.91,0.022,0.022,0.0,0.050
44,1749133137.20,74,1.383,0.876,1.294,197.848,0.00,-0.00,-0.94,0.00,0.08,none,0,20.53,3.11,0.00,19.80,0.022,0.022,0.0,0.050
45,1749133137.25,74,2.194,1.499,2.216,128.710,0.01,-0.00,-0.95,0.00,0.19,none,0,21.53,3.31,0.00,19.83,0.023,0.023,0.0,0.050
46,1749133137.30,74,2.757,1.987,2.799,82.606,0.02,-0.00,-0.95,0.00,0.29,none,0,22.62,3.52,0.00,19.96,0.025,0.025,0.0,0.050
47,1749133137.35,75,3.094,2.259,3.131,50.915,0.03,-0.00,-0.96,0.00,0.38,none,0,23.46,3.69,0.00,19.90,0.021,0.021,0.0,0.050
48,1749133137.40,75,3.326,2.432,3.345,30.979,0.05,-0.00,-0.97,0.00,0.46,none,0,24.29,3.86,0.00,19.89,0.019,0.019,0.0,0.050
49,1749133137.45,75,3.424,2.496,3.439,11.232,0.07,-0.00,-0.98,0.00,0.55,none,0,25.17,4.03,0.00,19.90,0.022,0.022,0.0,0.050
50,1749133137.50,75,3.488,2.514,3.523,10.848,0.10,-0.00,-1.00,0.00,0.62,none,0,25.97,4.19,0.00,19.94,0.022,0.022,0.0,0.050
51,1749133137.55,75,3.604,2.573,3.661,15.878,0.13,-0.00,-1.00,-0.00,0.70,none,0,26.65,4.33,0.00,19.96,0.020,0.020,0.0,0.050
52,1749133137.60,75,3.772,2.681,3.868,20.847,0.17,-0.00,-1.01,-0.00,0.77,none,0,27.45,4.49,0.00,19.79,0.022,0.022,0.0,0.051
