frame,time,features,flow_left,flow_center,flow_right
2,1748955046.79,150,0.176,0.150,0.009
3,1748955046.97,150,0.309,0.224,0.012
4,1748955047.07,150,0.267,0.203,0.011
5,1748955047.17,150,0.230,0.173,0.011
6,1748955047.27,150,0.202,0.157,0.010
7,1748955047.38,150,0.177,0.133,0.009
8,1748955047.48,150,0.092,0.076,0.007
9,1748955047.59,150,0.057,0.045,0.006
10,1748955047.70,150,0.038,0.033,0.005
11,1748955047.81,150,0.027,0.019,0.004
12,1748955047.91,150,0.026,0.019,0.004
13,1748955048.01,150,0.031,0.026,0.005
14,1748955048.12,150,0.040,0.032,0.006
15,1748955048.23,150,0.046,0.036,0.006
16,1748955048.34,150,0.049,0.039,0.005
17,1748955048.44,150,0.050,0.039,0.005
18,1748955048.53,150,0.051,0.036,0.005
19,1748955048.63,150,0.049,0.035,0.005
20,1748955048.73,150,0.047,0.040,0.005
21,1748955048.83,150,0.045,0.037,0.005
22,1748955048.93,139,5.436,6.902,0.411
23,1748955049.03,139,9.570,9.190,0.728
24,1748955049.13,146,11.574,9.574,0.962
25,1748955050.73,142,26.459,18.076,5.403
26,1748955052.35,115,36.658,24.861,17.106
27,1748955053.98,131,41.201,25.981,21.958
28,1748955055.59,143,48.273,29.655,27.323
29,1748955057.20,149,51.553,33.678,32.884
30,1748955058.80,143,45.586,29.352,31.953
31,1748955060.42,76,42.792,26.318,23.699
32,1748955062.03,109,40.985,23.710,22.486
