2025-06-02T12:50:37.610627,97,18.710
2025-06-02T12:50:37.814480,95,1.067
2025-06-02T12:50:38.027048,94,17.420
2025-06-02T12:50:38.246888,94,17.036
2025-06-02T12:50:38.447604,94,19.750
2025-06-02T12:50:38.676777,94,15.283
2025-06-02T12:50:38.898950,94,14.651
2025-06-02T12:50:39.108015,91,13.620
2025-06-02T12:50:39.315862,85,11.037
2025-06-02T12:50:39.517249,84,10.708
2025-06-02T12:50:40.213509,82,29.720
2025-06-02T12:50:40.418490,77,11.270
2025-06-02T12:50:40.628171,69,11.993
2025-06-02T12:50:40.817422,67,12.954
2025-06-02T12:50:41.024878,60,12.562
2025-06-02T12:50:41.221842,57,15.595
2025-06-02T12:50:41.423847,56,13.888
2025-06-02T12:50:41.636138,48,12.313
2025-06-02T12:50:41.843131,46,15.146
2025-06-02T12:50:42.050962,45,16.420
2025-06-02T12:50:42.281116,42,18.450
2025-06-02T12:50:42.480604,38,24.720
2025-06-02T12:50:42.672044,33,24.392
2025-06-02T12:50:42.877462,26,25.033
2025-06-02T12:50:43.083678,20,21.989
2025-06-02T12:50:43.288165,15,32.402
2025-06-02T12:50:43.496701,15,23.046
2025-06-02T12:50:43.697284,13,18.632
2025-06-02T12:50:43.898920,13,26.280
2025-06-02T12:50:44.101746,12,17.609
2025-06-02T12:50:44.308976,12,10.917
2025-06-02T12:50:44.514916,12,7.131
2025-06-02T12:50:44.718251,12,4.378
2025-06-02T12:50:44.912872,12,3.241
2025-06-02T12:50:45.118234,12,1.615
2025-06-02T12:50:45.314001,12,0.843
2025-06-02T12:50:45.523954,12,0.298
2025-06-02T12:50:45.730414,12,0.183
2025-06-02T12:50:45.919335,12,0.284
2025-06-02T12:50:46.112387,12,0.535
2025-06-02T12:50:46.314047,12,0.350
2025-06-02T12:50:47.363471,12,43.552
2025-06-02T12:50:47.561677,12,2.549
2025-06-02T12:50:47.764482,12,15.603
2025-06-02T12:50:47.970964,12,18.515
2025-06-02T12:50:48.170548,12,8.616
2025-06-02T12:50:48.384189,12,2.817
2025-06-02T12:50:48.593593,12,1.660
2025-06-02T12:50:49.350737,12,43.334
2025-06-02T12:50:49.685949,12,14.300
2025-06-02T12:50:50.020540,12,8.694
2025-06-02T12:50:50.355088,12,5.174
2025-06-02T12:50:50.699981,12,2.901
2025-06-02T12:50:51.041779,12,1.883
2025-06-02T12:50:51.390899,12,1.026
2025-06-02T12:50:51.718950,12,0.570
