frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749142315.47,75,0.035,0.030,0.050,1.542,0.00,0.00,-0.97,0.00,0.06,none,1,0,20.57,3.11,0.00,14.41,0.020,0.020,0.0,0.069
3,1749142315.50,75,0.046,0.035,0.057,1.784,0.00,0.00,-0.96,0.00,0.08,none,0,0,20.73,3.15,0.00,19.89,0.021,0.021,0.0,0.050
4,1749142315.55,75,0.067,0.049,0.093,2.556,0.00,0.00,-0.96,0.00,0.08,none,0,0,20.78,3.16,0.00,19.79,0.023,0.023,0.0,0.051
5,1749142315.60,75,0.075,0.056,0.105,2.216,0.00,0.00,-0.95,0.00,0.07,none,0,0,20.73,3.15,0.00,19.80,0.022,0.022,0.0,0.050
6,1749142315.65,75,0.076,0.062,0.114,2.284,0.00,0.00,-0.95,0.00,0.06,none,0,0,20.64,3.13,0.00,19.91,0.023,0.023,0.0,0.050
7,1749142315.70,75,0.078,0.062,0.118,2.342,0.00,0.00,-0.95,0.00,0.05,none,0,0,20.56,3.11,0.00,19.82,0.022,0.022,0.0,0.050
8,1749142315.75,75,0.077,0.061,0.116,1.645,0.00,0.00,-0.95,0.00,0.04,none,0,0,20.47,3.09,0.00,19.96,0.020,0.020,0.0,0.050
9,1749142315.80,75,0.077,0.060,0.114,1.584,0.00,0.00,-0.94,0.00,0.04,none,0,0,20.39,3.08,0.00,19.83,0.021,0.021,0.0,0.050
10,1749142315.85,75,0.074,0.060,0.109,1.399,0.00,0.00,-0.94,0.00,0.03,none,0,0,20.32,3.06,0.00,19.79,0.021,0.021,0.0,0.051
11,1749142315.90,75,0.074,0.059,0.104,1.620,0.00,0.00,-0.94,0.00,0.02,none,0,0,20.26,3.05,0.00,19.97,0.020,0.020,0.0,0.050
12,1749142315.95,75,0.075,0.060,0.106,1.115,0.00,0.00,-0.94,0.00,0.02,none,0,0,20.20,3.04,0.00,19.80,0.024,0.024,0.0,0.051
13,1749142316.00,75,0.073,0.060,0.105,1.332,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.15,3.03,0.00,19.92,0.022,0.022,0.0,0.050
14,1749142316.05,75,0.065,0.054,0.093,0.593,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.10,3.02,0.00,19.94,0.024,0.024,0.0,0.050
15,1749142316.10,75,0.058,0.049,0.083,0.541,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.07,3.01,0.00,19.92,0.020,0.020,0.0,0.050
16,1749142316.15,75,0.051,0.042,0.071,0.485,0.00,0.00,-0.94,0.00,0.00,none,0,0,20.04,3.01,0.00,19.86,0.021,0.021,0.0,0.050
17,1749142316.20,75,0.045,0.038,0.059,0.398,0.00,0.00,-0.94,0.00,0.00,none,0,0,20.01,3.00,0.00,19.79,0.022,0.022,0.0,0.051
18,1749142316.25,75,0.039,0.034,0.051,0.295,0.00,0.00,-0.94,0.00,0.00,none,0,0,20.02,3.00,0.00,19.87,0.023,0.023,0.0,0.050
19,1749142316.30,75,0.033,0.030,0.044,0.380,0.00,0.00,-0.94,0.00,0.00,none,0,0,20.04,3.01,0.00,19.97,0.024,0.024,0.0,0.050
20,1749142316.35,75,0.029,0.026,0.039,0.302,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.06,3.01,0.00,19.85,0.024,0.024,0.0,0.050
21,1749142316.40,75,0.024,0.023,0.035,0.519,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.07,3.01,0.00,19.93,0.022,0.022,0.0,0.050
22,1749142316.45,75,0.021,0.021,0.031,0.475,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.09,3.02,0.00,19.93,0.021,0.021,0.0,0.050
23,1749142316.51,75,0.018,0.018,0.030,0.396,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.10,3.02,0.00,19.89,0.023,0.023,0.0,0.050
24,1749142316.56,75,0.018,0.018,0.028,0.477,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.11,3.02,0.00,19.95,0.024,0.024,0.0,0.050
25,1749142316.61,75,0.018,0.019,0.028,0.590,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.11,3.02,0.00,19.91,0.023,0.023,0.0,0.050
26,1749142316.66,75,0.018,0.019,0.028,0.505,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,3.02,0.00,19.84,0.024,0.024,0.0,0.050
27,1749142316.71,75,0.019,0.021,0.029,1.162,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,3.02,0.00,19.94,0.025,0.025,0.0,0.050
28,1749142316.76,75,0.020,0.022,0.031,0.607,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.97,0.028,0.028,0.0,0.050
29,1749142316.81,75,0.021,0.022,0.033,1.121,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.81,0.023,0.023,0.0,0.050
30,1749142316.86,75,0.022,0.024,0.035,0.722,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.96,0.028,0.028,0.0,0.050
31,1749142316.91,75,0.024,0.025,0.036,0.847,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.95,0.022,0.022,0.0,0.050
32,1749142316.96,75,0.025,0.025,0.037,0.518,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,3.03,0.00,19.83,0.024,0.024,0.0,0.050
33,1749142317.01,75,0.026,0.027,0.037,1.067,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.13,3.03,0.00,19.81,0.023,0.023,0.0,0.050
34,1749142317.06,75,0.026,0.027,0.037,0.551,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.13,3.03,0.00,19.95,0.022,0.022,0.0,0.050
35,1749142317.11,75,0.026,0.028,0.038,0.689,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.13,3.03,0.00,19.82,0.021,0.021,0.0,0.050
36,1749142317.16,75,0.027,0.028,0.039,0.494,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.13,3.03,0.00,19.92,0.021,0.021,0.0,0.050
37,1749142317.21,75,0.027,0.026,0.039,0.834,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.12,3.02,0.00,19.83,0.023,0.023,0.0,0.050
38,1749142317.26,75,0.027,0.025,0.040,0.687,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.12,3.02,0.00,19.78,0.023,0.023,0.0,0.051
39,1749142317.31,75,0.026,0.025,0.039,0.642,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.12,3.02,0.00,19.85,0.019,0.019,0.0,0.050
40,1749142317.36,75,0.025,0.024,0.037,0.511,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.12,3.02,0.00,19.91,0.019,0.019,0.0,0.050
41,1749142317.41,75,0.024,0.024,0.039,0.687,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.11,3.02,0.00,19.88,0.020,0.020,0.0,0.050
42,1749142317.46,75,0.024,0.024,0.040,0.569,0.00,0.00,-0.95,0.00,0.00,resume_reinforce,0,0,20.11,3.02,0.00,19.92,0.021,0.021,0.0,0.050
43,1749142317.51,75,0.106,0.087,0.121,13.123,0.00,0.00,-0.95,0.00,0.03,none,0,0,20.34,3.07,0.00,19.82,0.021,0.021,0.0,0.050
44,1749142317.56,73,1.331,0.937,1.341,198.478,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.48,3.10,0.00,19.94,0.020,0.020,0.0,0.050
45,1749142317.61,74,2.136,1.541,2.280,128.644,0.01,0.00,-0.95,0.00,0.18,none,0,0,21.46,3.29,0.00,19.96,0.021,0.021,0.0,0.050
46,1749142317.66,75,2.689,2.003,2.866,88.544,0.02,0.00,-0.96,-0.00,0.29,none,0,0,22.44,3.49,0.00,19.95,0.019,0.019,0.0,0.050
47,1749142317.71,75,3.075,2.327,3.262,55.787,0.03,0.00,-0.97,-0.00,0.38,none,0,0,23.41,3.68,0.00,19.82,0.020,0.020,0.0,0.050
48,1749142317.76,75,3.307,2.501,3.480,29.100,0.05,0.00,-0.98,-0.00,0.46,none,0,0,24.34,3.87,0.00,19.91,0.022,0.022,0.0,0.050
49,1749142317.81,74,3.411,2.562,3.575,12.051,0.07,0.00,-0.99,-0.00,0.54,none,0,0,25.12,4.02,0.00,19.91,0.022,0.022,0.0,0.050
50,1749142317.86,75,3.467,2.576,3.640,10.320,0.10,0.00,-1.00,-0.00,0.62,none,0,0,25.92,4.18,0.00,19.92,0.020,0.020,0.0,0.050
51,1749142317.91,75,3.594,2.637,3.783,15.245,0.13,0.00,-1.01,-0.00,0.70,none,0,0,26.70,4.34,0.00,19.79,0.022,0.022,0.0,0.051
52,1749142317.96,75,3.742,2.733,3.968,20.309,0.16,0.00,-1.02,-0.00,0.77,none,0,0,27.41,4.48,0.00,19.86,0.019,0.019,0.0,0.050
53,1749142318.01,75,3.842,2.794,4.103,23.996,0.20,0.00,-1.03,-0.00,0.84,none,0,0,28.15,4.63,0.00,19.81,0.020,0.020,0.0,0.050
54,1749142318.06,75,2.819,2.090,3.121,25.800,0.25,0.00,-1.04,-0.00,0.91,none,0,0,28.91,4.78,0.00,19.98,0.021,0.021,0.0,0.050
55,1749142318.11,74,2.250,1.637,2.432,25.729,0.29,0.00,-1.05,-0.00,0.98,none,0,0,29.68,4.94,0.00,19.91,0.023,0.023,0.0,0.050
56,1749142318.17,75,1.906,1.317,2.092,30.133,0.34,0.00,-1.05,0.00,1.04,none,0,0,30.26,5.05,0.00,19.96,0.024,0.024,0.0,0.050
57,1749142318.22,75,1.773,1.157,1.997,27.464,0.40,0.00,-1.06,0.00,1.10,none,0,0,30.89,5.18,0.00,19.69,0.027,0.027,0.0,0.051
58,1749142318.27,75,1.771,1.136,2.069,39.625,0.45,0.00,-1.06,0.00,1.16,none,0,0,31.36,5.27,0.00,19.96,0.021,0.021,0.0,0.050
59,1749142318.32,75,1.913,1.216,2.225,25.848,0.51,0.00,-1.06,0.00,1.21,none,0,0,31.96,5.39,0.00,19.95,0.023,0.023,0.0,0.050
60,1749142318.37,74,2.099,1.346,2.454,37.469,0.57,0.00,-1.07,0.00,1.26,none,0,0,32.44,5.49,0.00,19.89,0.020,0.020,0.0,0.050
61,1749142318.42,74,2.242,1.422,2.586,31.674,0.64,0.00,-1.07,0.00,1.31,none,0,0,32.98,5.60,0.00,19.84,0.023,0.023,0.0,0.050
62,1749142318.47,74,2.547,1.455,2.662,100.143,0.70,0.00,-1.07,0.00,1.36,none,0,0,33.43,5.69,0.00,19.96,0.022,0.022,0.0,0.050
63,1749142318.52,74,2.770,1.465,2.690,74.942,0.77,0.00,-1.07,0.00,1.40,none,0,0,33.88,5.78,0.00,19.93,0.023,0.023,0.0,0.050
64,1749142318.57,73,2.838,1.426,2.704,38.731,0.84,0.00,-1.07,0.00,1.44,none,0,0,34.30,5.86,0.00,19.95,0.020,0.020,0.0,0.050
65,1749142318.62,75,2.989,1.393,2.692,77.722,0.92,0.00,-1.07,0.00,1.48,none,0,0,34.69,5.94,0.00,19.97,0.023,0.023,0.0,0.050
66,1749142318.67,73,3.160,1.366,2.676,40.599,0.99,0.00,-1.07,0.00,1.51,none,0,0,35.05,6.01,0.00,19.78,0.024,0.024,0.0,0.051
67,1749142318.72,69,3.300,1.302,2.631,40.881,1.07,0.00,-1.07,0.00,1.55,none,0,0,35.39,6.08,0.00,19.86,0.024,0.024,0.0,0.050
68,1749142318.77,73,3.540,1.263,2.584,53.177,1.15,0.00,-1.07,0.00,1.58,none,0,0,35.69,6.14,0.00,19.97,0.023,0.023,0.0,0.050
69,1749142318.82,75,3.768,1.210,2.551,46.280,1.22,0.00,-1.07,0.00,1.61,none,0,0,35.97,6.19,0.00,19.96,0.022,0.022,0.0,0.050
70,1749142318.87,75,4.031,1.181,2.489,55.611,1.31,0.00,-1.07,0.00,1.63,none,0,0,36.25,6.25,0.00,19.93,0.021,0.021,0.0,0.050
71,1749142318.92,72,4.260,1.138,2.482,50.856,1.39,0.00,-1.07,0.00,1.66,none,0,0,36.50,6.30,0.00,19.80,0.025,0.025,0.0,0.050
72,1749142318.97,74,4.226,1.094,2.444,49.683,1.47,0.00,-1.07,0.00,1.68,none,0,0,36.74,6.35,0.00,19.83,0.025,0.025,0.0,0.050
73,1749142319.02,74,4.293,1.052,2.449,56.799,1.56,-0.00,-1.07,0.00,1.70,none,0,0,36.95,6.39,0.00,19.96,0.022,0.022,0.0,0.050
74,1749142319.07,75,4.450,1.026,2.416,49.505,1.64,-0.00,-1.07,0.00,1.72,none,0,0,37.17,6.43,0.00,19.81,0.023,0.023,0.0,0.050
75,1749142319.12,73,4.470,0.997,2.407,46.023,1.73,-0.00,-1.07,0.00,1.74,none,0,0,37.34,6.47,0.00,19.80,0.024,0.024,0.0,0.050
76,1749142319.17,75,4.516,0.944,2.387,46.774,1.82,-0.00,-1.07,0.00,1.76,none,0,0,37.51,6.50,0.00,19.96,0.023,0.023,0.0,0.050
77,1749142319.22,74,4.576,0.939,2.370,56.787,3.08,-0.00,-1.20,-0.00,0.59,brake,0,1,37.68,6.54,0.00,0.96,0.023,0.023,0.0,1.043
78,1749142320.26,73,5.491,2.189,3.142,11.350,3.10,-0.00,-1.20,-0.00,0.55,resume,0,0,25.58,4.12,0.00,19.87,0.024,0.024,0.0,0.050
79,1749142320.31,75,5.186,2.202,3.092,19.509,3.47,-0.00,-1.20,-0.00,0.16,brake,0,1,25.30,4.06,0.00,0.96,0.022,0.022,0.0,1.042
80,1749142321.36,75,6.221,2.873,3.976,6.755,3.55,-0.00,-1.20,-0.00,0.04,brake,0,1,21.57,3.31,0.00,0.96,0.022,0.022,0.0,1.042
81,1749142322.40,75,6.406,3.125,4.305,3.425,3.56,-0.00,-1.20,-0.00,0.03,resume,0,0,20.35,3.07,0.00,19.79,0.023,0.023,0.0,0.051
82,1749142322.45,75,6.007,3.065,4.098,5.570,3.56,-0.00,-1.20,-0.00,0.05,none,0,0,20.37,3.07,0.00,19.97,0.022,0.022,0.0,0.050
83,1749142322.50,74,7.136,3.866,5.068,248.042,3.56,-0.00,-1.20,-0.00,0.14,none,0,0,21.04,3.21,0.00,19.91,0.019,0.019,0.0,0.050
84,1749142322.55,75,7.603,4.467,5.771,135.274,3.57,-0.00,-1.21,-0.00,0.25,none,0,0,22.11,3.42,0.00,19.93,0.021,0.021,0.0,0.050
85,1749142322.60,73,7.771,4.866,6.176,88.445,3.58,-0.00,-1.22,-0.00,0.35,none,0,0,23.18,3.64,0.00,19.95,0.024,0.024,0.0,0.050
86,1749142322.65,75,7.694,5.113,6.341,58.927,3.59,-0.00,-1.23,-0.00,0.43,none,0,0,24.03,3.81,0.00,19.98,0.021,0.021,0.0,0.050
87,1749142322.70,75,7.431,5.212,6.325,27.460,3.61,-0.00,-1.25,-0.00,0.51,none,0,0,24.94,3.99,0.00,19.96,0.025,0.025,0.0,0.050
88,1749142322.75,75,6.120,3.930,5.404,13.956,3.63,-0.00,-1.26,-0.00,0.58,none,0,0,25.57,4.11,0.00,19.89,0.021,0.021,0.0,0.050
89,1749142322.80,75,6.065,3.852,5.322,17.204,3.66,-0.00,-1.27,-0.00,0.64,none,0,0,26.39,4.28,0.00,19.32,0.024,0.024,0.0,0.052
90,1749142322.86,75,4.804,3.161,4.390,18.028,3.69,-0.00,-1.29,-0.00,0.72,none,0,0,27.20,4.44,0.00,15.23,0.043,0.043,0.0,0.066
91,1749142322.92,75,4.287,2.896,3.900,21.736,3.73,-0.00,-1.30,-0.00,0.79,none,0,0,27.66,4.53,0.00,19.84,0.021,0.021,0.0,0.050
92,1749142322.97,75,4.596,3.005,4.085,29.896,3.77,-0.00,-1.31,-0.00,0.86,none,0,0,28.36,4.67,0.00,19.85,0.020,0.020,0.0,0.050
93,1749142323.02,75,3.328,2.257,3.094,27.472,3.81,-0.00,-1.32,-0.00,0.93,none,0,0,29.08,4.82,0.00,19.97,0.021,0.021,0.0,0.050
94,1749142323.07,75,2.804,1.740,2.423,34.843,3.86,-0.00,-1.33,-0.00,0.99,none,0,0,29.71,4.94,0.00,19.92,0.021,0.021,0.0,0.050
95,1749142323.12,75,2.589,1.402,2.030,32.338,3.91,-0.00,-1.34,-0.00,1.05,none,0,0,30.35,5.07,0.00,19.85,0.022,0.022,0.0,0.050
96,1749142323.17,74,2.610,1.256,1.912,34.787,3.97,-0.00,-1.34,-0.00,1.11,none,0,0,30.93,5.19,0.00,19.77,0.020,0.020,0.0,0.051
97,1749142323.22,74,2.857,1.233,1.947,37.056,4.02,-0.00,-1.35,-0.00,1.17,none,0,0,31.49,5.30,0.00,19.79,0.020,0.020,0.0,0.051
98,1749142323.27,75,3.164,1.315,2.122,32.213,4.08,-0.00,-1.36,-0.00,1.22,none,0,0,32.08,5.42,0.00,19.95,0.023,0.023,0.0,0.050
99,1749142323.32,75,3.459,1.454,2.323,36.241,4.14,-0.00,-1.36,-0.00,1.28,none,0,0,32.58,5.52,0.00,19.91,0.023,0.023,0.0,0.050
100,1749142323.37,75,3.532,1.494,2.400,37.280,4.21,-0.00,-1.36,-0.00,1.32,none,0,0,33.08,5.62,0.00,19.86,0.023,0.023,0.0,0.050
101,1749142323.42,75,3.733,1.576,2.567,39.435,4.27,-0.00,-1.37,-0.00,1.37,none,0,0,33.52,5.70,0.00,19.81,0.020,0.020,0.0,0.050
