frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749218974.57,75,0.037,0.053,0.060,2.448,0.00,0.00,-0.95,0.00,0.07,none,1,0,1,20.70,2.04,0.00,12.10,0.021,0.002,0.0,0.083
3,1749218974.61,75,0.046,0.055,0.082,1.861,0.00,0.00,-0.95,0.00,0.08,none,0,0,1,20.78,2.04,0.00,19.92,0.023,0.002,0.0,0.050
4,1749218974.66,75,0.072,0.063,0.105,2.326,0.00,0.00,-0.95,0.00,0.07,none,0,0,1,20.75,2.04,0.00,19.97,0.026,0.002,0.0,0.050
5,1749218974.71,75,0.082,0.064,0.114,2.420,0.00,0.00,-0.94,0.00,0.07,none,0,0,1,20.69,2.03,0.00,19.97,0.020,0.002,0.0,0.050
6,1749218974.76,75,0.088,0.069,0.117,2.255,0.00,0.00,-0.94,0.00,0.06,none,0,0,1,20.59,2.03,0.00,19.93,0.023,0.002,0.0,0.050
7,1749218974.81,75,0.090,0.071,0.121,2.444,0.00,0.00,-0.94,0.00,0.05,none,0,0,1,20.50,2.02,0.00,19.79,0.022,0.002,0.0,0.051
8,1749218974.86,75,0.084,0.068,0.117,1.446,0.00,0.00,-0.93,0.00,0.04,none,0,0,1,20.42,2.02,0.00,19.94,0.022,0.002,0.0,0.050
9,1749218974.91,75,0.083,0.066,0.115,1.484,0.00,0.00,-0.93,0.00,0.03,none,0,0,1,20.34,2.02,0.00,19.85,0.023,0.002,0.0,0.050
10,1749218974.96,75,0.078,0.063,0.110,1.238,0.00,0.00,-0.93,0.00,0.03,none,0,0,1,20.28,2.01,0.00,19.89,0.019,0.002,0.0,0.050
11,1749218975.02,75,0.074,0.059,0.106,1.004,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.22,2.01,0.00,19.96,0.022,0.002,0.0,0.050
12,1749218975.07,75,0.074,0.058,0.105,0.883,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.17,2.01,0.00,19.93,0.022,0.002,0.0,0.050
13,1749218975.12,75,0.072,0.055,0.101,1.304,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.88,0.022,0.002,0.0,0.050
14,1749218975.17,75,0.062,0.049,0.089,0.506,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.08,2.00,0.00,19.78,0.023,0.002,0.0,0.051
15,1749218975.22,75,0.053,0.045,0.078,0.554,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.05,2.00,0.00,19.90,0.022,0.002,0.0,0.050
16,1749218975.27,75,0.043,0.038,0.068,0.507,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.02,2.00,0.00,19.81,0.021,0.002,0.0,0.050
