frame,time,features,flow_left,flow_center,flow_right,speed
45,1748958902.58,149,2.248,0.860,2.022,1.98
46,1748958902.68,149,2.082,0.833,1.979,1.98
47,1748958902.81,150,2.516,0.975,1.911,1.98
48,1748958902.93,150,2.311,0.948,1.752,1.98
49,1748958903.03,150,2.139,0.961,1.740,1.98
50,1748958903.14,150,1.912,1.057,1.704,1.98
51,1748958903.26,150,1.771,1.019,1.706,1.98
52,1748958903.37,149,1.698,1.025,1.740,1.98
53,1748958903.48,150,1.658,1.011,1.896,1.98
54,1748958903.59,150,1.690,1.028,1.980,1.98
55,1748958903.69,150,1.796,1.099,1.983,1.98
56,1748958903.81,150,2.031,1.154,2.270,1.98
57,1748958903.92,146,1.965,1.132,1.982,1.98
58,1748958904.04,149,1.962,1.180,1.895,1.98
59,1748958904.15,149,1.939,1.149,1.791,1.98
60,1748958904.26,150,1.791,1.164,1.709,1.98
61,1748958904.39,150,2.102,1.511,1.914,1.98
62,1748958904.51,150,1.963,1.510,1.785,1.98
63,1748958904.64,150,2.122,1.762,1.934,1.98
64,1748958904.74,150,2.010,1.719,1.873,1.98
65,1748958904.87,150,2.084,1.830,1.970,1.98
66,1748958904.98,149,2.014,1.734,1.897,1.98
67,1748958905.09,150,2.152,1.862,1.976,1.98
68,1748958905.21,150,2.202,1.959,1.980,1.98
69,1748958905.32,147,2.266,2.099,2.039,1.98
70,1748958905.43,150,2.261,2.201,2.042,1.98
71,1748958905.54,148,2.234,2.173,2.069,1.98
72,1748958905.65,149,2.272,2.291,2.092,1.98
73,1748958905.76,150,2.421,2.477,2.282,1.98
74,1748958905.87,150,2.297,2.425,2.202,1.98
75,1748958905.99,150,2.649,2.787,2.605,1.98
76,1748958906.10,150,2.617,2.789,2.645,1.98
77,1748958906.21,149,2.615,2.784,2.647,1.98
78,1748958906.31,147,2.635,3.022,2.719,1.98
79,1748958906.42,150,2.621,3.094,2.734,1.98
80,1748958906.53,150,2.806,3.474,2.985,1.98
81,1748958906.64,133,3.039,3.688,3.284,1.98
82,1748958906.75,131,3.259,4.446,3.558,1.98
83,1748958906.87,139,3.526,4.296,3.716,1.98
84,1748958906.98,149,3.427,4.244,3.629,1.98
85,1748958907.09,148,3.642,3.855,3.774,1.98
86,1748958907.22,144,4.101,3.579,4.514,1.98
87,1748958908.35,122,10.122,14.953,11.985,0.55
88,1748958909.46,133,25.485,30.910,27.619,0.13
89,1748958909.58,134,14.473,16.432,15.204,0.12
90,1748958909.69,127,8.822,9.191,8.902,0.09
91,1748958909.83,130,5.837,5.454,5.620,0.13
92,1748958909.95,130,40.441,30.834,30.775,0.34
93,1748958910.06,148,31.519,26.613,25.287,0.53
94,1748958910.17,141,18.418,14.417,14.495,0.72
95,1748958910.29,129,14.023,11.662,13.759,0.88
96,1748958910.41,121,13.795,13.489,14.247,1.03
97,1748958910.53,150,14.355,15.441,16.508,1.17
98,1748958910.64,146,13.810,16.013,18.337,1.28
99,1748958910.75,148,12.769,17.511,19.729,1.38
100,1748958910.85,114,12.019,15.998,19.955,1.46
101,1748958910.95,141,13.823,19.214,22.391,1.54
102,1748958911.06,81,15.973,14.229,22.570,1.60
103,1748958911.17,96,19.509,12.672,30.103,1.66
104,1748958912.79,60,49.270,45.509,51.717,0.84
105,1748958912.88,98,31.106,43.963,53.303,0.83
106,1748958913.98,77,46.910,49.349,85.570,0.21
107,1748958915.08,129,28.543,24.675,42.785,0.07
108,1748958916.70,139,20.540,27.222,21.392,0.86
109,1748958917.84,146,18.445,17.077,14.859,0.23
110,1748958918.96,150,14.289,10.917,9.453,0.08
111,1748958920.08,150,8.886,6.860,5.010,0.05
112,1748958921.19,150,5.531,4.720,2.667,0.06
113,1748958921.29,150,2.834,2.436,1.349,0.06
114,1748958921.40,137,13.731,24.251,26.710,0.30
115,1748958923.03,138,22.781,23.150,42.819,0.86
116,1748958924.64,143,28.369,22.433,26.575,0.97
117,1748958924.76,149,16.811,13.440,15.536,0.91
118,1748958924.87,149,11.188,9.071,10.728,0.81
119,1748958924.97,150,7.871,6.281,7.221,0.70
120,1748958925.07,150,5.445,4.562,4.630,0.58
121,1748958925.18,138,16.032,14.312,27.915,0.56
122,1748958926.80,128,27.962,21.138,45.163,0.91
123,1748958928.42,148,21.989,19.939,33.320,0.06
