frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749132964.83,75,0.024,0.024,0.048,1.459,0.00,0.00,-0.96,0.00,0.05,none,1,20.52,3.10,0.00,15.47,0.022,0.022,0.0,0.065
3,1749132964.86,75,0.037,0.030,0.052,1.473,0.00,0.00,-0.95,0.00,0.08,none,0,20.72,3.14,0.00,19.84,0.022,0.022,0.0,0.050
4,1749132964.91,75,0.054,0.048,0.080,2.266,0.00,0.00,-0.95,0.00,0.08,none,0,20.79,3.16,0.00,19.93,0.021,0.021,0.0,0.050
5,1749132964.96,75,0.066,0.055,0.098,2.417,0.00,0.00,-0.95,0.00,0.07,none,0,20.74,3.15,0.00,19.93,0.021,0.021,0.0,0.050
6,1749132965.01,75,0.078,0.058,0.108,2.250,0.00,0.00,-0.94,0.00,0.06,none,0,20.66,3.13,0.00,19.96,0.023,0.023,0.0,0.050
7,1749132965.06,75,0.080,0.062,0.108,2.089,0.00,0.00,-0.94,0.00,0.05,none,0,20.57,3.11,0.00,19.97,0.022,0.022,0.0,0.050
8,1749132965.11,75,0.083,0.063,0.107,2.109,0.00,0.00,-0.94,0.00,0.04,none,0,20.48,3.10,0.00,19.85,0.022,0.022,0.0,0.050
9,1749132965.16,75,0.081,0.063,0.107,1.720,0.00,0.00,-0.94,0.00,0.04,none,0,20.40,3.08,0.00,19.92,0.023,0.023,0.0,0.050
10,1749132965.21,75,0.080,0.061,0.104,1.252,0.00,0.00,-0.93,0.00,0.03,none,0,20.32,3.06,0.00,19.94,0.022,0.022,0.0,0.050
11,1749132965.26,75,0.077,0.059,0.102,1.384,0.00,0.00,-0.93,0.00,0.02,none,0,20.26,3.05,0.00,19.79,0.022,0.022,0.0,0.051
12,1749132965.32,75,0.078,0.061,0.103,0.970,0.00,0.00,-0.93,0.00,0.02,none,0,20.21,3.04,0.00,19.91,0.021,0.021,0.0,0.050
13,1749132965.37,75,0.076,0.060,0.104,0.902,0.00,0.00,-0.93,0.00,0.01,none,0,20.15,3.03,0.00,19.96,0.024,0.024,0.0,0.050
14,1749132965.42,75,0.070,0.054,0.093,0.628,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.82,0.021,0.021,0.0,0.050
15,1749132965.47,75,0.063,0.049,0.082,0.611,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.97,0.023,0.023,0.0,0.050
16,1749132965.52,75,0.052,0.044,0.070,0.443,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.94,0.024,0.024,0.0,0.050
17,1749132965.57,75,0.045,0.037,0.062,0.453,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.96,0.021,0.021,0.0,0.050
18,1749132965.62,75,0.036,0.032,0.053,0.291,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.77,0.023,0.023,0.0,0.051
19,1749132965.67,75,0.030,0.026,0.046,0.345,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.81,0.031,0.031,0.0,0.050
20,1749132965.72,75,0.025,0.024,0.041,0.553,0.00,0.00,-0.93,0.00,0.01,none,0,20.05,3.01,0.00,19.84,0.020,0.020,0.0,0.050
21,1749132965.77,75,0.022,0.021,0.036,0.517,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.93,0.022,0.022,0.0,0.050
22,1749132965.82,75,0.020,0.020,0.033,0.537,0.00,0.00,-0.93,0.00,0.01,none,0,20.08,3.02,0.00,19.98,0.023,0.023,0.0,0.050
23,1749132965.87,75,0.019,0.019,0.029,0.456,0.00,0.00,-0.93,0.00,0.01,none,0,20.10,3.02,0.00,19.89,0.023,0.023,0.0,0.050
