frame,time,features,flow_left,flow_center,flow_right
90,1748951606.80,70,0.237,0.029,0.525
91,1748951606.90,67,0.233,0.030,0.505
92,1748951606.99,66,0.237,0.029,0.493
93,1748951607.08,66,0.212,0.030,0.460
94,1748951607.18,66,0.200,0.031,0.466
95,1748951607.28,66,0.190,0.030,0.476
96,1748951607.37,66,0.195,0.029,0.508
97,1748951607.48,66,0.196,0.031,0.540
98,1748951607.57,66,0.200,0.029,0.565
99,1748951607.68,66,0.210,0.029,0.582
100,1748951607.77,65,0.212,0.029,0.556
101,1748951607.87,65,0.217,0.030,0.538
102,1748951607.97,65,0.209,0.031,0.526
103,1748951608.07,64,0.216,0.031,0.513
104,1748951608.16,64,0.228,0.031,0.454
105,1748951608.25,64,0.240,0.031,0.434
106,1748951608.35,63,0.250,0.031,0.418
107,1748951608.45,63,0.291,0.029,0.369
108,1748951608.54,62,0.311,0.030,0.331
109,1748951608.63,61,0.299,0.029,0.340
110,1748951608.73,61,0.298,0.030,0.356
111,1748951608.82,61,0.295,0.029,0.340
112,1748951608.91,61,0.268,0.029,0.344
113,1748951609.00,61,0.267,0.029,0.350
114,1748951609.10,61,0.276,0.029,0.336
115,1748951609.20,61,0.287,0.029,0.307
116,1748951609.29,61,0.288,0.029,0.297
117,1748951609.39,61,0.300,0.029,0.304
118,1748951609.49,61,0.312,0.029,0.322
119,1748951609.59,61,0.330,0.028,0.330
120,1748951609.68,61,0.337,0.028,0.371
121,1748951609.80,60,0.374,0.029,0.403
122,1748951609.91,59,0.381,0.030,0.429
123,1748951610.01,59,0.380,0.030,0.467
124,1748951610.11,56,0.364,0.031,0.549
125,1748951610.21,55,0.356,0.030,0.556
126,1748951610.30,53,0.309,0.029,0.598
127,1748951610.39,53,0.282,0.028,0.597
128,1748951610.49,51,0.321,0.028,0.531
129,1748951610.61,46,0.395,0.028,0.435
130,1748951610.70,45,0.429,0.029,0.381
131,1748951610.80,45,0.476,0.029,0.302
132,1748951610.90,45,0.619,0.029,0.262
133,1748951610.98,44,0.569,0.028,0.252
134,1748951611.08,42,0.518,0.027,0.205
135,1748951611.17,42,0.505,0.026,0.171
136,1748951611.27,40,0.469,0.025,0.129
137,1748951611.37,40,0.338,0.024,0.091
138,1748951611.50,40,0.357,0.027,0.061
139,1748951611.59,40,0.335,0.026,0.060
140,1748951611.68,40,0.309,0.025,0.058
141,1748951611.77,40,0.311,0.026,0.059
142,1748951611.87,40,0.322,0.026,0.061
143,1748951611.96,40,0.302,0.024,0.059
144,1748951612.05,40,0.306,0.025,0.070
145,1748951612.15,40,0.276,0.027,0.072
146,1748951612.24,40,0.248,0.028,0.073
147,1748951612.33,40,0.209,0.027,0.071
148,1748951612.43,40,0.162,0.028,0.071
149,1748951612.52,40,0.124,0.027,0.062
150,1748951612.61,39,0.112,0.026,0.062
151,1748951612.71,39,0.104,0.027,0.066
152,1748951612.81,39,0.098,0.026,0.071
153,1748951612.91,39,0.104,0.026,0.073
154,1748951613.00,39,0.098,0.026,0.076
155,1748951613.09,39,0.100,0.025,0.077
156,1748951613.19,39,0.099,0.024,0.078
157,1748951613.28,39,0.097,0.024,0.079
158,1748951613.39,39,0.102,0.024,0.084
159,1748951613.48,39,0.103,0.024,0.086
160,1748951613.58,39,0.108,0.025,0.093
161,1748951613.67,39,0.107,0.024,0.095
162,1748951613.76,39,0.110,0.026,0.099
163,1748951613.87,39,0.112,0.026,0.104
164,1748951613.98,38,0.118,0.026,0.138
165,1748951614.08,38,0.119,0.026,0.142
166,1748951614.17,38,0.122,0.026,0.148
167,1748951614.26,38,0.124,0.024,0.155
168,1748951614.38,37,0.132,0.025,0.170
169,1748951614.47,37,0.136,0.024,0.152
170,1748951614.57,37,0.142,0.025,0.162
171,1748951614.68,37,0.151,0.026,0.175
172,1748951614.77,37,0.153,0.026,0.181
173,1748951614.87,37,0.151,0.025,0.180
174,1748951614.96,37,0.150,0.025,0.185
175,1748951615.06,37,0.150,0.023,0.186
176,1748951615.16,37,0.154,0.024,0.193
177,1748951615.25,37,0.164,0.025,0.203
178,1748951615.35,37,0.165,0.025,0.206
179,1748951615.44,37,0.163,0.025,0.210
180,1748951615.53,37,0.167,0.025,0.216
181,1748951615.63,37,0.163,0.024,0.212
182,1748951615.72,36,0.163,0.024,0.197
183,1748951615.81,36,0.161,0.022,0.181
184,1748951615.92,36,0.170,0.022,0.171
185,1748951616.01,36,0.169,0.022,0.155
186,1748951616.12,36,0.176,0.023,0.151
187,1748951616.22,36,0.177,0.023,0.153
188,1748951616.31,36,0.178,0.022,0.156
189,1748951616.40,36,0.183,0.023,0.159
190,1748951616.50,36,0.183,0.023,0.163
191,1748951616.59,36,0.185,0.022,0.158
192,1748951616.69,36,0.188,0.023,0.163
193,1748951616.78,36,0.173,0.023,0.171
194,1748951616.89,36,0.154,0.024,0.179
195,1748951616.99,35,0.172,0.024,0.192
196,1748951617.09,35,0.151,0.024,0.199
197,1748951617.19,35,0.139,0.024,0.209
198,1748951617.28,35,0.143,0.024,0.207
199,1748951617.37,35,0.143,0.023,0.200
200,1748951617.46,35,0.118,0.023,0.194
201,1748951617.57,35,0.128,0.024,0.203
202,1748951617.66,35,0.129,0.024,0.200
203,1748951617.77,35,0.139,0.024,0.217
204,1748951617.86,35,0.145,0.025,0.226
205,1748951617.95,35,0.149,0.024,0.236
206,1748951618.05,35,0.145,0.023,0.239
207,1748951618.14,35,0.144,0.023,0.247
208,1748951618.25,35,0.144,0.023,0.235
209,1748951618.34,35,0.146,0.024,0.231
210,1748951618.43,35,0.146,0.024,0.223
211,1748951618.54,35,0.152,0.024,0.222
212,1748951618.63,34,0.155,0.024,0.216
213,1748951618.73,34,0.154,0.024,0.223
214,1748951618.83,34,0.158,0.023,0.227
215,1748951618.92,34,0.147,0.022,0.230
216,1748951619.02,34,0.135,0.021,0.232
217,1748951619.12,33,0.122,0.020,0.222
218,1748951619.23,33,0.111,0.019,0.213
219,1748951619.33,33,0.098,0.018,0.208
220,1748951619.43,32,0.100,0.019,0.190
221,1748951619.53,32,0.097,0.018,0.161
222,1748951619.62,32,0.098,0.018,0.153
223,1748951619.71,32,0.096,0.018,0.140
224,1748951619.80,32,0.092,0.017,0.126
225,1748951619.89,32,0.093,0.014,0.129
226,1748951619.99,32,0.096,0.015,0.135
227,1748951620.09,31,0.099,0.016,0.128
228,1748951620.19,31,0.110,0.015,0.120
229,1748951620.29,31,0.126,0.015,0.114
230,1748951620.37,31,0.128,0.015,0.104
231,1748951620.47,31,0.134,0.015,0.097
232,1748951620.60,31,0.146,0.018,0.105
233,1748951620.69,31,0.142,0.018,0.107
234,1748951620.79,31,0.138,0.018,0.110
235,1748951620.89,31,0.154,0.019,0.115
236,1748951620.99,29,0.150,0.018,0.116
237,1748951621.08,28,0.139,0.015,0.113
238,1748951621.17,28,0.149,0.016,0.117
239,1748951621.27,28,0.145,0.016,0.120
240,1748951621.36,28,0.137,0.016,0.123
241,1748951621.46,28,0.142,0.016,0.130
242,1748951621.55,28,0.145,0.017,0.135
243,1748951621.64,28,0.132,0.016,0.137
244,1748951621.75,28,0.145,0.017,0.145
245,1748951621.84,28,0.148,0.017,0.150
246,1748951621.93,28,0.141,0.017,0.150
247,1748951622.05,28,0.160,0.018,0.163
248,1748951622.14,28,0.165,0.018,0.168
249,1748951622.24,27,0.156,0.018,0.175
250,1748951622.34,27,0.140,0.018,0.181
251,1748951622.43,27,0.134,0.018,0.188
252,1748951622.52,27,0.105,0.016,0.188
253,1748951622.62,27,0.096,0.016,0.203
254,1748951622.74,27,0.087,0.016,0.214
255,1748951622.82,27,0.087,0.015,0.221
256,1748951622.92,26,0.094,0.015,0.223
257,1748951623.02,26,0.104,0.015,0.219
258,1748951623.10,26,0.103,0.015,0.207
259,1748951623.19,26,0.103,0.015,0.194
260,1748951623.29,26,0.109,0.015,0.195
261,1748951623.38,26,0.108,0.015,0.200
262,1748951623.49,26,0.124,0.015,0.210
263,1748951623.58,26,0.137,0.016,0.226
264,1748951623.67,26,0.145,0.016,0.233
265,1748951623.76,26,0.152,0.016,0.241
266,1748951623.88,25,0.154,0.017,0.265
267,1748951623.99,25,0.135,0.018,0.283
268,1748951624.10,24,0.140,0.019,0.299
269,1748951624.20,23,0.140,0.020,0.316
270,1748951624.31,23,0.141,0.019,0.313
271,1748951624.40,23,0.147,0.018,0.294
272,1748951624.50,23,0.154,0.017,0.277
273,1748951624.59,21,0.147,0.017,0.220
274,1748951624.68,21,0.152,0.016,0.169
275,1748951624.78,21,0.158,0.016,0.132
276,1748951624.89,21,0.169,0.016,0.096
277,1748951624.98,19,0.151,0.017,0.060
278,1748951625.07,19,0.136,0.017,0.062
279,1748951625.17,19,0.116,0.017,0.063
280,1748951625.26,19,0.093,0.017,0.063
281,1748951625.35,18,0.072,0.016,0.061
282,1748951625.44,18,0.078,0.016,0.062
283,1748951625.53,18,0.082,0.016,0.060
284,1748951625.63,18,0.088,0.015,0.059
285,1748951625.72,18,0.092,0.014,0.059
286,1748951625.85,18,0.100,0.016,0.063
287,1748951625.94,18,0.101,0.014,0.063
288,1748951626.03,18,0.106,0.013,0.064
289,1748951626.13,18,0.107,0.013,0.064
290,1748951626.22,18,0.111,0.014,0.064
291,1748951626.32,18,0.109,0.011,0.061
292,1748951626.44,18,0.121,0.012,0.067
293,1748951626.54,18,0.125,0.012,0.068
294,1748951626.63,18,0.129,0.014,0.069
295,1748951626.72,18,0.135,0.013,0.071
296,1748951626.82,18,0.140,0.013,0.073
297,1748951626.92,18,0.139,0.012,0.071
298,1748951627.01,18,0.144,0.015,0.072
299,1748951627.12,18,0.155,0.014,0.076
300,1748951627.22,18,0.162,0.014,0.079
301,1748951627.31,18,0.169,0.016,0.080
302,1748951627.41,18,0.178,0.016,0.083
303,1748951627.51,18,0.188,0.014,0.086
304,1748951627.60,18,0.196,0.014,0.087
305,1748951627.70,18,0.199,0.015,0.089
306,1748951627.80,18,0.206,0.013,0.090
307,1748951627.90,17,0.201,0.013,0.095
308,1748951628.00,17,0.185,0.013,0.099
309,1748951628.10,17,0.169,0.012,0.102
310,1748951628.20,16,0.144,0.010,0.106
311,1748951628.28,16,0.111,0.010,0.108
312,1748951628.37,16,0.091,0.010,0.110
313,1748951628.47,16,0.077,0.010,0.111
314,1748951628.57,16,0.064,0.010,0.116
315,1748951628.67,16,0.068,0.012,0.124
316,1748951628.77,16,0.070,0.012,0.129
317,1748951628.87,16,0.072,0.011,0.135
318,1748951628.96,16,0.073,0.011,0.142
319,1748951629.06,16,0.073,0.009,0.149
320,1748951629.18,16,0.072,0.006,0.158
321,1748951629.27,16,0.071,0.007,0.165
322,1748951629.36,16,0.070,0.005,0.171
323,1748951629.46,16,0.070,0.003,0.178
324,1748951629.56,16,0.071,0.004,0.184
325,1748951629.65,16,0.070,0.004,0.184
326,1748951629.75,16,0.072,0.004,0.194
327,1748951629.84,15,0.074,0.005,0.187
328,1748951629.93,15,0.075,0.005,0.178
329,1748951630.03,15,0.079,0.004,0.171
330,1748951630.12,15,0.081,0.005,0.162
331,1748951630.21,15,0.084,0.004,0.156
332,1748951630.31,15,0.087,0.003,0.165
333,1748951630.41,15,0.092,0.004,0.177
334,1748951630.52,15,0.096,0.004,0.190
335,1748951630.62,15,0.102,0.003,0.202
336,1748951630.72,15,0.108,0.004,0.212
337,1748951630.81,15,0.110,0.004,0.219
338,1748951630.93,15,0.119,0.004,0.239
339,1748951631.02,15,0.119,0.005,0.240
340,1748951631.13,15,0.127,0.005,0.262
341,1748951631.24,14,0.133,0.005,0.277
342,1748951631.33,14,0.136,0.005,0.294
343,1748951631.43,13,0.129,0.005,0.234
344,1748951631.52,12,0.124,0.004,0.186
345,1748951631.61,12,0.114,0.004,0.122
346,1748951631.70,12,0.105,0.004,0.061
347,1748951631.79,12,0.101,0.004,0.000
348,1748951631.89,12,0.103,0.002,0.000
349,1748951631.98,12,0.108,0.004,0.000
350,1748951632.07,12,0.110,0.004,0.000
351,1748951632.16,12,0.116,0.005,0.000
352,1748951632.25,12,0.119,0.005,0.000
353,1748951632.34,12,0.121,0.005,0.000
354,1748951632.44,12,0.126,0.005,0.000
355,1748951632.55,12,0.137,0.005,0.000
356,1748951632.64,12,0.144,0.004,0.000
357,1748951632.73,12,0.154,0.004,0.000
358,1748951632.84,12,0.164,0.006,0.000
359,1748951632.93,12,0.169,0.004,0.000
360,1748951633.02,12,0.170,0.006,0.000
361,1748951633.12,12,0.177,0.004,0.000
362,1748951633.22,12,0.190,0.006,0.000
363,1748951633.32,12,0.193,0.005,0.000
364,1748951633.42,12,0.209,0.006,0.000
365,1748951633.52,12,0.218,0.005,0.000
366,1748951633.60,12,0.222,0.005,0.000
367,1748951633.70,10,0.212,0.005,0.000
368,1748951633.80,10,0.208,0.004,0.000
369,1748951633.89,10,0.194,0.005,0.000
370,1748951633.98,10,0.189,0.004,0.000
371,1748951634.07,10,0.186,0.006,0.000
372,1748951634.17,10,0.195,0.004,0.000
373,1748951634.28,9,0.196,0.006,0.000
374,1748951634.41,9,0.202,0.007,0.000
375,1748951634.50,9,0.195,0.006,0.000
376,1748951634.59,9,0.182,0.007,0.000
377,1748951634.69,9,0.170,0.006,0.000
378,1748951634.79,9,0.211,0.006,0.000
379,1748951634.89,9,0.171,0.004,0.000
380,1748951634.98,9,0.140,0.005,0.000
381,1748951635.08,8,0.112,0.004,0.000
382,1748951635.17,8,0.079,0.005,0.000
383,1748951635.26,8,0.001,0.005,0.000
384,1748951635.36,8,0.001,0.005,0.000
385,1748951635.46,8,0.000,0.006,0.000
386,1748951635.55,8,0.000,0.006,0.000
387,1748951635.65,8,0.000,0.006,0.000
388,1748951635.75,8,0.000,0.006,0.000
389,1748951635.85,8,0.000,0.006,0.000
390,1748951635.95,8,0.000,0.005,0.000
391,1748951636.05,8,0.000,0.007,0.000
392,1748951636.14,8,0.000,0.005,0.000
393,1748951636.24,8,0.000,0.005,0.000
394,1748951636.33,8,0.000,0.007,0.000
395,1748951636.43,8,0.000,0.006,0.000
396,1748951636.52,8,0.000,0.006,0.000
397,1748951636.62,8,0.000,0.006,0.000
398,1748951636.71,8,0.000,0.006,0.000
399,1748951636.81,8,0.000,0.006,0.000
400,1748951636.92,8,0.000,0.007,0.000
401,1748951637.01,8,0.000,0.005,0.000
402,1748951637.11,8,0.000,0.007,0.000
403,1748951637.21,8,0.000,0.007,0.000
404,1748951637.29,8,0.000,0.008,0.000
405,1748951637.39,8,0.000,0.006,0.000
406,1748951637.48,8,0.000,0.008,0.000
407,1748951637.57,8,0.000,0.008,0.000
