frame,time,features,flow_left,flow_center,flow_right,speed
62,1748938982.74,67,1.090,1.109,1.105,0.67
63,1748938982.85,66,0.913,0.917,0.905,0.59
64,1748938982.96,66,0.689,0.704,0.698,0.51
65,1748938983.06,66,0.531,0.540,0.540,0.41
66,1748938983.17,66,0.371,0.364,0.383,0.31
67,1748938983.28,66,0.263,0.245,0.273,0.23
68,1748938983.39,66,0.192,0.175,0.205,0.14
69,1748938983.50,66,0.191,0.164,0.195,0.10
70,1748938983.59,66,0.229,0.192,0.220,0.10
71,1748938983.70,66,0.294,0.275,0.288,0.10
72,1748938983.81,66,0.376,0.355,0.360,0.15
73,1748938983.94,66,0.447,0.423,0.426,0.20
74,1748938984.06,66,0.504,0.485,0.487,0.24
75,1748938984.17,66,0.549,0.527,0.526,0.27
76,1748938984.28,66,0.560,0.534,0.534,0.29
77,1748938984.40,66,0.563,0.542,0.544,0.30
78,1748938984.50,66,0.521,0.511,0.513,0.31
79,1748938984.61,66,0.484,0.474,0.477,0.30
80,1748938984.70,66,0.432,0.434,0.440,0.29
81,1748938984.83,66,0.408,0.408,0.415,0.28
82,1748938984.94,66,0.352,0.352,0.360,0.26
83,1748938985.05,66,0.319,0.317,0.326,0.24
84,1748938985.16,66,0.273,0.267,0.276,0.21
85,1748938985.27,66,0.232,0.225,0.235,0.18
86,1748938985.38,66,0.173,0.167,0.177,0.15
87,1748938985.48,66,0.138,0.120,0.130,0.12
88,1748938985.59,66,0.103,0.079,0.092,0.10
89,1748938985.70,66,0.082,0.054,0.067,0.10
90,1748938985.81,66,0.075,0.042,0.054,0.10
91,1748938985.93,66,0.082,0.050,0.061,0.10
92,1748938986.04,66,0.091,0.065,0.075,0.10
93,1748938986.15,66,0.106,0.088,0.095,0.10
94,1748938986.26,66,0.121,0.106,0.112,0.10
95,1748938986.37,66,0.140,0.121,0.126,0.10
96,1748938986.48,66,0.142,0.127,0.132,0.10
97,1748938986.59,66,0.147,0.133,0.137,0.10
98,1748938986.70,66,0.151,0.134,0.138,0.10
99,1748938986.81,66,0.149,0.134,0.137,0.10
100,1748938986.92,66,0.137,0.133,0.135,0.10
101,1748938987.03,66,0.130,0.124,0.126,0.10
102,1748938987.14,66,0.121,0.115,0.116,0.10
103,1748938987.25,66,0.118,0.105,0.106,0.10
104,1748938987.36,66,0.111,0.092,0.094,0.10
105,1748938987.47,66,0.097,0.076,0.078,0.10
106,1748938987.57,66,0.091,0.064,0.067,0.10
107,1748938987.68,66,0.082,0.051,0.054,0.10
108,1748938987.79,66,0.062,0.039,0.041,0.10
109,1748938987.92,66,0.048,0.027,0.030,0.10
110,1748938988.03,66,0.043,0.018,0.021,0.10
111,1748938988.14,66,0.043,0.014,0.017,0.10
112,1748938988.25,66,0.038,0.014,0.016,0.10
113,1748938988.36,66,0.045,0.016,0.018,0.10
114,1748938988.45,66,0.050,0.021,0.022,0.10
115,1748938988.56,66,0.056,0.026,0.027,0.10
116,1748938988.67,66,0.054,0.030,0.031,0.10
117,1748938988.78,66,0.064,0.033,0.034,0.10
118,1748938988.89,66,0.074,0.035,0.037,0.10
119,1748938989.00,66,0.079,0.037,0.038,0.10
120,1748938989.11,66,0.077,0.037,0.038,0.10
121,1748938989.22,66,0.076,0.036,0.037,0.10
122,1748938989.33,66,0.067,0.035,0.036,0.10
123,1748938989.45,66,0.056,0.034,0.034,0.10
124,1748938989.56,66,0.051,0.031,0.031,0.10
125,1748938989.65,66,0.050,0.027,0.028,0.10
126,1748938989.76,66,0.046,0.024,0.025,0.10
127,1748938989.87,66,0.049,0.020,0.021,0.10
128,1748938989.98,66,0.046,0.016,0.016,0.10
129,1748938990.09,66,0.041,0.013,0.013,0.10
130,1748938990.21,66,0.034,0.010,0.011,0.10
131,1748938990.32,66,0.033,0.007,0.008,0.10
132,1748938990.43,66,0.031,0.005,0.006,0.10
133,1748938990.54,66,0.029,0.004,0.005,0.10
134,1748938990.66,66,0.035,0.004,0.005,0.10
135,1748938990.77,66,0.038,0.005,0.006,0.10
136,1748938990.90,66,0.037,0.008,0.008,0.10
137,1748938991.01,66,0.037,0.009,0.009,0.10
138,1748938991.12,66,0.036,0.010,0.010,0.10
139,1748938991.21,66,0.034,0.010,0.011,0.10
140,1748938991.34,66,0.033,0.011,0.011,0.10
141,1748938991.45,66,0.033,0.011,0.011,0.10
142,1748938991.57,66,0.037,0.011,0.011,0.10
143,1748938991.68,66,0.037,0.010,0.011,0.10
144,1748938991.79,66,0.034,0.010,0.011,0.10
145,1748938991.90,66,0.032,0.009,0.010,0.10
146,1748938992.01,66,0.033,0.008,0.009,0.10
147,1748938992.12,66,0.025,0.007,0.007,0.10
148,1748938992.23,66,0.028,0.006,0.007,0.10
149,1748938992.34,66,0.028,0.005,0.006,0.10
150,1748938992.46,66,0.029,0.004,0.004,0.10
151,1748938992.57,66,0.028,0.003,0.004,0.10
152,1748938992.70,66,0.028,0.002,0.003,0.10
153,1748938992.81,66,0.023,0.002,0.003,0.10
154,1748938992.92,66,0.020,0.001,0.003,0.10
155,1748938993.03,66,0.020,0.001,0.003,0.10
156,1748938993.13,66,0.016,0.002,0.003,0.10
157,1748938993.24,66,0.017,0.002,0.003,0.10
158,1748938993.35,66,0.017,0.003,0.003,0.10
159,1748938993.46,66,0.021,0.003,0.003,0.10
160,1748938993.57,66,0.020,0.003,0.004,0.10
161,1748938993.68,66,0.022,0.003,0.004,0.10
162,1748938993.79,66,0.023,0.003,0.004,0.10
163,1748938993.90,66,0.022,0.003,0.004,0.10
164,1748938994.01,66,0.020,0.003,0.004,0.10
165,1748938994.12,66,0.020,0.003,0.003,0.10
166,1748938994.23,66,0.021,0.003,0.003,0.10
167,1748938994.33,66,0.020,0.002,0.003,0.10
168,1748938994.44,66,0.020,0.002,0.003,0.10
169,1748938994.55,66,0.020,0.002,0.003,0.10
170,1748938994.68,66,0.018,0.002,0.002,0.10
171,1748938994.80,66,0.015,0.001,0.002,0.10
172,1748938994.91,66,0.012,0.001,0.002,0.10
173,1748938995.04,66,0.012,0.001,0.002,0.10
174,1748938995.14,66,0.014,0.001,0.002,0.10
175,1748938995.25,66,0.014,0.001,0.002,0.10
176,1748938995.37,66,0.015,0.001,0.002,0.10
177,1748938995.47,66,0.017,0.001,0.002,0.10
178,1748938995.61,66,0.017,0.001,0.002,0.10
179,1748938995.72,66,0.013,0.001,0.002,0.10
180,1748938995.85,66,0.012,0.001,0.002,0.10
181,1748938995.96,66,0.010,0.001,0.002,0.10
182,1748938996.07,66,0.009,0.001,0.002,0.10
183,1748938996.17,66,0.010,0.001,0.002,0.10
184,1748938996.28,66,0.010,0.001,0.002,0.10
185,1748938996.41,66,0.014,0.001,0.002,0.10
186,1748938996.52,66,0.015,0.001,0.002,0.10
187,1748938996.62,66,0.015,0.001,0.002,0.10
188,1748938996.75,66,0.014,0.001,0.002,0.10
189,1748938996.86,66,0.014,0.001,0.002,0.10
190,1748938996.97,66,0.011,0.001,0.002,0.10
191,1748938997.08,66,0.012,0.001,0.002,0.10
192,1748938997.20,66,0.013,0.001,0.002,0.10
193,1748938997.31,66,0.013,0.001,0.002,0.10
194,1748938997.42,66,0.011,0.001,0.002,0.10
195,1748938997.53,66,0.011,0.001,0.002,0.10
196,1748938997.64,66,0.010,0.001,0.002,0.10
197,1748938997.75,66,0.009,0.001,0.002,0.10
198,1748938997.86,66,0.009,0.001,0.001,0.10
199,1748938997.98,66,0.011,0.001,0.001,0.10
200,1748938998.09,66,0.012,0.001,0.001,0.10
201,1748938998.20,66,0.013,0.001,0.001,0.10
202,1748938998.31,66,0.014,0.001,0.002,0.10
203,1748938998.42,66,0.013,0.001,0.002,0.10
204,1748938998.53,66,0.013,0.001,0.002,0.10
205,1748938998.64,66,0.012,0.001,0.002,0.10
206,1748938998.74,66,0.010,0.001,0.001,0.10
207,1748938998.85,66,0.010,0.001,0.001,0.10
208,1748938998.96,66,0.012,0.001,0.001,0.10
209,1748938999.07,66,0.014,0.001,0.001,0.10
210,1748938999.18,66,0.017,0.001,0.002,0.10
211,1748938999.29,66,0.017,0.001,0.001,0.10
212,1748938999.40,66,0.017,0.001,0.001,0.10
213,1748938999.51,66,0.017,0.001,0.001,0.10
214,1748938999.61,66,0.014,0.001,0.001,0.10
215,1748938999.72,66,0.014,0.001,0.001,0.10
216,1748938999.83,66,0.016,0.001,0.001,0.10
217,1748938999.94,66,0.016,0.001,0.002,0.10
218,1748939000.05,66,0.018,0.001,0.002,0.10
219,1748939000.16,66,0.019,0.001,0.002,0.10
220,1748939000.27,66,0.016,0.001,0.002,0.10
221,1748939000.38,66,0.014,0.001,0.001,0.10
222,1748939000.49,66,0.014,0.001,0.001,0.10
223,1748939000.59,66,0.013,0.001,0.001,0.10
224,1748939000.70,66,0.012,0.001,0.001,0.10
225,1748939000.81,66,0.013,0.001,0.001,0.10
226,1748939000.94,66,0.015,0.001,0.002,0.10
227,1748939001.05,66,0.013,0.001,0.001,0.10
228,1748939001.16,66,0.012,0.001,0.001,0.10
229,1748939001.27,66,0.012,0.001,0.001,0.10
230,1748939001.38,66,0.011,0.001,0.001,0.10
231,1748939001.49,66,0.010,0.001,0.001,0.10
232,1748939001.59,66,0.014,0.001,0.001,0.10
233,1748939001.70,66,0.015,0.001,0.001,0.10
234,1748939001.81,66,0.016,0.001,0.001,0.10
235,1748939001.92,66,0.015,0.001,0.001,0.10
236,1748939002.05,66,0.014,0.001,0.001,0.10
237,1748939002.16,66,0.013,0.001,0.001,0.10
238,1748939002.26,66,0.011,0.001,0.001,0.10
239,1748939002.39,66,0.011,0.001,0.001,0.10
240,1748939002.50,66,0.011,0.001,0.001,0.10
241,1748939002.62,66,0.012,0.001,0.001,0.10
242,1748939002.73,66,0.012,0.001,0.001,0.10
243,1748939002.86,66,0.012,0.001,0.001,0.10
244,1748939002.96,66,0.012,0.001,0.001,0.10
245,1748939003.07,66,0.013,0.001,0.001,0.10
246,1748939003.18,66,0.012,0.001,0.001,0.10
247,1748939003.31,66,0.011,0.001,0.001,0.10
248,1748939003.42,66,0.012,0.001,0.001,0.10
249,1748939003.52,66,0.012,0.001,0.001,0.10
250,1748939003.64,66,0.012,0.000,0.001,0.10
251,1748939003.75,66,0.012,0.001,0.001,0.10
252,1748939003.86,66,0.011,0.001,0.001,0.10
253,1748939003.97,66,0.012,0.001,0.001,0.10
254,1748939004.08,66,0.010,0.001,0.001,0.10
255,1748939004.20,66,0.010,0.001,0.001,0.10
256,1748939004.31,66,0.010,0.001,0.001,0.10
257,1748939004.42,66,0.010,0.000,0.001,0.10
258,1748939004.53,66,0.011,0.001,0.001,0.10
259,1748939004.64,66,0.012,0.001,0.001,0.10
260,1748939004.77,66,0.011,0.001,0.001,0.10
261,1748939004.88,66,0.011,0.001,0.001,0.10
262,1748939004.98,66,0.009,0.001,0.001,0.10
263,1748939005.11,66,0.009,0.000,0.001,0.10
264,1748939005.23,66,0.009,0.000,0.001,0.10
265,1748939005.34,66,0.010,0.000,0.001,0.10
266,1748939005.44,66,0.010,0.000,0.001,0.10
267,1748939005.55,66,0.011,0.000,0.001,0.10
268,1748939005.66,66,0.010,0.001,0.001,0.10
269,1748939005.77,66,0.010,0.000,0.001,0.10
270,1748939005.88,66,0.009,0.001,0.001,0.10
271,1748939005.97,66,0.009,0.000,0.001,0.10
272,1748939006.09,66,0.009,0.000,0.001,0.10
273,1748939006.22,66,0.011,0.000,0.001,0.10
274,1748939006.33,66,0.012,0.000,0.001,0.10
275,1748939006.42,66,0.011,0.000,0.001,0.10
276,1748939006.53,66,0.010,0.000,0.001,0.10
277,1748939006.64,66,0.011,0.001,0.001,0.10
278,1748939006.77,66,0.009,0.001,0.001,0.10
279,1748939006.88,66,0.008,0.000,0.001,0.10
280,1748939006.97,66,0.008,0.000,0.001,0.10
281,1748939007.08,66,0.010,0.000,0.001,0.10
282,1748939007.19,66,0.011,0.000,0.001,0.10
283,1748939007.31,66,0.010,0.000,0.001,0.10
284,1748939007.40,66,0.010,0.000,0.001,0.10
285,1748939007.51,66,0.010,0.000,0.001,0.10
286,1748939007.64,66,0.008,0.000,0.001,0.10
287,1748939007.75,66,0.007,0.000,0.001,0.10
288,1748939007.86,66,0.008,0.000,0.001,0.10
289,1748939007.97,66,0.009,0.000,0.001,0.10
290,1748939008.08,66,0.010,0.000,0.001,0.10
291,1748939008.19,66,0.011,0.000,0.001,0.10
292,1748939008.31,66,0.010,0.000,0.001,0.10
293,1748939008.42,66,0.010,0.000,0.001,0.10
294,1748939008.55,66,0.008,0.000,0.001,0.10
295,1748939008.66,66,0.007,0.000,0.001,0.10
296,1748939008.77,66,0.008,0.000,0.001,0.10
297,1748939008.87,66,0.009,0.000,0.001,0.10
298,1748939008.98,66,0.009,0.000,0.001,0.10
299,1748939009.11,66,0.009,0.000,0.001,0.10
300,1748939009.22,66,0.009,0.000,0.001,0.10
301,1748939009.33,66,0.009,0.000,0.001,0.10
302,1748939009.43,66,0.008,0.000,0.001,0.10
303,1748939009.55,66,0.008,0.000,0.001,0.10
304,1748939009.64,66,0.008,0.000,0.001,0.10
305,1748939009.75,66,0.009,0.000,0.001,0.10
306,1748939009.86,66,0.010,0.000,0.001,0.10
307,1748939009.97,66,0.010,0.000,0.001,0.10
308,1748939010.08,66,0.009,0.000,0.001,0.10
309,1748939010.19,66,0.009,0.000,0.001,0.10
310,1748939010.30,66,0.007,0.000,0.001,0.10
311,1748939010.41,66,0.007,0.000,0.001,0.10
312,1748939010.52,66,0.007,0.000,0.001,0.10
313,1748939010.62,66,0.009,0.000,0.001,0.10
