frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749129513.39,75,0.116,0.078,0.147,1.286,0.00,0.00,-0.95,0.00,0.08,none,1,20.77,3.15,0.00,4.70,0.067,0.067,0.0,0.213
3,1749129513.52,75,0.133,0.120,0.209,3.103,0.00,0.00,-0.95,0.00,0.07,none,0,20.68,3.14,0.00,15.64,0.026,0.026,0.0,0.064
4,1749129513.59,75,0.127,0.108,0.192,1.517,0.00,0.00,-0.94,0.00,0.06,none,0,20.55,3.11,0.00,11.28,0.035,0.035,0.0,0.089
5,1749129513.67,75,0.119,0.102,0.171,1.632,0.00,0.00,-0.94,0.00,0.05,none,0,20.47,3.09,0.00,16.61,0.030,0.030,0.0,0.060
6,1749129513.73,75,0.110,0.092,0.160,1.334,0.00,0.00,-0.94,0.00,0.04,none,0,20.41,3.08,0.00,10.37,0.037,0.037,0.0,0.096
7,1749129513.84,75,0.104,0.087,0.150,0.420,0.00,0.00,-0.93,0.00,0.02,none,0,20.21,3.04,0.00,4.09,0.062,0.062,0.0,0.244
8,1749129514.13,75,0.105,0.085,0.150,0.557,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,4.24,0.058,0.058,0.0,0.236
9,1749129514.31,75,0.096,0.079,0.139,0.403,0.00,0.00,-0.93,0.00,0.01,none,0,20.09,3.02,0.00,19.12,0.026,0.026,0.0,0.052
10,1749129514.37,75,0.088,0.072,0.128,0.521,0.00,0.00,-0.93,0.00,0.00,none,0,20.05,3.01,0.00,15.57,0.031,0.031,0.0,0.064
11,1749129514.43,75,0.081,0.067,0.118,0.369,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,13.07,0.034,0.034,0.0,0.077
12,1749129514.50,75,0.071,0.061,0.106,0.348,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.73,0.023,0.023,0.0,0.051
13,1749129514.55,75,0.057,0.046,0.082,0.299,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.92,0.029,0.029,0.0,0.050
14,1749129514.60,75,0.047,0.040,0.068,0.422,0.00,0.00,-0.93,0.00,0.01,none,0,20.06,3.01,0.00,13.81,0.024,0.024,0.0,0.072
15,1749129514.69,75,0.039,0.033,0.061,0.223,0.00,0.00,-0.93,0.00,0.01,none,0,20.08,3.02,0.00,6.00,0.046,0.046,0.0,0.167
16,1749129514.86,75,0.034,0.030,0.054,0.235,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,9.37,0.046,0.046,0.0,0.107
17,1749129514.95,75,0.029,0.027,0.048,0.513,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,18.68,0.030,0.030,0.0,0.054
18,1749129515.03,75,0.021,0.021,0.037,0.348,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,7.51,0.031,0.031,0.0,0.133
19,1749129515.13,75,0.021,0.022,0.036,0.587,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,17.53,0.033,0.033,0.0,0.057
20,1749129515.20,75,0.022,0.023,0.037,0.404,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,15.11,0.041,0.041,0.0,0.066
21,1749129515.26,75,0.024,0.023,0.037,0.517,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,14.86,0.044,0.044,0.0,0.067
22,1749129515.33,75,0.024,0.024,0.039,0.565,0.00,0.00,-0.94,0.00,0.01,resume_reinforce,0,20.13,3.03,0.00,15.94,0.031,0.031,0.0,0.063
23,1749129515.39,75,0.025,0.025,0.040,0.546,0.00,-0.00,-0.94,-0.00,0.03,none,0,20.31,3.06,0.00,19.78,0.027,0.027,0.0,0.051
24,1749129515.44,74,1.069,0.937,1.352,134.287,0.00,-0.00,-0.94,-0.00,0.05,none,0,20.53,3.11,0.00,15.10,0.035,0.035,0.0,0.066
25,1749129515.52,73,2.022,1.703,2.569,135.029,0.01,-0.00,-0.94,-0.00,0.18,none,0,21.84,3.37,0.00,13.56,0.033,0.033,0.0,0.074
26,1749129515.58,75,2.634,2.278,3.249,75.732,0.02,-0.00,-0.95,-0.00,0.30,none,0,22.97,3.59,0.00,16.01,0.032,0.032,0.0,0.062
27,1749129515.65,75,3.071,2.644,3.683,43.246,0.04,-0.00,-0.97,-0.00,0.42,none,0,24.24,3.85,0.00,10.58,0.034,0.034,0.0,0.095
28,1749129515.74,75,3.290,2.806,3.880,17.214,0.06,-0.00,-0.98,-0.00,0.51,none,0,25.03,4.01,0.00,16.51,0.031,0.031,0.0,0.061
29,1749129515.80,75,3.339,2.826,3.949,8.028,0.09,-0.00,-0.99,0.00,0.59,none,0,25.83,4.17,0.00,18.26,0.027,0.027,0.0,0.055
30,1749129515.85,75,3.436,2.871,4.070,12.419,0.11,-0.00,-1.00,0.00,0.66,none,0,26.60,4.32,0.00,19.97,0.030,0.030,0.0,0.050
31,1749129515.90,75,3.574,2.963,4.249,19.325,0.15,-0.00,-1.01,0.00,0.73,none,0,27.28,4.46,0.00,19.61,0.027,0.027,0.0,0.051
32,1749129515.95,75,3.731,3.074,4.445,21.035,0.19,-0.00,-1.02,0.00,0.81,none,0,28.02,4.60,0.00,19.87,0.025,0.025,0.0,0.050
