frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749105118.20,75,0.030,0.023,0.044,1.685,0.00,0.00,-0.95,0.00,0.06,none,1,35.78,5.16,0.00,19.90,0.022,0.022,0.0,0.051
3,1749105118.25,75,0.040,0.049,0.071,1.788,0.00,0.00,-0.95,0.00,0.08,none,0,36.14,5.23,0.00,19.79,0.021,0.021,0.0,0.052
4,1749105118.30,75,0.063,0.063,0.100,2.349,0.00,0.00,-0.95,0.00,0.08,none,0,36.16,5.23,0.00,19.92,0.024,0.024,0.0,0.051
5,1749105118.35,75,0.076,0.064,0.112,2.376,0.00,0.00,-0.94,0.00,0.07,none,0,36.07,5.21,0.00,19.87,0.020,0.020,0.0,0.051
6,1749105118.41,75,0.084,0.069,0.117,2.167,0.00,0.00,-0.94,0.00,0.06,none,0,35.92,5.18,0.00,19.80,0.025,0.025,0.0,0.052
7,1749105118.46,75,0.100,0.081,0.136,2.426,0.00,0.00,-0.94,0.00,0.05,none,0,35.79,5.16,0.00,19.84,0.023,0.023,0.0,0.051
8,1749105118.51,75,0.102,0.076,0.138,1.603,0.00,0.00,-0.93,0.00,0.04,none,0,35.66,5.13,0.00,19.76,0.024,0.024,0.0,0.052
9,1749105118.56,75,0.095,0.069,0.125,1.514,0.00,0.00,-0.93,0.00,0.03,none,0,35.54,5.11,0.00,19.95,0.023,0.023,0.0,0.051
10,1749105118.61,75,0.081,0.063,0.112,1.263,0.00,0.00,-0.93,0.00,0.03,none,0,35.44,5.09,0.00,19.91,0.021,0.021,0.0,0.051
11,1749105118.66,75,0.065,0.051,0.097,0.978,0.00,0.00,-0.93,0.00,0.02,none,0,35.35,5.07,0.00,19.82,0.022,0.022,0.0,0.051
12,1749105118.72,75,0.052,0.041,0.079,0.877,0.00,0.00,-0.93,0.00,0.02,none,0,35.26,5.05,0.00,19.82,0.023,0.023,0.0,0.052
13,1749105118.77,75,0.046,0.037,0.071,1.231,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.79,0.023,0.023,0.0,0.052
14,1749105118.82,75,0.037,0.031,0.058,0.566,0.00,0.00,-0.93,0.00,0.01,none,0,35.13,5.03,0.00,19.91,0.020,0.020,0.0,0.051
15,1749105118.87,75,0.032,0.030,0.051,0.704,0.00,0.00,-0.93,0.00,0.00,none,0,35.07,5.01,0.00,19.82,0.022,0.022,0.0,0.051
16,1749105118.92,75,0.028,0.027,0.042,0.430,0.00,0.00,-0.93,0.00,0.00,none,0,35.03,5.01,0.00,19.79,0.020,0.020,0.0,0.052
17,1749105118.98,75,0.022,0.023,0.038,0.345,0.00,0.00,-0.93,0.00,0.00,none,0,35.01,5.00,0.00,19.82,0.023,0.023,0.0,0.051
18,1749105119.03,75,0.019,0.020,0.029,0.305,0.00,0.00,-0.93,0.00,0.00,none,0,35.05,5.01,0.00,19.87,0.023,0.023,0.0,0.052
19,1749105119.08,75,0.015,0.019,0.028,0.340,0.00,0.00,-0.93,0.00,0.01,none,0,35.08,5.02,0.00,19.80,0.022,0.022,0.0,0.052
20,1749105119.13,75,0.014,0.016,0.025,0.543,0.00,0.00,-0.93,0.00,0.01,none,0,35.10,5.02,0.00,19.85,0.020,0.020,0.0,0.052
21,1749105119.18,75,0.014,0.018,0.026,0.543,0.00,0.00,-0.93,0.00,0.01,none,0,35.12,5.02,0.00,19.96,0.021,0.021,0.0,0.051
22,1749105119.23,75,0.016,0.020,0.027,0.448,0.00,0.00,-0.93,0.00,0.01,none,0,35.14,5.03,0.00,19.92,0.023,0.023,0.0,0.051
23,1749105119.29,75,0.017,0.021,0.029,0.476,0.00,0.00,-0.93,0.00,0.01,none,0,35.16,5.03,0.00,19.89,0.024,0.024,0.0,0.051
24,1749105119.34,75,0.019,0.022,0.030,0.518,0.00,0.00,-0.93,0.00,0.01,none,0,35.17,5.03,0.00,19.87,0.024,0.024,0.0,0.051
25,1749105119.39,75,0.020,0.023,0.036,1.195,0.00,0.00,-0.93,0.00,0.01,none,0,35.18,5.04,0.00,19.84,0.023,0.023,0.0,0.052
26,1749105119.44,75,0.021,0.022,0.036,0.503,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.86,0.025,0.025,0.0,0.052
27,1749105119.49,75,0.022,0.024,0.036,0.539,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.94,0.025,0.025,0.0,0.051
28,1749105119.54,75,0.023,0.023,0.038,0.626,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.94,0.022,0.022,0.0,0.051
29,1749105119.59,75,0.022,0.023,0.041,0.672,0.00,0.00,-0.93,0.00,0.01,none,0,35.20,5.04,0.00,19.93,0.024,0.024,0.0,0.052
30,1749105119.65,75,0.023,0.024,0.035,0.558,0.00,0.00,-0.93,0.00,0.01,none,0,35.20,5.04,0.00,19.78,0.022,0.022,0.0,0.052
31,1749105119.70,75,0.022,0.024,0.037,0.621,0.00,0.00,-0.93,0.00,0.01,none,0,35.20,5.04,0.00,19.80,0.021,0.021,0.0,0.052
32,1749105119.75,75,0.023,0.022,0.039,0.639,0.00,0.00,-0.94,0.00,0.01,none,0,35.20,5.04,0.00,19.83,0.022,0.022,0.0,0.052
33,1749105119.80,75,0.022,0.024,0.039,0.593,0.00,0.00,-0.94,0.00,0.01,none,0,35.19,5.04,0.00,19.80,0.020,0.020,0.0,0.051
34,1749105119.85,75,0.023,0.024,0.038,0.731,0.00,0.00,-0.94,0.00,0.01,none,0,35.19,5.04,0.00,19.92,0.022,0.022,0.0,0.051
35,1749105119.90,75,0.024,0.024,0.040,0.617,0.00,0.00,-0.94,0.00,0.01,none,0,35.19,5.04,0.00,19.78,0.024,0.024,0.0,0.052
36,1749105119.96,75,0.026,0.024,0.039,0.594,0.00,0.00,-0.94,0.00,0.01,none,0,35.19,5.04,0.00,19.79,0.021,0.021,0.0,0.052
37,1749105120.01,75,0.027,0.024,0.039,0.600,0.00,0.00,-0.94,0.00,0.01,none,0,35.18,5.04,0.00,19.79,0.023,0.023,0.0,0.052
38,1749105120.06,75,0.027,0.023,0.038,0.627,0.00,0.00,-0.94,0.00,0.01,none,0,35.18,5.04,0.00,19.89,0.022,0.022,0.0,0.052
39,1749105120.11,75,0.025,0.023,0.038,0.482,0.00,0.00,-0.94,0.00,0.01,none,0,35.17,5.03,0.00,19.83,0.023,0.023,0.0,0.052
40,1749105120.16,75,0.025,0.021,0.037,0.621,0.00,0.00,-0.94,0.00,0.00,resume_reinforce,0,35.17,5.03,0.00,19.87,0.023,0.023,0.0,0.052
41,1749105120.22,75,0.088,0.067,0.101,5.218,0.00,-0.00,-0.94,-0.00,0.03,none,0,35.50,5.10,0.00,19.94,0.021,0.021,0.0,0.051
42,1749105120.27,73,2.686,1.761,2.412,185.508,0.00,-0.00,-0.94,0.00,0.08,none,0,35.72,5.14,0.00,19.95,0.021,0.021,0.0,0.051
43,1749105120.32,74,4.386,3.099,4.436,129.259,0.01,0.00,-0.94,0.00,0.19,none,0,37.20,5.44,0.00,19.93,0.021,0.021,0.0,0.051
44,1749105120.37,75,5.591,4.090,5.632,80.548,0.02,0.00,-0.95,0.00,0.29,none,0,38.93,5.79,0.00,19.73,0.023,0.023,0.0,0.052
