frame,time,features,flow_left,flow_center,flow_right,speed
2,1748971556.59,75,0.119,0.056,0.121,0.07
3,1748971556.69,75,0.156,0.072,0.156,0.06
4,1748971556.79,75,0.158,0.073,0.160,0.04
5,1748971556.89,75,0.143,0.064,0.139,1.84
6,1748971559.01,75,4.668,4.066,6.681,1.85
7,1748971559.12,75,6.353,10.250,7.666,1.80
8,1748971559.22,75,8.404,10.372,9.183,1.79
9,1748971560.34,75,7.830,12.241,11.090,0.49
10,1748971560.44,75,7.519,7.832,7.419,0.41
11,1748971561.57,75,4.944,12.535,6.696,0.10
12,1748971562.68,75,6.035,8.438,6.030,0.06
13,1748971563.79,75,4.511,4.899,4.163,0.05
14,1748971564.90,75,3.245,2.847,2.910,0.06
15,1748971566.01,75,2.563,1.767,2.231,0.05
16,1748971566.11,75,1.339,0.907,1.163,0.05
17,1748971566.21,75,7.402,17.325,7.296,0.25
18,1748971567.32,75,18.647,19.403,7.314,0.15
19,1748971569.64,75,14.036,15.022,10.013,0.93
20,1748971570.75,75,11.933,11.046,8.162,0.26
21,1748971570.85,75,6.314,5.747,4.705,0.23
22,1748971570.95,75,3.368,3.028,2.840,0.19
23,1748971571.05,70,14.735,16.686,5.019,0.30
24,1748971571.15,75,17.054,17.956,6.018,0.46
25,1748971573.48,71,24.669,24.269,18.450,0.94
26,1748971573.59,75,13.860,12.938,9.225,0.88
27,1748971573.71,75,11.943,7.918,4.612,0.78
28,1748971573.82,75,7.448,4.706,2.306,0.66
29,1748971573.93,75,4.673,2.854,1.153,0.56
30,1748971574.03,68,20.501,22.027,0.577,0.54
