frame,time,features,flow_left,flow_center,flow_right,speed
2,1748973243.28,75,0.034,0.027,0.036,0.05
3,1748973243.33,75,0.052,0.035,0.051,0.08
4,1748973243.38,75,0.090,0.045,0.070,0.08
5,1748973243.43,75,0.093,0.048,0.081,1.84
6,1748973245.47,74,10.191,4.315,11.716,1.84
7,1748973245.52,75,5.335,2.363,6.696,1.85
8,1748973245.58,75,2.910,1.336,4.201,1.86
9,1748973245.63,75,1.714,0.827,2.967,1.87
10,1748973245.68,74,1.083,0.553,2.330,1.88
11,1748973245.73,73,0.740,0.425,1.803,1.89
12,1748973245.78,74,0.570,0.365,1.579,1.89
13,1748973245.83,75,0.499,0.339,1.544,1.90
14,1748973245.88,75,0.467,0.299,1.530,1.90
15,1748973245.93,75,0.460,0.302,1.493,1.91
16,1748973245.98,75,0.448,0.288,1.456,1.91
17,1748973246.03,75,0.462,0.299,1.512,1.92
18,1748973246.08,75,0.473,0.288,1.576,1.92
19,1748973246.13,75,0.500,0.262,1.522,1.93
20,1748973246.18,75,0.484,0.270,1.463,1.93
21,1748973246.23,75,0.540,0.288,1.555,1.93
22,1748973246.28,75,0.554,0.263,1.562,1.94
23,1748973246.33,75,0.568,0.251,1.632,1.94
24,1748973246.38,75,0.620,0.268,1.645,1.94
25,1748973246.43,75,0.614,0.286,1.623,1.95
26,1748973246.49,75,0.640,0.269,1.646,1.95
27,1748973246.54,75,0.635,0.252,1.764,1.95
28,1748973246.59,75,0.660,0.250,1.675,1.95
29,1748973246.64,75,0.666,0.249,1.758,1.95
30,1748973246.69,75,0.697,0.234,1.681,1.96
31,1748973246.74,75,0.677,0.215,1.598,1.96
32,1748973246.79,75,0.710,0.237,1.703,1.96
33,1748973246.84,75,0.729,0.250,1.488,1.96
34,1748973246.89,75,0.736,0.243,1.380,1.96
35,1748973246.94,75,0.744,0.262,1.431,1.96
36,1748973246.99,75,0.766,0.274,1.334,1.96
37,1748973247.04,75,0.780,0.271,1.269,1.96
38,1748973247.09,75,0.740,0.241,1.151,1.97
39,1748973247.14,75,0.680,0.239,1.031,1.97
40,1748973247.19,75,0.790,0.305,1.109,1.97
41,1748973247.24,75,0.770,0.267,1.102,1.97
42,1748973247.29,75,0.769,0.280,1.004,1.97
43,1748973247.34,75,0.780,0.296,1.012,1.97
44,1748973247.39,75,0.747,0.272,0.956,1.97
