frame,time,features,flow_left,flow_center,flow_right,speed
159,1748938562.67,104,0.004,0.003,0.000,0.10
160,1748938562.79,104,0.004,0.003,0.000,0.10
161,1748938562.92,104,0.004,0.003,0.000,0.10
162,1748938563.02,104,0.004,0.002,0.000,0.10
163,1748938563.13,104,0.003,0.002,0.000,0.10
164,1748938563.25,104,0.003,0.002,0.000,0.10
165,1748938563.36,104,0.003,0.002,0.000,0.10
166,1748938563.47,104,0.003,0.001,0.000,0.10
167,1748938563.58,104,0.002,0.001,0.000,0.10
168,1748938563.69,104,0.002,0.001,0.000,0.10
169,1748938563.83,104,0.002,0.001,0.000,0.10
170,1748938563.94,104,0.002,0.001,0.000,0.10
171,1748938564.05,104,0.002,0.001,0.000,0.10
172,1748938564.16,104,0.002,0.001,0.000,0.10
173,1748938564.28,104,0.002,0.001,0.000,0.10
174,1748938564.39,104,0.002,0.001,0.000,0.10
175,1748938564.50,104,0.002,0.001,0.000,0.10
176,1748938564.61,104,0.003,0.001,0.000,0.10
177,1748938564.72,104,0.003,0.001,0.000,0.10
178,1748938564.83,104,0.003,0.001,0.000,0.10
179,1748938564.92,104,0.003,0.001,0.000,0.10
180,1748938565.03,104,0.002,0.001,0.000,0.10
181,1748938565.14,104,0.002,0.001,0.000,0.10
182,1748938565.25,104,0.002,0.001,0.000,0.10
183,1748938565.35,104,0.002,0.001,0.000,0.10
184,1748938565.48,104,0.002,0.001,0.000,0.10
185,1748938565.59,104,0.002,0.001,0.000,0.10
186,1748938565.70,104,0.002,0.001,0.000,0.10
187,1748938565.82,104,0.002,0.001,0.000,0.10
188,1748938565.93,104,0.002,0.001,0.000,0.10
189,1748938566.04,104,0.002,0.001,0.000,0.10
190,1748938566.15,104,0.002,0.001,0.000,0.10
191,1748938566.27,104,0.002,0.001,0.000,0.10
192,1748938566.38,104,0.002,0.000,0.000,0.10
193,1748938566.49,104,0.002,0.001,0.000,0.10
194,1748938566.60,104,0.002,0.001,0.000,0.10
195,1748938566.71,104,0.002,0.001,0.000,0.10
196,1748938566.81,104,0.002,0.001,0.000,0.10
197,1748938566.94,104,0.002,0.001,0.000,0.10
198,1748938567.05,104,0.002,0.001,0.000,0.10
199,1748938567.17,104,0.002,0.001,0.000,0.10
200,1748938567.28,104,0.002,0.001,0.000,0.10
201,1748938567.39,104,0.003,0.001,0.000,0.10
202,1748938567.51,104,0.002,0.001,0.000,0.10
203,1748938567.62,104,0.002,0.001,0.000,0.10
204,1748938567.73,104,0.002,0.001,0.000,0.10
205,1748938567.84,104,0.002,0.001,0.000,0.10
206,1748938567.96,104,0.002,0.000,0.000,0.10
207,1748938568.07,104,0.002,0.000,0.000,0.10
208,1748938568.18,104,0.002,0.000,0.000,0.10
209,1748938568.29,104,0.002,0.000,0.000,0.10
210,1748938568.40,104,0.002,0.000,0.000,0.10
211,1748938568.51,104,0.002,0.000,0.000,0.10
212,1748938568.62,104,0.002,0.000,0.000,0.10
213,1748938568.73,104,0.002,0.000,0.000,0.10
214,1748938568.84,104,0.002,0.000,0.000,0.10
215,1748938568.95,104,0.002,0.000,0.000,0.10
216,1748938569.05,104,0.002,0.000,0.000,0.10
217,1748938569.16,104,0.002,0.000,0.000,0.10
218,1748938569.27,104,0.002,0.000,0.000,0.10
219,1748938569.38,104,0.002,0.000,0.000,0.10
220,1748938569.49,104,0.002,0.000,0.000,0.10
221,1748938569.60,104,0.002,0.000,0.000,0.10
222,1748938569.71,104,0.002,0.000,0.000,0.10
223,1748938569.82,104,0.002,0.000,0.000,0.10
224,1748938569.91,104,0.002,0.000,0.000,0.10
225,1748938570.04,104,0.002,0.000,0.000,0.10
226,1748938570.14,104,0.002,0.000,0.000,0.10
227,1748938570.25,104,0.002,0.000,0.000,0.10
228,1748938570.36,104,0.002,0.000,0.000,0.10
229,1748938570.47,104,0.002,0.000,0.000,0.10
230,1748938570.58,104,0.002,0.000,0.000,0.10
231,1748938570.69,104,0.002,0.000,0.000,0.10
232,1748938570.80,104,0.002,0.000,0.000,0.10
233,1748938570.90,104,0.002,0.000,0.000,0.10
234,1748938571.01,104,0.002,0.000,0.000,0.10
235,1748938571.12,104,0.002,0.000,0.000,0.10
236,1748938571.23,104,0.002,0.000,0.000,0.10
237,1748938571.34,104,0.002,0.000,0.000,0.10
238,1748938571.45,104,0.002,0.000,0.000,0.10
239,1748938571.55,104,0.002,0.000,0.000,0.10
240,1748938571.68,104,0.002,0.000,0.000,0.10
241,1748938571.79,104,0.002,0.000,0.000,0.10
242,1748938571.90,104,0.002,0.000,0.000,0.10
243,1748938572.01,104,0.002,0.000,0.000,0.10
244,1748938572.12,104,0.001,0.000,0.000,0.10
245,1748938572.24,104,0.002,0.000,0.000,0.10
246,1748938572.35,104,0.002,0.000,0.000,0.10
247,1748938572.46,104,0.002,0.000,0.000,0.10
248,1748938572.58,104,0.002,0.000,0.000,0.10
249,1748938572.69,104,0.002,0.000,0.000,0.10
250,1748938572.82,104,0.002,0.000,0.000,0.10
251,1748938572.93,104,0.002,0.000,0.000,0.10
252,1748938573.04,104,0.001,0.000,0.000,0.10
253,1748938573.15,104,0.002,0.000,0.000,0.10
254,1748938573.25,104,0.002,0.000,0.000,0.10
255,1748938573.36,104,0.002,0.000,0.000,0.10
256,1748938573.48,104,0.002,0.000,0.000,0.10
257,1748938573.59,104,0.002,0.000,0.000,0.10
258,1748938573.72,104,0.002,0.000,0.000,0.10
259,1748938573.83,104,0.002,0.000,0.000,0.10
260,1748938573.94,104,0.002,0.000,0.000,0.10
261,1748938574.04,104,0.002,0.000,0.000,0.10
262,1748938574.15,104,0.002,0.000,0.000,0.10
263,1748938574.26,104,0.002,0.000,0.000,0.10
264,1748938574.37,104,0.002,0.000,0.000,0.10
265,1748938574.48,104,0.002,0.000,0.000,0.10
