frame,time,features,flow_left,flow_center,flow_right,speed
2,1748956310.83,150,0.150,0.101,0.011,0.07
3,1748956310.94,150,0.225,0.156,0.012,0.06
4,1748956311.04,150,0.224,0.166,0.012,0.04
5,1748956311.14,150,0.210,0.163,0.012,1.84
6,1748956313.26,150,5.710,2.404,9.899,1.85
7,1748956313.37,142,7.590,4.079,12.471,1.79
8,1748956313.48,150,10.850,6.109,14.485,1.78
9,1748956313.61,130,13.478,7.757,16.598,1.79
10,1748956313.73,148,15.284,8.331,17.902,1.81
11,1748956313.84,139,11.022,6.338,9.636,1.83
12,1748956313.95,141,10.078,4.786,8.554,1.84
13,1748956314.05,150,7.587,2.898,7.986,1.86
14,1748956314.18,144,5.601,1.456,7.237,1.88
15,1748956314.29,147,4.410,1.103,6.944,1.90
16,1748956314.41,148,3.758,1.079,6.194,1.91
17,1748956314.54,149,3.357,1.182,5.766,1.92
18,1748956314.65,148,2.856,1.186,5.212,1.93
19,1748956314.76,150,2.505,1.112,4.788,1.94
20,1748956314.87,150,2.270,1.044,4.787,1.94
21,1748956314.97,150,2.035,0.949,4.881,1.95
22,1748956315.08,150,1.878,0.869,4.816,1.95
23,1748956315.21,150,2.002,0.855,5.064,1.96
24,1748956315.31,150,2.083,0.831,5.105,1.96
25,1748956315.42,150,2.110,0.797,5.113,1.96
26,1748956315.55,150,2.255,0.825,5.345,1.96
27,1748956315.67,150,2.352,0.827,5.700,1.97
28,1748956315.79,150,2.272,0.777,5.504,1.97
29,1748956315.90,150,2.231,0.758,5.492,1.97
30,1748956316.00,149,2.172,0.750,5.427,1.97
31,1748956316.11,150,1.991,0.711,5.294,1.97
32,1748956316.23,150,1.849,0.681,4.747,1.97
33,1748956316.35,150,1.870,0.718,4.639,1.97
34,1748956316.47,150,1.884,0.748,4.485,1.97
35,1748956316.58,150,1.838,0.728,4.147,1.97
36,1748956316.70,150,1.843,0.688,3.688,1.97
37,1748956316.81,149,1.833,0.643,3.502,1.98
38,1748956316.94,149,1.915,0.607,3.623,1.98
39,1748956317.04,150,1.900,0.545,3.480,1.98
40,1748956317.15,150,1.922,0.528,3.547,1.98
41,1748956317.26,150,1.993,0.522,3.613,1.98
42,1748956317.38,150,2.057,0.536,3.609,1.98
43,1748956317.49,149,2.015,0.519,3.247,1.98
44,1748956317.59,150,2.074,0.537,3.176,1.98
45,1748956317.70,150,2.172,0.550,3.092,1.98
46,1748956317.82,149,2.188,0.562,3.061,1.98
47,1748956317.94,150,2.235,0.592,3.015,1.98
48,1748956318.05,150,2.299,0.603,2.858,1.98
49,1748956318.17,150,2.270,0.622,2.781,1.98
50,1748956318.28,150,2.155,0.639,2.643,1.98
51,1748956318.39,150,2.049,0.667,2.523,1.98
52,1748956318.50,149,1.888,0.669,2.438,1.98
53,1748956318.61,149,1.719,0.703,2.520,1.98
54,1748956318.71,150,1.653,0.723,2.623,1.98
55,1748956318.81,150,1.634,0.734,2.727,1.98
56,1748956318.92,150,1.697,0.756,2.799,1.98
57,1748956319.03,146,1.855,0.796,2.893,1.98
58,1748956319.15,146,1.889,0.782,2.879,1.98
59,1748956319.26,149,1.941,0.775,2.768,1.98
60,1748956319.36,149,1.953,0.771,2.714,1.98
61,1748956319.48,149,1.922,0.773,2.643,1.98
62,1748956319.60,150,1.900,0.781,2.650,1.98
63,1748956319.71,150,1.899,0.800,2.638,1.98
64,1748956319.82,150,1.892,0.845,2.645,1.98
65,1748956319.93,150,1.925,0.875,2.653,1.98
66,1748956320.05,150,2.015,0.950,2.784,1.98
67,1748956320.16,150,1.969,0.968,2.762,1.98
68,1748956320.26,150,2.017,0.993,2.868,1.98
69,1748956320.38,150,2.067,0.986,2.924,1.98
70,1748956320.49,148,2.132,1.016,3.033,1.98
71,1748956320.61,150,2.147,0.952,3.017,1.98
72,1748956320.71,148,2.186,0.942,3.114,1.98
73,1748956320.82,149,2.232,0.973,3.127,1.98
74,1748956320.94,150,2.302,1.007,3.244,1.98
75,1748956321.04,150,2.370,1.051,3.303,1.98
76,1748956321.16,150,2.433,1.122,3.460,1.98
77,1748956321.27,150,2.504,1.210,3.556,1.98
78,1748956321.38,149,2.570,1.284,3.718,1.98
79,1748956321.49,148,2.617,1.366,3.852,1.98
80,1748956321.60,150,2.673,1.333,4.047,1.98
81,1748956321.71,150,2.710,1.312,4.210,1.98
82,1748956321.82,130,2.933,1.287,4.681,1.98
83,1748956321.93,132,3.054,1.226,5.038,1.98
84,1748956322.03,138,3.135,1.169,5.177,1.98
85,1748956322.16,149,3.377,1.238,5.525,1.98
86,1748956322.27,148,3.548,1.222,5.739,1.98
87,1748956322.38,147,3.607,1.221,5.998,1.98
88,1748956322.49,145,3.808,1.280,6.411,1.98
89,1748956322.60,132,4.070,1.319,7.091,1.98
90,1748956322.72,141,4.440,1.372,8.461,1.98
91,1748956322.83,139,4.868,1.530,10.302,1.98
92,1748956322.94,128,5.343,1.833,11.978,1.98
93,1748956323.05,129,6.185,2.222,12.821,1.98
94,1748956323.17,134,7.672,2.776,14.447,1.98
95,1748956323.27,84,8.346,4.080,14.814,1.98
96,1748956323.38,135,9.602,5.399,15.536,1.98
97,1748956323.48,148,11.636,7.117,16.069,1.98
98,1748956323.58,147,13.655,8.908,17.797,1.98
99,1748956323.69,146,15.950,11.569,19.605,1.98
100,1748956323.79,123,19.481,14.096,20.946,1.98
101,1748956323.90,108,26.040,18.234,23.609,1.98
102,1748956324.01,53,40.738,26.885,24.452,1.98
103,1748956325.62,8,47.950,68.896,35.306,0.37
