frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749292472.40,150,0.098,0.065,0.090,2.978,0.00,0.00,-0.97,0.00,0.07,none,1,0,0,20.73,2.04,0.00,9.76,0.021,0.003,0.0,0.102
3,1749292472.46,150,0.122,0.096,0.128,3.049,0.00,0.00,-0.96,0.00,0.08,none,0,0,0,20.78,2.04,0.00,19.94,0.020,0.002,0.0,0.050
4,1749292472.51,150,0.141,0.104,0.145,3.592,0.00,0.00,-0.96,0.00,0.07,none,0,0,0,20.74,2.04,0.00,19.89,0.019,0.002,0.0,0.050
5,1749292472.56,150,0.149,0.112,0.154,3.005,0.00,0.00,-0.95,0.00,0.06,none,0,0,0,20.65,2.03,0.00,18.21,0.022,0.003,0.0,0.055
6,1749292472.61,150,0.161,0.116,0.158,3.691,0.00,0.00,-0.95,0.00,0.05,none,0,0,0,20.55,2.03,0.00,18.49,0.019,0.002,0.0,0.054
7,1749292472.66,150,0.156,0.120,0.156,3.283,0.00,0.00,-0.95,0.00,0.05,none,0,0,0,20.46,2.02,0.00,19.36,0.020,0.002,0.0,0.052
8,1749292472.72,150,0.145,0.116,0.154,2.150,0.00,0.00,-0.95,0.00,0.04,none,0,0,0,20.38,2.02,0.00,19.23,0.020,0.003,0.0,0.052
9,1749292472.77,150,0.137,0.113,0.154,2.522,0.00,0.00,-0.94,0.00,0.03,none,0,0,0,20.31,2.02,0.00,19.43,0.023,0.002,0.0,0.051
10,1749292472.82,150,0.129,0.107,0.148,1.996,0.00,0.00,-0.94,0.00,0.02,none,0,0,0,20.25,2.01,0.00,19.71,0.019,0.003,0.0,0.051
11,1749292472.87,150,0.125,0.105,0.143,2.219,0.00,0.00,-0.94,0.00,0.02,none,0,0,0,20.20,2.01,0.00,19.95,0.019,0.002,0.0,0.050
12,1749292472.92,150,0.120,0.104,0.142,1.485,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.15,2.01,0.00,19.80,0.019,0.002,0.0,0.050
13,1749292472.97,150,0.114,0.099,0.133,1.205,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.11,2.01,0.00,12.45,0.029,0.003,0.0,0.080
14,1749292473.06,150,0.101,0.091,0.121,0.947,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.06,2.00,0.00,14.85,0.025,0.002,0.0,0.067
15,1749292473.12,150,0.089,0.083,0.110,1.070,0.00,0.00,-0.94,0.00,0.00,none,0,0,0,20.02,2.00,0.00,14.72,0.031,0.003,0.0,0.068
16,1749292473.19,150,0.074,0.075,0.097,0.927,0.00,0.00,-0.94,0.00,0.00,none,0,0,1,20.01,2.00,0.00,19.99,0.021,0.002,0.0,0.050
17,1749292473.24,150,0.066,0.065,0.088,0.831,0.00,0.00,-0.94,0.00,0.00,none,0,0,1,20.03,2.00,0.00,18.99,0.023,0.002,0.0,0.053
18,1749292473.29,150,0.061,0.060,0.080,0.986,0.00,0.00,-0.94,0.00,0.01,none,0,0,1,20.05,2.00,0.00,19.94,0.021,0.002,0.0,0.050
19,1749292473.34,150,0.059,0.056,0.070,1.265,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.07,2.00,0.00,18.21,0.023,0.002,0.0,0.055
20,1749292473.39,150,0.056,0.055,0.066,0.912,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.08,2.00,0.00,15.22,0.029,0.004,0.0,0.066
21,1749292473.46,150,0.051,0.051,0.063,0.823,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.10,2.00,0.00,15.98,0.026,0.003,0.0,0.063
22,1749292473.52,150,0.052,0.050,0.061,1.016,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.11,2.01,0.00,17.34,0.023,0.002,0.0,0.058
23,1749292473.58,150,0.049,0.048,0.061,1.118,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.11,2.01,0.00,18.03,0.024,0.002,0.0,0.055
24,1749292473.64,150,0.049,0.048,0.061,0.991,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.12,2.01,0.00,19.81,0.019,0.003,0.0,0.050
25,1749292473.69,150,0.051,0.048,0.060,1.391,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.12,2.01,0.00,19.83,0.019,0.002,0.0,0.050
26,1749292473.74,150,0.052,0.050,0.063,1.916,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.13,2.01,0.00,19.25,0.022,0.002,0.0,0.052
27,1749292473.79,150,0.053,0.052,0.065,1.446,0.00,0.00,-0.94,0.00,0.01,none,0,0,0,20.13,2.01,0.00,19.62,0.021,0.002,0.0,0.051
28,1749292473.84,150,0.054,0.053,0.066,1.099,0.00,0.00,-0.95,0.00,0.01,none,0,0,0,20.13,2.01,0.00,18.76,0.019,0.003,0.0,0.053
29,1749292473.89,150,0.052,0.052,0.068,1.540,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.90,0.018,0.003,0.0,0.050
30,1749292473.94,150,0.054,0.051,0.068,1.219,0.00,0.00,-0.95,0.00,0.01,none,0,0,0,20.13,2.01,0.00,19.83,0.016,0.002,0.0,0.050
31,1749292473.99,150,0.054,0.053,0.070,1.524,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.85,0.018,0.002,0.0,0.050
32,1749292474.04,150,0.053,0.053,0.071,1.407,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.13,2.01,0.00,19.81,0.017,0.002,0.0,0.050
33,1749292474.10,150,0.051,0.053,0.073,1.358,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.13,2.01,0.00,18.27,0.021,0.002,0.0,0.055
34,1749292474.15,150,0.048,0.054,0.075,1.511,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.13,2.01,0.00,18.52,0.022,0.003,0.0,0.054
35,1749292474.20,150,0.048,0.053,0.076,1.092,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.12,2.01,0.00,18.45,0.018,0.004,0.0,0.054
36,1749292474.26,150,0.043,0.052,0.073,1.030,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.73,0.018,0.003,0.0,0.051
37,1749292474.31,150,0.045,0.051,0.072,1.244,0.00,0.00,-0.95,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.33,0.021,0.003,0.0,0.052
38,1749292474.36,150,0.046,0.051,0.072,1.215,0.00,0.00,-0.95,0.00,0.01,resume_reinforce,0,0,1,20.12,2.01,0.00,19.93,0.019,0.002,0.0,0.050
39,1749292474.41,150,0.048,0.051,0.072,1.532,0.00,-0.00,-0.95,-0.00,0.03,none,0,0,1,20.34,2.02,0.00,19.86,0.017,0.002,0.0,0.050
40,1749292474.46,149,1.539,1.020,1.469,219.351,0.00,-0.00,-0.95,-0.00,0.06,none,0,0,0,20.58,2.03,0.00,18.31,0.021,0.002,0.0,0.055
41,1749292474.51,149,2.996,2.164,2.921,183.933,0.01,-0.00,-0.95,-0.00,0.17,none,0,0,0,21.65,2.08,0.00,18.31,0.023,0.002,0.0,0.055
42,1749292474.57,145,3.912,3.049,3.975,154.622,0.01,-0.00,-0.96,-0.00,0.27,none,0,0,0,22.68,2.13,0.00,19.05,0.022,0.002,0.0,0.052
